GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A43AA1970,A43AB1970,B37AA1970,B37AB1970,B39AA1970,B39AB1970
"G1901310","1970","Iowa","19","190","Mitchell County","131","1310","Mitchell",4038,297,3175,863,0,1
"G1901330","1970","Iowa","19","190","Monona County","133","1330","Monona",4133,378,2908,1225,0,0
"G1901350","1970","Iowa","19","190","Monroe County","135","1350","Monroe",3168,313,2435,733,5,4
"G1901370","1970","Iowa","19","190","Montgomery County","137","1370","Montgomery",4621,375,3284,1337,3,0
"G1901390","1970","Iowa","19","190","Muscatine County","139","1390","Muscatine",11840,888,8400,3440,16,22
"G1901410","1970","Iowa","19","190","O'Brien County","141","1410","O>Brien",5669,430,4156,1513,0,0
"G1901430","1970","Iowa","19","190","Osceola County","143","1430","Osceola",2738,220,1925,813,0,0
"G1901450","1970","Iowa","19","190","Page County","145","1450","Page",6571,557,4564,2007,12,0
"G1901470","1970","Iowa","19","190","Palo Alto County","147","1470","Palo Alto",4098,666,2966,1132,0,0
"G1901490","1970","Iowa","19","190","Plymouth County","149","1490","Plymouth",7167,396,5034,2133,1,2
"G1901510","1970","Iowa","19","190","Pocahontas County","151","1510","Pocahontas",4066,393,2825,1241,0,0
"G1901530","1970","Iowa","19","190","Polk County","153","1530","Polk",93415,4910,65003,28412,2017,1579
"G1901550","1970","Iowa","19","190","Pottawattamie County","155","1550","Pottawattamie",26776,1345,19508,7268,126,50
"G1901570","1970","Iowa","19","190","Poweshiek County","157","1570","Poweshiek",5969,725,4199,1770,3,8
"G1901590","1970","Iowa","19","190","Ringgold County","159","1590","Ringgold",2306,475,1844,462,0,0
"G1901610","1970","Iowa","19","190","Sac County","161","1610","Sac",5080,678,3575,1505,1,1
"G1901630","1970","Iowa","19","190","Scott County","163","1630","Scott",44022,2375,30166,13856,468,611
"G1901650","1970","Iowa","19","190","Shelby County","165","1650","Shelby",4631,322,3363,1268,0,1
"G1901670","1970","Iowa","19","190","Sioux County","167","1670","Sioux",8030,382,6128,1902,0,0
"G1901690","1970","Iowa","19","190","Story County","169","1690","Story",18296,766,10815,7481,16,74
"G1901710","1970","Iowa","19","190","Tama County","171","1710","Tama",6553,562,4903,1650,3,4
"G1901730","1970","Iowa","19","190","Taylor County","173","1730","Taylor",3223,328,2573,650,2,0
"G1901750","1970","Iowa","19","190","Union County","175","1750","Union",4774,410,3575,1199,5,1
"G1901770","1970","Iowa","19","190","Van Buren County","177","1770","Van Buren",3025,401,2496,529,0,0
"G1901790","1970","Iowa","19","190","Wapello County","179","1790","Wapello",14352,1126,10945,3407,74,33
"G1901810","1970","Iowa","19","190","Warren County","181","1810","Warren",8012,413,6396,1616,1,2
"G1901830","1970","Iowa","19","190","Washington County","183","1830","Washington",6136,498,4491,1645,2,1
"G1901850","1970","Iowa","19","190","Wayne County","185","1850","Wayne",3137,362,2513,624,0,0
"G1901870","1970","Iowa","19","190","Webster County","187","1870","Webster",15282,1032,10447,4835,63,82
"G1901890","1970","Iowa","19","190","Winnebago County","189","1890","Winnebago",4224,302,3068,1156,0,0
"G1901910","1970","Iowa","19","190","Winneshiek County","191","1910","Winneshiek",6058,376,4604,1454,0,3
"G1901930","1970","Iowa","19","190","Woodbury County","193","1930","Woodbury",32834,2293,22816,10018,157,140
"G1901950","1970","Iowa","19","190","Worth County","195","1950","Worth",3039,295,2272,767,9,1
"G1901970","1970","Iowa","19","190","Wright County","197","1970","Wright",5744,666,4015,1729,0,0
"G2000010","1970","Kansas","20","200","Allen County","001","0010","Allen",5317,567,4073,1244,59,20
"G2000030","1970","Kansas","20","200","Anderson County","003","0030","Anderson",2936,269,2364,572,6,1
"G2000050","1970","Kansas","20","200","Atchison County","005","0050","Atchison",5832,477,4092,1740,224,121
"G2000070","1970","Kansas","20","200","Barber County","007","0070","Barber",2494,557,1788,706,3,4
"G2000090","1970","Kansas","20","200","Barton County","009","0090","Barton",9796,840,6915,2881,80,56
"G2000110","1970","Kansas","20","200","Bourbon County","011","0110","Bourbon",5665,549,4092,1573,86,58
"G2000130","1970","Kansas","20","200","Brown County","013","0130","Brown",4215,459,3067,1148,39,8
"G2000150","1970","Kansas","20","200","Butler County","015","0150","Butler",12625,1199,8960,3665,41,24
"G2000170","1970","Kansas","20","200","Chase County","017","0170","Chase",1250,272,906,344,6,2
"G2000190","1970","Kansas","20","200","Chautauqua County","019","0190","Chautauqua",1870,400,1476,394,12,3
"G2000210","1970","Kansas","20","200","Cherokee County","021","0210","Cherokee",7677,887,5882,1795,74,18
"G2000230","1970","Kansas","20","200","Cheyenne County","023","0230","Cheyenne",1471,245,1160,311,0,0
"G2000250","1970","Kansas","20","200","Clark County","025","0250","Clark",1081,220,825,256,0,0
"G2000270","1970","Kansas","20","200","Clay County","027","0270","Clay",3589,415,2668,921,2,1
"G2000290","1970","Kansas","20","200","Cloud County","029","0290","Cloud",4613,593,3267,1346,1,1
"G2000310","1970","Kansas","20","200","Coffey County","031","0310","Coffey",2744,339,2164,580,0,0
"G2000330","1970","Kansas","20","200","Comanche County","033","0330","Comanche",1014,195,726,288,0,0
"G2000350","1970","Kansas","20","200","Cowley County","035","0350","Cowley",12007,1244,8395,3612,183,98
"G2000370","1970","Kansas","20","200","Crawford County","037","0370","Crawford",13682,1288,9880,3802,85,56
"G2000390","1970","Kansas","20","200","Decatur County","039","0390","Decatur",1760,415,1362,398,1,0
"G2000410","1970","Kansas","20","200","Dickinson County","041","0410","Dickinson",7081,724,5100,1981,32,9
"G2000430","1970","Kansas","20","200","Doniphan County","043","0430","Doniphan",2972,292,2209,763,77,22
"G2000450","1970","Kansas","20","200","Douglas County","045","0450","Douglas",17398,877,9695,7703,355,295
"G2000470","1970","Kansas","20","200","Edwards County","047","0470","Edwards",1617,265,1235,382,2,0
"G2000490","1970","Kansas","20","200","Elk County","049","0490","Elk",1496,373,1194,302,1,0
"G2000510","1970","Kansas","20","200","Ellis County","051","0510","Ellis",7247,513,4734,2513,4,6
"G2000530","1970","Kansas","20","200","Ellsworth County","053","0530","Ellsworth",2225,498,1721,504,3,2
"G2000550","1970","Kansas","20","200","Finney County","055","0550","Finney",5552,458,3639,1913,28,32
"G2000570","1970","Kansas","20","200","Ford County","057","0570","Ford",7098,654,4907,2191,51,34
"G2000590","1970","Kansas","20","200","Franklin County","059","0590","Franklin",6742,463,4972,1770,58,29
"G2000610","1970","Kansas","20","200","Geary County","061","0610","Geary",8346,405,4077,4269,381,543
"G2000630","1970","Kansas","20","200","Gove County","063","0630","Gove",1207,105,963,244,0,0
"G2000650","1970","Kansas","20","200","Graham County","065","0650","Graham",1480,175,1090,390,31,13
"G2000670","1970","Kansas","20","200","Grant County","067","0670","Grant",1751,173,1058,693,1,1
"G2000690","1970","Kansas","20","200","Gray County","069","0690","Gray",1462,164,1049,413,1,0
"G2000710","1970","Kansas","20","200","Greeley County","071","0710","Greeley",583,91,407,176,1,1
"G2000730","1970","Kansas","20","200","Greenwood County","073","0730","Greenwood",3462,626,2512,950,1,0
"G2000750","1970","Kansas","20","200","Hamilton County","075","0750","Hamilton",924,168,663,261,1,0
"G2000770","1970","Kansas","20","200","Harper County","077","0770","Harper",3024,464,2199,825,6,4
"G2000790","1970","Kansas","20","200","Harvey County","079","0790","Harvey",8756,459,6105,2651,83,51
"G2000810","1970","Kansas","20","200","Haskell County","081","0810","Haskell",1113,134,744,369,1,0
"G2000830","1970","Kansas","20","200","Hodgeman County","083","0830","Hodgeman",864,143,654,210,2,2
"G2000850","1970","Kansas","20","200","Jackson County","085","0850","Jackson",3504,370,2685,819,8,1
"G2000870","1970","Kansas","20","200","Jefferson County","087","0870","Jefferson",3771,310,3002,769,23,8
"G2000890","1970","Kansas","20","200","Jewell County","089","0890","Jewell",2224,409,1731,493,2,0
"G2000910","1970","Kansas","20","200","Johnson County","091","0910","Johnson",64934,2548,48806,16128,166,97
"G2000930","1970","Kansas","20","200","Kearny County","093","0930","Kearny",929,116,636,293,0,0
"G2000950","1970","Kansas","20","200","Kingman County","095","0950","Kingman",2968,360,2123,845,5,0
"G2000970","1970","Kansas","20","200","Kiowa County","097","0970","Kiowa",1426,239,1013,413,1,0
"G2000990","1970","Kansas","20","200","Labette County","099","0990","Labette",8942,871,6568,2374,220,155
"G2001010","1970","Kansas","20","200","Lane County","101","1010","Lane",920,114,710,210,0,0
"G2001030","1970","Kansas","20","200","Leavenworth County","103","1030","Leavenworth",14128,868,8499,5629,506,487
"G2001050","1970","Kansas","20","200","Lincoln County","105","1050","Lincoln",1732,307,1353,379,0,0
"G2001070","1970","Kansas","20","200","Linn County","107","1070","Linn",2848,491,2271,577,15,2
"G2001090","1970","Kansas","20","200","Logan County","109","1090","Logan",1235,148,918,317,13,1
"G2001110","1970","Kansas","20","200","Lyon County","111","1110","Lyon",10427,587,6430,3997,77,104
"G2001130","1970","Kansas","20","200","McPherson County","113","1130","Mc Pherson",8036,546,5864,2172,9,14
"G2001150","1970","Kansas","20","200","Marion County","115","1150","Marion",4677,608,3658,1019,7,5
"G2001170","1970","Kansas","20","200","Marshall County","117","1170","Marshall",4712,693,3582,1130,3,3
"G2001190","1970","Kansas","20","200","Meade County","119","1190","Meade",1643,271,1217,426,0,1
"G2001210","1970","Kansas","20","200","Miami County","121","1210","Miami",6128,507,4415,1713,83,79
"G2001230","1970","Kansas","20","200","Mitchell County","123","1230","Mitchell",2772,359,2087,685,0,0
"G2001250","1970","Kansas","20","200","Montgomery County","125","1250","Montgomery",14573,1660,10534,4039,614,309
"G2001270","1970","Kansas","20","200","Morris County","127","1270","Morris",2315,593,1743,572,10,3
"G2001290","1970","Kansas","20","200","Morton County","129","1290","Morton",1150,123,780,370,1,0
"G2001310","1970","Kansas","20","200","Nemaha County","131","1310","Nemaha",3739,475,2958,781,13,7
"G2001330","1970","Kansas","20","200","Neosho County","133","1330","Neosho",6566,568,4901,1665,58,30
"G2001350","1970","Kansas","20","200","Ness County","135","1350","Ness",1668,282,1288,380,0,0
"G2001370","1970","Kansas","20","200","Norton County","137","1370","Norton",2513,302,1949,564,0,0
"G2001390","1970","Kansas","20","200","Osage County","139","1390","Osage",4475,443,3560,915,4,1
"G2001410","1970","Kansas","20","200","Osborne County","141","1410","Osborne",2332,397,1856,476,4,0
"G2001430","1970","Kansas","20","200","Ottawa County","143","1430","Ottawa",2176,329,1688,488,2,0
"G2001450","1970","Kansas","20","200","Pawnee County","145","1450","Pawnee",2833,348,2030,803,33,20
"G2001470","1970","Kansas","20","200","Phillips County","147","1470","Phillips",2768,323,2076,692,8,0
"G2001490","1970","Kansas","20","200","Pottawatomie County","149","1490","Pottawatomie",3941,372,3064,877,4,3
"G2001510","1970","Kansas","20","200","Pratt County","151","1510","Pratt",3628,471,2553,1075,52,17
"G2001530","1970","Kansas","20","200","Rawlins County","153","1530","Rawlins",1433,291,1100,333,0,0
"G2001550","1970","Kansas","20","200","Reno County","155","1550","Reno",20150,1642,14386,5764,197,156
"G2001570","1970","Kansas","20","200","Republic County","157","1570","Republic",3133,501,2411,722,0,0
"G2001590","1970","Kansas","20","200","Rice County","159","1590","Rice",4213,532,3124,1089,27,6
"G2001610","1970","Kansas","20","200","Riley County","161","1610","Riley",14122,743,6503,7619,84,425
"G2001630","1970","Kansas","20","200","Rooks County","163","1630","Rooks",2570,277,1924,646,6,1
"G2001650","1970","Kansas","20","200","Rush County","165","1650","Rush",1846,234,1473,373,1,1
"G2001670","1970","Kansas","20","200","Russell County","167","1670","Russell",3349,386,2482,867,10,6
"G2001690","1970","Kansas","20","200","Saline County","169","1690","Saline",14973,1615,9799,5174,152,284
"G2001710","1970","Kansas","20","200","Scott County","171","1710","Scott",1772,183,1287,485,0,0
"G2001730","1970","Kansas","20","200","Sedgwick County","173","1730","Sedgwick",112426,8240,71979,40447,3523,3864
"G2001750","1970","Kansas","20","200","Seward County","175","1750","Seward",4946,344,3183,1763,58,91
"G2001770","1970","Kansas","20","200","Shawnee County","177","1770","Shawnee",49986,1954,32134,17852,1755,1576
"G2001790","1970","Kansas","20","200","Sheridan County","179","1790","Sheridan",1181,126,909,272,0,0
"G2001810","1970","Kansas","20","200","Sherman County","181","1810","Sherman",2552,211,1847,705,1,1
"G2001830","1970","Kansas","20","200","Smith County","183","1830","Smith",2465,285,1973,492,0,0
"G2001850","1970","Kansas","20","200","Stafford County","185","1850","Stafford",2248,354,1690,558,3,0
"G2001870","1970","Kansas","20","200","Stanton County","187","1870","Stanton",700,77,427,273,2,0
"G2001890","1970","Kansas","20","200","Stevens County","189","1890","Stevens",1351,192,978,373,15,2
"G2001910","1970","Kansas","20","200","Sumner County","191","1910","Sumner",8046,931,5763,2283,44,24
"G2001930","1970","Kansas","20","200","Thomas County","193","1930","Thomas",2444,313,1717,727,0,2
"G2001950","1970","Kansas","20","200","Trego County","195","1950","Trego",1475,256,1127,348,1,0
"G2001970","1970","Kansas","20","200","Wabaunsee County","197","1970","Wabaunsee",2166,394,1718,448,25,15
"G2001990","1970","Kansas","20","200","Wallace County","199","1990","Wallace",680,125,500,180,3,2
"G2002010","1970","Kansas","20","200","Washington County","201","2010","Washington",3269,436,2598,671,1,0
"G2002030","1970","Kansas","20","200","Wichita County","203","2030","Wichita",944,85,647,297,1,0
"G2002050","1970","Kansas","20","200","Wilson County","205","2050","Wilson",4199,581,3193,1006,14,0
"G2002070","1970","Kansas","20","200","Woodson County","207","2070","Woodson",1756,276,1374,382,2,1
"G2002090","1970","Kansas","20","200","Wyandotte County","209","2090","Wyandotte",60298,3186,40802,19496,6382,4465
"G2100010","1970","Kentucky","21","210","Adair County","001","0010","Adair",4207,586,3235,972,125,57
"G2100030","1970","Kentucky","21","210","Allen County","003","0030","Allen",4218,444,3060,1158,52,35
"G2100050","1970","Kentucky","21","210","Anderson County","005","0050","Anderson",3016,268,2264,752,74,41
"G2100070","1970","Kentucky","21","210","Ballard County","007","0070","Ballard",2906,247,2324,582,91,45
"G2100090","1970","Kentucky","21","210","Barren County","009","0090","Barren",9401,763,6368,3033,279,354
"G2100110","1970","Kentucky","21","210","Bath County","011","0110","Bath",2906,307,1923,983,74,39
"G2100130","1970","Kentucky","21","210","Bell County","013","0130","Bell",9340,623,5593,3747,176,136
"G2100150","1970","Kentucky","21","210","Boone County","015","0150","Boone",9282,571,6790,2492,30,13
"G2100170","1970","Kentucky","21","210","Bourbon County","017","0170","Bourbon",5927,423,3404,2523,434,308
"G2100190","1970","Kentucky","21","210","Boyd County","019","0190","Boyd",16608,1171,11770,4838,162,130
"G2100210","1970","Kentucky","21","210","Boyle County","021","0210","Boyle",6822,445,4495,2327,400,424
"G2100230","1970","Kentucky","21","210","Bracken County","023","0230","Bracken",2339,268,1556,783,18,10
"G2100250","1970","Kentucky","21","210","Breathitt County","025","0250","Breathitt",3799,486,2331,1468,9,5
"G2100270","1970","Kentucky","21","210","Breckinridge County","027","0270","Breckinridge",4617,1069,3514,1103,122,63
"G2100290","1970","Kentucky","21","210","Bullitt County","029","0290","Bullitt",7215,517,5842,1373,77,41
"G2100310","1970","Kentucky","21","210","Butler County","031","0310","Butler",3083,384,2341,742,22,11
"G2100330","1970","Kentucky","21","210","Caldwell County","033","0330","Caldwell",4553,383,3224,1329,172,148
"G2100350","1970","Kentucky","21","210","Calloway County","035","0350","Calloway",9102,761,6288,2814,134,129
"G2100370","1970","Kentucky","21","210","Campbell County","037","0370","Campbell",26945,1150,18082,8863,67,153
"G2100390","1970","Kentucky","21","210","Carlisle County","039","0390","Carlisle",1913,114,1515,398,15,11
"G2100410","1970","Kentucky","21","210","Carroll County","041","0410","Carroll",2755,212,1709,1046,35,37
"G2100430","1970","Kentucky","21","210","Carter County","043","0430","Carter",5876,531,4448,1428,32,25
"G2100450","1970","Kentucky","21","210","Casey County","045","0450","Casey",4060,490,2963,1097,32,9
"G2100470","1970","Kentucky","21","210","Christian County","047","0470","Christian",14860,1367,8851,6009,1409,1640
"G2100490","1970","Kentucky","21","210","Clark County","049","0490","Clark",7646,547,4649,2997,311,308
"G2100510","1970","Kentucky","21","210","Clay County","051","0510","Clay",4779,685,3025,1754,74,108
"G2100530","1970","Kentucky","21","210","Clinton County","053","0530","Clinton",2565,289,1944,621,9,94
"G2100550","1970","Kentucky","21","210","Crittenden County","055","0550","Crittenden",3022,351,2272,750,38,6
"G2100570","1970","Kentucky","21","210","Cumberland County","057","0570","Cumberland",2208,396,1552,656,81,43
"G2100590","1970","Kentucky","21","210","Daviess County","059","0590","Daviess",24012,1362,16860,7152,443,604
"G2100610","1970","Kentucky","21","210","Edmonson County","061","0610","Edmonson",2720,385,2161,559,14,12
"G2100630","1970","Kentucky","21","210","Elliott County","063","0630","Elliott",1646,235,1268,378,4,7
"G2100650","1970","Kentucky","21","210","Estill County","065","0650","Estill",3923,318,2728,1195,11,9
"G2100670","1970","Kentucky","21","210","Fayette County","067","0670","Fayette",54507,5021,30113,24394,2390,4119
"G2100690","1970","Kentucky","21","210","Fleming County","069","0690","Fleming",3680,419,2566,1114,75,43
"G2100710","1970","Kentucky","21","210","Floyd County","071","0710","Floyd",10329,1083,6912,3417,71,90
"G2100730","1970","Kentucky","21","210","Franklin County","073","0730","Franklin",11044,688,7094,3950,285,371
"G2100750","1970","Kentucky","21","210","Fulton County","075","0750","Fulton",3480,308,2257,1223,150,285
"G2100770","1970","Kentucky","21","210","Gallatin County","077","0770","Gallatin",1310,155,848,462,15,16
"G2100790","1970","Kentucky","21","210","Garrard County","079","0790","Garrard",3175,393,2101,1074,121,108
"G2100810","1970","Kentucky","21","210","Grant County","081","0810","Grant",3270,714,2372,898,15,14
"G2100830","1970","Kentucky","21","210","Graves County","083","0830","Graves",10824,831,8236,2588,269,244
"G2100850","1970","Kentucky","21","210","Grayson County","085","0850","Grayson",5193,1121,4119,1074,31,24
"G2100870","1970","Kentucky","21","210","Green County","087","0870","Green",3434,506,2551,883,90,56
"G2100890","1970","Kentucky","21","210","Greenup County","089","0890","Greenup",9666,760,7512,2154,32,20
"G2100910","1970","Kentucky","21","210","Hancock County","091","0910","Hancock",2111,260,1606,505,34,10
"G2100930","1970","Kentucky","21","210","Hardin County","093","0930","Hardin",17050,1338,10069,6981,328,746
"G2100950","1970","Kentucky","21","210","Harlan County","095","0950","Harlan",11168,1296,6546,4622,377,307
"G2100970","1970","Kentucky","21","210","Harrison County","097","0970","Harrison",4707,361,2789,1918,79,110
"G2100990","1970","Kentucky","21","210","Hart County","099","0990","Hart",4490,535,3154,1336,211,167
"G2101010","1970","Kentucky","21","210","Henderson County","101","1010","Henderson",11500,767,7637,3863,494,416
"G2101030","1970","Kentucky","21","210","Henry County","103","1030","Henry",3628,299,2420,1208,151,102
"G2101050","1970","Kentucky","21","210","Hickman County","105","1050","Hickman",2097,297,1542,555,94,111
"G2101070","1970","Kentucky","21","210","Hopkins County","107","1070","Hopkins",12552,938,9084,3468,632,359
"G2101090","1970","Kentucky","21","210","Jackson County","109","1090","Jackson",2982,377,2220,762,13,7
"G2101110","1970","Kentucky","21","210","Jefferson County","111","1110","Jefferson",216160,10333,140488,75672,13328,15324
"G2101130","1970","Kentucky","21","210","Jessamine County","113","1130","Jessamine",5247,349,3096,2151,316,150
"G2101150","1970","Kentucky","21","210","Johnson County","115","1150","Johnson",5423,600,3734,1689,10,7
"G2101170","1970","Kentucky","21","210","Kenton County","117","1170","Kenton",40326,2129,25824,14502,504,723
"G2101190","1970","Kentucky","21","210","Knott County","119","1190","Knott",3859,509,2626,1233,27,20
"G2101210","1970","Kentucky","21","210","Knox County","121","1210","Knox",6987,722,4596,2391,93,62
"G2101230","1970","Kentucky","21","210","Larue County","123","1230","Larue",3334,307,2635,699,95,30
"G2101250","1970","Kentucky","21","210","Laurel County","125","1250","Laurel",8045,712,5916,2129,53,17
"G2101270","1970","Kentucky","21","210","Lawrence County","127","1270","Lawrence",3293,664,2257,1036,18,14
"G2101290","1970","Kentucky","21","210","Lee County","129","1290","Lee",2009,305,1422,587,8,5
"G2101310","1970","Kentucky","21","210","Leslie County","131","1310","Leslie",2973,304,1794,1179,1,6
"G2101330","1970","Kentucky","21","210","Letcher County","133","1330","Letcher",6808,791,4754,2054,141,61
"G2101350","1970","Kentucky","21","210","Lewis County","135","1350","Lewis",3612,508,2441,1171,4,1
"G2101370","1970","Kentucky","21","210","Lincoln County","137","1370","Lincoln",5221,541,3698,1523,202,114
"G2101390","1970","Kentucky","21","210","Livingston County","139","1390","Livingston",2642,340,2126,516,13,10
"G2101410","1970","Kentucky","21","210","Logan County","141","1410","Logan",7049,578,4861,2188,311,321
"G2101430","1970","Kentucky","21","210","Lyon County","143","1430","Lyon",1645,242,1266,379,48,37
"G2101450","1970","Kentucky","21","210","McCracken County","145","1450","Mc Cracken",19887,1244,14014,5873,960,949
"G2101470","1970","Kentucky","21","210","McCreary County","147","1470","Mc Creary",3503,400,2343,1160,3,3
"G2101490","1970","Kentucky","21","210","McLean County","149","1490","Mc Lean",3055,325,2382,673,21,6
"G2101510","1970","Kentucky","21","210","Madison County","151","1510","Madison",11924,673,6782,5142,343,410
"G2101530","1970","Kentucky","21","210","Magoffin County","153","1530","Magoffin",2802,287,2035,767,9,12
"G2101550","1970","Kentucky","21","210","Marion County","155","1550","Marion",4379,388,3129,1250,190,146
"G2101570","1970","Kentucky","21","210","Marshall County","157","1570","Marshall",6776,1139,5704,1072,13,22
"G2101590","1970","Kentucky","21","210","Martin County","159","1590","Martin",2435,179,1644,791,5,3
"G2101610","1970","Kentucky","21","210","Mason County","161","1610","Mason",5588,419,3137,2451,198,243
"G2101630","1970","Kentucky","21","210","Meade County","163","1630","Meade",5335,452,2592,2743,100,179
"G2101650","1970","Kentucky","21","210","Menifee County","165","1650","Menifee",1182,156,873,309,3,0
"G2101670","1970","Kentucky","21","210","Mercer County","167","1670","Mercer",5333,766,3674,1659,163,110
"G2101690","1970","Kentucky","21","210","Metcalfe County","169","1690","Metcalfe",2644,292,1942,702,73,37
"G2101710","1970","Kentucky","21","210","Monroe County","171","1710","Monroe",3776,507,2689,1087,72,49
"G2101730","1970","Kentucky","21","210","Montgomery County","173","1730","Montgomery",4850,278,3004,1846,194,150
"G2101750","1970","Kentucky","21","210","Morgan County","175","1750","Morgan",2953,360,2030,923,7,12
"G2101770","1970","Kentucky","21","210","Muhlenberg County","177","1770","Muhlenberg",8862,716,6798,2064,234,99
"G2101790","1970","Kentucky","21","210","Nelson County","179","1790","Nelson",6218,524,4511,1707,232,244
"G2101810","1970","Kentucky","21","210","Nicholas County","181","1810","Nicholas",2143,283,1402,741,38,13
"G2101830","1970","Kentucky","21","210","Ohio County","183","1830","Ohio",6103,619,4684,1419,66,40
"G2101850","1970","Kentucky","21","210","Oldham County","185","1850","Oldham",3798,450,2625,1173,139,78
"G2101870","1970","Kentucky","21","210","Owen County","187","1870","Owen",2564,539,1759,805,55,41
"G2101890","1970","Kentucky","21","210","Owsley County","189","1890","Owsley",1460,306,1021,439,7,4
"G2101910","1970","Kentucky","21","210","Pendleton County","191","1910","Pendleton",3099,318,2239,860,20,12
"G2101930","1970","Kentucky","21","210","Perry County","193","1930","Perry",7123,777,4633,2490,125,135
"G2101950","1970","Kentucky","21","210","Pike County","195","1950","Pike",17335,1390,11519,5816,116,226
"G2101970","1970","Kentucky","21","210","Powell County","197","1970","Powell",2216,185,1564,652,20,15
"G2101990","1970","Kentucky","21","210","Pulaski County","199","1990","Pulaski",11254,1750,8364,2890,130,77
"G2102010","1970","Kentucky","21","210","Robertson County","201","2010","Robertson",730,100,487,243,5,0
"G2102030","1970","Kentucky","21","210","Rockcastle County","203","2030","Rockcastle",3615,392,2632,983,10,12
"G2102050","1970","Kentucky","21","210","Rowan County","205","2050","Rowan",4120,375,2734,1386,4,14
"G2102070","1970","Kentucky","21","210","Russell County","207","2070","Russell",3459,838,2765,694,20,9
"G2102090","1970","Kentucky","21","210","Scott County","209","2090","Scott",5418,438,3330,2088,323,227
"G2102110","1970","Kentucky","21","210","Shelby County","211","2110","Shelby",5954,496,3665,2289,267,384
"G2102130","1970","Kentucky","21","210","Simpson County","213","2130","Simpson",4189,362,2776,1413,251,212
"G2102150","1970","Kentucky","21","210","Spencer County","215","2150","Spencer",1641,149,1062,579,44,31
"G2102170","1970","Kentucky","21","210","Taylor County","217","2170","Taylor",5386,450,4029,1357,177,97
"G2102190","1970","Kentucky","21","210","Todd County","219","2190","Todd",3493,305,2456,1037,238,209
"G2102210","1970","Kentucky","21","210","Trigg County","221","2210","Trigg",2710,377,1888,822,231,148
"G2102230","1970","Kentucky","21","210","Trimble County","223","2230","Trimble",1696,135,1231,465,14,13
"G2102250","1970","Kentucky","21","210","Union County","225","2250","Union",4455,454,3170,1285,251,101
"G2102270","1970","Kentucky","21","210","Warren County","227","2270","Warren",17552,956,11193,6359,679,753
"G2102290","1970","Kentucky","21","210","Washington County","229","2290","Washington",3120,213,2204,916,111,156
"G2102310","1970","Kentucky","21","210","Wayne County","231","2310","Wayne",4276,642,3059,1217,82,32
"G2102330","1970","Kentucky","21","210","Webster County","233","2330","Webster",4631,607,3530,1101,258,108
"G2102350","1970","Kentucky","21","210","Whitley County","235","2350","Whitley",7524,728,5142,2382,28,31
"G2102370","1970","Kentucky","21","210","Wolfe County","237","2370","Wolfe",1644,130,1090,554,4,5
"G2102390","1970","Kentucky","21","210","Woodford County","239","2390","Woodford",4354,368,2742,1612,285,172
"G2200010","1970","Louisiana","22","220","Acadia Parish","001","0010","Acadia",14934,1070,10270,4664,1369,1163
"G2200030","1970","Louisiana","22","220","Allen Parish","003","0030","Allen",6121,362,4481,1640,852,419
"G2200050","1970","Louisiana","22","220","Ascension Parish","005","0050","Ascension",10030,1199,7394,2636,1397,987
"G2200070","1970","Louisiana","22","220","Assumption Parish","007","0070","Assumption",4965,380,3384,1581,796,786
"G2200090","1970","Louisiana","22","220","Avoyelles Parish","009","0090","Avoyelles",11089,954,8016,3073,1239,1171
"G2200110","1970","Louisiana","22","220","Beauregard Parish","011","0110","Beauregard",6785,1118,4981,1804,678,360
"G2200130","1970","Louisiana","22","220","Bienville Parish","013","0130","Bienville",4954,681,3632,1322,1237,736
"G2200150","1970","Louisiana","22","220","Bossier Parish","015","0150","Bossier",18704,1539,11783,6921,1669,1678
"G2200170","1970","Louisiana","22","220","Caddo Parish","017","0170","Caddo",72364,6355,47180,25184,11540,11458
"G2200190","1970","Louisiana","22","220","Calcasieu Parish","019","0190","Calcasieu",42065,3469,29922,12143,4991,3341
"G2200210","1970","Louisiana","22","220","Caldwell Parish","021","0210","Caldwell",2842,441,2223,619,404,240
"G2200230","1970","Louisiana","22","220","Cameron Parish","023","0230","Cameron",2310,993,1774,536,92,79
"G2200250","1970","Louisiana","22","220","Catahoula Parish","025","0250","Catahoula",3378,413,2506,872,494,415
"G2200270","1970","Louisiana","22","220","Claiborne Parish","027","0270","Claiborne",5384,522,3618,1766,1208,1143
"G2200290","1970","Louisiana","22","220","Concordia Parish","029","0290","Concordia",6220,942,4347,1873,1263,960
"G2200310","1970","Louisiana","22","220","De Soto Parish","031","0310","De Soto",7077,805,5046,2031,2143,1233
"G2200330","1970","Louisiana","22","220","East Baton Rouge Parish","033","0330","East Baton Rouge",81460,7500,54049,27411,11441,9037
"G2200350","1970","Louisiana","22","220","East Carroll Parish","035","0350","East Carroll",3457,410,1983,1474,894,992
"G2200370","1970","Louisiana","22","220","East Feliciana Parish","037","0370","East Feliciana",3786,320,2409,1377,961,851
"G2200390","1970","Louisiana","22","220","Evangeline Parish","039","0390","Evangeline",9562,807,6207,3355,668,1265
"G2200410","1970","Louisiana","22","220","Franklin Parish","041","0410","Franklin",6831,694,4423,2408,941,1060
"G2200430","1970","Louisiana","22","220","Grant Parish","043","0430","Grant",4285,854,3322,963,515,272
