GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A43AA1980,A43AB1980,B37AA1980,B37AB1980,B39AA1980,B39AB1980
"G1801730","1980","Indiana","18","180","Warrick County","173","1730","WARRICK COUNTY",13735,1018,11273,2462,46,33
"G1801750","1980","Indiana","18","180","Washington County","175","1750","WASHINGTON COUNTY",7556,956,6252,1304,0,0
"G1801770","1980","Indiana","18","180","Wayne County","177","1770","WAYNE COUNTY",27430,1868,19073,8357,713,641
"G1801790","1980","Indiana","18","180","Wells County","179","1790","WELLS COUNTY",8848,654,7098,1750,0,0
"G1801810","1980","Indiana","18","180","White County","181","1810","WHITE COUNTY",8798,2361,6850,1948,0,0
"G1801830","1980","Indiana","18","180","Whitley County","183","1830","WHITLEY COUNTY",9065,1154,7605,1460,0,0
"G1900010","1980","Iowa","19","190","Adair County","001","0010","ADAIR COUNTY",3615,348,2753,862,0,0
"G1900030","1980","Iowa","19","190","Adams County","003","0030","ADAMS COUNTY",2216,262,1703,513,0,0
"G1900050","1980","Iowa","19","190","Allamakee County","005","0050","ALLAMAKEE COUNTY",5215,1363,4011,1204,0,0
"G1900070","1980","Iowa","19","190","Appanoose County","007","0070","APPANOOSE COUNTY",6011,695,4565,1446,12,22
"G1900090","1980","Iowa","19","190","Audubon County","009","0090","AUDUBON COUNTY",3192,332,2458,734,0,0
"G1900110","1980","Iowa","19","190","Benton County","011","0110","BENTON COUNTY",8561,529,6523,2038,0,0
"G1900130","1980","Iowa","19","190","Black Hawk County","013","0130","BLACK HAWK COUNTY",48205,2085,34441,13764,1430,1205
"G1900150","1980","Iowa","19","190","Boone County","015","0150","BOONE COUNTY",9731,696,7208,2523,20,7
"G1900170","1980","Iowa","19","190","Bremer County","017","0170","BREMER COUNTY",8454,357,6585,1869,0,0
"G1900190","1980","Iowa","19","190","Buchanan County","019","0190","BUCHANAN COUNTY",7672,550,5982,1690,0,0
"G1900210","1980","Iowa","19","190","Buena Vista County","021","0210","BUENA VISTA COUNTY",7673,525,5461,2212,0,0
"G1900230","1980","Iowa","19","190","Butler County","023","0230","BUTLER COUNTY",6356,423,5037,1319,0,0
"G1900250","1980","Iowa","19","190","Calhoun County","025","0250","CALHOUN COUNTY",5113,669,3766,1347,0,0
"G1900270","1980","Iowa","19","190","Carroll County","027","0270","CARROLL COUNTY",7869,510,5816,2053,0,0
"G1900290","1980","Iowa","19","190","Cass County","029","0290","CASS COUNTY",6524,501,4748,1776,0,0
"G1900310","1980","Iowa","19","190","Cedar County","031","0310","CEDAR COUNTY",6771,541,4918,1853,0,0
"G1900330","1980","Iowa","19","190","Cerro Gordo County","033","0330","CERRO GORDO COUNTY",18694,2237,13391,5303,14,19
"G1900350","1980","Iowa","19","190","Cherokee County","035","0350","CHEROKEE COUNTY",5999,476,4261,1738,0,0
"G1900370","1980","Iowa","19","190","Chickasaw County","037","0370","CHICKASAW COUNTY",5359,342,4244,1115,0,0
"G1900390","1980","Iowa","19","190","Clarke County","039","0390","CLARKE COUNTY",3356,359,2554,802,0,0
"G1900410","1980","Iowa","19","190","Clay County","041","0410","CLAY COUNTY",7377,666,5093,2284,0,0
"G1900430","1980","Iowa","19","190","Clayton County","043","0430","CLAYTON COUNTY",7487,1070,5673,1814,0,0
"G1900450","1980","Iowa","19","190","Clinton County","045","0450","CLINTON COUNTY",20345,1025,14970,5375,89,83
"G1900470","1980","Iowa","19","190","Crawford County","047","0470","CRAWFORD COUNTY",6661,433,4982,1679,0,0
"G1900490","1980","Iowa","19","190","Dallas County","049","0490","DALLAS COUNTY",10688,867,8077,2611,0,0
"G1900510","1980","Iowa","19","190","Davis County","051","0510","DAVIS COUNTY",3278,301,2564,714,0,0
"G1900530","1980","Iowa","19","190","Decatur County","053","0530","DECATUR COUNTY",3458,516,2565,893,6,6
"G1900550","1980","Iowa","19","190","Delaware County","055","0550","DELAWARE COUNTY",6219,323,4839,1380,0,0
"G1900570","1980","Iowa","19","190","Des Moines County","057","0570","DES MOINES COUNTY",17350,1217,12746,4604,147,158
"G1900590","1980","Iowa","19","190","Dickinson County","059","0590","DICKINSON COUNTY",6033,4154,4604,1429,0,0
"G1900610","1980","Iowa","19","190","Dubuque County","061","0610","DUBUQUE COUNTY",30021,1485,21655,8366,18,62
"G1900630","1980","Iowa","19","190","Emmet County","063","0630","EMMET COUNTY",4844,424,3556,1288,0,0
"G1900650","1980","Iowa","19","190","Fayette County","065","0650","FAYETTE COUNTY",9093,628,7112,1981,0,0
"G1900670","1980","Iowa","19","190","Floyd County","067","0670","FLOYD COUNTY",7084,503,5485,1599,0,0
"G1900690","1980","Iowa","19","190","Franklin County","069","0690","FRANKLIN COUNTY",5010,411,3632,1378,0,0
"G1900710","1980","Iowa","19","190","Fremont County","071","0710","FREMONT COUNTY",3588,428,2568,1020,0,0
"G1900730","1980","Iowa","19","190","Greene County","073","0730","GREENE COUNTY",4682,338,3385,1297,0,0
"G1900750","1980","Iowa","19","190","Grundy County","075","0750","GRUNDY COUNTY",5228,252,3934,1294,0,0
"G1900770","1980","Iowa","19","190","Guthrie County","077","0770","GUTHRIE COUNTY",4572,715,3458,1114,0,0
"G1900790","1980","Iowa","19","190","Hamilton County","079","0790","HAMILTON COUNTY",6623,521,4834,1789,0,0
"G1900810","1980","Iowa","19","190","Hancock County","081","0810","HANCOCK COUNTY",5002,408,3766,1236,0,0
"G1900830","1980","Iowa","19","190","Hardin County","083","0830","HARDIN COUNTY",8161,638,6023,2138,0,0
"G1900850","1980","Iowa","19","190","Harrison County","085","0850","HARRISON COUNTY",5957,400,4406,1551,0,0
"G1900870","1980","Iowa","19","190","Henry County","087","0870","HENRY COUNTY",6707,534,5120,1587,14,19
"G1900890","1980","Iowa","19","190","Howard County","089","0890","HOWARD COUNTY",4012,259,3159,853,0,0
"G1900910","1980","Iowa","19","190","Humboldt County","091","0910","HUMBOLDT COUNTY",4620,397,3411,1209,0,0
"G1900930","1980","Iowa","19","190","Ida County","093","0930","IDA COUNTY",3369,265,2436,933,0,0
"G1900950","1980","Iowa","19","190","Iowa County","095","0950","IOWA COUNTY",5598,274,4253,1345,0,0
"G1900970","1980","Iowa","19","190","Jackson County","097","0970","JACKSON COUNTY",7632,932,5784,1848,0,0
"G1900990","1980","Iowa","19","190","Jasper County","099","0990","JASPER COUNTY",13564,883,10140,3424,11,5
"G1901010","1980","Iowa","19","190","Jefferson County","101","1010","JEFFERSON COUNTY",5716,318,4239,1477,26,0
"G1901030","1980","Iowa","19","190","Johnson County","103","1030","JOHNSON COUNTY",30220,1363,16335,13885,67,491
"G1901050","1980","Iowa","19","190","Jones County","105","1050","JONES COUNTY",6931,418,5234,1697,0,0
"G1901070","1980","Iowa","19","190","Keokuk County","107","1070","KEOKUK COUNTY",4884,514,3899,985,0,0
"G1901090","1980","Iowa","19","190","Kossuth County","109","1090","KOSSUTH COUNTY",7806,437,5639,2167,0,0
"G1901110","1980","Iowa","19","190","Lee County","111","1110","LEE COUNTY",15618,1066,11673,3945,203,107
"G1901130","1980","Iowa","19","190","Linn County","113","1130","LINN COUNTY",61770,3008,44025,17745,408,523
"G1901150","1980","Iowa","19","190","Louisa County","115","1150","LOUISA COUNTY",4218,610,3274,944,0,0
"G1901170","1980","Iowa","19","190","Lucas County","117","1170","LUCAS COUNTY",4045,458,3085,960,0,0
"G1901190","1980","Iowa","19","190","Lyon County","119","1190","LYON COUNTY",4488,288,3385,1103,0,0
"G1901210","1980","Iowa","19","190","Madison County","121","1210","MADISON COUNTY",4575,392,3494,1081,0,0
"G1901230","1980","Iowa","19","190","Mahaska County","123","1230","MAHASKA COUNTY",8611,712,6206,2405,0,0
"G1901250","1980","Iowa","19","190","Marion County","125","1250","MARION COUNTY",10322,699,7743,2579,11,20
"G1901270","1980","Iowa","19","190","Marshall County","127","1270","MARSHALL COUNTY",15410,928,11005,4405,50,42
"G1901290","1980","Iowa","19","190","Mills County","129","1290","MILLS COUNTY",4537,295,3422,1115,0,0
"G1901310","1980","Iowa","19","190","Mitchell County","131","1310","MITCHELL COUNTY",4432,303,3547,885,0,0
"G1901330","1980","Iowa","19","190","Monona County","133","1330","MONONA COUNTY",4468,409,3321,1147,0,0
"G1901350","1980","Iowa","19","190","Monroe County","135","1350","MONROE COUNTY",3510,312,2719,791,0,0
"G1901370","1980","Iowa","19","190","Montgomery County","137","1370","MONTGOMERY COUNTY",5270,530,3851,1419,0,0
"G1901390","1980","Iowa","19","190","Muscatine County","139","1390","MUSCATINE COUNTY",14214,1031,10449,3765,34,27
"G1901410","1980","Iowa","19","190","O'Brien County","141","1410","O@BRIEN COUNTY",6254,405,4770,1484,0,0
"G1901430","1980","Iowa","19","190","Osceola County","143","1430","OSCEOLA COUNTY",3050,216,2299,751,0,0
"G1901450","1980","Iowa","19","190","Page County","145","1450","PAGE COUNTY",7317,756,5041,2276,0,0
"G1901470","1980","Iowa","19","190","Palo Alto County","147","1470","PALO ALTO COUNTY",4624,620,3352,1272,0,0
"G1901490","1980","Iowa","19","190","Plymouth County","149","1490","PLYMOUTH COUNTY",8425,435,6203,2222,0,0
"G1901510","1980","Iowa","19","190","Pocahontas County","151","1510","POCAHONTAS COUNTY",4270,391,3086,1184,0,0
"G1901530","1980","Iowa","19","190","Polk County","153","1530","POLK COUNTY",114817,7319,76856,37961,2409,2577
"G1901550","1980","Iowa","19","190","Pottawattamie County","155","1550","POTTAWATTAMIE COUNTY",30803,1616,22212,8591,79,39
"G1901570","1980","Iowa","19","190","Poweshiek County","157","1570","POWESHIEK COUNTY",6865,1210,4886,1979,0,0
"G1901590","1980","Iowa","19","190","Ringgold County","159","1590","RINGGOLD COUNTY",2409,566,1871,538,0,0
"G1901610","1980","Iowa","19","190","Sac County","161","1610","SAC COUNTY",5353,720,3918,1435,0,0
"G1901630","1980","Iowa","19","190","Scott County","163","1630","SCOTT COUNTY",56677,3087,38028,18649,706,1283
"G1901650","1980","Iowa","19","190","Shelby County","165","1650","SHELBY COUNTY",5218,393,3831,1387,0,0
"G1901670","1980","Iowa","19","190","Sioux County","167","1670","SIOUX COUNTY",9915,499,7788,2127,5,5
"G1901690","1980","Iowa","19","190","Story County","169","1690","STORY COUNTY",23665,1489,13812,9853,46,297
"G1901710","1980","Iowa","19","190","Tama County","171","1710","TAMA COUNTY",7086,630,5423,1663,0,0
"G1901730","1980","Iowa","19","190","Taylor County","173","1730","TAYLOR COUNTY",3284,398,2505,779,0,0
"G1901750","1980","Iowa","19","190","Union County","175","1750","UNION COUNTY",5314,434,3973,1341,0,0
"G1901770","1980","Iowa","19","190","Van Buren County","177","1770","VAN BUREN COUNTY",3195,289,2570,625,0,0
"G1901790","1980","Iowa","19","190","Wapello County","179","1790","WAPELLO COUNTY",15436,914,12039,3397,83,9
"G1901810","1980","Iowa","19","190","Warren County","181","1810","WARREN COUNTY",11513,664,9062,2451,2,14
"G1901830","1980","Iowa","19","190","Washington County","183","1830","WASHINGTON COUNTY",7213,480,5400,1813,0,0
"G1901850","1980","Iowa","19","190","Wayne County","185","1850","WAYNE COUNTY",3315,537,2585,730,0,0
"G1901870","1980","Iowa","19","190","Webster County","187","1870","WEBSTER COUNTY",16886,913,11855,5031,89,136
"G1901890","1980","Iowa","19","190","Winnebago County","189","1890","WINNEBAGO COUNTY",4845,406,3623,1222,0,0
"G1901910","1980","Iowa","19","190","Winneshiek County","191","1910","WINNESHIEK COUNTY",7063,357,5160,1903,0,0
"G1901930","1980","Iowa","19","190","Woodbury County","193","1930","WOODBURY COUNTY",36632,2390,25993,10639,159,174
"G1901950","1980","Iowa","19","190","Worth County","195","1950","WORTH COUNTY",3452,272,2686,766,0,0
"G1901970","1980","Iowa","19","190","Wright County","197","1970","WRIGHT COUNTY",6243,702,4490,1753,0,0
"G2000010","1980","Kansas","20","200","Allen County","001","0010","ALLEN COUNTY",5997,841,4655,1342,60,21
"G2000030","1980","Kansas","20","200","Anderson County","003","0030","ANDERSON COUNTY",3317,311,2672,645,0,0
"G2000050","1980","Kansas","20","200","Atchison County","005","0050","ATCHISON COUNTY",6225,685,4580,1645,206,182
"G2000070","1980","Kansas","20","200","Barber County","007","0070","BARBER COUNTY",2628,405,1966,662,0,0
"G2000090","1980","Kansas","20","200","Barton County","009","0090","BARTON COUNTY",11797,1074,8716,3081,64,35
"G2000110","1980","Kansas","20","200","Bourbon County","011","0110","BOURBON COUNTY",6388,806,4644,1744,102,87
"G2000130","1980","Kansas","20","200","Brown County","013","0130","BROWN COUNTY",4612,612,3401,1211,36,0
"G2000150","1980","Kansas","20","200","Butler County","015","0150","BUTLER COUNTY",16087,1161,12235,3852,51,18
"G2000170","1980","Kansas","20","200","Chase County","017","0170","CHASE COUNTY",1303,265,989,314,0,0
"G2000190","1980","Kansas","20","200","Chautauqua County","019","0190","CHAUTAUQUA COUNTY",2034,286,1631,403,0,0
"G2000210","1980","Kansas","20","200","Cherokee County","021","0210","CHEROKEE COUNTY",8550,765,6738,1812,57,9
"G2000230","1980","Kansas","20","200","Cheyenne County","023","0230","CHEYENNE COUNTY",1516,266,1181,335,0,0
"G2000250","1980","Kansas","20","200","Clark County","025","0250","CLARK COUNTY",1049,229,792,257,0,0
"G2000270","1980","Kansas","20","200","Clay County","027","0270","CLAY COUNTY",3830,417,2921,909,0,0
"G2000290","1980","Kansas","20","200","Cloud County","029","0290","CLOUD COUNTY",4758,739,3514,1244,0,0
"G2000310","1980","Kansas","20","200","Coffey County","031","0310","COFFEY COUNTY",3526,335,2702,824,0,0
"G2000330","1980","Kansas","20","200","Comanche County","033","0330","COMANCHE COUNTY",1001,170,765,236,0,0
"G2000350","1980","Kansas","20","200","Cowley County","035","0350","COWLEY COUNTY",13897,1236,9986,3911,194,236
"G2000370","1980","Kansas","20","200","Crawford County","037","0370","CRAWFORD COUNTY",15212,1610,10810,4402,64,86
"G2000390","1980","Kansas","20","200","Decatur County","039","0390","DECATUR COUNTY",1795,359,1343,452,0,0
"G2000410","1980","Kansas","20","200","Dickinson County","041","0410","DICKINSON COUNTY",7716,968,5845,1871,32,0
"G2000430","1980","Kansas","20","200","Doniphan County","043","0430","DONIPHAN COUNTY",3356,449,2551,805,75,29
"G2000450","1980","Kansas","20","200","Douglas County","045","0450","DOUGLAS COUNTY",23817,1677,12980,10837,299,657
"G2000470","1980","Kansas","20","200","Edwards County","047","0470","EDWARDS COUNTY",1725,265,1302,423,0,0
"G2000490","1980","Kansas","20","200","Elk County","049","0490","ELK COUNTY",1640,335,1312,328,0,0
"G2000510","1980","Kansas","20","200","Ellis County","051","0510","ELLIS COUNTY",9200,1048,6367,2833,2,15
"G2000530","1980","Kansas","20","200","Ellsworth County","053","0530","ELLSWORTH COUNTY",2622,648,2062,560,0,0
"G2000550","1980","Kansas","20","200","Finney County","055","0550","FINNEY COUNTY",8104,890,5685,2419,18,25
"G2000570","1980","Kansas","20","200","Ford County","057","0570","FORD COUNTY",8776,1056,6192,2584,81,65
"G2000590","1980","Kansas","20","200","Franklin County","059","0590","FRANKLIN COUNTY",8148,615,6258,1890,74,39
"G2000610","1980","Kansas","20","200","Geary County","061","0610","GEARY COUNTY",10075,1013,4807,5268,554,1264
"G2000630","1980","Kansas","20","200","Gove County","063","0630","GOVE COUNTY",1378,218,1112,266,0,0
"G2000650","1980","Kansas","20","200","Graham County","065","0650","GRAHAM COUNTY",1514,295,1164,350,0,0
"G2000670","1980","Kansas","20","200","Grant County","067","0670","GRANT COUNTY",2331,271,1611,720,0,0
"G2000690","1980","Kansas","20","200","Gray County","069","0690","GRAY COUNTY",1784,226,1338,446,0,0
"G2000710","1980","Kansas","20","200","Greeley County","071","0710","GREELEY COUNTY",670,145,514,156,0,0
"G2000730","1980","Kansas","20","200","Greenwood County","073","0730","GREENWOOD COUNTY",3576,875,2736,840,0,0
"G2000750","1980","Kansas","20","200","Hamilton County","075","0750","HAMILTON COUNTY",974,299,758,216,0,0
"G2000770","1980","Kansas","20","200","Harper County","077","0770","HARPER COUNTY",3235,328,2409,826,11,0
"G2000790","1980","Kansas","20","200","Harvey County","079","0790","HARVEY COUNTY",10947,616,7798,3149,100,76
"G2000810","1980","Kansas","20","200","Haskell County","081","0810","HASKELL COUNTY",1292,203,916,376,0,0
"G2000830","1980","Kansas","20","200","Hodgeman County","083","0830","HODGEMAN COUNTY",863,191,680,183,0,0
"G2000850","1980","Kansas","20","200","Jackson County","085","0850","JACKSON COUNTY",4147,345,3418,729,0,0
"G2000870","1980","Kansas","20","200","Jefferson County","087","0870","JEFFERSON COUNTY",5297,520,4472,825,23,4
"G2000890","1980","Kansas","20","200","Jewell County","089","0890","JEWELL COUNTY",2107,684,1654,453,0,0
"G2000910","1980","Kansas","20","200","Johnson County","091","0910","JOHNSON COUNTY",96927,5900,71583,25344,499,580
"G2000930","1980","Kansas","20","200","Kearny County","093","0930","KEARNY COUNTY",1177,232,890,287,0,0
"G2000950","1980","Kansas","20","200","Kingman County","095","0950","KINGMAN COUNTY",3364,317,2520,844,0,0
"G2000970","1980","Kansas","20","200","Kiowa County","097","0970","KIOWA COUNTY",1577,135,1180,397,0,0
"G2000990","1980","Kansas","20","200","Labette County","099","0990","LABETTE COUNTY",9702,917,7410,2292,260,186
"G2001010","1980","Kansas","20","200","Lane County","101","1010","LANE COUNTY",971,188,739,232,0,0
"G2001030","1980","Kansas","20","200","Leavenworth County","103","1030","LEAVENWORTH COUNTY",17030,1411,11215,5815,556,725
"G2001050","1980","Kansas","20","200","Lincoln County","105","1050","LINCOLN COUNTY",1713,397,1376,337,0,0
"G2001070","1980","Kansas","20","200","Linn County","107","1070","LINN COUNTY",3154,823,2507,647,15,5
"G2001090","1980","Kansas","20","200","Logan County","109","1090","LOGAN COUNTY",1342,274,1039,303,0,0
"G2001110","1980","Kansas","20","200","Lyon County","111","1110","LYON COUNTY",13009,971,8319,4690,71,215
"G2001130","1980","Kansas","20","200","McPherson County","113","1130","MCPHERSON COUNTY",9807,657,7408,2399,20,56
"G2001150","1980","Kansas","20","200","Marion County","115","1150","MARION COUNTY",5141,723,4081,1060,9,1
"G2001170","1980","Kansas","20","200","Marshall County","117","1170","MARSHALL COUNTY",5053,531,3944,1109,0,0
"G2001190","1980","Kansas","20","200","Meade County","119","1190","MEADE COUNTY",1814,234,1373,441,0,0
"G2001210","1980","Kansas","20","200","Miami County","121","1210","MIAMI COUNTY",7571,886,5863,1708,101,45
"G2001230","1980","Kansas","20","200","Mitchell County","123","1230","MITCHELL COUNTY",3148,362,2338,810,0,0
"G2001250","1980","Kansas","20","200","Montgomery County","125","1250","MONTGOMERY COUNTY",16388,1765,12377,4011,579,296
"G2001270","1980","Kansas","20","200","Morris County","127","1270","MORRIS COUNTY",2560,627,1939,621,0,0
"G2001290","1980","Kansas","20","200","Morton County","129","1290","MORTON COUNTY",1233,221,927,306,0,0
"G2001310","1980","Kansas","20","200","Nemaha County","131","1310","NEMAHA COUNTY",4020,412,3230,790,19,4
"G2001330","1980","Kansas","20","200","Neosho County","133","1330","NEOSHO COUNTY",7241,646,5552,1689,83,29
"G2001350","1980","Kansas","20","200","Ness County","135","1350","NESS COUNTY",1789,318,1425,364,0,0
"G2001370","1980","Kansas","20","200","Norton County","137","1370","NORTON COUNTY",2589,394,2021,568,0,0
"G2001390","1980","Kansas","20","200","Osage County","139","1390","OSAGE COUNTY",5600,552,4591,1009,0,0
"G2001410","1980","Kansas","20","200","Osborne County","141","1410","OSBORNE COUNTY",2387,387,1923,464,0,0
"G2001430","1980","Kansas","20","200","Ottawa County","143","1430","OTTAWA COUNTY",2292,375,1859,433,0,0
"G2001450","1980","Kansas","20","200","Pawnee County","145","1450","PAWNEE COUNTY",3066,376,2282,784,56,0
"G2001470","1980","Kansas","20","200","Phillips County","147","1470","PHILLIPS COUNTY",2883,620,2248,635,0,0
"G2001490","1980","Kansas","20","200","Pottawatomie County","149","1490","POTTAWATOMIE COUNTY",5401,632,4217,1184,10,1
"G2001510","1980","Kansas","20","200","Pratt County","151","1510","PRATT COUNTY",4078,372,3021,1057,35,0
"G2001530","1980","Kansas","20","200","Rawlins County","153","1530","RAWLINS COUNTY",1573,253,1205,368,0,0
"G2001550","1980","Kansas","20","200","Reno County","155","1550","RENO COUNTY",24448,2126,17799,6649,244,233
"G2001570","1980","Kansas","20","200","Republic County","157","1570","REPUBLIC COUNTY",3116,685,2502,614,0,0
"G2001590","1980","Kansas","20","200","Rice County","159","1590","RICE COUNTY",4525,449,3527,998,10,18
"G2001610","1980","Kansas","20","200","Riley County","161","1610","RILEY COUNTY",19269,1604,8751,10518,126,1117
"G2001630","1980","Kansas","20","200","Rooks County","163","1630","ROOKS COUNTY",2698,438,2115,583,10,0
"G2001650","1980","Kansas","20","200","Rush County","165","1650","RUSH COUNTY",1827,273,1509,318,0,0
"G2001670","1980","Kansas","20","200","Russell County","167","1670","RUSSELL COUNTY",3612,517,2831,781,14,23
"G2001690","1980","Kansas","20","200","Saline County","169","1690","SALINE COUNTY",18613,1703,13058,5555,281,304
"G2001710","1980","Kansas","20","200","Scott County","171","1710","SCOTT COUNTY",2074,270,1600,474,0,0
"G2001730","1980","Kansas","20","200","Sedgwick County","173","1730","SEDGWICK COUNTY",137744,7818,87811,49933,4469,5502
"G2001750","1980","Kansas","20","200","Seward County","175","1750","SEWARD COUNTY",6125,582,4179,1946,131,104
"G2001770","1980","Kansas","20","200","Shawnee County","177","1770","SHAWNEE COUNTY",58832,5614,39753,19079,1919,2273
"G2001790","1980","Kansas","20","200","Sheridan County","179","1790","SHERIDAN COUNTY",1259,185,1043,216,0,0
"G2001810","1980","Kansas","20","200","Sherman County","181","1810","SHERMAN COUNTY",2861,431,2155,706,0,0
"G2001830","1980","Kansas","20","200","Smith County","183","1830","SMITH COUNTY",2400,415,1976,424,0,0
"G2001850","1980","Kansas","20","200","Stafford County","185","1850","STAFFORD COUNTY",2307,402,1854,453,0,0
"G2001870","1980","Kansas","20","200","Stanton County","187","1870","STANTON COUNTY",794,166,539,255,0,0
"G2001890","1980","Kansas","20","200","Stevens County","189","1890","STEVENS COUNTY",1694,284,1306,388,0,0
"G2001910","1980","Kansas","20","200","Sumner County","191","1910","SUMNER COUNTY",9413,943,7225,2188,23,14
"G2001930","1980","Kansas","20","200","Thomas County","193","1930","THOMAS COUNTY",3072,424,2228,844,0,0
"G2001950","1980","Kansas","20","200","Trego County","195","1950","TREGO COUNTY",1596,395,1253,343,0,0
"G2001970","1980","Kansas","20","200","Wabaunsee County","197","1970","WABAUNSEE COUNTY",2487,404,2072,415,23,0
"G2001990","1980","Kansas","20","200","Wallace County","199","1990","WALLACE COUNTY",740,152,578,162,0,0
"G2002010","1980","Kansas","20","200","Washington County","201","2010","WASHINGTON COUNTY",3270,309,2570,700,0,0
"G2002030","1980","Kansas","20","200","Wichita County","203","2030","WICHITA COUNTY",1050,243,745,305,0,0
"G2002050","1980","Kansas","20","200","Wilson County","205","2050","WILSON COUNTY",4773,599,3730,1043,7,5
"G2002070","1980","Kansas","20","200","Woodson County","207","2070","WOODSON COUNTY",1832,462,1452,380,0,0
"G2002090","1980","Kansas","20","200","Wyandotte County","209","2090","WYANDOTTE COUNTY",63392,5114,41490,21902,7379,6331
"G2100010","1980","Kentucky","21","210","Adair County","001","0010","ADAIR COUNTY",5442,721,4358,1084,127,35
"G2100030","1980","Kentucky","21","210","Allen County","003","0030","ALLEN COUNTY",5165,846,3889,1276,41,21
"G2100050","1980","Kentucky","21","210","Anderson County","005","0050","ANDERSON COUNTY",4414,389,3538,876,109,16
"G2100070","1980","Kentucky","21","210","Ballard County","007","0070","BALLARD COUNTY",3267,276,2776,491,61,31
"G2100090","1980","Kentucky","21","210","Barren County","009","0090","BARREN COUNTY",12267,1236,8743,3524,282,291
"G2100110","1980","Kentucky","21","210","Bath County","011","0110","BATH COUNTY",3436,259,2514,922,0,0
"G2100130","1980","Kentucky","21","210","Bell County","013","0130","BELL COUNTY",11407,642,7535,3872,144,174
"G2100150","1980","Kentucky","21","210","Boone County","015","0150","BOONE COUNTY",14848,1222,10858,3990,38,36
"G2100170","1980","Kentucky","21","210","Bourbon County","017","0170","BOURBON COUNTY",6814,399,4356,2458,409,279
"G2100190","1980","Kentucky","21","210","Boyd County","019","0190","BOYD COUNTY",19960,1485,14634,5326,145,179
"G2100210","1980","Kentucky","21","210","Boyle County","021","0210","BOYLE COUNTY",8816,700,6118,2698,417,397
"G2100230","1980","Kentucky","21","210","Bracken County","023","0230","BRACKEN COUNTY",2707,273,1977,730,0,0
"G2100250","1980","Kentucky","21","210","Breathitt County","025","0250","BREATHITT COUNTY",5211,332,3614,1597,0,0
"G2100270","1980","Kentucky","21","210","Breckinridge County","027","0270","BRECKINRIDGE COUNTY",5881,1265,4756,1125,131,55
"G2100290","1980","Kentucky","21","210","Bullitt County","029","0290","BULLITT COUNTY",12944,720,11094,1850,88,2
"G2100310","1980","Kentucky","21","210","Butler County","031","0310","BUTLER COUNTY",3839,436,2984,855,0,0
"G2100330","1980","Kentucky","21","210","Caldwell County","033","0330","CALDWELL COUNTY",5041,312,3864,1177,164,116
"G2100350","1980","Kentucky","21","210","Calloway County","035","0350","CALLOWAY COUNTY",10766,1244,7871,2895,104,143
"G2100370","1980","Kentucky","21","210","Campbell County","037","0370","CAMPBELL COUNTY",28618,1650,19571,9047,62,224
"G2100390","1980","Kentucky","21","210","Carlisle County","039","0390","CARLISLE COUNTY",2058,154,1740,318,10,4
"G2100410","1980","Kentucky","21","210","Carroll County","041","0410","CARROLL COUNTY",3377,445,2188,1189,34,80
"G2100430","1980","Kentucky","21","210","Carter County","043","0430","CARTER COUNTY",8214,557,6610,1604,0,0
"G2100450","1980","Kentucky","21","210","Casey County","045","0450","CASEY COUNTY",5159,655,4023,1136,19,3
"G2100470","1980","Kentucky","21","210","Christian County","047","0470","CHRISTIAN COUNTY",19646,1549,11189,8457,1648,2592
"G2100490","1980","Kentucky","21","210","Clark County","049","0490","CLARK COUNTY",9893,521,6618,3275,313,309
"G2100510","1980","Kentucky","21","210","Clay County","051","0510","CLAY COUNTY",6821,582,4733,2088,0,0
"G2100530","1980","Kentucky","21","210","Clinton County","053","0530","CLINTON COUNTY",3259,772,2547,712,0,0
"G2100550","1980","Kentucky","21","210","Crittenden County","055","0550","CRITTENDEN COUNTY",3466,364,2797,669,56,5
"G2100570","1980","Kentucky","21","210","Cumberland County","057","0570","CUMBERLAND COUNTY",2671,476,1995,676,114,29
"G2100590","1980","Kentucky","21","210","Daviess County","059","0590","DAVIESS COUNTY",30208,1457,21398,8810,493,633
"G2100610","1980","Kentucky","21","210","Edmonson County","061","0610","EDMONSON COUNTY",3357,864,2849,508,0,0
"G2100630","1980","Kentucky","21","210","Elliott County","063","0630","ELLIOTT COUNTY",2223,276,1760,463,0,0
"G2100650","1980","Kentucky","21","210","Estill County","065","0650","ESTILL COUNTY",4896,355,3653,1243,0,0
"G2100670","1980","Kentucky","21","210","Fayette County","067","0670","FAYETTE COUNTY",75440,6307,39637,35803,3380,5823
"G2100690","1980","Kentucky","21","210","Fleming County","069","0690","FLEMING COUNTY",4311,317,3219,1092,43,18
"G2100710","1980","Kentucky","21","210","Floyd County","071","0710","FLOYD COUNTY",15973,1381,12007,3966,66,22
"G2100730","1980","Kentucky","21","210","Franklin County","073","0730","FRANKLIN COUNTY",15681,1290,9989,5692,346,724
"G2100750","1980","Kentucky","21","210","Fulton County","075","0750","FULTON COUNTY",3384,247,2269,1115,193,251
"G2100770","1980","Kentucky","21","210","Gallatin County","077","0770","GALLATIN COUNTY",1649,130,1190,459,15,12
"G2100790","1980","Kentucky","21","210","Garrard County","079","0790","GARRARD COUNTY",3940,393,2869,1071,124,94
