GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A43AA1980,A43AB1980,B37AA1980,B37AB1980,B39AA1980,B39AB1980
"G0100370","1980","Alabama","01","010","Coosa County","037","0370","COOSA COUNTY",3899,1034,3086,813,738,321
"G0100390","1980","Alabama","01","010","Covington County","039","0390","COVINGTON COUNTY",13747,1466,10577,3170,962,531
"G0100410","1980","Alabama","01","010","Crenshaw County","041","0410","CRENSHAW COUNTY",5024,479,3634,1390,0,0
"G0100430","1980","Alabama","01","010","Cullman County","043","0430","CULLMAN COUNTY",21758,2971,16906,4852,129,42
"G0100450","1980","Alabama","01","010","Dale County","045","0450","DALE COUNTY",15168,1385,9049,6119,940,1180
"G0100470","1980","Alabama","01","010","Dallas County","047","0470","DALLAS COUNTY",17590,1765,10471,7119,4042,4427
"G0100490","1980","Alabama","01","010","DeKalb County","049","0490","DE KALB COUNTY",19247,1641,15010,4237,179,123
"G0100510","1980","Alabama","01","010","Elmore County","051","0510","ELMORE COUNTY",14024,3191,11086,2938,1460,899
"G0100530","1980","Alabama","01","010","Escambia County","053","0530","ESCAMBIA COUNTY",12653,904,9592,3061,2047,1042
"G0100550","1980","Alabama","01","010","Etowah County","055","0550","ETOWAH COUNTY",36864,3027,27225,9639,2372,1879
"G0100570","1980","Alabama","01","010","Fayette County","057","0570","FAYETTE COUNTY",6710,804,5086,1624,500,225
"G0100590","1980","Alabama","01","010","Franklin County","059","0590","FRANKLIN COUNTY",10209,1030,7921,2288,286,119
"G0100610","1980","Alabama","01","010","Geneva County","061","0610","GENEVA COUNTY",8572,772,6625,1947,585,329
"G0100630","1980","Alabama","01","010","Greene County","063","0630","GREENE COUNTY",3452,385,2378,1074,1558,916
"G0100650","1980","Alabama","01","010","Hale County","065","0650","HALE COUNTY",4850,718,3574,1276,1807,885
"G0100670","1980","Alabama","01","010","Henry County","067","0670","HENRY COUNTY",5258,970,4027,1231,0,0
"G0100690","1980","Alabama","01","010","Houston County","069","0690","HOUSTON COUNTY",26183,2397,18195,7988,2557,2491
"G0100710","1980","Alabama","01","010","Jackson County","071","0710","JACKSON COUNTY",17689,1931,13200,4489,440,184
"G0100730","1980","Alabama","01","010","Jefferson County","073","0730","JEFFERSON COUNTY",244215,15628,157700,86515,37493,34886
"G0100750","1980","Alabama","01","010","Lamar County","075","0750","LAMAR COUNTY",5787,591,4292,1495,370,197
"G0100770","1980","Alabama","01","010","Lauderdale County","077","0770","LAUDERDALE COUNTY",28220,2336,20987,7233,1401,985
"G0100790","1980","Alabama","01","010","Lawrence County","079","0790","LAWRENCE COUNTY",9814,1152,7785,2029,0,0
"G0100810","1980","Alabama","01","010","Lee County","081","0810","LEE COUNTY",26973,2700,15878,11095,3080,2540
"G0100830","1980","Alabama","01","010","Limestone County","083","0830","LIMESTONE COUNTY",15358,1139,11321,4037,1262,496
"G0100850","1980","Alabama","01","010","Lowndes County","085","0850","LOWNDES COUNTY",3732,491,2740,992,1667,794
"G0100870","1980","Alabama","01","010","Macon County","087","0870","MACON COUNTY",8273,957,5440,2833,4273,2494
"G0100890","1980","Alabama","01","010","Madison County","089","0890","MADISON COUNTY",67082,4041,44800,22282,5527,5148
"G0100910","1980","Alabama","01","010","Marengo County","091","0910","MARENGO COUNTY",8117,794,5933,2184,0,0
"G0100930","1980","Alabama","01","010","Marion County","093","0930","MARION COUNTY",10792,812,8145,2647,157,84
"G0100950","1980","Alabama","01","010","Marshall County","095","0950","MARSHALL COUNTY",23489,3180,17604,5885,160,127
"G0100970","1980","Alabama","01","010","Mobile County","097","0970","MOBILE COUNTY",123298,8638,81877,41421,18395,15778
"G0100990","1980","Alabama","01","010","Monroe County","099","0990","MONROE COUNTY",7242,841,5596,1646,1772,811
"G0101010","1980","Alabama","01","010","Montgomery County","101","1010","MONTGOMERY COUNTY",68471,5254,43077,25394,11600,11682
"G0101030","1980","Alabama","01","010","Morgan County","103","1030","MORGAN COUNTY",31369,2442,23148,8221,1373,1247
"G0101050","1980","Alabama","01","010","Perry County","105","1050","PERRY COUNTY",4595,427,3121,1474,1563,953
"G0101070","1980","Alabama","01","010","Pickens County","107","1070","PICKENS COUNTY",6997,799,5303,1694,1640,819
"G0101090","1980","Alabama","01","010","Pike County","109","1090","PIKE COUNTY",9525,675,6302,3223,1582,1338
"G0101110","1980","Alabama","01","010","Randolph County","111","1110","RANDOLPH COUNTY",7045,802,5413,1632,896,497
"G0101130","1980","Alabama","01","010","Russell County","113","1130","RUSSELL COUNTY",16252,1603,10274,5978,2888,2734
"G0101150","1980","Alabama","01","010","St. Clair County","115","1150","ST. CLAIR COUNTY",13850,1763,11460,2390,880,257
"G0101170","1980","Alabama","01","010","Shelby County","117","1170","SHELBY COUNTY",21817,2827,17312,4505,1271,559
"G0101190","1980","Alabama","01","010","Sumter County","119","1190","SUMTER COUNTY",5253,853,3573,1680,2107,1164
"G0101210","1980","Alabama","01","010","Talladega County","121","1210","TALLADEGA COUNTY",24061,1998,17308,6753,3761,2167
"G0101230","1980","Alabama","01","010","Tallapoosa County","123","1230","TALLAPOOSA COUNTY",13275,2068,9787,3488,1739,1178
"G0101250","1980","Alabama","01","010","Tuscaloosa County","125","1250","TUSCALOOSA COUNTY",46820,3499,28743,18077,5256,5612
"G0101270","1980","Alabama","01","010","Walker County","127","1270","WALKER COUNTY",23817,3243,18752,5065,1014,511
"G0101290","1980","Alabama","01","010","Washington County","129","1290","WASHINGTON COUNTY",5272,645,4500,772,1022,253
"G0101310","1980","Alabama","01","010","Wilcox County","131","1310","WILCOX COUNTY",4362,674,3143,1219,1664,948
"G0101330","1980","Alabama","01","010","Winston County","133","1330","WINSTON COUNTY",7718,979,6072,1646,27,16
"G0200100","1980","Alaska","02","020","Aleutian Islands","010","0100","ALEUTIAN ISLANDS CENSUS AREA",1598,106,468,1130,0,18
"G0200200","1980","Alaska","02","020","Anchorage Municipality","020","0200","ANCHORAGE BOROUGH",60470,9893,34195,26275,901,1987
"G0200500","1980","Alaska","02","020","Bethel Census Area","050","0500","BETHEL CENSUS AREA",2684,613,1748,936,0,0
"G0200600","1980","Alaska","02","020","Bristol Bay Borough","060","0600","BRISTOL BAY BOROUGH",246,123,119,127,0,0
"G0200700","1980","Alaska","02","020","Dillingham Census Area","070","0700","DILLINGHAM CENSUS AREA",1214,738,788,426,0,0
"G0200900","1980","Alaska","02","020","Fairbanks North Star Borough","090","0900","FAIRBANKS NORTH STAR BOROUGH",18224,4484,9349,8875,270,716
"G0201000","1980","Alaska","02","020","Haines Borough","100","1000","HAINES BOROUGH",572,171,374,198,0,0
"G0201100","1980","Alaska","02","020","Juneau City and Borough","110","1100","JUNEAU BOROUGH",7035,621,4444,2591,16,19
"G0201220","1980","Alaska","02","020","Kenai Peninsula Borough","122","1220","KENAI PENINSULA BOROUGH",8546,3194,6096,2450,37,0
"G0201300","1980","Alaska","02","020","Ketchikan Gateway Borough","130","1300","KETCHIKAN GATEWAY BOROUGH",3985,446,2275,1710,5,10
"G0201400","1980","Alaska","02","020","Kobuk","140","1400","KOBUK CENSUS AREA",1140,346,698,442,0,0
"G0201500","1980","Alaska","02","020","Kodiak Island Borough","150","1500","KODIAK ISLAND BOROUGH",3027,530,1648,1379,0,0
"G0201700","1980","Alaska","02","020","Matanuska-Susitna Borough","170","1700","MATANUSKA-SUSITNA BOROUGH",5699,4399,4454,1245,9,15
"G0201800","1980","Alaska","02","020","Nome Census Area","180","1800","NOME CENSUS AREA",1741,867,910,831,0,0
"G0201850","1980","Alaska","02","020","North Slope Borough","185","1850","NORTH SLOPE BOROUGH",980,178,456,524,0,0
"G0202010","1980","Alaska","02","020","Prince Of Wales-Outer Ketchikan","201","2010","PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA",1121,264,632,489,0,0
"G0202200","1980","Alaska","02","020","Sitka City and Borough","220","2200","SITKA BOROUGH",2440,254,1291,1149,0,0
"G0202310","1980","Alaska","02","020","Skagway-Yakutat-Angoon","231","2310","SKAGWAY-YAKUTAT-ANGOON CENSUS AREA",1087,466,631,456,0,0
"G0202400","1980","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","SOUTHEAST FAIRBANKS CENSUS AREA",1666,784,853,813,6,47
"G0202610","1980","Alaska","02","020","Valdez-Cordova Census Area","261","2610","VALDEZ-CORDOVA CENSUS AREA",2689,1456,1632,1057,0,0
"G0202700","1980","Alaska","02","020","Wade Hampton Census Area","270","2700","WADE HAMPTON CENSUS AREA",947,226,781,166,0,0
"G0202800","1980","Alaska","02","020","Wrangell-Petersburg","280","2800","WRANGELL-PETERSBURG CENSUS AREA",2072,291,1325,747,0,0
"G0202900","1980","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","YUKON-KOYUKUK CENSUS AREA",2280,912,1496,784,0,0
"G0400010","1980","Arizona","04","040","Apache County","001","0010","APACHE COUNTY",12638,6240,8282,4356,15,93
"G0400030","1980","Arizona","04","040","Cochise County","003","0030","COCHISE COUNTY",28977,3587,19257,9720,328,618
"G0400050","1980","Arizona","04","040","Coconino County","005","0050","COCONINO COUNTY",21890,8374,13364,8526,176,243
"G0400070","1980","Arizona","04","040","Gila County","007","0070","GILA COUNTY",12847,5909,9922,2925,8,36
"G0400090","1980","Arizona","04","040","Graham County","009","0090","GRAHAM COUNTY",6587,818,4870,1717,18,25
"G0400110","1980","Arizona","04","040","Greenlee County","011","0110","GREENLEE COUNTY",3607,735,1581,2026,0,0
"G0400130","1980","Arizona","04","040","Maricopa County","013","0130","MARICOPA COUNTY",544759,66013,374075,170684,7289,8065
"G0400150","1980","Arizona","04","040","Mohave County","015","0150","MOHAVE COUNTY",21110,7708,16254,4856,29,8
"G0400170","1980","Arizona","04","040","Navajo County","017","0170","NAVAJO COUNTY",18301,10107,13155,5146,117,89
"G0400190","1980","Arizona","04","040","Pima County","019","0190","PIMA COUNTY",195459,23150,128956,66503,2631,2662
"G0400210","1980","Arizona","04","040","Pinal County","021","0210","PINAL COUNTY",28411,5669,20018,8393,403,308
"G0400230","1980","Arizona","04","040","Santa Cruz County","023","0230","SANTA CRUZ COUNTY",5999,403,3868,2131,25,0
"G0400250","1980","Arizona","04","040","Yavapai County","025","0250","YAVAPAI COUNTY",26599,7160,19695,6904,34,29
"G0400270","1980","Arizona","04","040","Yuma County","027","0270","YUMA COUNTY",29848,7653,20536,9312,334,451
"G0500010","1980","Arkansas","05","050","Arkansas County","001","0010","ARKANSAS COUNTY",8909,966,5865,3044,766,709
"G0500030","1980","Arkansas","05","050","Ashley County","003","0030","ASHLEY COUNTY",9061,709,7025,2036,1485,739
"G0500050","1980","Arkansas","05","050","Baxter County","005","0050","BAXTER COUNTY",11181,1747,9468,1713,0,0
"G0500070","1980","Arkansas","05","050","Benton County","007","0070","BENTON COUNTY",28622,3584,21772,6850,0,0
"G0500090","1980","Arkansas","05","050","Boone County","009","0090","BOONE COUNTY",9781,907,7640,2141,0,0
"G0500110","1980","Arkansas","05","050","Bradley County","011","0110","BRADLEY COUNTY",5040,551,3880,1160,0,0
"G0500130","1980","Arkansas","05","050","Calhoun County","013","0130","CALHOUN COUNTY",2121,251,1734,387,0,0
"G0500150","1980","Arkansas","05","050","Carroll County","015","0150","CARROLL COUNTY",6431,914,5154,1277,0,0
"G0500170","1980","Arkansas","05","050","Chicot County","017","0170","CHICOT COUNTY",5993,591,4181,1812,1941,992
"G0500190","1980","Arkansas","05","050","Clark County","019","0190","CLARK COUNTY",8134,688,5682,2452,1049,560
"G0500210","1980","Arkansas","05","050","Clay County","021","0210","CLAY COUNTY",7911,777,5907,2004,0,0
"G0500230","1980","Arkansas","05","050","Cleburne County","023","0230","CLEBURNE COUNTY",6405,2179,5270,1135,0,0
"G0500250","1980","Arkansas","05","050","Cleveland County","025","0250","CLEVELAND COUNTY",2769,309,2278,491,278,98
"G0500270","1980","Arkansas","05","050","Columbia County","027","0270","COLUMBIA COUNTY",9535,910,6866,2669,1781,1012
"G0500290","1980","Arkansas","05","050","Conway County","029","0290","CONWAY COUNTY",6800,657,5238,1562,682,212
"G0500310","1980","Arkansas","05","050","Craighead County","031","0310","CRAIGHEAD COUNTY",22334,1805,15112,7222,343,425
"G0500330","1980","Arkansas","05","050","Crawford County","033","0330","CRAWFORD COUNTY",12566,1197,9731,2835,114,49
"G0500350","1980","Arkansas","05","050","Crittenden County","035","0350","CRITTENDEN COUNTY",15701,1279,9460,6241,2861,2993
"G0500370","1980","Arkansas","05","050","Cross County","037","0370","CROSS COUNTY",6631,557,4584,2047,798,487
"G0500390","1980","Arkansas","05","050","Dallas County","039","0390","DALLAS COUNTY",3735,502,2945,790,895,327
"G0500410","1980","Arkansas","05","050","Desha County","041","0410","DESHA COUNTY",6640,627,4359,2281,1394,1101
"G0500430","1980","Arkansas","05","050","Drew County","043","0430","DREW COUNTY",6200,448,4529,1671,1021,426
"G0500450","1980","Arkansas","05","050","Faulkner County","045","0450","FAULKNER COUNTY",15489,1325,11220,4269,632,395
"G0500470","1980","Arkansas","05","050","Franklin County","047","0470","FRANKLIN COUNTY",5164,525,4015,1149,19,0
"G0500490","1980","Arkansas","05","050","Fulton County","049","0490","FULTON COUNTY",3765,595,3137,628,0,0
"G0500510","1980","Arkansas","05","050","Garland County","051","0510","GARLAND COUNTY",28171,5949,19271,8900,989,1042
"G0500530","1980","Arkansas","05","050","Grant County","053","0530","GRANT COUNTY",4504,397,3672,832,106,4
"G0500550","1980","Arkansas","05","050","Greene County","055","0550","GREENE COUNTY",11228,716,8168,3060,0,0
"G0500570","1980","Arkansas","05","050","Hempstead County","057","0570","HEMPSTEAD COUNTY",8578,1124,6416,2162,1551,729
"G0500590","1980","Arkansas","05","050","Hot Spring County","059","0590","HOT SPRING COUNTY",9683,1016,7641,2042,697,293
"G0500610","1980","Arkansas","05","050","Howard County","061","0610","HOWARD COUNTY",4818,325,3640,1178,530,269
"G0500630","1980","Arkansas","05","050","Independence County","063","0630","INDEPENDENCE COUNTY",10901,729,8200,2701,122,55
"G0500650","1980","Arkansas","05","050","Izard County","065","0650","IZARD COUNTY",4284,789,3525,759,10,0
"G0500670","1980","Arkansas","05","050","Jackson County","067","0670","JACKSON COUNTY",7786,520,5314,2472,440,407
"G0500690","1980","Arkansas","05","050","Jefferson County","069","0690","JEFFERSON COUNTY",30588,2444,20644,9944,6215,4683
"G0500710","1980","Arkansas","05","050","Johnson County","071","0710","JOHNSON COUNTY",6395,784,4837,1558,45,27
"G0500730","1980","Arkansas","05","050","Lafayette County","073","0730","LAFAYETTE COUNTY",3587,915,2719,868,847,417
"G0500750","1980","Arkansas","05","050","Lawrence County","075","0750","LAWRENCE COUNTY",6797,682,5257,1540,9,9
"G0500770","1980","Arkansas","05","050","Lee County","077","0770","LEE COUNTY",4942,330,3105,1837,1338,1091
"G0500790","1980","Arkansas","05","050","Lincoln County","079","0790","LINCOLN COUNTY",3918,311,2904,1014,0,0
"G0500810","1980","Arkansas","05","050","Little River County","081","0810","LITTLE RIVER COUNTY",4735,996,3754,981,0,0
"G0500830","1980","Arkansas","05","050","Logan County","083","0830","LOGAN COUNTY",7059,841,5620,1439,57,34
"G0500850","1980","Arkansas","05","050","Lonoke County","085","0850","LONOKE COUNTY",11408,1034,8564,2844,723,464
"G0500870","1980","Arkansas","05","050","Madison County","087","0870","MADISON COUNTY",4094,653,3353,741,0,0
"G0500890","1980","Arkansas","05","050","Marion County","089","0890","MARION COUNTY",4311,1078,3636,675,0,0
"G0500910","1980","Arkansas","05","050","Miller County","091","0910","MILLER COUNTY",13476,1219,9541,3935,1576,1165
"G0500930","1980","Arkansas","05","050","Mississippi County","093","0930","MISSISSIPPI COUNTY",19757,1797,10724,9033,1770,2733
"G0500950","1980","Arkansas","05","050","Monroe County","095","0950","MONROE COUNTY",4920,817,3023,1897,951,754
"G0500970","1980","Arkansas","05","050","Montgomery County","097","0970","MONTGOMERY COUNTY",2922,678,2375,547,0,0
"G0500990","1980","Arkansas","05","050","Nevada County","099","0990","NEVADA COUNTY",3980,456,3082,898,764,287
"G0501010","1980","Arkansas","05","050","Newton County","101","1010","NEWTON COUNTY",2718,364,2232,486,0,0
"G0501030","1980","Arkansas","05","050","Ouachita County","103","1030","OUACHITA COUNTY",11198,918,8463,2735,2464,1156
"G0501050","1980","Arkansas","05","050","Perry County","105","1050","PERRY COUNTY",2564,612,2126,438,16,14
"G0501070","1980","Arkansas","05","050","Phillips County","107","1070","PHILLIPS COUNTY",11434,967,6095,5339,2107,3369
"G0501090","1980","Arkansas","05","050","Pike County","109","1090","PIKE COUNTY",3839,415,3072,767,83,15
"G0501110","1980","Arkansas","05","050","Poinsett County","111","1110","POINSETT COUNTY",9465,747,6000,3465,227,331
"G0501130","1980","Arkansas","05","050","Polk County","113","1130","POLK COUNTY",6318,680,4942,1376,0,0
"G0501150","1980","Arkansas","05","050","Pope County","115","1150","POPE COUNTY",13615,1288,9846,3769,152,134
"G0501170","1980","Arkansas","05","050","Prairie County","117","1170","PRAIRIE COUNTY",3658,403,2607,1051,279,171
"G0501190","1980","Arkansas","05","050","Pulaski County","119","1190","PULASKI COUNTY",124516,8294,77678,46838,12476,12286
"G0501210","1980","Arkansas","05","050","Randolph County","121","1210","RANDOLPH COUNTY",6079,641,4626,1453,45,16
"G0501230","1980","Arkansas","05","050","St. Francis County","123","1230","ST. FRANCIS COUNTY",9930,733,5872,4058,1891,2067
"G0501250","1980","Arkansas","05","050","Saline County","125","1250","SALINE COUNTY",17572,1282,14244,3328,190,149
"G0501270","1980","Arkansas","05","050","Scott County","127","1270","SCOTT COUNTY",3534,305,2844,690,0,0
"G0501290","1980","Arkansas","05","050","Searcy County","129","1290","SEARCY COUNTY",3257,426,2638,619,0,0
"G0501310","1980","Arkansas","05","050","Sebastian County","131","1310","SEBASTIAN COUNTY",35803,3327,23638,12165,775,938
"G0501330","1980","Arkansas","05","050","Sevier County","133","1330","SEVIER COUNTY",5057,470,4104,953,205,68
"G0501350","1980","Arkansas","05","050","Sharp County","135","1350","SHARP COUNTY",5642,1561,4667,975,0,0
"G0501370","1980","Arkansas","05","050","Stone County","137","1370","STONE COUNTY",3280,576,2649,631,10,0
"G0501390","1980","Arkansas","05","050","Union County","139","1390","UNION COUNTY",18080,1650,13168,4912,2625,1842
"G0501410","1980","Arkansas","05","050","Van Buren County","141","1410","VAN BUREN COUNTY",5018,1043,4225,793,0,0
"G0501430","1980","Arkansas","05","050","Washington County","143","1430","WASHINGTON COUNTY",36072,2438,23655,12417,109,335
"G0501450","1980","Arkansas","05","050","White County","145","1450","WHITE COUNTY",17423,1059,12884,4539,258,229
"G0501470","1980","Arkansas","05","050","Woodruff County","147","1470","WOODRUFF COUNTY",4014,471,2530,1484,585,536
"G0501490","1980","Arkansas","05","050","Yell County","149","1490","YELL COUNTY",6219,658,4636,1583,99,20
"G0600010","1980","California","06","060","Alameda County","001","0010","ALAMEDA COUNTY",426092,18515,226137,199955,29518,48568
"G0600030","1980","California","06","060","Alpine County","003","0030","ALPINE COUNTY",386,547,238,148,0,0
"G0600050","1980","California","06","060","Amador County","005","0050","AMADOR COUNTY",7468,1978,5589,1879,9,1
"G0600070","1980","California","06","060","Butte County","007","0070","BUTTE COUNTY",56904,4456,36327,20577,278,361
"G0600090","1980","California","06","060","Calaveras County","009","0090","CALAVERAS COUNTY",8004,4742,5978,2026,17,18
"G0600110","1980","California","06","060","Colusa County","011","0110","COLUSA COUNTY",4690,644,2937,1753,26,17
"G0600130","1980","California","06","060","Contra Costa County","013","0130","CONTRA COSTA COUNTY",241534,10417,164860,76674,9626,10555
"G0600150","1980","California","06","060","Del Norte County","015","0150","DEL NORTE COUNTY",6791,790,4547,2244,9,12
"G0600170","1980","California","06","060","El Dorado County","017","0170","EL DORADO COUNTY",32505,12482,21897,10608,58,72
"G0600190","1980","California","06","060","Fresno County","019","0190","FRESNO COUNTY",178506,15147,105142,73364,3535,4843
"G0600210","1980","California","06","060","Glenn County","021","0210","GLENN COUNTY",7707,718,5237,2470,0,0
"G0600230","1980","California","06","060","Humboldt County","023","0230","HUMBOLDT COUNTY",41565,3816,25148,16417,73,152
"G0600250","1980","California","06","060","Imperial County","025","0250","IMPERIAL COUNTY",28157,3931,16993,11164,471,387
"G0600270","1980","California","06","060","Inyo County","027","0270","INYO COUNTY",7214,1270,4697,2517,0,0
"G0600290","1980","California","06","060","Kern County","029","0290","KERN COUNTY",139811,15891,85641,54170,3106,3651
"G0600310","1980","California","06","060","Kings County","031","0310","KINGS COUNTY",23499,2195,13786,9713,474,606
"G0600330","1980","California","06","060","Lake County","033","0330","LAKE COUNTY",15192,7816,11367,3825,115,33
"G0600350","1980","California","06","060","Lassen County","035","0350","LASSEN COUNTY",7400,1499,5135,2265,38,50
"G0600370","1980","California","06","060","Los Angeles County","037","0370","LOS ANGELES COUNTY",2730469,125109,1323397,1407072,130128,202268
"G0600390","1980","California","06","060","Madera County","039","0390","MADERA COUNTY",20950,3657,14008,6942,412,309
"G0600410","1980","California","06","060","Marin County","041","0410","MARIN COUNTY",88723,3926,53196,35527,498,1207
"G0600430","1980","California","06","060","Mariposa County","043","0430","MARIPOSA COUNTY",4132,1630,2842,1290,17,6
"G0600450","1980","California","06","060","Mendocino County","045","0450","MENDOCINO COUNTY",25072,3926,16096,8976,44,23
"G0600470","1980","California","06","060","Merced County","047","0470","MERCED COUNTY",44539,5511,25710,18829,914,1394
"G0600490","1980","California","06","060","Modoc County","049","0490","MODOC COUNTY",3198,540,2268,930,0,0
"G0600510","1980","California","06","060","Mono County","051","0510","MONO COUNTY",3453,4944,1746,1707,0,0
"G0600530","1980","California","06","060","Monterey County","053","0530","MONTEREY COUNTY",95734,7823,50794,44940,1648,3178
"G0600550","1980","California","06","060","Napa County","055","0550","NAPA COUNTY",36624,3428,23894,12730,61,97
"G0600570","1980","California","06","060","Nevada County","057","0570","NEVADA COUNTY",20012,4747,14950,5062,14,7
"G0600590","1980","California","06","060","Orange County","059","0590","ORANGE COUNTY",686267,35247,415098,271169,2638,5185
"G0600610","1980","California","06","060","Placer County","061","0610","PLACER COUNTY",42732,11282,30757,11975,74,51
"G0600630","1980","California","06","060","Plumas County","063","0630","PLUMAS COUNTY",6637,2814,4446,2191,38,33
"G0600650","1980","California","06","060","Riverside County","065","0650","RIVERSIDE COUNTY",242937,52106,166218,76719,5206,4937
"G0600670","1980","California","06","060","Sacramento County","067","0670","SACRAMENTO COUNTY",299805,23897,181011,118794,9005,11021
"G0600690","1980","California","06","060","San Benito County","069","0690","SAN BENITO COUNTY",7882,868,4601,3281,0,0
"G0600710","1980","California","06","060","San Bernardino County","071","0710","SAN BERNARDINO COUNTY",308643,61512,210997,97646,7382,6883
"G0600730","1980","California","06","060","San Diego County","073","0730","SAN DIEGO COUNTY",670094,50252,369247,300847,11746,20683
"G0600750","1980","California","06","060","San Francisco County","075","0750","SAN FRANCISCO COUNTY",298956,17652,100786,198170,9758,23650
"G0600770","1980","California","06","060","San Joaquin County","077","0770","SAN JOAQUIN COUNTY",124626,11375,75145,49481,2710,3704
"G0600790","1980","California","06","060","San Luis Obispo County","079","0790","SAN LUIS OBISPO COUNTY",58204,8576,35002,23202,141,380
"G0600810","1980","California","06","060","San Mateo County","081","0810","SAN MATEO COUNTY",225201,7999,134341,90860,5436,6496
"G0600830","1980","California","06","060","Santa Barbara County","083","0830","SANTA BARBARA COUNTY",109315,5595,57867,51448,851,1813
"G0600850","1980","California","06","060","Santa Clara County","085","0850","SANTA CLARA COUNTY",458519,15298,273561,184958,5348,8780
"G0600870","1980","California","06","060","Santa Cruz County","087","0870","SANTA CRUZ COUNTY",71793,9070,42683,29110,192,339
"G0600890","1980","California","06","060","Shasta County","089","0890","SHASTA COUNTY",43014,4432,28957,14057,108,109
"G0600910","1980","California","06","060","Sierra County","091","0910","SIERRA COUNTY",1274,619,834,440,0,0
"G0600930","1980","California","06","060","Siskiyou County","093","0930","SISKIYOU COUNTY",15115,2389,10432,4683,135,76
"G0600950","1980","California","06","060","Solano County","095","0950","SOLANO COUNTY",80426,3844,50851,29575,4346,4260
"G0600970","1980","California","06","060","Sonoma County","097","0970","SONOMA COUNTY",114474,9715,72728,41746,417,636
"G0600990","1980","California","06","060","Stanislaus County","099","0990","STANISLAUS COUNTY",94675,7797,59095,35580,454,651
"G0601010","1980","California","06","060","Sutter County","101","1010","SUTTER COUNTY",18809,1616,11456,7353,57,94
"G0601030","1980","California","06","060","Tehama County","103","1030","TEHAMA COUNTY",14538,2018,10410,4128,15,6
"G0601050","1980","California","06","060","Trinity County","105","1050","TRINITY COUNTY",4498,1852,3118,1380,0,10
"G0601070","1980","California","06","060","Tulare County","107","1070","TULARE COUNTY",80646,8098,51121,29525,540,507
"G0601090","1980","California","06","060","Tuolumne County","109","1090","TUOLUMNE COUNTY",12866,6504,9100,3766,12,5
"G0601110","1980","California","06","060","Ventura County","111","1110","VENTURA COUNTY",172781,10603,112995,59786,1524,1758
"G0601130","1980","California","06","060","Yolo County","113","1130","YOLO COUNTY",41304,2301,22314,18990,337,460
"G0601150","1980","California","06","060","Yuba County","115","1150","YUBA COUNTY",17504,1744,9524,7980,154,572
"G0800010","1980","Colorado","08","080","Adams County","001","0010","ADAMS COUNTY",84219,5061,58354,25865,658,1531
"G0800030","1980","Colorado","08","080","Alamosa County","003","0030","ALAMOSA COUNTY",3921,512,2603,1318,0,0
"G0800050","1980","Colorado","08","080","Arapahoe County","005","0050","ARAPAHOE COUNTY",106018,7211,75471,30547,1369,1494
