GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B21AA2000,B21AB2000,B21AC2000,B21AD2000,B21AE2000,B21AF2000,B21AG2000,B21AH2000,B21AI2000,B21AJ2000
"G1900450","2000","Iowa","19","190","Clinton County","045","0450","Clinton County",23301,472,64,238,266,24778,474,56,226,274
"G1900470","2000","Iowa","19","190","Crawford County","047","0470","Crawford County",7812,73,23,534,68,7961,56,24,328,63
"G1900490","2000","Iowa","19","190","Dallas County","049","0490","Dallas County",18993,171,23,778,178,19616,129,39,657,166
"G1900510","2000","Iowa","19","190","Davis County","051","0510","Davis County",4160,8,6,18,34,4240,7,12,21,35
"G1900530","2000","Iowa","19","190","Decatur County","053","0530","Decatur County",4070,59,13,61,45,4311,26,8,44,52
"G1900550","2000","Iowa","19","190","Delaware County","055","0550","Delaware County",9061,7,13,16,29,9210,6,5,31,26
"G1900570","2000","Iowa","19","190","Des Moines County","057","0570","Des Moines County",19132,745,51,277,254,20547,766,53,279,247
"G1900590","2000","Iowa","19","190","Dickinson County","059","0590","Dickinson County",7921,23,13,19,25,8323,6,21,28,45
"G1900610","2000","Iowa","19","190","Dubuque County","061","0610","Dubuque County",41946,414,65,566,306,44585,353,66,471,371
"G1900630","2000","Iowa","19","190","Emmet County","063","0630","Emmet County",5204,13,15,92,31,5534,13,16,80,29
"G1900650","2000","Iowa","19","190","Fayette County","065","0650","Fayette County",10573,90,16,87,101,10932,26,13,101,69
"G1900670","2000","Iowa","19","190","Floyd County","067","0670","Floyd County",8008,29,8,82,37,8573,10,8,81,64
"G1900690","2000","Iowa","19","190","Franklin County","069","0690","Franklin County",4917,6,13,289,29,5243,3,12,164,28
"G1900710","2000","Iowa","19","190","Fremont County","071","0710","Fremont County",3830,1,10,54,17,4021,2,9,42,24
"G1900730","2000","Iowa","19","190","Greene County","073","0730","Greene County",4971,8,7,50,27,5204,7,9,45,38
"G1900750","2000","Iowa","19","190","Grundy County","075","0750","Grundy County",5985,6,2,26,31,6257,4,1,29,28
"G1900770","2000","Iowa","19","190","Guthrie County","077","0770","Guthrie County",5520,11,4,41,33,5675,3,2,28,36
"G1900790","2000","Iowa","19","190","Hamilton County","079","0790","Hamilton County",7850,23,20,180,64,8048,15,13,161,64
"G1900810","2000","Iowa","19","190","Hancock County","081","0810","Hancock County",5810,8,5,103,25,6012,3,7,103,24
"G1900830","2000","Iowa","19","190","Hardin County","083","0830","Hardin County",8866,106,13,165,50,9408,10,11,138,45
"G1900850","2000","Iowa","19","190","Harrison County","085","0850","Harrison County",7603,7,14,22,49,7857,6,20,37,51
"G1900870","2000","Iowa","19","190","Henry County","087","0870","Henry County",9650,229,30,260,125,9624,73,19,234,92
"G1900890","2000","Iowa","19","190","Howard County","089","0890","Howard County",4848,4,10,6,23,4991,7,5,19,19
"G1900910","2000","Iowa","19","190","Humboldt County","091","0910","Humboldt County",4996,8,3,44,26,5243,3,3,32,23
"G1900930","2000","Iowa","19","190","Ida County","093","0930","Ida County",3764,4,3,9,16,3996,4,2,22,17
"G1900950","2000","Iowa","19","190","Iowa County","095","0950","Iowa County",7544,13,2,54,22,7923,14,8,53,38
"G1900970","2000","Iowa","19","190","Jackson County","097","0970","Jackson County",9888,12,9,39,49,10197,8,15,33,46
"G1900990","2000","Iowa","19","190","Jasper County","099","0990","Jasper County",18184,268,47,140,117,18129,41,34,139,114
"G1901010","2000","Iowa","19","190","Jefferson County","101","1010","Jefferson County",7597,54,14,171,84,7940,50,13,195,63
"G1901030","2000","Iowa","19","190","Johnson County","103","1030","Johnson County",49536,1719,170,2936,893,50515,1504,143,2806,784
"G1901050","2000","Iowa","19","190","Jones County","105","1050","Jones County",10003,330,51,73,101,9546,31,13,17,56
"G1901070","2000","Iowa","19","190","Keokuk County","107","1070","Keokuk County",5471,5,6,28,18,5815,3,7,24,23
"G1901090","2000","Iowa","19","190","Kossuth County","109","1090","Kossuth County",8272,13,15,48,29,8678,6,10,63,29
"G1901110","2000","Iowa","19","190","Lee County","111","1110","Lee County",17538,709,64,272,239,18324,357,35,292,222
"G1901130","2000","Iowa","19","190","Linn County","113","1130","Linn County",87881,2657,210,1812,1405,92118,2262,208,1794,1354
"G1901150","2000","Iowa","19","190","Louisa County","115","1150","Louisa County",5664,19,12,309,55,5777,12,10,273,52
"G1901170","2000","Iowa","19","190","Lucas County","117","1170","Lucas County",4509,8,2,34,26,4766,4,8,30,35
"G1901190","2000","Iowa","19","190","Lyon County","119","1190","Lyon County",5795,3,5,14,17,5866,8,12,17,26
"G1901210","2000","Iowa","19","190","Madison County","121","1210","Madison County",6823,10,16,24,45,6995,2,22,31,51
"G1901230","2000","Iowa","19","190","Mahaska County","123","1230","Mahaska County",10764,107,20,141,84,10946,35,23,125,90
"G1901250","2000","Iowa","19","190","Marion County","125","1250","Marion County",15491,85,32,192,110,15746,49,29,222,96
"G1901270","2000","Iowa","19","190","Marshall County","127","1270","Marshall County",17493,220,53,1507,308,18058,145,83,1194,250
"G1901290","2000","Iowa","19","190","Mills County","129","1290","Mills County",7145,25,19,45,63,7106,16,20,51,57
"G1901310","2000","Iowa","19","190","Mitchell County","131","1310","Mitchell County",5290,6,3,11,8,5505,13,5,18,15
"G1901330","2000","Iowa","19","190","Monona County","133","1330","Monona County",4773,7,40,8,33,5081,1,36,16,25
"G1901350","2000","Iowa","19","190","Monroe County","135","1350","Monroe County",3853,8,13,18,12,4035,8,16,24,29
"G1901370","2000","Iowa","19","190","Montgomery County","137","1370","Montgomery County",5478,4,18,53,28,6081,5,23,57,24
"G1901390","2000","Iowa","19","190","Muscatine County","139","1390","Muscatine County",18622,157,60,1544,278,19230,137,68,1333,293
"G1901410","2000","Iowa","19","190","O'Brien County","141","1410","O'Brien County",7242,32,8,72,36,7565,20,17,77,33
"G1901430","2000","Iowa","19","190","Osceola County","143","1430","Osceola County",3346,2,8,43,12,3520,6,10,31,25
"G1901450","2000","Iowa","19","190","Page County","145","1450","Page County",8121,262,51,103,66,8194,20,32,63,64
"G1901470","2000","Iowa","19","190","Palo Alto County","147","1470","Palo Alto County",4864,7,10,23,31,5143,2,9,31,27
"G1901490","2000","Iowa","19","190","Plymouth County","149","1490","Plymouth County",12105,51,13,102,79,12288,21,23,93,74
"G1901510","2000","Iowa","19","190","Pocahontas County","151","1510","Pocahontas County",4190,12,8,18,28,4341,9,7,24,25
"G1901530","2000","Iowa","19","190","Polk County","153","1530","Polk County",159597,8949,487,9616,3090,171320,9164,514,8750,3114
"G1901550","2000","Iowa","19","190","Pottawattamie County","155","1550","Pottawattamie County",41022,386,146,820,480,43159,285,179,736,491
"G1901570","2000","Iowa","19","190","Poweshiek County","157","1570","Poweshiek County",8740,52,24,149,75,9462,51,20,154,88
"G1901590","2000","Iowa","19","190","Ringgold County","159","1590","Ringgold County",2632,2,4,4,10,2786,4,8,6,13
"G1901610","2000","Iowa","19","190","Sac County","161","1610","Sac County",5561,14,7,19,31,5798,16,3,45,35
"G1901630","2000","Iowa","19","190","Scott County","163","1630","Scott County",68704,4670,227,2628,1398,71777,5019,273,2512,1460
"G1901650","2000","Iowa","19","190","Shelby County","165","1650","Shelby County",6375,2,11,24,36,6624,11,27,36,27
"G1901670","2000","Iowa","19","190","Sioux County","167","1670","Sioux County",15049,34,22,312,76,15697,30,18,258,93
"G1901690","2000","Iowa","19","190","Story County","169","1690","Story County",37006,798,63,2534,486,35892,665,65,2049,423
"G1901710","2000","Iowa","19","190","Tama County","171","1710","Tama County",8015,17,532,224,105,8347,29,570,156,108
"G1901730","2000","Iowa","19","190","Taylor County","173","1730","Taylor County",3289,2,2,60,21,3510,0,5,44,25
"G1901750","2000","Iowa","19","190","Union County","175","1750","Union County",5795,17,8,38,42,6322,11,13,33,30
"G1901770","2000","Iowa","19","190","Van Buren County","177","1770","Van Buren County",3846,4,6,16,22,3855,1,8,23,28
"G1901790","2000","Iowa","19","190","Wapello County","179","1790","Wapello County",16808,186,51,335,165,17901,151,51,284,119
"G1901810","2000","Iowa","19","190","Warren County","181","1810","Warren County",19379,57,38,139,155,20510,51,33,153,156
"G1901830","2000","Iowa","19","190","Washington County","183","1830","Washington County",9663,32,18,175,73,10396,28,22,195,68
"G1901850","2000","Iowa","19","190","Wayne County","185","1850","Wayne County",3187,3,2,10,17,3461,1,6,17,26
"G1901870","2000","Iowa","19","190","Webster County","187","1870","Webster County",18490,881,86,449,237,19084,483,33,267,225
"G1901890","2000","Iowa","19","190","Winnebago County","189","1890","Winnebago County",5569,14,13,108,24,5846,7,14,95,33
"G1901910","2000","Iowa","19","190","Winneshiek County","191","1910","Winneshiek County",10244,58,10,114,54,10608,50,6,113,53
"G1901930","2000","Iowa","19","190","Woodbury County","193","1930","Woodbury County",44050,1153,804,3879,1029,46825,944,949,3203,1041
"G1901950","2000","Iowa","19","190","Worth County","195","1950","Worth County",3853,18,0,21,33,3927,4,7,24,22
"G1901970","2000","Iowa","19","190","Wright County","197","1970","Wright County",6698,16,11,254,48,7052,8,15,189,43
"G2000010","2000","Kansas","20","200","Allen County","001","0010","Allen County",6651,116,52,80,130,6986,118,60,81,111
"G2000030","2000","Kansas","20","200","Anderson County","003","0030","Anderson County",3893,16,24,21,33,4007,10,36,26,44
"G2000050","2000","Kansas","20","200","Atchison County","005","0050","Atchison County",7424,431,36,77,129,7945,462,57,76,137
"G2000070","2000","Kansas","20","200","Barber County","007","0070","Barber County",2463,15,16,24,30,2688,5,15,28,23
"G2000090","2000","Kansas","20","200","Barton County","009","0090","Barton County",12594,177,75,588,217,13631,146,70,472,235
"G2000110","2000","Kansas","20","200","Bourbon County","011","0110","Bourbon County",6939,249,74,55,95,7527,225,55,51,109
"G2000130","2000","Kansas","20","200","Brown County","013","0130","Brown County",4476,101,444,64,96,4840,66,502,37,98
"G2000150","2000","Kansas","20","200","Butler County","015","0150","Butler County",28118,642,287,332,497,28353,177,254,316,506
"G2000170","2000","Kansas","20","200","Chase County","017","0170","Chase County",1486,26,8,13,11,1450,5,9,8,14
"G2000190","2000","Kansas","20","200","Chautauqua County","019","0190","Chautauqua County",1967,8,78,12,42,2123,5,78,8,38
"G2000210","2000","Kansas","20","200","Cherokee County","021","0210","Cherokee County",10109,71,383,79,321,10748,68,398,94,334
"G2000230","2000","Kansas","20","200","Cheyenne County","023","0230","Cheyenne County",1527,3,1,22,8,1572,1,2,20,9
"G2000250","2000","Kansas","20","200","Clark County","025","0250","Clark County",1110,4,11,28,15,1179,2,16,19,6
"G2000270","2000","Kansas","20","200","Clay County","027","0270","Clay County",4296,27,17,16,36,4325,23,19,20,43
"G2000290","2000","Kansas","20","200","Cloud County","029","0290","Cloud County",4793,24,8,19,36,5300,11,18,20,39
"G2000310","2000","Kansas","20","200","Coffey County","031","0310","Coffey County",4213,12,23,35,64,4382,10,23,40,63
"G2000330","2000","Kansas","20","200","Comanche County","033","0330","Comanche County",929,0,2,11,9,998,1,3,6,8
"G2000350","2000","Kansas","20","200","Cowley County","035","0350","Cowley County",15849,585,356,541,416,16859,394,357,514,420
"G2000370","2000","Kansas","20","200","Crawford County","037","0370","Crawford County",17251,418,166,474,325,18425,281,195,408,299
"G2000390","2000","Kansas","20","200","Decatur County","039","0390","Decatur County",1673,14,2,8,17,1725,4,1,14,14
"G2000410","2000","Kansas","20","200","Dickinson County","041","0410","Dickinson County",9074,65,45,119,127,9581,48,49,99,137
"G2000430","2000","Kansas","20","200","Doniphan County","043","0430","Doniphan County",3871,106,41,28,50,3953,59,59,26,56
"G2000450","2000","Kansas","20","200","Douglas County","045","0450","Douglas County",42503,2227,1291,2215,1415,43557,2011,1270,2163,1310
"G2000470","2000","Kansas","20","200","Edwards County","047","0470","Edwards County",1568,8,10,102,15,1623,3,7,101,12
"G2000490","2000","Kansas","20","200","Elk County","049","0490","Elk County",1478,4,10,31,35,1622,3,21,16,41
"G2000510","2000","Kansas","20","200","Ellis County","051","0510","Ellis County",12853,126,29,325,128,13580,57,28,264,117
"G2000530","2000","Kansas","20","200","Ellsworth County","053","0530","Ellsworth County",3083,226,29,52,56,3029,6,2,21,21
"G2000550","2000","Kansas","20","200","Finney County","055","0550","Finney County",13939,310,203,5612,617,14043,198,186,4899,516
"G2000570","2000","Kansas","20","200","Ford County","057","0570","Ford County",12315,275,117,3652,432,11980,252,87,2948,400
"G2000590","2000","Kansas","20","200","Franklin County","059","0590","Franklin County",11620,179,116,138,231,11936,120,116,134,194
"G2000610","2000","Kansas","20","200","Geary County","061","0610","Geary County",8963,3120,107,902,692,8960,3037,103,1242,821
"G2000630","2000","Kansas","20","200","Gove County","063","0630","Gove County",1463,2,2,16,13,1542,1,3,9,17
"G2000650","2000","Kansas","20","200","Graham County","065","0650","Graham County",1353,56,4,11,12,1443,39,6,10,12
"G2000670","2000","Kansas","20","200","Grant County","067","0670","Grant County",3008,11,34,828,88,3082,6,34,740,78
"G2000690","2000","Kansas","20","200","Gray County","069","0690","Gray County",2705,6,11,186,45,2745,5,16,144,41
"G2000710","2000","Kansas","20","200","Greeley County","071","0710","Greeley County",710,2,3,38,8,718,1,1,45,8
"G2000730","2000","Kansas","20","200","Greenwood County","073","0730","Greenwood County",3627,9,23,31,58,3780,2,41,39,63
"G2000750","2000","Kansas","20","200","Hamilton County","075","0750","Hamilton County",1059,8,9,222,21,1121,5,4,197,24
"G2000770","2000","Kansas","20","200","Harper County","077","0770","Harper County",3072,8,32,16,33,3283,7,22,19,44
"G2000790","2000","Kansas","20","200","Harvey County","079","0790","Harvey County",14425,290,82,831,340,15499,232,89,719,362
"G2000810","2000","Kansas","20","200","Haskell County","081","0810","Haskell County",1834,5,7,296,46,1830,3,18,224,44
"G2000830","2000","Kansas","20","200","Hodgeman County","083","0830","Hodgeman County",1001,11,2,7,7,1028,8,3,3,15
"G2000850","2000","Kansas","20","200","Jackson County","085","0850","Jackson County",5597,45,424,43,118,5821,22,442,30,115
"G2000870","2000","Kansas","20","200","Jefferson County","087","0870","Jefferson County",9020,44,92,56,121,8798,25,78,54,138
"G2000890","2000","Kansas","20","200","Jewell County","089","0890","Jewell County",1852,1,6,3,13,1893,0,7,2,14
"G2000910","2000","Kansas","20","200","Johnson County","091","0910","Johnson County",199881,5997,702,10287,3462,211109,5783,779,9613,3473
"G2000930","2000","Kansas","20","200","Kearny County","093","0930","Kearny County",1838,13,17,404,45,1802,12,22,326,52
"G2000950","2000","Kansas","20","200","Kingman County","095","0950","Kingman County",4141,7,27,29,50,4311,11,23,24,50
"G2000970","2000","Kansas","20","200","Kiowa County","097","0970","Kiowa County",1566,4,12,14,12,1620,3,8,27,12
"G2000990","2000","Kansas","20","200","Labette County","099","0990","Labette County",9930,556,225,176,277,10456,508,220,174,313
"G2001010","2000","Kansas","20","200","Lane County","101","1010","Lane County",1052,0,0,4,23,1054,0,1,10,11
"G2001030","2000","Kansas","20","200","Leavenworth County","103","1030","Leavenworth County",29947,4598,339,829,808,27877,2562,171,845,715
"G2001050","2000","Kansas","20","200","Lincoln County","105","1050","Lincoln County",1725,4,7,5,13,1792,0,10,8,14
"G2001070","2000","Kansas","20","200","Linn County","107","1070","Linn County",4667,34,24,11,49,4664,26,22,21,52
"G2001090","2000","Kansas","20","200","Logan County","109","1090","Logan County",1418,9,2,16,28,1528,9,3,12,21
"G2001110","2000","Kansas","20","200","Lyon County","111","1110","Lyon County",14472,443,87,2329,401,15452,372,81,1924,374
"G2001130","2000","Kansas","20","200","McPherson County","113","1130","McPherson County",13927,147,57,172,168,14600,93,43,173,174
"G2001150","2000","Kansas","20","200","Marion County","115","1150","Marion County",6314,36,36,55,71,6654,27,43,44,81
"G2001170","2000","Kansas","20","200","Marshall County","117","1170","Marshall County",5300,10,17,23,43,5461,15,23,28,45
"G2001190","2000","Kansas","20","200","Meade County","119","1190","Meade County",2092,10,10,147,35,2127,8,15,152,35
"G2001210","2000","Kansas","20","200","Miami County","121","1210","Miami County",13413,243,80,98,187,13793,193,67,78,199
"G2001230","2000","Kansas","20","200","Mitchell County","123","1230","Mitchell County",3359,9,15,17,20,3407,27,13,22,43
"G2001250","2000","Kansas","20","200","Montgomery County","125","1250","Montgomery County",14938,1080,582,290,594,16157,1119,575,299,618
"G2001270","2000","Kansas","20","200","Morris County","127","1270","Morris County",2932,14,12,21,26,3019,7,8,37,28
"G2001290","2000","Kansas","20","200","Morton County","129","1290","Morton County",1484,5,21,162,26,1606,2,19,138,33
"G2001310","2000","Kansas","20","200","Nemaha County","131","1310","Nemaha County",5183,30,11,13,39,5357,23,14,22,25
"G2001330","2000","Kansas","20","200","Neosho County","133","1330","Neosho County",7777,80,85,121,147,8353,68,81,116,169
"G2001350","2000","Kansas","20","200","Ness County","135","1350","Ness County",1681,2,4,7,20,1712,0,4,13,11
"G2001370","2000","Kansas","20","200","Norton County","137","1370","Norton County",2923,240,22,65,23,2634,1,4,22,19
"G2001390","2000","Kansas","20","200","Osage County","139","1390","Osage County",7952,22,54,55,101,8304,14,55,59,96
"G2001410","2000","Kansas","20","200","Osborne County","141","1410","Osborne County",2158,1,6,6,19,2232,2,4,7,17
"G2001430","2000","Kansas","20","200","Ottawa County","143","1430","Ottawa County",2988,28,11,16,37,3023,5,12,13,30
"G2001450","2000","Kansas","20","200","Pawnee County","145","1450","Pawnee County",3386,278,47,61,50,3193,84,22,68,44
"G2001470","2000","Kansas","20","200","Phillips County","147","1470","Phillips County",2868,9,10,12,22,3028,6,8,17,21
"G2001490","2000","Kansas","20","200","Pottawatomie County","149","1490","Pottawatomie County",8689,72,39,75,136,8850,49,68,94,137
"G2001510","2000","Kansas","20","200","Pratt County","151","1510","Pratt County",4435,65,12,115,47,4757,30,22,108,56
"G2001530","2000","Kansas","20","200","Rawlins County","153","1530","Rawlins County",1461,6,3,3,9,1461,3,6,2,12
"G2001550","2000","Kansas","20","200","Reno County","155","1550","Reno County",29287,1294,228,1087,638,30033,571,151,967,534
"G2001570","2000","Kansas","20","200","Republic County","157","1570","Republic County",2769,10,5,14,17,2982,5,7,16,10
"G2001590","2000","Kansas","20","200","Rice County","159","1590","Rice County",4868,60,39,121,75,5320,64,22,117,75
"G2001610","2000","Kansas","20","200","Riley County","161","1610","Riley County",28074,2575,222,1831,822,25207,1750,173,1482,707
"G2001630","2000","Kansas","20","200","Rooks County","163","1630","Rooks County",2705,51,15,20,24,2817,13,9,13,18
"G2001650","2000","Kansas","20","200","Rush County","165","1650","Rush County",1695,9,7,4,9,1801,2,8,6,10
"G2001670","2000","Kansas","20","200","Russell County","167","1670","Russell County",3454,18,28,19,23,3738,19,13,26,32
"G2001690","2000","Kansas","20","200","Saline County","169","1690","Saline County",23495,863,154,1377,560,24299,797,125,1341,586
"G2001710","2000","Kansas","20","200","Scott County","171","1710","Scott County",2402,3,17,76,24,2486,2,11,71,28
"G2001730","2000","Kansas","20","200","Sedgwick County","173","1730","Sedgwick County",177104,19955,2552,17972,6287,182385,21412,2489,16297,6416
"G2001750","2000","Kansas","20","200","Seward County","175","1750","Seward County",7324,462,88,3277,395,7406,390,86,2740,342
"G2001770","2000","Kansas","20","200","Shawnee County","177","1770","Shawnee County",67870,7467,936,3690,2276,72941,7870,1044,3427,2350
"G2001790","2000","Kansas","20","200","Sheridan County","179","1790","Sheridan County",1386,2,1,6,12,1389,2,1,10,4
"G2001810","2000","Kansas","20","200","Sherman County","181","1810","Sherman County",3246,13,14,151,31,3097,11,8,153,36
"G2001830","2000","Kansas","20","200","Smith County","183","1830","Smith County",2156,3,3,9,11,2325,2,8,8,11
"G2001850","2000","Kansas","20","200","Stafford County","185","1850","Stafford County",2219,5,10,78,24,2329,2,8,70,44
"G2001870","2000","Kansas","20","200","Stanton County","187","1870","Stanton County",1026,15,16,158,12,1005,0,13,147,14
"G2001890","2000","Kansas","20","200","Stevens County","189","1890","Stevens County",2161,28,29,392,56,2374,23,22,346,32
"G2001910","2000","Kansas","20","200","Sumner County","191","1910","Sumner County",12062,93,140,193,277,12489,90,133,212,257
"G2001930","2000","Kansas","20","200","Thomas County","193","1930","Thomas County",3849,25,13,47,42,4097,10,14,55,28
"G2001950","2000","Kansas","20","200","Trego County","195","1950","Trego County",1539,3,5,11,24,1706,3,8,12,8
"G2001970","2000","Kansas","20","200","Wabaunsee County","197","1970","Wabaunsee County",3387,20,18,22,38,3308,12,16,33,31
"G2001990","2000","Kansas","20","200","Wallace County","199","1990","Wallace County",822,4,7,27,10,833,7,7,20,12
"G2002010","2000","Kansas","20","200","Washington County","201","2010","Washington County",3220,4,11,4,16,3192,3,11,5,17
"G2002030","2000","Kansas","20","200","Wichita County","203","2030","Wichita County",1107,2,8,146,30,1076,0,10,122,30
"G2002050","2000","Kansas","20","200","Wilson County","205","2050","Wilson County",4855,16,42,40,58,5144,22,49,41,65
"G2002070","2000","Kansas","20","200","Woodson County","207","2070","Woodson County",1789,28,18,8,20,1884,3,15,3,20
"G2002090","2000","Kansas","20","200","Wyandotte County","209","2090","Wyandotte County",45195,20544,596,8420,2316,46661,24180,579,7105,2286
"G2100010","2000","Kentucky","21","210","Adair County","001","0010","Adair County",8021,212,19,47,56,8534,228,19,33,75
"G2100030","2000","Kentucky","21","210","Allen County","003","0030","Allen County",8518,85,11,51,51,8858,106,18,36,66
"G2100050","2000","Kentucky","21","210","Anderson County","005","0050","Anderson County",9052,194,10,29,55,9396,255,13,28,79
"G2100070","2000","Kentucky","21","210","Ballard County","007","0070","Ballard County",3885,126,5,8,67,4013,112,2,16,52
"G2100090","2000","Kentucky","21","210","Barren County","009","0090","Barren County",17242,754,27,162,113,18622,802,29,148,134
"G2100110","2000","Kentucky","21","210","Bath County","011","0110","Bath County",5305,94,9,31,37,5433,111,14,15,36
"G2100130","2000","Kentucky","21","210","Bell County","013","0130","Bell County",13798,354,35,66,117,15066,366,40,84,134
"G2100150","2000","Kentucky","21","210","Boone County","015","0150","Boone County",40347,716,88,904,444,41475,590,112,874,441
"G2100170","2000","Kentucky","21","210","Bourbon County","017","0170","Bourbon County",8465,619,17,203,108,9032,724,12,90,90
"G2100190","2000","Kentucky","21","210","Boyd County","019","0190","Boyd County",23024,975,46,114,204,24723,292,34,108,232
"G2100210","2000","Kentucky","21","210","Boyle County","021","0210","Boyle County",11800,1570,29,189,143,12511,1110,23,154,168
"G2100230","2000","Kentucky","21","210","Bracken County","023","0230","Bracken County",4032,33,7,10,15,4121,18,14,15,14
"G2100250","2000","Kentucky","21","210","Breathitt County","025","0250","Breathitt County",7831,42,9,31,31,8058,21,6,33,38
"G2100270","2000","Kentucky","21","210","Breckinridge County","027","0270","Breckinridge County",8875,261,23,13,86,8997,273,19,20,81
"G2100290","2000","Kentucky","21","210","Bullitt County","029","0290","Bullitt County",29887,118,99,121,229,30165,115,107,154,241
"G2100310","2000","Kentucky","21","210","Butler County","031","0310","Butler County",6292,47,16,74,43,6442,21,12,26,37
"G2100330","2000","Kentucky","21","210","Caldwell County","033","0330","Caldwell County",5896,305,10,29,38,6366,323,9,44,40
"G2100350","2000","Kentucky","21","210","Calloway County","035","0350","Calloway County",15293,624,34,337,200,16657,594,33,286,119
"G2100370","2000","Kentucky","21","210","Campbell County","037","0370","Campbell County",41231,727,73,373,342,44405,667,79,387,332
"G2100390","2000","Kentucky","21","210","Carlisle County","039","0390","Carlisle County",2553,27,11,7,12,2679,24,11,9,18
"G2100410","2000","Kentucky","21","210","Carroll County","041","0410","Carroll County",4800,120,11,123,53,4863,77,12,43,53
"G2100430","2000","Kentucky","21","210","Carter County","043","0430","Carter County",13038,23,29,22,51,13587,12,38,30,59
"G2100450","2000","Kentucky","21","210","Casey County","045","0450","Casey County",7402,28,29,43,48,7782,23,15,23,54
"G2100470","2000","Kentucky","21","210","Christian County","047","0470","Christian County",26210,8555,209,1407,913,24319,8593,167,1094,798
"G2100490","2000","Kentucky","21","210","Clark County","049","0490","Clark County",15005,717,25,166,112,16018,865,33,79,124
"G2100510","2000","Kentucky","21","210","Clay County","051","0510","Clay County",11736,1010,34,73,105,11327,168,17,16,70
"G2100530","2000","Kentucky","21","210","Clinton County","053","0530","Clinton County",4585,5,17,16,17,4961,5,7,7,14
"G2100550","2000","Kentucky","21","210","Crittenden County","055","0550","Crittenden County",4472,26,6,8,30,4747,35,8,13,39
"G2100570","2000","Kentucky","21","210","Cumberland County","057","0570","Cumberland County",3276,116,4,13,30,3534,128,6,5,35
"G2100590","2000","Kentucky","21","210","Daviess County","059","0590","Daviess County",41140,1957,64,441,419,44632,2025,56,374,437
"G2100610","2000","Kentucky","21","210","Edmonson County","061","0610","Edmonson County",5640,51,23,7,26,5817,16,28,8,28
"G2100630","2000","Kentucky","21","210","Elliott County","063","0630","Elliott County",3262,2,1,1,25,3421,0,4,1,31
"G2100650","2000","Kentucky","21","210","Estill County","065","0650","Estill County",7337,11,19,7,36,7828,6,17,7,39
"G2100670","2000","Kentucky","21","210","Fayette County","067","0670","Fayette County",103448,16740,269,5311,2137,107672,18376,238,4344,1977
"G2100690","2000","Kentucky","21","210","Fleming County","069","0690","Fleming County",6562,97,12,39,44,6862,98,7,23,48
"G2100710","2000","Kentucky","21","210","Floyd County","071","0710","Floyd County",20194,443,28,104,94,21284,103,21,84,86
"G2100730","2000","Kentucky","21","210","Franklin County","073","0730","Franklin County",20183,2265,34,330,254,21770,2198,29,288,336
"G2100750","2000","Kentucky","21","210","Fulton County","075","0750","Fulton County",2754,807,5,21,34,3069,991,4,28,39
"G2100770","2000","Kentucky","21","210","Gallatin County","077","0770","Gallatin County",3777,69,5,23,40,3835,56,9,14,42
"G2100790","2000","Kentucky","21","210","Garrard County","079","0790","Garrard County",6959,223,12,45,35,7204,230,7,25,52
"G2100810","2000","Kentucky","21","210","Grant County","081","0810","Grant County",10841,38,24,74,53,11165,19,27,76,67
"G2100830","2000","Kentucky","21","210","Graves County","083","0830","Graves County",16658,796,37,355,195,17677,849,38,206,217
"G2100850","2000","Kentucky","21","210","Grayson County","085","0850","Grayson County",11688,80,20,42,80,11946,40,20,47,90
"G2100870","2000","Kentucky","21","210","Green County","087","0870","Green County",5436,161,6,27,39,5643,140,6,24,36
"G2100890","2000","Kentucky","21","210","Greenup County","089","0890","Greenup County",17411,114,36,94,103,18768,98,33,101,133
"G2100910","2000","Kentucky","21","210","Hancock County","091","0910","Hancock County",4054,39,12,13,24,4168,32,12,15,23
"G2100930","2000","Kentucky","21","210","Hardin County","093","0930","Hardin County",38827,5949,208,1451,1122,38390,5229,184,1721,1093
"G2100950","2000","Kentucky","21","210","Harlan County","095","0950","Harlan County",15204,395,80,66,143,16524,474,79,63,174
"G2100970","2000","Kentucky","21","210","Harrison County","097","0970","Harrison County",8376,218,18,79,70,8824,236,32,61,69
"G2100990","2000","Kentucky","21","210","Hart County","099","0990","Hart County",7914,556,18,34,65,8236,525,20,22,55
"G2101010","2000","Kentucky","21","210","Henderson County","101","1010","Henderson County",19705,1546,34,170,216,21161,1635,36,158,168
"G2101030","2000","Kentucky","21","210","Henry County","103","1030","Henry County",6999,255,18,162,68,7153,242,18,83,62
"G2101050","2000","Kentucky","21","210","Hickman County","105","1050","Hickman County",2227,239,10,6,29,2422,282,5,6,36
"G2101070","2000","Kentucky","21","210","Hopkins County","107","1070","Hopkins County",20419,1336,52,173,186,22389,1551,37,163,213
"G2101090","2000","Kentucky","21","210","Jackson County","109","1090","Jackson County",6599,4,12,2,37,6784,3,14,7,33
"G2101110","2000","Kentucky","21","210","Jefferson County","111","1110","Jefferson County",257842,60303,774,7650,5030,278879,70625,749,6940,4812
"G2101130","2000","Kentucky","21","210","Jessamine County","113","1130","Jessamine County",18086,599,44,229,227,18785,623,36,192,220
"G2101150","2000","Kentucky","21","210","Johnson County","115","1150","Johnson County",11124,45,13,57,64,12002,14,17,37,72
