GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A00AA1880,A08AA1880,A08AB1880
"G0100010","1880","Alabama","01","010","Autauga County","001","0010","Autauga",13108,6451,6657
"G0100030","1880","Alabama","01","010","Baldwin County","003","0030","Baldwin",8603,4430,4173
"G0100050","1880","Alabama","01","010","Barbour County","005","0050","Barbour",33979,16774,17205
"G0100070","1880","Alabama","01","010","Bibb County","007","0070","Bibb",9487,4664,4823
"G0100090","1880","Alabama","01","010","Blount County","009","0090","Blount",15369,7644,7725
"G0100110","1880","Alabama","01","010","Bullock County","011","0110","Bullock",29066,14345,14721
"G0100130","1880","Alabama","01","010","Butler County","013","0130","Butler",19649,9483,10166
"G0100150","1880","Alabama","01","010","Calhoun County","015","0150","Calhoun",19591,9836,9755
"G0100170","1880","Alabama","01","010","Chambers County","017","0170","Chambers",23440,11517,11923
"G0100190","1880","Alabama","01","010","Cherokee County","019","0190","Cherokee",19108,9679,9429
"G0100210","1880","Alabama","01","010","Chilton County","021","0210","Chilton",10793,5418,5375
"G0100230","1880","Alabama","01","010","Choctaw County","023","0230","Choctaw",15731,7750,7981
"G0100250","1880","Alabama","01","010","Clarke County","025","0250","Clarke",17806,8797,9009
"G0100270","1880","Alabama","01","010","Clay County","027","0270","Clay",12938,6330,6608
"G0100290","1880","Alabama","01","010","Cleburne County","029","0290","Cleburne",10976,5356,5620
"G0100310","1880","Alabama","01","010","Coffee County","031","0310","Coffee",8119,4025,4094
"G0100330","1880","Alabama","01","010","Colbert County","033","0330","Colbert",16153,7980,8173
"G0100350","1880","Alabama","01","010","Conecuh County","035","0350","Conecuh",12605,6257,6348
"G0100370","1880","Alabama","01","010","Coosa County","037","0370","Coosa",15113,7500,7613
"G0100390","1880","Alabama","01","010","Covington County","039","0390","Covington",5639,2757,2882
"G0100410","1880","Alabama","01","010","Crenshaw County","041","0410","Crenshaw",11726,5741,5985
"G0100430","1880","Alabama","01","010","Cullman County","043","0430","Cullman",6355,3234,3121
"G0100450","1880","Alabama","01","010","Dale County","045","0450","Dale",12677,6174,6503
"G0100470","1880","Alabama","01","010","Dallas County","047","0470","Dallas",48433,23824,24609
"G0100490","1880","Alabama","01","010","DeKalb County","049","0490","Dekalb",12675,6300,6375
"G0100510","1880","Alabama","01","010","Elmore County","051","0510","Elmore",17502,8780,8722
"G0100530","1880","Alabama","01","010","Escambia County","053","0530","Escambia",5719,2933,2786
"G0100550","1880","Alabama","01","010","Etowah County","055","0550","Etowah",15398,7703,7695
"G0100570","1880","Alabama","01","010","Fayette County","057","0570","Fayette",10135,5061,5074
"G0100590","1880","Alabama","01","010","Franklin County","059","0590","Franklin",9155,4523,4632
"G0100610","1880","Alabama","01","010","Geneva County","061","0610","Geneva",4342,2198,2144
"G0100630","1880","Alabama","01","010","Greene County","063","0630","Greene",21931,10823,11108
"G0100650","1880","Alabama","01","010","Hale County","065","0650","Hale",26553,13196,13357
"G0100670","1880","Alabama","01","010","Henry County","067","0670","Henry",18761,9251,9510
"G0100710","1880","Alabama","01","010","Jackson County","071","0710","Jackson",25114,12626,12488
"G0100730","1880","Alabama","01","010","Jefferson County","073","0730","Jefferson",23272,11896,11376
"G0100750","1880","Alabama","01","010","Lamar County","075","0750","Lamar",12142,5992,6150
"G0100770","1880","Alabama","01","010","Lauderdale County","077","0770","Lauderdale",21035,10485,10550
"G0100790","1880","Alabama","01","010","Lawrence County","079","0790","Lawrence",21392,10620,10772
"G0100810","1880","Alabama","01","010","Lee County","081","0810","Lee",27262,13079,14183
"G0100830","1880","Alabama","01","010","Limestone County","083","0830","Limestone",21600,10762,10838
"G0100850","1880","Alabama","01","010","Lowndes County","085","0850","Lowndes",31176,15552,15624
"G0100870","1880","Alabama","01","010","Macon County","087","0870","Macon",17371,8434,8937
"G0100890","1880","Alabama","01","010","Madison County","089","0890","Madison",37625,18538,19087
"G0100910","1880","Alabama","01","010","Marengo County","091","0910","Marengo",30890,15139,15751
"G0100930","1880","Alabama","01","010","Marion County","093","0930","Marion",9364,4599,4765
"G0100950","1880","Alabama","01","010","Marshall County","095","0950","Marshall",14585,7208,7377
"G0100970","1880","Alabama","01","010","Mobile County","097","0970","Mobile",48653,23086,25567
"G0100990","1880","Alabama","01","010","Monroe County","099","0990","Monroe",17091,8344,8747
"G0101010","1880","Alabama","01","010","Montgomery County","101","1010","Montgomery",52356,25563,26793
"G0101030","1880","Alabama","01","010","Morgan County","103","1030","Morgan",16428,8185,8243
"G0101050","1880","Alabama","01","010","Perry County","105","1050","Perry",30741,15050,15691
"G0101070","1880","Alabama","01","010","Pickens County","107","1070","Pickens",21479,10605,10874
"G0101090","1880","Alabama","01","010","Pike County","109","1090","Pike",20640,10157,10483
"G0101110","1880","Alabama","01","010","Randolph County","111","1110","Randolph",16575,8198,8377
"G0101130","1880","Alabama","01","010","Russell County","113","1130","Russell",24837,12109,12728
"G0101150","1880","Alabama","01","010","St. Clair County","115","1150","St Clair",14462,7231,7231
"G0101170","1880","Alabama","01","010","Shelby County","117","1170","Shelby",17236,8664,8572
"G0101190","1880","Alabama","01","010","Sumter County","119","1190","Sumter",28728,13982,14746
"G0101210","1880","Alabama","01","010","Talladega County","121","1210","Talladega",23360,11380,11980
"G0101230","1880","Alabama","01","010","Tallapoosa County","123","1230","Tallapoosa",23401,11578,11823
"G0101250","1880","Alabama","01","010","Tuscaloosa County","125","1250","Tuscaloosa",24957,12104,12853
"G0101270","1880","Alabama","01","010","Walker County","127","1270","Walker",9479,4633,4846
"G0101290","1880","Alabama","01","010","Washington County","129","1290","Washington",4538,2341,2197
"G0101310","1880","Alabama","01","010","Wilcox County","131","1310","Wilcox",31828,15624,16204
"G0101330","1880","Alabama","01","010","Winston County","133","1330","Winston",4253,2131,2122
"G0250055","1880","Alaska Territory",,"025","Northern District",,"0055","Northern District",9964,,
"G0250095","1880","Alaska Territory",,"025","Southern District",,"0095","Southern District",23462,,
"G0450015","1880","Arizona Territory",,"045","Apache County",,"0015","Apache",5283,3064,2219
"G0450135","1880","Arizona Territory",,"045","Maricopa County",,"0135","Maricopa",5689,3813,1876
"G0450155","1880","Arizona Territory",,"045","Mohave County",,"0155","Mohave",1190,873,317
"G0450195","1880","Arizona Territory",,"045","Pima County",,"0195","Pima",17006,12600,4406
"G0450215","1880","Arizona Territory",,"045","Pinal County",,"0215","Pinal",3044,2151,893
"G0450255","1880","Arizona Territory",,"045","Yavapai County",,"0255","Yavapai",5013,3724,1289
"G0450275","1880","Arizona Territory",,"045","Yuma County",,"0275","Yuma",3215,1977,1238
"G0500010","1880","Arkansas","05","050","Arkansas County","001","0010","Arkansas",8038,4236,3802
"G0500030","1880","Arkansas","05","050","Ashley County","003","0030","Ashley",10156,5095,5061
"G0500050","1880","Arkansas","05","050","Baxter County","005","0050","Baxter",6004,3131,2873
"G0500070","1880","Arkansas","05","050","Benton County","007","0070","Benton",20328,10383,9945
"G0500090","1880","Arkansas","05","050","Boone County","009","0090","Boone",12146,6104,6042
"G0500110","1880","Arkansas","05","050","Bradley County","011","0110","Bradley",6285,3158,3127
"G0500130","1880","Arkansas","05","050","Calhoun County","013","0130","Calhoun",5671,2926,2745
"G0500150","1880","Arkansas","05","050","Carroll County","015","0150","Carroll",13337,6979,6358
"G0500170","1880","Arkansas","05","050","Chicot County","017","0170","Chicot",10117,5321,4796
"G0500190","1880","Arkansas","05","050","Clark County","019","0190","Clark",15771,8191,7580
"G0500210","1880","Arkansas","05","050","Clay County","021","0210","Clay",7213,3814,3399
"G0500270","1880","Arkansas","05","050","Columbia County","027","0270","Columbia",14090,7078,7012
"G0500290","1880","Arkansas","05","050","Conway County","029","0290","Conway",12755,6767,5988
"G0500310","1880","Arkansas","05","050","Craighead County","031","0310","Craighead",7037,3645,3392
"G0500330","1880","Arkansas","05","050","Crawford County","033","0330","Crawford",14740,7607,7133
"G0500350","1880","Arkansas","05","050","Crittenden County","035","0350","Crittenden",9415,5034,4381
"G0500370","1880","Arkansas","05","050","Cross County","037","0370","Cross",5050,2693,2357
"G0500390","1880","Arkansas","05","050","Dallas County","039","0390","Dallas",6505,3288,3217
"G0500410","1880","Arkansas","05","050","Desha County","041","0410","Desha",8973,4877,4096
"G0500415","1880","Arkansas","05","050","Dorsey County",,"0415","Dorsey",8370,4330,4040
"G0500430","1880","Arkansas","05","050","Drew County","043","0430","Drew",12231,6116,6115
"G0500450","1880","Arkansas","05","050","Faulkner County","045","0450","Faulkner",12786,6735,6051
"G0500470","1880","Arkansas","05","050","Franklin County","047","0470","Franklin",14951,7861,7090
"G0500490","1880","Arkansas","05","050","Fulton County","049","0490","Fulton",6720,3508,3212
"G0500510","1880","Arkansas","05","050","Garland County","051","0510","Garland",9023,4761,4262
"G0500530","1880","Arkansas","05","050","Grant County","053","0530","Grant",6185,3211,2974
"G0500550","1880","Arkansas","05","050","Greene County","055","0550","Greene",7480,3944,3536
"G0500570","1880","Arkansas","05","050","Hempstead County","057","0570","Hempstead",19015,9728,9287
"G0500590","1880","Arkansas","05","050","Hot Spring County","059","0590","Hot Spring",7775,4002,3773
"G0500610","1880","Arkansas","05","050","Howard County","061","0610","Howard",9917,5105,4812
"G0500630","1880","Arkansas","05","050","Independence County","063","0630","Independence",18086,9313,8773
"G0500650","1880","Arkansas","05","050","Izard County","065","0650","Izard",10857,5525,5332
"G0500670","1880","Arkansas","05","050","Jackson County","067","0670","Jackson",10877,5771,5106
"G0500690","1880","Arkansas","05","050","Jefferson County","069","0690","Jefferson",22386,11716,10670
"G0500710","1880","Arkansas","05","050","Johnson County","071","0710","Johnson",11565,5944,5621
"G0500730","1880","Arkansas","05","050","Lafayette County","073","0730","Lafayette",5730,2931,2799
"G0500750","1880","Arkansas","05","050","Lawrence County","075","0750","Lawrence",8782,4645,4137
"G0500770","1880","Arkansas","05","050","Lee County","077","0770","Lee",13288,7121,6167
"G0500790","1880","Arkansas","05","050","Lincoln County","079","0790","Lincoln",9255,4802,4453
"G0500810","1880","Arkansas","05","050","Little River County","081","0810","Little River",6404,3378,3026
"G0500830","1880","Arkansas","05","050","Logan County","083","0830","Logan",14885,7763,7122
"G0500850","1880","Arkansas","05","050","Lonoke County","085","0850","Lonoke",12146,6523,5623
"G0500870","1880","Arkansas","05","050","Madison County","087","0870","Madison",11455,5747,5708
"G0500890","1880","Arkansas","05","050","Marion County","089","0890","Marion",7907,4019,3888
"G0500910","1880","Arkansas","05","050","Miller County","091","0910","Miller",9919,5226,4693
"G0500930","1880","Arkansas","05","050","Mississippi County","093","0930","Mississippi",7332,4006,3326
"G0500950","1880","Arkansas","05","050","Monroe County","095","0950","Monroe",9574,5104,4470
"G0500970","1880","Arkansas","05","050","Montgomery County","097","0970","Montgomery",5729,3039,2690
"G0500990","1880","Arkansas","05","050","Nevada County","099","0990","Nevada",12959,6665,6294
"G0501010","1880","Arkansas","05","050","Newton County","101","1010","Newton",6120,3143,2977
"G0501030","1880","Arkansas","05","050","Ouachita County","103","1030","Ouachita",11758,5886,5872
"G0501050","1880","Arkansas","05","050","Perry County","105","1050","Perry",3872,2010,1862
"G0501070","1880","Arkansas","05","050","Phillips County","107","1070","Phillips",21262,11085,10177
"G0501090","1880","Arkansas","05","050","Pike County","109","1090","Pike",6345,3248,3097
"G0501110","1880","Arkansas","05","050","Poinsett County","111","1110","Poinsett",2192,1140,1052
"G0501130","1880","Arkansas","05","050","Polk County","113","1130","Polk",5857,3011,2846
"G0501150","1880","Arkansas","05","050","Pope County","115","1150","Pope",14322,7371,6951
"G0501170","1880","Arkansas","05","050","Prairie County","117","1170","Prairie",8435,4455,3980
"G0501190","1880","Arkansas","05","050","Pulaski County","119","1190","Pulaski",32616,17294,15322
"G0501210","1880","Arkansas","05","050","Randolph County","121","1210","Randolph",11724,6113,5611
"G0501230","1880","Arkansas","05","050","St. Francis County","123","1230","St Francis",8389,4518,3871
"G0501250","1880","Arkansas","05","050","Saline County","125","1250","Saline",8953,4625,4328
"G0501270","1880","Arkansas","05","050","Scott County","127","1270","Scott",9174,4706,4468
"G0501290","1880","Arkansas","05","050","Searcy County","129","1290","Searcy",7278,3720,3558
"G0501310","1880","Arkansas","05","050","Sebastian County","131","1310","Sebastian",19560,10123,9437
"G0501330","1880","Arkansas","05","050","Sevier County","133","1330","Sevier",6192,3176,3016
"G0501350","1880","Arkansas","05","050","Sharp County","135","1350","Sharp",9047,4623,4424
"G0501370","1880","Arkansas","05","050","Stone County","137","1370","Stone",5089,2593,2496
"G0501390","1880","Arkansas","05","050","Union County","139","1390","Union",13419,6650,6769
"G0501410","1880","Arkansas","05","050","Van Buren County","141","1410","Van Buren",9565,4858,4707
"G0501430","1880","Arkansas","05","050","Washington County","143","1430","Washington",23844,12112,11732
"G0501450","1880","Arkansas","05","050","White County","145","1450","White",17794,9257,8537
"G0501470","1880","Arkansas","05","050","Woodruff County","147","1470","Woodruff",8646,4503,4143
"G0501490","1880","Arkansas","05","050","Yell County","149","1490","Yell",13852,7193,6659
