GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B21AA2010,B21AB2010,B21AC2010,B21AD2010,B21AE2010,B21AF2010,B21AG2010,B21AH2010,B21AI2010,B21AJ2010
"G1301770","2010","Georgia","13","130","Lee County","177","1770","Lee County",10753,2710,39,408,187,11010,2558,35,398,200
"G1301790","2010","Georgia","13","130","Liberty County","179","1790","Liberty County",15002,12828,183,1526,1423,14879,13977,175,1923,1537
"G1301810","2010","Georgia","13","130","Lincoln County","181","1810","Lincoln County",2615,1201,16,27,37,2642,1369,12,39,38
"G1301830","2010","Georgia","13","130","Long County","183","1830","Long County",4493,1773,45,627,224,4533,1874,46,583,266
"G1301850","2010","Georgia","13","130","Lowndes County","185","1850","Lowndes County",31479,18548,205,1910,1143,32006,20594,211,1968,1169
"G1301870","2010","Georgia","13","130","Lumpkin County","187","1870","Lumpkin County",13991,196,88,334,285,14286,144,89,295,258
"G1301890","2010","Georgia","13","130","McDuffie County","189","1890","McDuffie County",5972,3946,30,155,147,6546,4760,35,127,157
"G1301910","2010","Georgia","13","130","McIntosh County","191","1910","McIntosh County",4403,2408,24,67,87,4408,2741,29,76,90
"G1301930","2010","Georgia","13","130","Macon County","193","1930","Macon County",2815,4800,23,261,74,2362,4133,17,184,71
"G1301950","2010","Georgia","13","130","Madison County","195","1950","Madison County",12163,1163,39,361,172,12471,1192,35,345,179
"G1301970","2010","Georgia","13","130","Marion County","197","1970","Marion County",2605,1333,25,266,76,2649,1523,19,183,63
"G1301990","2010","Georgia","13","130","Meriwether County","199","1990","Meriwether County",6217,3942,39,180,114,6524,4663,38,127,148
"G1302010","2010","Georgia","13","130","Miller County","201","2010","Miller County",2101,756,8,29,35,2165,964,7,24,36
"G1302050","2010","Georgia","13","130","Mitchell County","205","2050","Mitchell County",5798,5803,41,424,120,5466,5416,36,283,111
"G1302070","2010","Georgia","13","130","Monroe County","207","2070","Monroe County",9714,3149,29,237,142,9651,3119,40,209,134
"G1302090","2010","Georgia","13","130","Montgomery County","209","2090","Montgomery County",3189,1280,3,167,56,3102,1117,3,163,43
"G1302110","2010","Georgia","13","130","Morgan County","211","2110","Morgan County",6389,1909,28,205,105,6595,2299,26,186,126
"G1302130","2010","Georgia","13","130","Murray County","213","2130","Murray County",17419,144,97,1685,307,17901,101,62,1589,323
"G1302150","2010","Georgia","13","130","Muscogee County","215","2150","Muscogee County",43015,40108,359,4627,2761,44855,46295,372,4486,3007
"G1302170","2010","Georgia","13","130","Newton County","217","2170","Newton County",26287,18684,120,1543,992,27467,22194,112,1468,1091
"G1302190","2010","Georgia","13","130","Oconee County","219","2190","Oconee County",14157,754,24,835,237,14847,881,25,833,215
"G1302210","2010","Georgia","13","130","Oglethorpe County","221","2210","Oglethorpe County",5787,1255,18,191,134,5875,1311,17,161,150
"G1302230","2010","Georgia","13","130","Paulding County","223","2230","Paulding County",54507,11389,210,1853,1619,56010,12932,217,1919,1668
"G1302250","2010","Georgia","13","130","Peach County","225","2250","Peach County",6679,5869,31,633,204,6704,6846,36,472,221
"G1302270","2010","Georgia","13","130","Pickens County","227","2270","Pickens County",13775,169,48,278,170,14396,143,33,244,175
"G1302290","2010","Georgia","13","130","Pierce County","229","2290","Pierce County",7992,769,49,251,141,8301,897,31,209,118
"G1302310","2010","Georgia","13","130","Pike County","231","2310","Pike County",7694,840,33,60,115,7912,997,22,70,126
"G1302330","2010","Georgia","13","130","Polk County","233","2330","Polk County",15682,2478,66,1923,369,16292,2712,49,1514,390
"G1302350","2010","Georgia","13","130","Pulaski County","235","2350","Pulaski County",3440,1470,19,207,55,4239,2354,21,137,68
"G1302370","2010","Georgia","13","130","Putnam County","237","2370","Putnam County",7105,2507,25,556,138,7303,3015,13,436,120
"G1302390","2010","Georgia","13","130","Quitman County","239","2390","Quitman County",631,559,1,2,7,659,645,3,2,4
"G1302410","2010","Georgia","13","130","Rabun County","241","2410","Rabun County",7448,82,34,335,126,7737,74,34,280,126
"G1302430","2010","Georgia","13","130","Randolph County","243","2430","Randolph County",1371,2113,1,35,32,1456,2656,4,23,28
"G1302450","2010","Georgia","13","130","Richmond County","245","2450","Richmond County",40153,50874,346,3116,2526,39471,57759,339,3261,2704
"G1302470","2010","Georgia","13","130","Rockdale County","247","2470","Rockdale County",18497,18107,139,2934,856,19690,21452,114,2454,972
"G1302490","2010","Georgia","13","130","Schley County","249","2490","Schley County",1798,505,0,80,24,1860,664,2,52,25
"G1302510","2010","Georgia","13","130","Screven County","251","2510","Screven County",3925,3036,26,57,72,4040,3282,20,42,93
"G1302530","2010","Georgia","13","130","Seminole County","253","2530","Seminole County",2704,1322,7,67,39,2890,1594,5,53,48
"G1302550","2010","Georgia","13","130","Spalding County","255","2550","Spalding County",19705,9774,93,963,511,20443,11256,120,669,539
"G1302570","2010","Georgia","13","130","Stephens County","257","2570","Stephens County",10710,1309,34,240,235,11576,1536,43,210,282
"G1302590","2010","Georgia","13","130","Stewart County","259","2590","Stewart County",859,1388,5,1397,33,837,1476,6,30,27
"G1302610","2010","Georgia","13","130","Sumter County","261","2610","Sumter County",6706,7832,48,869,172,7146,9169,58,613,206
"G1302630","2010","Georgia","13","130","Talbot County","263","2630","Talbot County",1335,1844,14,22,30,1344,2221,4,13,38
"G1302650","2010","Georgia","13","130","Taliaferro County","265","2650","Taliaferro County",307,512,1,12,9,333,512,1,15,15
"G1302670","2010","Georgia","13","130","Tattnall County","267","2670","Tattnall County",8508,5172,42,961,177,7483,2293,45,682,157
"G1302690","2010","Georgia","13","130","Taylor County","269","2690","Taylor County",2537,1653,5,76,30,2671,1850,1,39,44
"G1302710","2010","Georgia","13","130","Telfair County","271","2710","Telfair County",5151,3457,22,598,224,4247,2560,4,176,61
"G1302730","2010","Georgia","13","130","Terrell County","273","2730","Terrell County",1690,2684,9,59,37,1717,3016,9,45,49
"G1302750","2010","Georgia","13","130","Thomas County","275","2750","Thomas County",12870,7510,93,433,273,13775,8987,103,404,272
"G1302770","2010","Georgia","13","130","Tift County","277","2770","Tift County",11832,5294,47,1727,310,12813,6324,38,1415,318
"G1302790","2010","Georgia","13","130","Toombs County","279","2790","Toombs County",8403,3022,33,1264,206,9325,3745,41,969,215
"G1302810","2010","Georgia","13","130","Towns County","281","2810","Towns County",4887,19,15,44,31,5345,22,16,62,30
"G1302830","2010","Georgia","13","130","Treutlen County","283","2830","Treutlen County",2256,1107,7,46,33,2232,1140,7,22,35
"G1302850","2010","Georgia","13","130","Troup County","285","2850","Troup County",20075,10339,79,1230,492,21141,12055,89,1024,520
"G1302870","2010","Georgia","13","130","Turner County","287","2870","Turner County",2401,1776,17,137,27,2485,1936,12,101,38
"G1302890","2010","Georgia","13","130","Twiggs County","289","2890","Twiggs County",2548,1760,14,20,56,2575,1964,14,25,47
"G1302910","2010","Georgia","13","130","Union County","291","2910","Union County",10044,67,42,132,112,10624,32,30,131,142
"G1302930","2010","Georgia","13","130","Upson County","293","2930","Upson County",9019,3549,44,251,161,9674,4041,32,208,174
"G1302950","2010","Georgia","13","130","Walker County","295","2950","Walker County",31234,1537,92,393,525,32684,1292,90,355,554
"G1302970","2010","Georgia","13","130","Walton County","297","2970","Walton County",32867,6047,113,1106,630,34190,7056,109,1029,621
"G1302990","2010","Georgia","13","130","Ware County","299","2990","Ware County",11772,5500,66,470,261,12331,5221,54,365,272
"G1303010","2010","Georgia","13","130","Warren County","301","3010","Warren County",1042,1620,4,15,13,1110,1982,6,19,23
"G1303030","2010","Georgia","13","130","Washington County","303","3030","Washington County",4958,5607,9,146,92,4573,5566,16,102,118
"G1303050","2010","Georgia","13","130","Wayne County","305","3050","Wayne County",11499,3350,88,485,297,11059,2646,39,331,305
"G1303070","2010","Georgia","13","130","Webster County","307","3070","Webster County",745,567,0,41,9,767,618,0,32,20
"G1303090","2010","Georgia","13","130","Wheeler County","309","3090","Wheeler County",2593,1850,2,107,28,1959,764,4,85,29
"G1303110","2010","Georgia","13","130","White County","311","3110","White County",12625,221,73,194,156,13199,236,58,169,213
"G1303130","2010","Georgia","13","130","Whitfield County","313","3130","Whitfield County",38529,1998,329,8883,1379,40094,1847,329,7946,1265
"G1303150","2010","Georgia","13","130","Wilcox County","315","3150","Wilcox County",3115,2118,8,129,66,2591,1134,8,63,23
"G1303170","2010","Georgia","13","130","Wilkes County","317","3170","Wilkes County",2827,2110,8,159,65,2789,2425,10,111,89
"G1303190","2010","Georgia","13","130","Wilkinson County","319","3190","Wilkinson County",2718,1710,16,86,52,2880,1962,13,73,53
"G1303210","2010","Georgia","13","130","Worth County","321","3210","Worth County",7480,2686,39,87,105,7752,3292,19,91,128
"G1500010","2010","Hawaii","15","150","Hawaii County","001","0010","Hawaii County",32136,635,443,32452,27155,30212,385,426,33855,27380
"G1500030","2010","Hawaii","15","150","Honolulu County","003","0030","Honolulu County",110096,11926,1348,246359,107363,88636,7330,1090,273386,105673
"G1500050","2010","Hawaii","15","150","Kalawao County","005","0050","Kalawao County",13,0,0,25,4,11,0,0,27,10
"G1500070","2010","Hawaii","15","150","Kauai County","007","0070","Kauai County",11340,166,129,13583,8483,10819,112,125,14101,8233
"G1500090","2010","Hawaii","15","150","Maui County","009","0090","Maui County",27612,539,303,30919,18214,25724,331,300,32778,18114
"G1600010","2010","Idaho","16","160","Ada County","001","0010","Ada County",177011,2653,1358,9896,5583,177336,1788,1252,9901,5587
"G1600030","2010","Idaho","16","160","Adams County","003","0030","Adams County",1973,3,15,19,31,1848,2,24,25,36
"G1600050","2010","Idaho","16","160","Bannock County","005","0050","Bannock County",36924,375,1345,1529,1125,37477,250,1274,1459,1081
"G1600070","2010","Idaho","16","160","Bear Lake County","007","0070","Bear Lake County",2864,3,13,65,27,2903,3,16,55,37
"G1600090","2010","Idaho","16","160","Benewah County","009","0090","Benewah County",4094,18,411,39,170,3945,10,398,38,162
"G1600110","2010","Idaho","16","160","Bingham County","011","0110","Bingham County",18322,55,1413,2578,517,18430,50,1557,2223,462
"G1600130","2010","Idaho","16","160","Blaine County","013","0130","Blaine County",9214,18,56,1437,161,8943,21,69,1292,165
"G1600150","2010","Idaho","16","160","Boise County","015","0150","Boise County",3515,7,26,40,83,3188,8,29,52,80
"G1600170","2010","Idaho","16","160","Bonner County","017","0170","Bonner County",19821,40,150,163,418,19440,18,165,226,436
"G1600190","2010","Idaho","16","160","Bonneville County","019","0190","Bonneville County",46934,330,391,3247,1094,47477,255,399,3029,1078
"G1600210","2010","Idaho","16","160","Boundary County","021","0210","Boundary County",5290,17,73,55,114,5108,12,116,71,116
"G1600230","2010","Idaho","16","160","Butte County","023","0230","Butte County",1421,3,6,40,15,1340,3,7,29,27
"G1600250","2010","Idaho","16","160","Camas County","025","0250","Camas County",554,1,6,9,12,497,2,0,12,24
"G1600270","2010","Idaho","16","160","Canyon County","027","0270","Canyon County",77199,611,1007,11874,2815,79551,466,1021,11516,2863
"G1600290","2010","Idaho","16","160","Caribou County","029","0290","Caribou County",3324,2,15,122,46,3313,2,8,71,60
"G1600310","2010","Idaho","16","160","Cassia County","031","0310","Cassia County",9379,29,98,1839,267,9402,35,80,1551,272
"G1600330","2010","Idaho","16","160","Clark County","033","0330","Clark County",388,5,5,137,8,323,2,5,102,7
"G1600350","2010","Idaho","16","160","Clearwater County","035","0350","Clearwater County",4437,15,111,81,95,3788,3,83,62,86
"G1600370","2010","Idaho","16","160","Custer County","037","0370","Custer County",2230,5,12,53,18,1979,3,15,27,26
"G1600390","2010","Idaho","16","160","Elmore County","039","0390","Elmore County",11460,426,132,1376,577,10753,307,138,1327,542
"G1600410","2010","Idaho","16","160","Franklin County","041","0410","Franklin County",6126,14,22,234,90,5938,14,31,207,110
"G1600430","2010","Idaho","16","160","Fremont County","043","0430","Fremont County",6201,30,46,583,103,5654,16,47,466,96
"G1600450","2010","Idaho","16","160","Gem County","045","0450","Gem County",7720,13,52,305,193,7896,7,42,311,180
"G1600470","2010","Idaho","16","160","Gooding County","047","0470","Gooding County",6334,21,63,1393,188,6147,16,64,1058,180
"G1600490","2010","Idaho","16","160","Idaho County","049","0490","Idaho County",7955,24,246,96,171,7304,18,234,82,137
"G1600510","2010","Idaho","16","160","Jefferson County","051","0510","Jefferson County",11882,33,105,885,209,11962,19,98,755,192
"G1600530","2010","Idaho","16","160","Jerome County","053","0530","Jerome County",8958,38,155,2028,250,8946,24,147,1597,231
"G1600550","2010","Idaho","16","160","Kootenai County","055","0550","Kootenai County",64591,249,875,918,1624,66253,167,906,1213,1698
"G1600570","2010","Idaho","16","160","Latah County","057","0570","Latah County",17749,195,119,633,467,16808,98,118,575,482
"G1600590","2010","Idaho","16","160","Lemhi County","059","0590","Lemhi County",3915,8,26,30,70,3739,10,31,47,60
"G1600610","2010","Idaho","16","160","Lewis County","061","0610","Lewis County",1735,6,91,46,38,1715,8,89,39,54
"G1600630","2010","Idaho","16","160","Lincoln County","063","0630","Lincoln County",2115,15,22,480,59,2056,4,16,387,54
"G1600650","2010","Idaho","16","160","Madison County","065","0650","Madison County",17068,92,44,734,248,18167,93,55,732,303
"G1600670","2010","Idaho","16","160","Minidoka County","067","0670","Minidoka County",8027,41,125,1694,267,8064,36,123,1471,221
"G1600690","2010","Idaho","16","160","Nez Perce County","069","0690","Nez Perce County",17512,71,1104,285,496,17878,46,1102,292,479
"G1600710","2010","Idaho","16","160","Oneida County","071","0710","Oneida County",2120,4,13,31,23,2024,5,9,36,21
"G1600730","2010","Idaho","16","160","Owyhee County","073","0730","Owyhee County",4434,8,234,1092,127,4323,15,261,887,145
"G1600750","2010","Idaho","16","160","Payette County","075","0750","Payette County",9882,25,133,843,308,10171,27,122,781,331
"G1600770","2010","Idaho","16","160","Power County","077","0770","Power County",2986,8,78,870,83,2881,14,101,692,104
"G1600790","2010","Idaho","16","160","Shoshone County","079","0790","Shoshone County",6131,14,92,64,123,6043,12,91,63,132
"G1600810","2010","Idaho","16","160","Teton County","081","0810","Teton County",4540,11,21,669,80,4169,14,14,584,68
"G1600830","2010","Idaho","16","160","Twin Falls County","083","0830","Twin Falls County",33671,193,299,3091,861,35022,149,307,2743,894
"G1600850","2010","Idaho","16","160","Valley County","085","0850","Valley County",4876,8,32,108,83,4569,3,36,88,59
"G1600870","2010","Idaho","16","160","Washington County","087","0870","Washington County",4316,9,45,536,111,4519,9,56,488,109
"G1700010","2010","Illinois","17","170","Adams County","001","0010","Adams County",30518,1192,60,335,562,32350,1139,51,361,535
"G1700030","2010","Illinois","17","170","Alexander County","003","0030","Alexander County",2530,1463,17,109,63,2488,1452,9,27,80
"G1700050","2010","Illinois","17","170","Bond County","005","0050","Bond County",8132,796,57,73,226,8011,284,35,56,98
"G1700070","2010","Illinois","17","170","Boone County","007","0070","Boone County",22680,556,113,2988,722,23044,508,87,2769,698
"G1700090","2010","Illinois","17","170","Brown County","009","0090","Brown County",2836,1273,12,305,24,2440,7,2,19,19
"G1700110","2010","Illinois","17","170","Bureau County","011","0110","Bureau County",16075,123,50,638,233,16862,89,48,642,218
"G1700130","2010","Illinois","17","170","Calhoun County","013","0130","Calhoun County",2503,5,4,10,6,2529,2,5,12,13
"G1700150","2010","Illinois","17","170","Carroll County","015","0150","Carroll County",7433,82,24,83,86,7473,41,23,60,82
"G1700170","2010","Illinois","17","170","Cass County","017","0170","Cass County",5789,236,26,702,85,5980,183,12,528,101
"G1700190","2010","Illinois","17","170","Champaign County","019","0190","Champaign County",73631,11615,297,12130,2717,73969,13331,252,10334,2805
"G1700210","2010","Illinois","17","170","Christian County","021","0210","Christian County",16851,433,24,184,162,16759,62,27,138,160
"G1700230","2010","Illinois","17","170","Clark County","023","0230","Clark County",7810,28,12,53,59,8217,20,13,61,62
"G1700250","2010","Illinois","17","170","Clay County","025","0250","Clay County",6629,27,12,55,58,6870,20,20,71,53
"G1700270","2010","Illinois","17","170","Clinton County","027","0270","Clinton County",17732,1157,50,388,202,17552,181,44,234,222
"G1700290","2010","Illinois","17","170","Coles County","029","0290","Coles County",24091,995,53,428,391,25938,1072,51,426,428
"G1700310","2010","Illinois","17","170","Cook County","031","0310","Cook County",1411662,585012,10981,441387,65272,1465550,702755,10578,434980,66498
"G1700330","2010","Illinois","17","170","Crawford County","033","0330","Crawford County",9119,881,26,162,99,9262,53,22,111,82
"G1700350","2010","Illinois","17","170","Cumberland County","035","0350","Cumberland County",5423,20,8,25,41,5433,18,9,26,45
"G1700370","2010","Illinois","17","170","DeKalb County","037","0370","DeKalb County",44802,3036,144,3492,1056,44651,3696,123,3118,1042
"G1700390","2010","Illinois","17","170","De Witt County","039","0390","De Witt County",7924,68,15,100,94,8111,19,11,120,99
"G1700410","2010","Illinois","17","170","Douglas County","041","0410","Douglas County",9390,28,19,286,124,9723,30,15,258,107
"G1700430","2010","Illinois","17","170","DuPage County","043","0430","DuPage County",349599,19646,1228,68512,10366,364541,22700,1187,69115,10030
"G1700450","2010","Illinois","17","170","Edgar County","045","0450","Edgar County",8851,31,17,44,65,9417,33,8,45,65
"G1700470","2010","Illinois","17","170","Edwards County","047","0470","Edwards County",3247,20,3,22,26,3337,10,6,21,29
"G1700490","2010","Illinois","17","170","Effingham County","049","0490","Effingham County",16574,56,21,221,137,16855,23,18,195,142
"G1700510","2010","Illinois","17","170","Fayette County","051","0510","Fayette County",10435,962,15,104,128,10315,18,20,45,98
"G1700530","2010","Illinois","17","170","Ford County","053","0530","Ford County",6624,62,19,65,84,7053,23,14,62,75
"G1700550","2010","Illinois","17","170","Franklin County","055","0550","Franklin County",18890,68,45,130,209,19751,55,59,121,233
"G1700570","2010","Illinois","17","170","Fulton County","057","0570","Fulton County",17112,1187,85,603,166,17513,82,46,107,168
"G1700590","2010","Illinois","17","170","Gallatin County","059","0590","Gallatin County",2665,8,7,12,32,2808,4,7,13,33
"G1700610","2010","Illinois","17","170","Greene County","061","0610","Greene County",6805,112,10,32,55,6783,7,13,25,44
"G1700630","2010","Illinois","17","170","Grundy County","063","0630","Grundy County",23366,324,53,871,363,23567,281,61,807,370
"G1700650","2010","Illinois","17","170","Hamilton County","065","0650","Hamilton County",4062,17,9,16,27,4243,14,11,26,32
"G1700670","2010","Illinois","17","170","Hancock County","067","0670","Hancock County",9210,31,19,50,80,9513,21,21,63,96
"G1700690","2010","Illinois","17","170","Hardin County","069","0690","Hardin County",2089,10,12,16,20,2116,3,14,25,15
"G1700710","2010","Illinois","17","170","Henderson County","071","0710","Henderson County",3544,11,9,14,36,3654,4,6,19,34
"G1700730","2010","Illinois","17","170","Henry County","073","0730","Henry County",23704,464,32,539,373,24142,332,61,480,359
"G1700750","2010","Illinois","17","170","Iroquois County","075","0750","Iroquois County",13721,137,26,443,192,14434,96,25,441,203
"G1700770","2010","Illinois","17","170","Jackson County","077","0770","Jackson County",24133,4047,112,1583,801,22742,4542,115,1351,792
"G1700790","2010","Illinois","17","170","Jasper County","079","0790","Jasper County",4761,8,7,26,30,4803,3,6,26,28
"G1700810","2010","Illinois","17","170","Jefferson County","081","0810","Jefferson County",17224,2020,45,343,313,17091,1231,40,209,311
"G1700830","2010","Illinois","17","170","Jersey County","083","0830","Jersey County",10964,48,34,65,144,11467,45,26,64,128
"G1700850","2010","Illinois","17","170","Jo Daviess County","085","0850","Jo Daviess County",11023,65,21,158,110,11023,42,24,119,93
"G1700870","2010","Illinois","17","170","Johnson County","087","0870","Johnson County",5766,992,18,179,63,5431,14,11,45,63
"G1700890","2010","Illinois","17","170","Kane County","089","0890","Kane County",190824,14254,1514,43410,6813,193724,15168,1373,41496,6693
"G1700910","2010","Illinois","17","170","Kankakee County","091","0910","Kankakee County",43090,8307,138,2982,1214,44896,8880,148,2606,1188
"G1700930","2010","Illinois","17","170","Kendall County","093","0930","Kendall County",47540,3243,146,4548,1344,48351,3342,170,4720,1332
"G1700950","2010","Illinois","17","170","Knox County","095","0950","Knox County",22509,2516,59,840,658,23820,1294,45,530,648
"G1700970","2010","Illinois","17","170","Lake County","097","0970","Lake County",263678,23822,1688,52746,9185,264526,25211,1591,51914,9101
"G1700990","2010","Illinois","17","170","LaSalle County","099","0990","LaSalle County",52431,1622,146,1854,819,53756,564,143,1762,827
"G1701010","2010","Illinois","17","170","Lawrence County","101","1010","Lawrence County",7485,1548,19,279,92,7211,60,19,41,79
"G1701030","2010","Illinois","17","170","Lee County","103","1030","Lee County",16512,1483,46,601,268,16233,252,28,348,260
"G1701050","2010","Illinois","17","170","Livingston County","105","1050","Livingston County",17659,1192,32,390,253,18093,723,35,328,245
"G1701070","2010","Illinois","17","170","Logan County","107","1070","Logan County",13302,1498,35,352,181,13706,787,25,208,211
"G1701090","2010","Illinois","17","170","McDonough County","109","1090","McDonough County",14791,779,35,431,294,14685,863,40,388,306
"G1701110","2010","Illinois","17","170","McHenry County","111","1110","McHenry County",138298,1777,484,10746,2631,139959,1506,455,10335,2569
"G1701130","2010","Illinois","17","170","McLean County","113","1130","McLean County",69128,6099,195,4965,1942,73812,6327,188,4920,1996
"G1701150","2010","Illinois","17","170","Macon County","115","1150","Macon County",42068,8437,118,967,1360,45787,9590,108,939,1394
"G1701170","2010","Illinois","17","170","Macoupin County","117","1170","Macoupin County",22954,188,56,128,222,23642,171,70,130,204
"G1701190","2010","Illinois","17","170","Madison County","119","1190","Madison County",116485,9915,339,2383,2456,121156,11320,320,2405,2503
"G1701210","2010","Illinois","17","170","Marion County","121","1210","Marion County",17833,761,69,220,298,18901,796,53,178,328
"G1701230","2010","Illinois","17","170","Marshall County","123","1230","Marshall County",6048,27,12,82,57,6223,17,10,102,62
"G1701250","2010","Illinois","17","170","Mason County","125","1250","Mason County",7046,38,13,23,78,7336,16,23,36,57
"G1701270","2010","Illinois","17","170","Massac County","127","1270","Massac County",6705,440,29,57,143,7328,464,33,57,173
"G1701290","2010","Illinois","17","170","Menard County","129","1290","Menard County",6031,38,18,32,62,6352,38,14,46,74
"G1701310","2010","Illinois","17","170","Mercer County","131","1310","Mercer County",7968,30,13,45,69,8185,17,4,50,53
"G1701330","2010","Illinois","17","170","Monroe County","133","1330","Monroe County",15960,38,28,123,133,16327,31,39,139,139
"G1701350","2010","Illinois","17","170","Montgomery County","135","1350","Montgomery County",14597,889,24,143,92,14035,63,23,124,114
"G1701370","2010","Illinois","17","170","Morgan County","137","1370","Morgan County",15800,1463,42,266,290,16521,659,36,182,288
"G1701390","2010","Illinois","17","170","Moultrie County","139","1390","Moultrie County",7094,26,15,32,45,7528,15,13,33,45
"G1701410","2010","Illinois","17","170","Ogle County","141","1410","Ogle County",24597,285,66,1195,380,25270,198,45,1084,377
"G1701430","2010","Illinois","17","170","Peoria County","143","1430","Peoria County",67246,15472,300,4659,2570,71554,17558,226,4215,2694
"G1701450","2010","Illinois","17","170","Perry County","145","1450","Perry County",9864,1646,37,393,174,9792,220,18,67,139
"G1701470","2010","Illinois","17","170","Piatt County","147","1470","Piatt County",8099,36,16,45,75,8294,22,13,47,82
"G1701490","2010","Illinois","17","170","Pike County","149","1490","Pike County",7813,258,13,51,63,8115,17,15,32,53
"G1701510","2010","Illinois","17","170","Pope County","151","1510","Pope County",2102,196,14,23,21,1996,73,15,12,18
"G1701530","2010","Illinois","17","170","Pulaski County","153","1530","Pulaski County",1917,942,13,21,50,2048,1052,13,36,69
"G1701550","2010","Illinois","17","170","Putnam County","155","1550","Putnam County",2923,24,2,47,39,2880,8,4,49,30
"G1701570","2010","Illinois","17","170","Randolph County","157","1570","Randolph County",14996,2793,33,387,169,14322,470,29,135,142
"G1701590","2010","Illinois","17","170","Richland County","159","1590","Richland County",7743,55,12,80,67,8052,23,13,104,84
"G1701610","2010","Illinois","17","170","Rock Island County","161","1610","Rock Island County",58423,6819,176,4738,2219,61959,6470,219,4284,2239
"G1701630","2010","Illinois","17","170","St. Clair County","163","1630","St. Clair County",85751,37948,316,3084,2877,88707,44354,336,3552,3131
"G1701650","2010","Illinois","17","170","Saline County","165","1650","Saline County",11201,603,40,99,227,11977,392,48,116,210
"G1701670","2010","Illinois","17","170","Sangamon County","167","1670","Sangamon County",79334,11019,196,2111,2120,85769,12316,198,2203,2199
"G1701690","2010","Illinois","17","170","Schuyler County","169","1690","Schuyler County",3685,192,6,26,24,3520,51,6,19,15
"G1701710","2010","Illinois","17","170","Scott County","171","1710","Scott County",2580,6,6,7,20,2699,3,3,11,20
"G1701730","2010","Illinois","17","170","Shelby County","173","1730","Shelby County",10964,33,26,44,71,11081,17,17,55,55
"G1701750","2010","Illinois","17","170","Stark County","175","1750","Stark County",2852,17,5,20,29,3003,11,5,19,33
"G1701770","2010","Illinois","17","170","Stephenson County","177","1770","Stephenson County",20029,2091,45,410,571,21262,2184,40,451,628
"G1701790","2010","Illinois","17","170","Tazewell County","179","1790","Tazewell County",63832,962,217,848,860,66393,412,148,861,861
"G1701810","2010","Illinois","17","170","Union County","181","1810","Union County",8375,102,58,217,130,8505,54,39,191,137
"G1701830","2010","Illinois","17","170","Vermilion County","183","1830","Vermilion County",33074,5566,96,875,859,34249,5005,95,895,911
"G1701850","2010","Illinois","17","170","Wabash County","185","1850","Wabash County",5641,42,7,80,76,5935,35,14,57,60
"G1701870","2010","Illinois","17","170","Warren County","187","1870","Warren County",7759,181,24,499,138,8406,122,18,412,148
"G1701890","2010","Illinois","17","170","Washington County","189","1890","Washington County",7186,57,11,56,63,7190,44,7,51,51
"G1701910","2010","Illinois","17","170","Wayne County","191","1910","Wayne County",8070,30,16,72,70,8357,12,19,58,56
"G1701930","2010","Illinois","17","170","White County","193","1930","White County",6928,45,30,26,56,7465,11,17,38,49
"G1701950","2010","Illinois","17","170","Whiteside County","195","1950","Whiteside County",26324,438,92,1226,635,27599,343,78,1103,660
"G1701970","2010","Illinois","17","170","Will County","197","1970","Will County",255681,37085,852,35155,7783,258983,38658,851,34839,7673
"G1701990","2010","Illinois","17","170","Williamson County","199","1990","Williamson County",30101,1574,142,471,536,31441,966,104,460,562
"G1702010","2010","Illinois","17","170","Winnebago County","201","2010","Winnebago County",111754,17280,481,10699,4113,116898,18828,482,10521,4210
"G1702030","2010","Illinois","17","170","Woodford County","203","2030","Woodford County",18578,107,38,168,209,19065,80,36,169,214
"G1800010","2010","Indiana","18","180","Adams County","001","0010","Adams County",16479,63,41,276,140,16870,44,30,283,161
"G1800030","2010","Indiana","18","180","Allen County","003","0030","Allen County",137261,19779,633,10398,5150,144392,21839,613,9967,5297
"G1800050","2010","Indiana","18","180","Bartholomew County","005","0050","Bartholomew County",33639,803,108,2808,578,35185,617,101,2321,634
"G1800070","2010","Indiana","18","180","Benton County","007","0070","Benton County",4187,29,9,113,47,4302,13,2,98,54
"G1800090","2010","Indiana","18","180","Blackford County","009","0090","Blackford County",6134,40,5,32,81,6336,9,17,32,80
"G1800110","2010","Indiana","18","180","Boone County","011","0110","Boone County",26543,265,68,627,361,27410,230,35,697,404
"G1800130","2010","Indiana","18","180","Brown County","013","0130","Brown County",7406,31,25,26,77,7468,22,25,66,96
"G1800150","2010","Indiana","18","180","Carroll County","015","0150","Carroll County",9743,27,11,213,106,9757,21,27,158,92
"G1800170","2010","Indiana","18","180","Cass County","017","0170","Cass County",16968,382,114,1718,296,17417,196,85,1476,314
"G1800190","2010","Indiana","18","180","Clark County","019","0190","Clark County",46698,3835,152,2105,1189,49263,3826,151,1740,1273
"G1800210","2010","Indiana","18","180","Clay County","021","0210","Clay County",12924,55,34,99,122,13379,32,25,105,115
"G1800230","2010","Indiana","18","180","Clinton County","023","0230","Clinton County",14855,101,39,1220,211,15377,41,44,1126,210
"G1800250","2010","Indiana","18","180","Crawford County","025","0250","Crawford County",5296,15,27,42,56,5142,9,16,46,64
"G1800270","2010","Indiana","18","180","Daviess County","027","0270","Daviess County",14916,93,31,553,177,15161,79,40,434,164
