GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AE7AA2000,AE7AB2000,AE7AC2000,AE7AD2000,AE7AE2000,AE7AF2000,AE7AG2000,AE7AH2000,AE7AI2000,AE7AJ2000,AE7AK2000,AE7AL2000
"G0200160","2000","Alaska","02","020","Aleutians West Census Area","016","0160","Aleutians West Census Area",2059,165,1136,1371,4,157,129,0,9,7,396,32
"G0200200","2000","Alaska","02","020","Anchorage Municipality","020","0200","Anchorage Municipality",181982,14667,18326,16543,583,13383,6027,532,615,313,5120,2192
"G0200500","2000","Alaska","02","020","Bethel Census Area","050","0500","Bethel Census Area",1958,59,13063,177,5,604,48,2,51,0,26,13
"G0200600","2000","Alaska","02","020","Bristol Bay Borough","060","0600","Bristol Bay Borough",656,7,550,9,0,29,5,0,0,0,1,1
"G0200680","2000","Alaska","02","020","Denali Borough","068","0680","Denali Borough",1600,27,89,32,4,94,23,0,1,4,14,5
"G0200700","2000","Alaska","02","020","Dillingham Census Area","070","0700","Dillingham Census Area",1031,18,3415,31,6,310,34,0,37,0,21,19
"G0200900","2000","Alaska","02","020","Fairbanks North Star Borough","090","0900","Fairbanks North Star Borough",62942,4719,5596,1919,265,3959,1497,124,118,46,1149,506
"G0201000","2000","Alaska","02","020","Haines Borough","100","1000","Haines Borough",1960,3,271,19,6,100,14,0,4,0,4,11
"G0201100","2000","Alaska","02","020","Juneau City and Borough","110","1100","Juneau City and Borough",22498,235,3412,1534,43,1949,471,13,84,20,280,172
"G0201220","2000","Alaska","02","020","Kenai Peninsula Borough","122","1220","Kenai Peninsula Borough",42263,220,3644,556,129,1792,578,9,69,10,286,135
"G0201300","2000","Alaska","02","020","Ketchikan Gateway Borough","130","1300","Ketchikan Gateway Borough",10264,67,2049,615,11,692,196,3,60,10,51,52
"G0201500","2000","Alaska","02","020","Kodiak Island Borough","150","1500","Kodiak Island Borough",8001,129,1997,2298,15,625,303,5,31,44,372,93
"G0201640","2000","Alaska","02","020","Lake and Peninsula Borough","164","1640","Lake and Peninsula Borough",342,1,1331,6,0,122,0,0,9,1,6,5
"G0201700","2000","Alaska","02","020","Matanuska-Susitna Borough","170","1700","Matanuska-Susitna Borough",51175,398,3168,467,162,2467,763,13,96,21,347,245
"G0201800","2000","Alaska","02","020","Nome Census Area","180","1800","Nome Census Area",1752,35,6881,64,2,370,25,0,34,0,16,17
"G0201850","2000","Alaska","02","020","North Slope Borough","185","1850","North Slope Borough",1228,51,4982,494,3,452,34,2,68,5,34,32
"G0201880","2000","Alaska","02","020","Northwest Arctic Borough","188","1880","Northwest Arctic Borough",878,15,5919,68,8,263,10,0,25,0,18,4
"G0202010","2000","Alaska","02","020","Prince Of Wales-Outer Ketchikan","201","2010","Prince of Wales-Outer Ketchikan Census Area",3228,9,2340,25,14,423,37,0,37,0,17,16
"G0202200","2000","Alaska","02","020","Sitka City and Borough","220","2200","Sitka City and Borough",5927,24,1597,360,17,620,125,4,44,6,66,45
"G0202320","2000","Alaska","02","020","Skagway-Hoonah-Angoon","232","2320","Skagway-Hoonah-Angoon Census Area",1975,5,1167,17,5,170,23,0,36,1,28,9
"G0202400","2000","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","Southeast Fairbanks Census Area",4780,118,777,51,4,277,97,4,8,0,41,17
"G0202610","2000","Alaska","02","020","Valdez-Cordova Census Area","261","2610","Valdez-Cordova Census Area",7612,33,1325,384,24,531,126,0,26,5,91,38
"G0202700","2000","Alaska","02","020","Wade Hampton Census Area","270","2700","Wade Hampton Census Area",330,4,6486,8,1,176,3,0,17,1,1,1
"G0202800","2000","Alaska","02","020","Wrangell-Petersburg","280","2800","Wrangell-Petersburg Census Area",4846,15,1058,112,14,507,36,0,16,5,60,15
"G0202820","2000","Alaska","02","020","Yakutat City and Borough","282","2820","Yakutat City and Borough",406,1,317,16,0,62,1,0,3,0,0,2
"G0202900","2000","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","Yukon-Koyukuk Census Area",1574,6,4610,26,10,247,16,0,34,1,18,9
"G0400010","2000","Arizona","04","040","Apache County","001","0010","Apache County",12281,163,53036,115,31,678,1255,10,339,17,1186,312
"G0400030","2000","Arizona","04","040","Cochise County","003","0030","Cochise County",70754,5062,978,2147,194,2486,19515,259,372,96,13999,1893
"G0400050","2000","Arizona","04","040","Coconino County","005","0050","Coconino County",66969,1150,32557,996,128,1793,6412,65,604,22,4673,951
"G0400070","2000","Arizona","04","040","Gila County","007","0070","Gila County",35391,174,6412,235,36,541,4560,23,218,13,3349,383
"G0400090","2000","Arizona","04","040","Graham County","009","0090","Graham County",18488,602,4819,192,28,306,3985,23,186,9,4442,409
"G0400110","2000","Arizona","04","040","Greenlee County","011","0110","Greenlee County",4604,34,117,13,13,85,1735,10,25,3,1698,210
"G0400120","2000","Arizona","04","040","La Paz County","012","0120","La Paz County",12573,149,2155,87,18,313,2046,6,315,12,1826,215
"G0400130","2000","Arizona","04","040","Maricopa County","013","0130","Maricopa County",2034530,108521,45703,68287,4086,47681,341829,6030,11003,2564,360127,41788
"G0400150","2000","Arizona","04","040","Mohave County","015","0150","Mohave County",130283,787,3238,1269,128,2145,9333,46,495,85,6072,1151
"G0400170","2000","Arizona","04","040","Navajo County","017","0170","Navajo County",41196,794,45846,354,29,1240,3556,63,686,14,3038,654
"G0400190","2000","Arizona","04","040","Pima County","019","0190","Pima County",518720,24047,21821,17486,1012,13082,114667,1547,5357,815,111205,13987
"G0400210","2000","Arizona","04","040","Pinal County","021","0210","Pinal County",105641,4658,12419,1112,169,2057,20918,300,1615,120,27980,2738
"G0400230","2000","Arizona","04","040","Santa Cruz County","023","0230","Santa Cruz County",6835,75,95,206,28,137,22333,70,156,28,7546,872
"G0400250","2000","Arizona","04","040","Yavapai County","025","0250","Yavapai County",145037,589,2355,961,89,2110,8896,66,331,28,5901,1154
"G0400270","2000","Arizona","04","040","Yuma County","027","0270","Yuma County",70956,3136,1819,1494,131,1718,38313,414,807,189,37612,3437
"G0500010","2000","Arkansas","05","050","Arkansas County","001","0010","Arkansas County",15516,4823,41,75,2,135,86,25,3,0,42,1
"G0500030","2000","Arkansas","05","050","Ashley County","003","0030","Ashley County",16702,6506,34,46,3,142,190,55,16,8,417,90
"G0500050","2000","Arkansas","05","050","Baxter County","005","0050","Baxter County",37282,42,189,138,5,345,265,1,12,2,78,27
"G0500070","2000","Arkansas","05","050","Benton County","007","0070","Benton County",133094,558,2398,1771,55,2061,6305,71,133,32,6198,730
"G0500090","2000","Arkansas","05","050","Boone County","009","0090","Boone County",32907,39,230,115,7,290,225,0,10,1,107,17
"G0500110","2000","Arkansas","05","050","Bradley County","011","0110","Bradley County",7851,3598,24,8,9,70,132,9,6,1,867,25
"G0500130","2000","Arkansas","05","050","Calhoun County","013","0130","Calhoun County",4248,1342,12,2,2,52,32,1,0,0,51,2
"G0500150","2000","Arkansas","05","050","Carroll County","015","0150","Carroll County",22249,25,209,112,2,289,1492,2,13,13,846,105
"G0500170","2000","Arkansas","05","050","Chicot County","017","0170","Chicot County",5980,7541,16,57,7,109,124,76,2,2,192,11
"G0500190","2000","Arkansas","05","050","Clark County","019","0190","Clark County",17302,5166,97,154,4,257,189,20,11,1,319,26
"G0500210","2000","Arkansas","05","050","Clay County","021","0210","Clay County",17177,29,113,14,3,133,94,4,8,0,24,10
"G0500230","2000","Arkansas","05","050","Cleburne County","023","0230","Cleburne County",23392,29,102,41,2,198,221,0,11,0,34,16
"G0500250","2000","Arkansas","05","050","Cleveland County","025","0250","Cleveland County",7199,1124,26,13,4,66,68,9,1,2,54,5
"G0500270","2000","Arkansas","05","050","Columbia County","027","0270","Columbia County",15776,9205,62,93,21,177,118,27,5,2,97,20
"G0500290","2000","Arkansas","05","050","Conway County","029","0290","Conway County",16973,2649,80,53,7,215,164,5,21,1,143,25
"G0500310","2000","Arkansas","05","050","Craighead County","031","0310","Craighead County",72489,6345,257,495,65,758,843,50,16,19,699,112
"G0500330","2000","Arkansas","05","050","Crawford County","033","0330","Crawford County",48311,463,1039,629,29,1033,776,2,30,16,758,161
"G0500350","2000","Arkansas","05","050","Crittenden County","035","0350","Crittenden County",25643,23828,121,247,28,279,253,106,3,4,307,47
"G0500370","2000","Arkansas","05","050","Cross County","037","0370","Cross County",14525,4608,39,54,5,114,81,20,5,8,36,31
"G0500390","2000","Arkansas","05","050","Dallas County","039","0390","Dallas County",5193,3743,22,21,4,50,53,31,0,0,89,4
"G0500410","2000","Arkansas","05","050","Desha County","041","0410","Desha County",7611,7044,51,49,3,98,136,63,3,1,263,19
"G0500430","2000","Arkansas","05","050","Drew County","043","0430","Drew County",13047,5071,44,82,7,143,115,14,3,0,180,17
"G0500450","2000","Arkansas","05","050","Faulkner County","045","0450","Faulkner County",75218,7261,428,631,61,906,755,37,21,16,528,152
"G0500470","2000","Arkansas","05","050","Franklin County","047","0470","Franklin County",16943,108,135,52,16,207,148,2,7,4,116,33
"G0500490","2000","Arkansas","05","050","Fulton County","049","0490","Fulton County",11326,23,78,23,4,126,45,0,0,1,3,13
"G0500510","2000","Arkansas","05","050","Garland County","051","0510","Garland County",76844,6829,507,451,47,1136,1406,44,30,19,583,172
"G0500530","2000","Arkansas","05","050","Grant County","053","0530","Grant County",15663,406,72,27,5,102,68,0,2,0,101,18
"G0500550","2000","Arkansas","05","050","Greene County","055","0550","Greene County",36145,48,147,65,13,479,234,0,11,5,161,23
"G0500570","2000","Arkansas","05","050","Hempstead County","057","0570","Hempstead County",14108,7107,80,43,24,279,817,53,19,1,959,97
"G0500590","2000","Arkansas","05","050","Hot Spring County","059","0590","Hot Spring County",26295,3107,132,71,21,343,213,8,4,9,112,38
"G0500610","2000","Arkansas","05","050","Howard County","061","0610","Howard County",10220,3111,57,73,12,100,305,15,1,0,383,23
"G0500630","2000","Arkansas","05","050","Independence County","063","0630","Independence County",32253,685,140,225,17,390,237,12,15,7,203,49
"G0500650","2000","Arkansas","05","050","Izard County","065","0650","Izard County",12702,189,75,16,2,132,71,2,8,2,32,18
"G0500670","2000","Arkansas","05","050","Jackson County","067","0670","Jackson County",14725,3210,50,33,5,161,115,25,10,1,69,14
"G0500690","2000","Arkansas","05","050","Jefferson County","069","0690","Jefferson County",40475,41623,192,566,41,571,365,165,10,22,182,66
"G0500710","2000","Arkansas","05","050","Johnson County","071","0710","Johnson County",20512,303,128,56,9,246,832,10,13,4,589,79
"G0500730","2000","Arkansas","05","050","Lafayette County","073","0730","Lafayette County",5262,3106,31,20,0,52,51,17,1,0,17,2
"G0500750","2000","Arkansas","05","050","Lawrence County","075","0750","Lawrence County",17305,78,89,11,3,167,74,1,13,0,19,14
"G0500770","2000","Arkansas","05","050","Lee County","077","0770","Lee County",5074,7142,19,32,1,36,135,59,1,2,65,14
"G0500790","2000","Arkansas","05","050","Lincoln County","079","0790","Lincoln County",9315,4760,47,10,3,94,87,11,11,0,140,14
"G0500810","2000","Arkansas","05","050","Little River County","081","0810","Little River County",10063,2891,196,29,9,205,92,8,2,2,108,23
"G0500830","2000","Arkansas","05","050","Logan County","083","0830","Logan County",21528,235,137,38,2,273,162,1,10,0,86,14
"G0500850","2000","Arkansas","05","050","Lonoke County","085","0850","Lonoke County",47555,3393,238,227,15,478,534,11,21,12,252,92
"G0500870","2000","Arkansas","05","050","Madison County","087","0870","Madison County",13462,15,166,17,3,144,203,1,8,5,207,12
"G0500890","2000","Arkansas","05","050","Marion County","089","0890","Marion County",15646,18,118,40,7,189,94,2,4,0,14,8
"G0500910","2000","Arkansas","05","050","Miller County","091","0910","Miller County",29606,9250,245,156,20,525,329,47,10,2,199,54
"G0500930","2000","Arkansas","05","050","Mississippi County","093","0930","Mississippi County",33037,16909,121,208,26,509,462,88,13,3,531,72
"G0500950","2000","Arkansas","05","050","Monroe County","095","0950","Monroe County",6003,3964,25,14,9,107,85,14,2,3,18,10
"G0500970","2000","Arkansas","05","050","Montgomery County","097","0970","Montgomery County",8740,27,103,35,2,104,82,0,0,0,142,10
"G0500990","2000","Arkansas","05","050","Nevada County","099","0990","Nevada County",6618,3088,36,6,2,54,42,16,2,0,83,8
"G0501010","2000","Arkansas","05","050","Newton County","101","1010","Newton County",8333,12,46,15,12,97,52,0,2,0,23,16
"G0501030","2000","Arkansas","05","050","Ouachita County","103","1030","Ouachita County",17114,11084,69,74,14,225,86,41,4,4,62,13
"G0501050","2000","Arkansas","05","050","Perry County","105","1050","Perry County",9711,177,82,14,1,104,51,0,18,3,39,9
"G0501070","2000","Arkansas","05","050","Phillips County","107","1070","Phillips County",10245,15495,45,82,16,180,134,117,1,6,97,27
"G0501090","2000","Arkansas","05","050","Pike County","109","1090","Pike County",10310,391,66,18,5,110,93,1,7,2,289,11
"G0501110","2000","Arkansas","05","050","Poinsett County","111","1110","Poinsett County",23172,1815,48,44,6,163,132,10,11,2,183,28
"G0501130","2000","Arkansas","05","050","Polk County","113","1130","Polk County",18836,32,286,54,8,305,319,0,16,0,340,33
"G0501150","2000","Arkansas","05","050","Pope County","115","1150","Pope County",50535,1403,357,353,26,672,520,20,13,7,480,83
"G0501170","2000","Arkansas","05","050","Prairie County","117","1170","Prairie County",8060,1304,33,16,3,46,32,4,1,1,24,15
"G0501190","2000","Arkansas","05","050","Pulaski County","119","1190","Pulaski County",227390,114732,1303,4555,300,4378,3821,465,106,104,3635,685
"G0501210","2000","Arkansas","05","050","Randolph County","121","1210","Randolph County",17559,174,92,15,13,193,89,3,5,0,36,16
"G0501230","2000","Arkansas","05","050","St. Francis County","123","1230","St. Francis County",13224,14273,64,163,4,170,960,102,9,7,112,241
"G0501250","2000","Arkansas","05","050","Saline County","125","1250","Saline County",78968,1814,392,491,20,754,607,24,18,11,352,78
"G0501270","2000","Arkansas","05","050","Scott County","127","1270","Scott County",9953,24,153,105,2,131,332,1,1,1,279,14
"G0501290","2000","Arkansas","05","050","Searcy County","129","1290","Searcy County",7993,3,61,12,2,104,42,0,1,1,35,7
"G0501310","2000","Arkansas","05","050","Sebastian County","131","1310","Sebastian County",92010,7011,1693,4049,62,2536,2735,75,117,43,4204,536
"G0501330","2000","Arkansas","05","050","Sevier County","133","1330","Sevier County",11423,757,257,27,5,181,1121,21,29,3,1860,73
"G0501350","2000","Arkansas","05","050","Sharp County","135","1350","Sharp County",16503,84,113,24,2,226,127,0,3,0,25,12
"G0501370","2000","Arkansas","05","050","Stone County","137","1370","Stone County",11092,9,83,8,4,179,93,0,6,2,13,10
"G0501390","2000","Arkansas","05","050","Union County","139","1390","Union County",29950,14543,102,177,13,324,232,44,7,10,199,28
"G0501410","2000","Arkansas","05","050","Van Buren County","141","1410","Van Buren County",15550,50,118,43,9,207,123,0,4,4,51,33
"G0501430","2000","Arkansas","05","050","Washington County","143","1430","Washington County",133368,3408,1839,3216,114,2838,5428,131,133,44,6609,587
"G0501450","2000","Arkansas","05","050","White County","145","1450","White County",62177,2389,278,227,37,793,634,5,14,7,516,88
"G0501470","2000","Arkansas","05","050","Woodruff County","147","1470","Woodruff County",5899,2671,19,15,1,67,33,17,1,0,14,4
"G0501490","2000","Arkansas","05","050","Yell County","149","1490","Yell County",17650,296,105,145,0,252,662,14,18,7,1900,90
"G0600010","2000","California","06","060","Alameda County","001","0010","Alameda County",591095,211124,5306,301131,4676,56499,113239,4474,3840,3229,124403,24725
"G0600030","2000","California","06","060","Alpine County","003","0030","Alpine County",867,7,188,5,6,41,23,0,40,0,11,20
"G0600050","2000","California","06","060","Amador County","005","0050","Amador County",28920,1348,538,355,178,635,1193,11,88,31,1591,212
"G0600070","2000","California","06","060","Butte County","007","0070","Butte County",162564,2699,3295,6949,435,5890,9164,117,571,99,9355,2033
"G0600090","2000","California","06","060","Calaveras County","009","0090","Calaveras County",35465,300,607,358,40,1019,1517,4,98,25,799,322
"G0600110","2000","California","06","060","Colusa County","011","0110","Colusa County",9018,88,316,287,34,309,3072,15,123,15,4983,544
"G0600130","2000","California","06","060","Contra Costa County","013","0130","Contra Costa County",549409,86851,3648,105838,2636,32658,72081,1962,2182,1621,73874,16056
"G0600150","2000","California","06","060","Del Norte County","015","0150","Del Norte County",19294,1167,1593,637,39,948,2399,17,177,23,1040,173
"G0600170","2000","California","06","060","El Dorado County","017","0170","El Dorado County",132725,745,1272,3419,237,3335,7484,68,294,118,5310,1292
"G0600190","2000","California","06","060","Fresno County","019","0190","Fresno County",317522,40291,6223,63711,1451,18573,116523,2046,6567,1651,205610,19239
"G0600210","2000","California","06","060","Glenn County","021","0210","Glenn County",16548,117,439,885,55,569,2440,38,113,43,4755,451
"G0600230","2000","California","06","060","Humboldt County","023","0230","Humboldt County",103230,1035,6722,2241,448,4632,3949,76,519,91,2651,924
"G0600250","2000","California","06","060","Imperial County","025","0250","Imperial County",28768,5148,1736,2521,97,1274,41522,476,930,434,55537,3918
"G0600270","2000","California","06","060","Inyo County","027","0270","Inyo County",13352,20,1678,173,23,442,1015,9,124,5,802,302
"G0600290","2000","California","06","060","Kern County","029","0290","Kern County",327190,37845,5885,21905,989,13795,80391,1953,4114,1335,152621,13622
"G0600310","2000","California","06","060","Kings County","031","0310","Kings County",53817,10418,1304,4076,229,3156,15675,329,874,154,36382,3047
"G0600330","2000","California","06","060","Lake County","033","0330","Lake County",46933,1209,1413,550,52,1513,3356,24,359,25,2346,529
"G0600350","2000","California","06","060","Lassen County","035","0350","Lassen County",23893,2976,959,378,267,674,3443,16,145,17,825,235
"G0600370","2000","California","06","060","Los Angeles County","037","0370","Los Angeles County",2959614,901472,25609,1147834,19935,222661,1677448,29485,51379,16719,2220062,247120
"G0600390","2000","California","06","060","Madera County","039","0390","Madera County",57391,4710,1694,1640,287,2872,19221,362,1518,136,29692,3586
"G0600410","2000","California","06","060","Marin County","041","0410","Marin County",194254,6946,630,11408,718,5982,13546,196,431,183,10398,2597
"G0600430","2000","California","06","060","Mariposa County","043","0430","Mariposa County",14539,111,530,137,21,463,695,3,72,7,436,116
"G0600450","2000","California","06","060","Mendocino County","045","0450","Mendocino County",64581,471,3438,1113,152,2297,5090,65,665,51,7275,1067
"G0600470","2000","California","06","060","Merced County","047","0470","Merced County",85585,7594,1115,14322,410,6062,32765,470,1395,395,54603,5838
"G0600490","2000","California","06","060","Modoc County","049","0490","Modoc County",7663,59,340,65,26,208,457,6,58,0,512,55
"G0600510","2000","California","06","060","Mono County","051","0510","Mono County",9837,53,267,150,82,190,981,8,42,4,1140,99
"G0600530","2000","California","06","060","Monterey County","053","0530","Monterey County",162045,14085,1782,24746,1190,9945,62637,965,2420,1288,110592,10067
"G0600550","2000","California","06","060","Napa County","055","0550","Napa County",85932,1527,642,3895,226,2641,13464,118,403,88,13378,1965
"G0600570","2000","California","06","060","Nevada County","057","0570","Nevada County",83098,234,663,772,175,1890,2850,25,151,24,1607,544
"G0600590","2000","California","06","060","Orange County","059","0590","Orange County",1458978,42639,8414,391896,4525,64258,385674,5010,11492,3827,416683,52893
"G0600610","2000","California","06","060","Placer County","061","0610","Placer County",207236,1896,1687,7472,336,5753,12817,135,512,231,8096,2228
