GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A00AA1820,A08AA1820,A08AB1820
"G0900090","1820","Connecticut","09","090","New Haven County","009","0090","New Haven",39616,19264,20346
"G0900110","1820","Connecticut","09","090","New London County","011","0110","New London",35943,17206,18737
"G0900130","1820","Connecticut","09","090","Tolland County","013","0130","Tolland",14330,7050,7280
"G0900150","1820","Connecticut","09","090","Windham County","015","0150","Windham",31684,15535,16149
"G1000010","1820","Delaware","10","100","Kent County","001","0010","Kent",20793,10530,10263
"G1000030","1820","Delaware","10","100","New Castle County","003","0030","New Castle",27899,14157,13742
"G1000050","1820","Delaware","10","100","Sussex County","005","0050","Sussex",24057,12252,11805
"G1300010","1820","Georgia","13","130","Appling County","001","0010","Appling",1264,624,640
"G1300090","1820","Georgia","13","130","Baldwin County","009","0090","Baldwin",7734,4099,3635
"G1300290","1820","Georgia","13","130","Bryan County","029","0290","Bryan",3021,1523,1498
"G1300310","1820","Georgia","13","130","Bulloch County","031","0310","Bulloch",2578,1314,1264
"G1300330","1820","Georgia","13","130","Burke County","033","0330","Burke",11577,5953,5624
"G1300390","1820","Georgia","13","130","Camden County","039","0390","Camden",4342,2360,1981
"G1300510","1820","Georgia","13","130","Chatham County","051","0510","Chatham",14737,7378,7359
"G1300590","1820","Georgia","13","130","Clarke County","059","0590","Clarke",8767,4472,4295
"G1300730","1820","Georgia","13","130","Columbia County","073","0730","Columbia",12695,6458,6237
"G1300990","1820","Georgia","13","130","Early County","099","0990","Early",768,425,343
"G1301030","1820","Georgia","13","130","Effingham County","103","1030","Effingham",3018,1642,1376
"G1301050","1820","Georgia","13","130","Elbert County","105","1050","Elbert",11788,5966,5822
"G1301070","1820","Georgia","13","130","Emanuel County","107","1070","Emanuel",2928,1479,1449
"G1301190","1820","Georgia","13","130","Franklin County","119","1190","Franklin",9040,4668,4372
"G1301270","1820","Georgia","13","130","Glynn County","127","1270","Glynn",3418,1772,1646
"G1301330","1820","Georgia","13","130","Greene County","133","1330","Greene",13589,6937,6652
"G1301350","1820","Georgia","13","130","Gwinnett County","135","1350","Gwinnett",4589,2310,2279
"G1301370","1820","Georgia","13","130","Habersham County","137","1370","Habersham",3145,1640,1505
"G1301390","1820","Georgia","13","130","Hall County","139","1390","Hall",5086,2555,2531
"G1301410","1820","Georgia","13","130","Hancock County","141","1410","Hancock",12734,6656,6078
"G1301550","1820","Georgia","13","130","Irwin County","155","1550","Irwin",411,199,212
"G1301570","1820","Georgia","13","130","Jackson County","157","1570","Jackson",8355,4159,4196
"G1301590","1820","Georgia","13","130","Jasper County","159","1590","Jasper",14614,7617,6997
"G1301630","1820","Georgia","13","130","Jefferson County","163","1630","Jefferson",7056,3596,3458
"G1301690","1820","Georgia","13","130","Jones County","169","1690","Jones",16570,8592,7978
"G1301750","1820","Georgia","13","130","Laurens County","175","1750","Laurens",5436,2777,2659
"G1301790","1820","Georgia","13","130","Liberty County","179","1790","Liberty",6695,3403,3292
"G1301810","1820","Georgia","13","130","Lincoln County","181","1810","Lincoln",6458,3341,3117
"G1301910","1820","Georgia","13","130","McIntosh County","191","1910","Mcintosh",5129,2697,2432
"G1301950","1820","Georgia","13","130","Madison County","195","1950","Madison",3735,1853,1882
"G1302090","1820","Georgia","13","130","Montgomery County","209","2090","Montgomery",1869,930,939
"G1302110","1820","Georgia","13","130","Morgan County","211","2110","Morgan",13520,7013,6507
"G1302210","1820","Georgia","13","130","Oglethorpe County","221","2210","Oglethorpe",14046,7171,6875
"G1302350","1820","Georgia","13","130","Pulaski County","235","2350","Pulaski",5283,2762,2521
"G1302370","1820","Georgia","13","130","Putnam County","237","2370","Putnam",15475,7849,7626
"G1302410","1820","Georgia","13","130","Rabun County","241","2410","Rabun",524,265,259
"G1302450","1820","Georgia","13","130","Richmond County","245","2450","Richmond",8608,4734,3874
"G1302510","1820","Georgia","13","130","Screven County","251","2510","Screven",3941,2064,1877
"G1302670","1820","Georgia","13","130","Tattnall County","267","2670","Tattnall",2644,1361,1283
"G1302710","1820","Georgia","13","130","Telfair County","271","2710","Telfair",2104,1092,1012
"G1302890","1820","Georgia","13","130","Twiggs County","289","2890","Twiggs",10640,5495,5145
"G1302970","1820","Georgia","13","130","Walton County","297","2970","Walton",4192,2116,2076
"G1303010","1820","Georgia","13","130","Warren County","301","3010","Warren",10630,5405,5225
"G1303030","1820","Georgia","13","130","Washington County","303","3030","Washington",10627,5424,5203
"G1303050","1820","Georgia","13","130","Wayne County","305","3050","Wayne",1010,515,495
"G1303170","1820","Georgia","13","130","Wilkes County","317","3170","Wilkes",17607,8942,8664
"G1303190","1820","Georgia","13","130","Wilkinson County","319","3190","Wilkinson",6992,3568,3424
"G1700030","1820","Illinois","17","170","Alexander County","003","0030","Alexander",626,293,333
"G1700050","1820","Illinois","17","170","Bond County","005","0050","Bond",2931,1572,1359
"G1700230","1820","Illinois","17","170","Clark County","023","0230","Clark",931,490,441
"G1700330","1820","Illinois","17","170","Crawford County","033","0330","Crawford",3022,1568,1431
"G1700470","1820","Illinois","17","170","Edwards County","047","0470","Edwards",3444,1872,1572
"G1700550","1820","Illinois","17","170","Franklin County","055","0550","Franklin",1763,909,854
"G1700590","1820","Illinois","17","170","Gallatin County","059","0590","Gallatin",3155,1829,1326
"G1700770","1820","Illinois","17","170","Jackson County","077","0770","Jackson",1542,868,674
"G1700810","1820","Illinois","17","170","Jefferson County","081","0810","Jefferson",691,388,303
"G1700870","1820","Illinois","17","170","Johnson County","087","0870","Johnson",843,439,404
"G1701190","1820","Illinois","17","170","Madison County","119","1190","Madison",13550,7622,5928
"G1701330","1820","Illinois","17","170","Monroe County","133","1330","Monroe",1537,841,675
"G1701510","1820","Illinois","17","170","Pope County","151","1510","Pope",2610,1338,1272
"G1701570","1820","Illinois","17","170","Randolph County","157","1570","Randolph",3492,1921,1571
"G1701630","1820","Illinois","17","170","St. Clair County","163","1630","St Clair",5253,2959,2289
"G1701810","1820","Illinois","17","170","Union County","181","1810","Union",2362,1268,1094
"G1701890","1820","Illinois","17","170","Washington County","189","1890","Washington",1517,855,662
"G1701910","1820","Illinois","17","170","Wayne County","191","1910","Wayne",1114,576,538
"G1701930","1820","Illinois","17","170","White County","193","1930","White",4828,2578,2250
"G1800190","1820","Indiana","18","180","Clark County","019","0190","Clark",8709,4546,4163
"G1800250","1820","Indiana","18","180","Crawford County","025","0250","Crawford",2583,1380,1203
"G1800270","1820","Indiana","18","180","Daviess County","027","0270","Daviess",3432,1825,1607
"G1800290","1820","Indiana","18","180","Dearborn County","029","0290","Dearborn",11468,6072,5396
"G1800350","1820","Indiana","18","180","Delaware County","035","0350","Delaware",3677,1918,1759
"G1800370","1820","Indiana","18","180","Dubois County","037","0370","Dubois",1168,615,553
"G1800410","1820","Indiana","18","180","Fayette County","041","0410","Fayette",5950,3105,2845
"G1800430","1820","Indiana","18","180","Floyd County","043","0430","Floyd",2776,1467,1309
"G1800470","1820","Indiana","18","180","Franklin County","047","0470","Franklin",10763,5522,5241
"G1800510","1820","Indiana","18","180","Gibson County","051","0510","Gibson",3876,2079,1797
"G1800610","1820","Indiana","18","180","Harrison County","061","0610","Harrison",7875,4074,3801
"G1800710","1820","Indiana","18","180","Jackson County","071","0710","Jackson",4010,2126,1884
"G1800770","1820","Indiana","18","180","Jefferson County","077","0770","Jefferson",8038,4188,3850
"G1800790","1820","Indiana","18","180","Jennings County","079","0790","Jennings",2000,1062,938
"G1800830","1820","Indiana","18","180","Knox County","083","0830","Knox",5437,2997,2440
"G1800930","1820","Indiana","18","180","Lawrence County","093","0930","Lawrence",4116,2159,1957
"G1801010","1820","Indiana","18","180","Martin County","101","1010","Martin",1032,610,422
"G1801050","1820","Indiana","18","180","Monroe County","105","1050","Monroe",2679,1424,1255
"G1801170","1820","Indiana","18","180","Orange County","117","1170","Orange",5368,2782,2586
"G1801190","1820","Indiana","18","180","Owen County","119","1190","Owen",838,465,373
"G1801230","1820","Indiana","18","180","Perry County","123","1230","Perry",2330,1225,1105
"G1801250","1820","Indiana","18","180","Pike County","125","1250","Pike",1472,788,684
"G1801290","1820","Indiana","18","180","Posey County","129","1290","Posey",4061,2107,1954
"G1801350","1820","Indiana","18","180","Randolph County","135","1350","Randolph",1808,951,857
"G1801370","1820","Indiana","18","180","Ripley County","137","1370","Ripley",1822,929,893
"G1801430","1820","Indiana","18","180","Scott County","143","1430","Scott",2334,1237,1097
"G1801470","1820","Indiana","18","180","Spencer County","147","1470","Spencer",1882,982,900
"G1801530","1820","Indiana","18","180","Sullivan County","153","1530","Sullivan",3498,1866,1632
"G1801550","1820","Indiana","18","180","Switzerland County","155","1550","Switzerland",3934,2075,1859
"G1801630","1820","Indiana","18","180","Vanderburgh County","163","1630","Vanderburgh",1798,954,844
"G1801670","1820","Indiana","18","180","Vigo County","167","1670","Vigo",3390,1919,1471
"G1801675","1820","Indiana","18","180","Wabash New Purchase *",,"1675","Wabash New Purchase *",147,72,75
"G1801730","1820","Indiana","18","180","Warrick County","173","1730","Warrick",1749,928,821
"G1801750","1820","Indiana","18","180","Washington County","175","1750","Washington",9039,4659,4380
"G1801770","1820","Indiana","18","180","Wayne County","177","1770","Wayne",12119,6293,5826
"G2100010","1820","Kentucky","21","210","Adair County","001","0010","Adair",8765,4432,4333
"G2100030","1820","Kentucky","21","210","Allen County","003","0030","Allen",5327,2591,2736
"G2100090","1820","Kentucky","21","210","Barren County","009","0090","Barren",10328,5237,5091
"G2100110","1820","Kentucky","21","210","Bath County","011","0110","Bath",7961,4106,3855
"G2100150","1820","Kentucky","21","210","Boone County","015","0150","Boone",6542,3415,3127
"G2100170","1820","Kentucky","21","210","Bourbon County","017","0170","Bourbon",17664,8770,8894
"G2100230","1820","Kentucky","21","210","Bracken County","023","0230","Bracken",5280,2680,2600
"G2100270","1820","Kentucky","21","210","Breckinridge County","027","0270","Breckinridge",7485,3857,3628
"G2100290","1820","Kentucky","21","210","Bullitt County","029","0290","Bullitt",5831,3024,2807
"G2100310","1820","Kentucky","21","210","Butler County","031","0310","Butler",3083,1573,1510
"G2100330","1820","Kentucky","21","210","Caldwell County","033","0330","Caldwell",9022,4625,4397
"G2100370","1820","Kentucky","21","210","Campbell County","037","0370","Campbell",7022,3620,3402
"G2100450","1820","Kentucky","21","210","Casey County","045","0450","Casey",4349,2138,2211
"G2100470","1820","Kentucky","21","210","Christian County","047","0470","Christian",10459,5297,5162
"G2100490","1820","Kentucky","21","210","Clark County","049","0490","Clark",11449,5853,5596
"G2100510","1820","Kentucky","21","210","Clay County","051","0510","Clay",4393,2332,2061
"G2100570","1820","Kentucky","21","210","Cumberland County","057","0570","Cumberland",8058,4098,3960
"G2100590","1820","Kentucky","21","210","Daviess County","059","0590","Daviess",3876,1979,1897
"G2100650","1820","Kentucky","21","210","Estill County","065","0650","Estill",3507,1824,1683
"G2100670","1820","Kentucky","21","210","Fayette County","067","0670","Fayette",23250,11729,11521
"G2100690","1820","Kentucky","21","210","Fleming County","069","0690","Fleming",12186,6145,6041
"G2100710","1820","Kentucky","21","210","Floyd County","071","0710","Floyd",8207,4337,3870
"G2100730","1820","Kentucky","21","210","Franklin County","073","0730","Franklin",11024,5697,5253
"G2100770","1820","Kentucky","21","210","Gallatin County","077","0770","Gallatin",7075,3634,3441
"G2100790","1820","Kentucky","21","210","Garrard County","079","0790","Garrard",10851,5401,5450
"G2100810","1820","Kentucky","21","210","Grant County","081","0810","Grant",1805,924,881
"G2100850","1820","Kentucky","21","210","Grayson County","085","0850","Grayson",4055,2042,2013
"G2100870","1820","Kentucky","21","210","Green County","087","0870","Green",11943,6204,5739
"G2100890","1820","Kentucky","21","210","Greenup County","089","0890","Greenup",4311,2303,2008
"G2100930","1820","Kentucky","21","210","Hardin County","093","0930","Hardin",10498,5325,5173
"G2100950","1820","Kentucky","21","210","Harlan County","095","0950","Harlan",1961,1012,949
"G2100970","1820","Kentucky","21","210","Harrison County","097","0970","Harrison",12278,6073,6205
"G2100990","1820","Kentucky","21","210","Hart County","099","0990","Hart",4184,2125,2059
"G2101010","1820","Kentucky","21","210","Henderson County","101","1010","Henderson",5714,2945,2769
"G2101030","1820","Kentucky","21","210","Henry County","103","1030","Henry",10816,5472,5344
"G2101070","1820","Kentucky","21","210","Hopkins County","107","1070","Hopkins",5322,2684,2638
"G2101110","1820","Kentucky","21","210","Jefferson County","111","1110","Jefferson",20768,11263,9503
"G2101130","1820","Kentucky","21","210","Jessamine County","113","1130","Jessamine",9297,4842,4455
"G2101210","1820","Kentucky","21","210","Knox County","121","1210","Knox",3661,1860,1801
"G2101350","1820","Kentucky","21","210","Lewis County","135","1350","Lewis",3973,2058,1915
"G2101370","1820","Kentucky","21","210","Lincoln County","137","1370","Lincoln",9979,5045,4928
"G2101390","1820","Kentucky","21","210","Livingston County","139","1390","Livingston",5824,3001,2823
"G2101410","1820","Kentucky","21","210","Logan County","141","1410","Logan",14423,7547,6876
"G2101510","1820","Kentucky","21","210","Madison County","151","1510","Madison",15954,8146,7808
"G2101610","1820","Kentucky","21","210","Mason County","161","1610","Mason",13588,7164,6424
"G2101670","1820","Kentucky","21","210","Mercer County","167","1670","Mercer",15587,8015,7472
"G2101710","1820","Kentucky","21","210","Monroe County","171","1710","Monroe",4956,2531,2425
"G2101730","1820","Kentucky","21","210","Montgomery County","173","1730","Montgomery",9587,4840,4747
"G2101770","1820","Kentucky","21","210","Muhlenberg County","177","1770","Muhlenberg",4979,2522,2457
"G2101790","1820","Kentucky","21","210","Nelson County","179","1790","Nelson",16273,8560,7713
"G2101810","1820","Kentucky","21","210","Nicholas County","181","1810","Nicholas",7973,3970,4003
"G2101830","1820","Kentucky","21","210","Ohio County","183","1830","Ohio",3879,2046,1833
"G2101870","1820","Kentucky","21","210","Owen County","187","1870","Owen",2031,1041,990
"G2101910","1820","Kentucky","21","210","Pendleton County","191","1910","Pendleton",3086,1580,1506
"G2101990","1820","Kentucky","21","210","Pulaski County","199","1990","Pulaski",7597,3910,3687
"G2102030","1820","Kentucky","21","210","Rockcastle County","203","2030","Rockcastle",2249,1111,1138
"G2102090","1820","Kentucky","21","210","Scott County","209","2090","Scott",14219,7397,6822
"G2102110","1820","Kentucky","21","210","Shelby County","211","2110","Shelby",21047,10645,10402
"G2102130","1820","Kentucky","21","210","Simpson County","213","2130","Simpson",4852,2417,2435
"G2102190","1820","Kentucky","21","210","Todd County","219","2190","Todd",5089,2588,2501
"G2102210","1820","Kentucky","21","210","Trigg County","221","2210","Trigg",3874,2036,1838
"G2102250","1820","Kentucky","21","210","Union County","225","2250","Union",3470,1810,1660
"G2102270","1820","Kentucky","21","210","Warren County","227","2270","Warren",11776,6186,5590
"G2102290","1820","Kentucky","21","210","Washington County","229","2290","Washington",15947,8050,7897
"G2102310","1820","Kentucky","21","210","Wayne County","231","2310","Wayne",7951,4020,3931
"G2102350","1820","Kentucky","21","210","Whitley County","235","2350","Whitley",2340,1210,1130
"G2102390","1820","Kentucky","21","210","Woodford County","239","2390","Woodford",12207,6189,6018
"G2200050","1820","Louisiana","22","220","Ascension Parish","005","0050","Ascension",3728,2043,1685
"G2200070","1820","Louisiana","22","220","Assumption Parish","007","0070","Assumption",3576,1829,1747
"G2200075","1820","Louisiana","22","220","Attakapas Parish",,"0075","Attakapas",12063,6423,5640
"G2200090","1820","Louisiana","22","220","Avoyelles Parish","009","0090","Avoyelles",2245,1228,1017
"G2200250","1820","Louisiana","22","220","Catahoula Parish","025","0250","Catahoula",2287,1270,1017
"G2200290","1820","Louisiana","22","220","Concordia Parish","029","0290","Concordia",2626,1424,1202
"G2200330","1820","Louisiana","22","220","East Baton Rouge Parish","033","0330","East Baton Rouge",5220,2530,2278
"G2200470","1820","Louisiana","22","220","Iberville Parish","047","0470","Iberville",4414,2436,1978
"G2200570","1820","Louisiana","22","220","Lafourche Parish","057","0570","Lafourche",3755,2030,1718
"G2200690","1820","Louisiana","22","220","Natchitoches Parish","069","0690","Natchitoches",7486,4050,3436
"G2200710","1820","Louisiana","22","220","Orleans Parish","071","0710","Orleans",41351,21841,19510
"G2200730","1820","Louisiana","22","220","Ouachita Parish","073","0730","Ouachita",2896,1532,1364
"G2200750","1820","Louisiana","22","220","Plaquemines Parish","075","0750","Plaquemines",2354,1339,1015
"G2200770","1820","Louisiana","22","220","Pointe Coupee Parish","077","0770","Pointe Coupee",4912,2656,2256
"G2200790","1820","Louisiana","22","220","Rapides Parish","079","0790","Rapides",6065,3347,2718
"G2200870","1820","Louisiana","22","220","St. Bernard Parish","087","0870","St Bernard",2635,1562,1073
"G2200890","1820","Louisiana","22","220","St. Charles Parish","089","0890","St Charles",3862,2307,1555
"G2200910","1820","Louisiana","22","220","St. Helena Parish","091","0910","St Helena",3026,1610,1416
"G2200930","1820","Louisiana","22","220","St. James Parish","093","0930","St James",5660,3029,2631
"G2200950","1820","Louisiana","22","220","St. John the Baptist Parish","095","0950","St John The Baptist",3854,2170,1684
"G2200970","1820","Louisiana","22","220","St. Landry Parish","097","0970","St Landry",10085,5345,4740
"G2201030","1820","Louisiana","22","220","St. Tammany Parish","103","1030","St Tammany",1723,981,742
"G2201170","1820","Louisiana","22","220","Washington Parish","117","1170","Washington",2517,1395,1122
"G2201210","1820","Louisiana","22","220","West Baton Rouge Parish","121","1210","West Baton Rouge",2335,1300,1035
"G2201250","1820","Louisiana","22","220","West Feliciana Parish","125","1250","West Feliciana",12732,6730,5937
"G2300050","1820","Maine","23","230","Cumberland County","005","0050","Cumberland",49445,24208,25171
"G2300090","1820","Maine","23","230","Hancock County","009","0090","Hancock",31290,15985,15305
"G2300110","1820","Maine","23","230","Kennebec County","011","0110","Kennebec",42623,21487,21136
"G2300150","1820","Maine","23","230","Lincoln County","015","0150","Lincoln",53189,26633,26556
"G2300170","1820","Maine","23","230","Oxford County","017","0170","Oxford",27104,13721,13383
"G2300190","1820","Maine","23","230","Penobscot County","019","0190","Penobscot",13870,7168,6702
"G2300250","1820","Maine","23","230","Somerset County","025","0250","Somerset",21787,11035,10752
"G2300290","1820","Maine","23","230","Washington County","029","0290","Washington",12744,6794,5950
"G2300310","1820","Maine","23","230","York County","031","0310","York",46283,22601,23682
"G2400010","1820","Maryland","24","240","Allegany County","001","0010","Allegany",8654,4581,4073
"G2400030","1820","Maryland","24","240","Anne Arundel County","003","0030","Anne Arundel",27165,13944,13221
"G2400050","1820","Maryland","24","240","Baltimore County","005","0050","Baltimore",33463,17301,16162
"G2400090","1820","Maryland","24","240","Calvert County","009","0090","Calvert",8073,4071,4002
"G2400110","1820","Maryland","24","240","Caroline County","011","0110","Caroline",10108,5118,4990
"G2400150","1820","Maryland","24","240","Cecil County","015","0150","Cecil",16048,8368,7680
"G2400170","1820","Maryland","24","240","Charles County","017","0170","Charles",16500,8164,8336
"G2400190","1820","Maryland","24","240","Dorchester County","019","0190","Dorchester",17759,9022,8737
"G2400210","1820","Maryland","24","240","Frederick County","021","0210","Frederick",40459,20838,19621
"G2400250","1820","Maryland","24","240","Harford County","025","0250","Harford",15924,8208,7716
"G2400290","1820","Maryland","24","240","Kent County","029","0290","Kent",11453,5951,5502
"G2400310","1820","Maryland","24","240","Montgomery County","031","0310","Montgomery",16400,8419,7981
"G2400330","1820","Maryland","24","240","Prince George's County","033","0330","Prince Georges",20216,10369,9847
"G2400350","1820","Maryland","24","240","Queen Anne's County","035","0350","Queen Anne's",14952,7694,7258
"G2400370","1820","Maryland","24","240","St. Mary's County","037","0370","St Mary's",12974,6508,6466
"G2400390","1820","Maryland","24","240","Somerset County","039","0390","Somerset",19579,9893,9686
"G2400410","1820","Maryland","24","240","Talbot County","041","0410","Talbot",14389,7190,7199
"G2400430","1820","Maryland","24","240","Washington County","043","0430","Washington",23075,12037,11038
"G2400470","1820","Maryland","24","240","Worcester County","047","0470","Worcester",17421,8933,8488
"G2405100","1820","Maryland","24","240","Baltimore city","510","5100","Baltimore City",62738,30253,32485
"G2500010","1820","Massachusetts","25","250","Barnstable County","001","0010","Barnstable",24026,11863,12163
"G2500030","1820","Massachusetts","25","250","Berkshire County","003","0030","Berkshire",35720,17681,18039
"G2500050","1820","Massachusetts","25","250","Bristol County","005","0050","Bristol",40908,19617,21291
"G2500070","1820","Massachusetts","25","250","Dukes County","007","0070","Dukes",3292,1593,1699
"G2500090","1820","Massachusetts","25","250","Essex County","009","0090","Essex",74655,35544,39111
"G2500110","1820","Massachusetts","25","250","Franklin County","011","0110","Franklin",29268,14443,14825
"G2500130","1820","Massachusetts","25","250","Hampden County","013","0130","Hampden",28021,13966,14055
"G2500150","1820","Massachusetts","25","250","Hampshire County","015","0150","Hampshire",26487,13142,13345
"G2500170","1820","Massachusetts","25","250","Middlesex County","017","0170","Middlesex",61472,30553,30919
"G2500190","1820","Massachusetts","25","250","Nantucket County","019","0190","Nantucket",7266,3478,3761
"G2500210","1820","Massachusetts","25","250","Norfolk County","021","0210","Norfolk",36471,17577,18894
"G2500230","1820","Massachusetts","25","250","Plymouth County","023","0230","Plymouth",38136,18329,19777
"G2500250","1820","Massachusetts","25","250","Suffolk County","025","0250","Suffolk",43940,21204,22686
"G2500270","1820","Massachusetts","25","250","Worcester County","027","0270","Worcester",73625,36472,37132
"G2650035","1820","Michigan Territory",,"265","Brown County",,"0035","Brown",952,786,166
"G2650095","1820","Michigan Territory",,"265","Crawford County",,"0095","Crawford",492,250,111
"G2650215","1820","Michigan Territory",,"265","Macomb County",,"0215","Macomb",898,467,431
"G2650235","1820","Michigan Territory",,"265","Michilimackinac County",,"0235","Michilimackinac",819,664,155
"G2650255","1820","Michigan Territory",,"265","Monroe County",,"0255","Monroe",1831,1020,811
"G2650275","1820","Michigan Territory",,"265","Oakland County",,"0275","Oakland",330,205,125
"G2650375","1820","Michigan Territory",,"265","Wayne County",,"0375","Wayne",3574,2096,1478
"G2800010","1820","Mississippi","28","280","Adams County","001","0010","Adams",12076,6458,5618
"G2800050","1820","Mississippi","28","280","Amite County","005","0050","Amite",6853,3593,3260
"G2800210","1820","Mississippi","28","280","Claiborne County","021","0210","Claiborne",5963,3190,2773
"G2800310","1820","Mississippi","28","280","Covington County","031","0310","Covington",2230,1140,1090
"G2800370","1820","Mississippi","28","280","Franklin County","037","0370","Franklin",3821,1955,1866
"G2800410","1820","Mississippi","28","280","Greene County","041","0410","Greene",1445,747,698
"G2800450","1820","Mississippi","28","280","Hancock County","045","0450","Hancock",1594,933,661
"G2800590","1820","Mississippi","28","280","Jackson County","059","0590","Jackson",1682,889,793
"G2800630","1820","Mississippi","28","280","Jefferson County","063","0630","Jefferson",6822,3903,2919
"G2800770","1820","Mississippi","28","280","Lawrence County","077","0770","Lawrence",4916,2771,2145
"G2800910","1820","Mississippi","28","280","Marion County","091","0910","Marion",3116,1680,1436
"G2800950","1820","Mississippi","28","280","Monroe County","095","0950","Monroe",2721,1475,1246
"G2801110","1820","Mississippi","28","280","Perry County","111","1110","Perry",2037,1048,989
"G2801130","1820","Mississippi","28","280","Pike County","113","1130","Pike",4438,2306,2132
"G2801490","1820","Mississippi","28","280","Warren County","149","1490","Warren",2693,1494,1199
"G2801530","1820","Mississippi","28","280","Wayne County","153","1530","Wayne",3323,1695,1628
"G2801570","1820","Mississippi","28","280","Wilkinson County","157","1570","Wilkinson",9718,5098,4620
"G2950015","1820","Missouri Territory",,"295","Cape Girardeau County",,"0015","Cape Girardeau",5968,3115,2853
"G2950035","1820","Missouri Territory",,"295","Cooper County",,"0035","Cooper",6959,3740,3219
"G2950055","1820","Missouri Territory",,"295","Franklin County",,"0055","Franklin",2379,1301,1078
"G2950075","1820","Missouri Territory",,"295","Howard County",,"0075","Howard",13426,7220,6206
"G2950095","1820","Missouri Territory",,"295","Jefferson County",,"0095","Jefferson",1835,986,849
"G2950115","1820","Missouri Territory",,"295","Lincoln County",,"0115","Lincoln",1662,925,737
"G2950135","1820","Missouri Territory",,"295","Madison County",,"0135","Madison",2047,1087,960
"G2950155","1820","Missouri Territory",,"295","Montgomery County",,"0155","Montgomery",3074,1694,1380
"G2950175","1820","Missouri Territory",,"295","New Madrid County",,"0175","New Madrid",2296,1217,1079
"G2950195","1820","Missouri Territory",,"295","Pike County",,"0195","Pike",3747,2109,1638
