GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B5S001,B5S002,B5S003,B5S004,B5S005,B5S006,B5S007,B5S008,B5S009,B5S010,B5S011,B5S012,B5S013,B5S014
"G0600670","1960","California","060","Sacramento","0670","Sacramento",234429,10364,405,4027,3729,1186,327,230397,9441,397,4097,3041,659,279
"G0600690","1960","California","060","San Benito","0690","San Benito",7606,37,11,94,38,152,8,7231,24,14,92,33,48,8
"G0600710","1960","California","060","San Bernardino","0710","San Bernardino",241913,8910,1019,340,267,375,190,240282,8324,845,535,202,224,165
"G0600730","1960","California","060","San Diego","0730","San Diego",511764,21081,1929,2086,883,3247,1607,464307,18316,1364,2692,703,1867,1165
"G0600750","1960","California","060","San Francisco","0750","San Francisco",293042,36209,529,4301,20624,7456,1263,311361,38174,539,5163,15821,4871,963
"G0600770","1960","California","060","San Joaquin","0770","San Joaquin",114981,6096,185,2129,1556,4148,163,110261,5588,178,1885,1157,1589,73
"G0600790","1960","California","060","San Luis Obispo","0790","San Luis Obispo",41053,947,66,377,146,388,107,36978,484,32,229,45,146,46
"G0600810","1960","California","060","San Mateo","0810","San Mateo",209504,5332,166,1746,1362,875,293,215709,5514,153,1827,1067,585,254
"G0600830","1960","California","060","Santa Barbara","0830","Santa Barbara",81312,1442,187,850,151,835,61,81475,1239,119,728,119,395,49
"G0600850","1960","California","060","Santa Clara","0850","Santa Clara",307692,2079,360,5232,1366,1468,335,313933,2108,345,5200,1028,865,304
"G0600870","1960","California","060","Santa Cruz","0870","Santa Cruz",38912,274,69,603,221,724,23,42074,246,45,560,181,271,16
"G0600890","1960","California","060","Shasta","0890","Shasta",29695,206,398,7,25,1,8,28474,208,395,15,22,3,11
"G0600910","1960","California","060","Sierra","0910","Sierra",1157,5,37,0,0,0,0,1011,3,33,0,0,0,1
"G0600930","1960","California","060","Siskiyou","0930","Siskiyou",16325,370,322,39,17,7,4,15163,345,270,10,9,3,1
"G0600950","1960","California","060","Solano","0950","Solano",62089,6720,127,337,470,1156,179,55774,6021,81,446,343,738,116
"G0600970","1960","California","060","Sonoma","0970","Sonoma",71318,469,464,345,176,174,43,72792,449,485,414,130,76,40
"G0600990","1960","California","060","Stanislaus","0990","Stanislaus",76472,569,114,134,177,136,56,78568,572,110,121,158,65,42
"G0601010","1960","California","060","Sutter","1010","Sutter",16147,103,12,336,74,101,336,15568,90,15,319,67,33,179
"G0601030","1960","California","060","Tehama","1030","Tehama",12743,25,80,5,27,4,1,12277,18,103,0,16,5,1
"G0601050","1960","California","060","Trinity","1050","Trinity",5041,6,88,0,8,0,2,4461,4,84,1,10,0,1
"G0601070","1960","California","060","Tulare","1070","Tulare",81284,1602,364,605,214,1185,73,80247,1472,341,511,167,287,51
"G0601090","1960","California","060","Tuolumne","1090","Tuolumne",7305,55,82,0,8,3,12,6845,31,52,1,1,1,8
"G0601110","1960","California","060","Ventura","1110","Ventura",98997,1858,121,955,193,440,117,93567,1740,82,604,140,221,103
"G0601130","1960","California","060","Yolo","1130","Yolo",32517,300,123,416,154,314,65,30813,307,121,329,108,119,41
"G0601150","1960","California","060","Yuba","1150","Yuba",16795,575,71,122,194,76,55,15243,392,51,134,109,20,22
"G0800010","1960","Colorado","080","Adams","0010","Adams",59594,339,48,505,22,77,29,58707,294,46,553,14,37,31
"G0800030","1960","Colorado","080","Alamosa","0030","Alamosa",4942,27,4,49,4,0,10,4893,26,3,34,3,0,5
"G0800050","1960","Colorado","080","Arapahoe","0050","Arapahoe",56865,224,60,81,30,22,13,55732,166,71,109,14,15,24
"G0800070","1960","Colorado","080","Archuleta","0070","Archuleta",1345,6,2,5,0,0,0,1258,4,4,5,0,0,0
"G0800090","1960","Colorado","080","Baca","0090","Baca",3206,1,28,5,0,1,0,3049,1,15,4,0,0,0
"G0800110","1960","Colorado","080","Bent","0110","Bent",4038,29,6,20,1,0,0,3310,2,0,13,0,0,0
"G0800130","1960","Colorado","080","Boulder","0130","Boulder",36554,74,49,129,14,5,45,37130,67,38,115,14,2,18
"G0800150","1960","Colorado","080","Chaffee","0150","Chaffee",4285,27,6,0,0,0,0,3974,1,2,2,1,0,0
"G0800170","1960","Colorado","080","Cheyenne","0170","Cheyenne",1400,0,0,0,0,0,1,1387,0,0,1,0,0,0
"G0800190","1960","Colorado","080","Clear Creek","0190","Clear Creek",1383,2,0,0,0,0,0,1406,1,1,0,0,0,0
"G0800210","1960","Colorado","080","Conejos","0210","Conejos",4203,1,6,12,0,0,0,4193,2,4,7,0,0,0
"G0800230","1960","Colorado","080","Costilla","0230","Costilla",2091,1,0,47,0,0,0,2044,0,0,35,0,0,1
"G0800250","1960","Colorado","080","Crowley","0250","Crowley",1972,2,1,17,0,0,0,1966,3,0,17,0,0,0
"G0800270","1960","Colorado","080","Custer","0270","Custer",682,0,0,0,0,0,0,623,0,0,0,0,0,0
"G0800290","1960","Colorado","080","Delta","0290","Delta",7800,0,7,12,0,0,2,7761,5,9,4,1,0,1
"G0800310","1960","Colorado","080","Denver","0310","Denver",219388,14691,546,1506,254,94,166,239238,15560,587,1543,138,74,102
"G0800330","1960","Colorado","080","Dolores","0330","Dolores",1051,0,73,0,0,0,0,1008,0,64,0,0,0,0
"G0800350","1960","Colorado","080","Douglas","0350","Douglas",2427,2,4,0,0,0,0,2381,0,1,1,0,0,0
"G0800370","1960","Colorado","080","Eagle","0370","Eagle",2407,1,15,0,0,0,0,2241,1,11,0,0,0,1
"G0800390","1960","Colorado","080","Elbert","0390","Elbert",1921,4,7,0,0,0,0,1771,3,2,0,0,0,0
"G0800410","1960","Colorado","080","El Paso","0410","El Paso",69793,2804,91,138,27,71,40,67914,2265,112,329,17,79,62
"G0800430","1960","Colorado","080","Fremont","0430","Fremont",10556,190,10,1,0,0,0,9426,9,2,1,0,1,0
"G0800450","1960","Colorado","080","Garfield","0450","Garfield",6072,5,4,0,0,0,0,5923,13,0,0,0,0,0
"G0800470","1960","Colorado","080","Gilpin","0470","Gilpin",354,1,0,0,0,0,0,329,1,0,0,0,0,0
"G0800490","1960","Colorado","080","Grand","0490","Grand",1856,3,1,0,0,0,0,1693,3,1,0,0,0,0
"G0800510","1960","Colorado","080","Gunnison","0510","Gunnison",2829,11,0,3,2,0,9,2612,2,0,0,3,1,5
"G0800530","1960","Colorado","080","Hinsdale","0530","Hinsdale",111,0,0,0,0,0,0,97,0,0,0,0,0,0
"G0800550","1960","Colorado","080","Huerfano","0550","Huerfano",3819,30,1,0,1,0,0,3991,24,1,0,0,0,0
"G0800570","1960","Colorado","080","Jackson","0570","Jackson",954,0,3,0,1,1,0,799,0,0,0,0,0,0
"G0800590","1960","Colorado","080","Jefferson","0590","Jefferson",63530,71,90,71,9,10,45,63490,62,19,100,3,5,15
"G0800610","1960","Colorado","080","Kiowa","0610","Kiowa",1226,5,0,0,0,0,1,1186,3,1,0,0,0,3
"G0800630","1960","Colorado","080","Kit Carson","0630","Kit Carson",3561,0,0,0,0,1,1,3390,2,1,0,1,0,0
"G0800650","1960","Colorado","080","Lake","0650","Lake",3619,1,23,0,0,0,0,3434,0,22,2,0,0,0
"G0800670","1960","Colorado","080","La Plata","0670","La Plata",9256,18,349,6,12,0,1,9256,13,301,4,8,0,1
"G0800690","1960","Colorado","080","Larimer","0690","Larimer",26635,51,3,72,18,5,41,26405,35,7,40,10,5,16
"G0800710","1960","Colorado","080","Las Animas","0710","Las Animas",9901,34,6,7,1,11,2,9985,22,3,5,0,6,0
"G0800730","1960","Colorado","080","Lincoln","0730","Lincoln",2744,0,3,0,0,0,0,2563,0,0,0,0,0,0
"G0800750","1960","Colorado","080","Logan","0750","Logan",10062,5,14,26,0,0,0,10171,2,9,12,1,0,0
"G0800770","1960","Colorado","080","Mesa","0770","Mesa",25055,50,23,38,14,0,6,25429,38,17,31,9,1,4
"G0800790","1960","Colorado","080","Mineral","0790","Mineral",230,0,0,0,0,0,0,193,0,1,0,0,0,0
"G0800810","1960","Colorado","080","Moffat","0810","Moffat",3576,1,1,0,0,0,0,3476,6,1,0,0,0,0
"G0800830","1960","Colorado","080","Montezuma","0830","Montezuma",6712,14,405,0,2,0,0,6509,12,367,0,2,0,1
"G0800850","1960","Colorado","080","Montrose","0850","Montrose",9169,3,58,6,0,0,1,8979,2,56,7,0,0,5
"G0800870","1960","Colorado","080","Morgan","0870","Morgan",10538,7,8,25,0,0,0,10582,5,8,19,0,0,0
"G0800890","1960","Colorado","080","Otero","0890","Otero",11674,71,5,70,0,0,1,12159,69,2,73,0,1,3
"G0800910","1960","Colorado","080","Ouray","0910","Ouray",813,0,0,1,0,2,0,780,0,0,0,0,5,0
"G0800930","1960","Colorado","080","Park","0930","Park",964,0,0,0,0,0,0,857,0,0,0,0,0,1
"G0800950","1960","Colorado","080","Phillips","0950","Phillips",2230,0,0,0,0,0,1,2207,1,1,0,0,0,0
"G0800970","1960","Colorado","080","Pitkin","0970","Pitkin",1175,8,0,0,1,0,0,1189,7,1,0,0,0,0
"G0800990","1960","Colorado","080","Prowers","0990","Prowers",6619,10,1,15,0,0,0,6627,6,1,17,0,0,0
"G0801010","1960","Colorado","080","Pueblo","1010","Pueblo",57405,1132,45,60,42,35,30,58680,1115,42,56,22,20,23
"G0801030","1960","Colorado","080","Rio Blanco","1030","Rio Blanco",2650,12,0,0,0,0,1,2480,3,1,3,0,0,0
"G0801050","1960","Colorado","080","Rio Grande","1050","Rio Grande",5533,10,4,5,0,1,0,5591,4,8,4,0,0,0
"G0801070","1960","Colorado","080","Routt","1070","Routt",3024,12,1,1,0,0,0,2849,12,0,0,0,0,1
"G0801090","1960","Colorado","080","Saguache","1090","Saguache",2260,1,2,0,0,0,0,2207,0,3,0,0,0,0
"G0801110","1960","Colorado","080","San Juan","1110","San Juan",430,0,0,0,0,0,0,418,0,1,0,0,0,0
"G0801130","1960","Colorado","080","San Miguel","1130","San Miguel",1387,0,189,0,0,0,0,1203,0,165,0,0,0,0
"G0801150","1960","Colorado","080","Sedgwick","1150","Sedgwick",2094,14,1,41,0,0,0,2046,11,1,34,0,0,0
"G0801170","1960","Colorado","080","Summit","1170","Summit",1083,0,5,0,0,0,0,985,0,0,0,0,0,0
"G0801190","1960","Colorado","080","Teller","1190","Teller",1265,0,0,0,0,0,0,1230,0,0,0,0,0,0
"G0801210","1960","Colorado","080","Washington","1210","Washington",3374,3,2,1,0,0,0,3243,1,1,0,0,0,0
"G0801230","1960","Colorado","080","Weld","1230","Weld",35437,53,37,338,4,8,16,36011,48,20,353,4,8,7
"G0801250","1960","Colorado","080","Yuma","1250","Yuma",4446,1,4,0,0,1,0,4459,0,1,0,0,0,0
"G0900010","1960","Connecticut","090","Fairfield","0010","Fairfield",301603,16002,90,85,146,58,71,317524,17612,101,62,111,34,90
"G0900030","1960","Connecticut","090","Hartford","0030","Hartford",321767,15931,74,66,103,52,115,335271,15784,87,95,86,48,76
"G0900050","1960","Connecticut","090","Litchfield","0050","Litchfield",58469,401,20,7,6,13,8,60441,444,22,8,7,2,8
"G0900070","1960","Connecticut","090","Middlesex","0070","Middlesex",43014,905,8,13,6,3,8,43910,960,9,15,2,2,10
"G0900090","1960","Connecticut","090","New Haven","0090","New Haven",306411,16469,114,106,182,40,171,318710,17653,105,109,111,39,95
"G0900110","1960","Connecticut","090","New London","0110","New London",90809,2331,92,8,48,288,80,89495,2235,105,34,38,132,50
"G0900130","1960","Connecticut","090","Tolland","0130","Tolland",34343,233,6,12,11,1,9,33879,210,3,14,8,2,6
"G0900150","1960","Connecticut","090","Windham","0150","Windham",33237,122,52,6,0,2,2,34933,157,35,13,0,10,3
"G1000010","1960","Delaware","100","Kent","0010","Kent",29147,5033,67,15,16,8,94,26500,4537,63,72,7,6,86
"G1000030","1960","Delaware","100","New Castle","0030","New Castle",132630,17687,25,21,91,30,38,138395,18352,31,37,71,21,17
"G1000050","1960","Delaware","100","Sussex","0050","Sussex",28409,7591,210,2,5,0,17,29246,7488,201,5,1,2,18
"G1100010","1960","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",158124,196257,274,368,1542,670,936,187139,215480,313,532,1090,488,743
"G1200010","1960","Florida","120","Alachua","0010","Alachua",28521,9203,3,16,42,7,63,25945,10209,4,14,26,7,14
"G1200030","1960","Florida","120","Baker","0030","Baker",2913,777,0,0,0,0,1,2850,820,0,1,0,1,0
"G1200050","1960","Florida","120","Bay","0050","Bay",29554,4643,30,18,4,8,8,27526,5251,26,44,1,6,12
"G1200070","1960","Florida","120","Bradford","0070","Bradford",4918,1405,0,0,0,0,0,4651,1471,0,1,0,0,0
"G1200090","1960","Florida","120","Brevard","0090","Brevard",50286,6348,49,11,10,5,15,48623,5986,29,41,4,8,20
"G1200110","1960","Florida","120","Broward","0110","Broward",135136,26757,115,31,33,59,38,143488,28059,129,25,21,16,39
"G1200130","1960","Florida","120","Calhoun","0130","Calhoun",3117,567,0,0,0,0,0,3115,622,0,1,0,0,0
"G1200150","1960","Florida","120","Charlotte","0150","Charlotte",5956,369,2,0,0,2,1,5913,348,2,0,0,0,1
"G1200170","1960","Florida","120","Citrus","0170","Citrus",3829,782,2,0,0,0,0,3785,865,5,0,0,0,0
"G1200190","1960","Florida","120","Clay","0190","Clay",8808,1310,0,2,0,5,8,8029,1342,1,19,0,5,6
"G1200210","1960","Florida","120","Collier","0210","Collier",6805,1229,80,4,0,2,5,6490,1051,85,2,0,0,0
"G1200230","1960","Florida","120","Columbia","0230","Columbia",6958,2960,9,1,0,0,0,7035,3110,2,2,0,0,0
"G1200250","1960","Florida","120","Dade","0250","Dade",388613,67310,273,117,265,200,80,407441,69989,254,154,176,90,85
"G1200270","1960","Florida","120","De Soto","0270","De Soto",4393,1322,3,0,1,0,2,4748,1210,2,2,0,0,0
"G1200290","1960","Florida","120","Dixie","0290","Dixie",1924,322,0,0,0,0,0,1905,326,0,0,0,1,1
"G1200310","1960","Florida","120","Duval","0310","Duval",173418,49945,59,47,77,180,40,175615,55710,54,80,57,79,50
"G1200330","1960","Florida","120","Escambia","0330","Escambia",68832,17037,52,3,6,180,103,68593,18819,51,26,1,69,57
"G1200350","1960","Florida","120","Flagler","0350","Flagler",1406,887,1,0,0,2,1,1420,846,1,0,0,2,0
"G1200370","1960","Florida","120","Franklin","0370","Franklin",2540,651,0,0,0,0,2,2640,740,1,1,0,0,1
"G1200390","1960","Florida","120","Gadsden","0390","Gadsden",8116,11838,4,0,0,0,2,8922,13106,0,1,0,0,0
"G1200410","1960","Florida","120","Gilchrist","0410","Gilchrist",1290,154,0,0,0,0,3,1244,174,0,0,0,0,3
"G1200430","1960","Florida","120","Glades","0430","Glades",886,644,103,0,0,0,1,841,369,106,0,0,0,0
"G1200450","1960","Florida","120","Gulf","0450","Gulf",3827,1159,1,0,1,0,0,3723,1226,0,0,0,0,0
"G1200470","1960","Florida","120","Hamilton","0470","Hamilton",2099,1664,1,0,0,0,0,2176,1761,3,1,0,0,0
"G1200490","1960","Florida","120","Hardee","0490","Hardee",5640,590,24,1,0,0,0,5566,548,0,1,0,0,0
"G1200510","1960","Florida","120","Hendry","0510","Hendry",3015,1025,103,2,0,0,7,2906,959,100,2,0,0,0
"G1200530","1960","Florida","120","Hernando","0530","Hernando",4436,1186,0,0,0,0,0,4414,1166,2,1,0,0,0
"G1200550","1960","Florida","120","Highlands","0550","Highlands",8284,2252,24,1,0,0,5,8536,2205,21,1,0,0,9
"G1200570","1960","Florida","120","Hillsborough","0570","Hillsborough",168189,27124,55,28,25,15,28,173763,28374,45,83,17,16,26
"G1200590","1960","Florida","120","Holmes","0590","Holmes",5242,207,0,0,0,0,1,5148,245,1,0,0,0,0
"G1200610","1960","Florida","120","Indian River","0610","Indian River",9665,2668,4,0,1,0,0,10255,2712,2,1,0,1,0
"G1200630","1960","Florida","120","Jackson","0630","Jackson",12940,5607,1,1,0,1,0,12026,5625,1,2,0,3,1
"G1200650","1960","Florida","120","Jefferson","0650","Jefferson",1908,2635,1,0,0,0,0,1993,3006,0,0,0,0,0
"G1200670","1960","Florida","120","Lafayette","0670","Lafayette",1293,174,0,0,0,0,0,1252,170,0,0,0,0,0
"G1200690","1960","Florida","120","Lake","0690","Lake",22691,6173,18,2,0,0,9,23518,4949,16,4,0,0,3
"G1200710","1960","Florida","120","Lee","0710","Lee",22750,4322,2,0,0,1,21,23214,4218,3,4,0,2,2
"G1200730","1960","Florida","120","Leon","0730","Leon",24459,11631,10,17,12,3,38,25357,12651,7,10,8,4,18
"G1200750","1960","Florida","120","Levy","0750","Levy",3632,1564,0,0,0,0,0,3599,1568,1,0,0,0,0
"G1200770","1960","Florida","120","Liberty","0770","Liberty",1336,223,0,0,0,0,0,1324,255,0,0,0,0,0
"G1200790","1960","Florida","120","Madison","0790","Madison",3650,3106,0,0,0,0,0,3780,3617,1,0,0,0,0
"G1200810","1960","Florida","120","Manatee","0810","Manatee",28171,5176,4,1,25,1,16,30471,5276,4,3,17,0,3
"G1200830","1960","Florida","120","Marion","0830","Marion",16535,8392,7,2,0,0,4,17051,9609,9,6,0,0,1
"G1200850","1960","Florida","120","Martin","0850","Martin",6750,1693,0,1,4,3,9,6763,1699,0,0,1,0,9
"G1200870","1960","Florida","120","Monroe","0870","Monroe",24134,2517,9,5,2,88,26,18818,2253,1,24,0,30,14
"G1200890","1960","Florida","120","Nassau","0890","Nassau",6514,1996,11,0,5,0,0,6361,2291,9,0,2,0,0
"G1200910","1960","Florida","120","Okaloosa","0910","Okaloosa",29656,2022,22,26,8,16,21,27323,1950,14,80,12,10,15
"G1200930","1960","Florida","120","Okeechobee","0930","Okeechobee",2788,584,7,0,0,2,3,2568,467,4,0,0,1,0
"G1200950","1960","Florida","120","Orange","0950","Orange",109757,19924,46,42,25,14,35,114348,19164,43,60,35,21,26
"G1200970","1960","Florida","120","Osceola","0970","Osceola",8239,982,11,2,0,2,1,8782,995,10,2,0,2,1
"G1200990","1960","Florida","120","Palm Beach","0990","Palm Beach",85080,27190,9,16,9,33,62,90851,24763,16,30,2,10,35
"G1201010","1960","Florida","120","Pasco","1010","Pasco",16315,2313,6,0,0,1,3,16384,1752,6,3,0,0,2
"G1201030","1960","Florida","120","Pinellas","1030","Pinellas",161045,15937,40,31,15,21,15,180316,17151,26,42,4,7,15
"G1201050","1960","Florida","120","Polk","1050","Polk",78839,18354,41,17,9,0,11,80168,17606,56,20,9,2,7
"G1201070","1960","Florida","120","Putnam","1070","Putnam",10898,4785,8,0,2,0,1,11282,5225,6,2,2,0,1
"G1201090","1960","Florida","120","St Johns","1090","St Johns",10528,3842,1,0,5,0,2,11276,4371,0,1,2,1,5
"G1201110","1960","Florida","120","St Lucie","1110","St Lucie",13054,6488,9,0,5,1,4,13469,6244,9,1,7,1,2
"G1201130","1960","Florida","120","Santa Rosa","1130","Santa Rosa",14476,989,3,2,0,65,37,12908,1029,4,10,1,21,2
"G1201150","1960","Florida","120","Sarasota","1150","Sarasota",33390,3634,9,3,5,5,8,36038,3778,12,1,2,1,9
"G1201170","1960","Florida","120","Seminole","1170","Seminole",20900,6559,2,14,0,9,11,20473,6941,1,20,0,6,11
"G1201190","1960","Florida","120","Sumter","1190","Sumter",4461,1499,5,0,0,0,0,4348,1554,2,0,0,0,0
"G1201210","1960","Florida","120","Suwannee","1210","Suwannee",5415,1946,2,0,0,1,0,5473,2118,5,1,0,0,0
"G1201230","1960","Florida","120","Taylor","1230","Taylor",5065,1536,2,0,0,0,0,4866,1698,0,0,1,0,0
"G1201250","1960","Florida","120","Union","1250","Union",2700,1136,1,0,0,0,0,1726,480,0,0,0,0,0
"G1201270","1960","Florida","120","Volusia","1270","Volusia",49530,10053,13,5,14,3,17,54647,10995,11,8,5,3,15
"G1201290","1960","Florida","120","Wakulla","1290","Wakulla",1873,721,1,0,0,0,1,1882,779,0,0,0,0,0
"G1201310","1960","Florida","120","Walton","1310","Walton",6719,1032,1,1,0,0,0,6742,1075,2,4,0,0,0
"G1201330","1960","Florida","120","Washington","1330","Washington",4486,1037,0,0,0,0,0,4585,1138,0,3,0,0,0
"G1300010","1960","Georgia","130","Appling","0010","Appling",5121,1486,2,0,0,0,0,5077,1556,3,0,0,1,0
"G1300030","1960","Georgia","130","Atkinson","0030","Atkinson",2257,897,0,0,0,0,0,2154,880,0,0,0,0,0
"G1300050","1960","Georgia","130","Bacon","0050","Bacon",3584,545,0,0,0,0,0,3688,541,1,0,0,0,0
"G1300070","1960","Georgia","130","Baker","0070","Baker",917,1322,0,0,1,0,0,950,1352,0,0,0,1,0
"G1300090","1960","Georgia","130","Baldwin","0090","Baldwin",9724,6297,1,1,0,2,0,10844,7184,2,3,0,3,3
"G1300110","1960","Georgia","130","Banks","0110","Banks",3017,215,0,0,0,0,0,3054,211,0,0,0,0,0
"G1300130","1960","Georgia","130","Barrow","0130","Barrow",5748,1217,0,0,0,0,1,6175,1340,0,1,0,1,2
"G1300150","1960","Georgia","130","Bartow","0150","Bartow",11802,2030,0,0,0,1,0,12181,2249,1,1,0,1,1
"G1300170","1960","Georgia","130","Ben Hill","0170","Ben Hill",4344,2132,1,1,0,0,0,4737,2416,0,2,0,0,0
"G1300190","1960","Georgia","130","Berrien","0190","Berrien",5087,915,0,0,0,0,0,5108,927,0,1,0,0,0
"G1300210","1960","Georgia","130","Bibb","0210","Bibb",44950,21727,7,6,2,1,3,49126,25404,8,6,3,2,4
"G1300230","1960","Georgia","130","Bleckley","0230","Bleckley",3465,1278,1,1,0,0,1,3426,1466,1,2,0,0,1
"G1300250","1960","Georgia","130","Brantley","0250","Brantley",2635,417,0,0,0,0,0,2483,356,0,0,0,0,0
"G1300270","1960","Georgia","130","Brooks","0270","Brooks",3825,3563,2,0,0,1,0,4008,3889,3,0,0,1,0
"G1300290","1960","Georgia","130","Bryan","0290","Bryan",1994,1119,0,0,0,0,0,1933,1179,0,1,0,0,0
"G1300310","1960","Georgia","130","Bulloch","0310","Bulloch",7565,4402,0,4,0,0,0,7743,4545,0,4,0,0,0
"G1300330","1960","Georgia","130","Burke","0330","Burke",3400,6427,2,0,0,0,0,3511,7254,1,0,0,0,1
"G1300350","1960","Georgia","130","Butts","0350","Butts",2316,2015,0,0,0,0,0,2477,2168,0,0,0,0,0
"G1300370","1960","Georgia","130","Calhoun","0370","Calhoun",1239,2261,0,0,0,0,0,1323,2518,0,0,0,0,0
"G1300390","1960","Georgia","130","Camden","0390","Camden",2989,1948,0,6,0,31,0,2962,2025,1,3,0,10,0
"G1300430","1960","Georgia","130","Candler","0430","Candler",2127,1149,3,0,0,0,0,2174,1212,7,0,0,0,0
"G1300450","1960","Georgia","130","Carroll","0450","Carroll",14408,3370,2,0,1,0,0,15049,3617,3,1,0,0,0
"G1300470","1960","Georgia","130","Catoosa","0470","Catoosa",10328,160,0,2,0,0,0,10461,147,0,3,0,0,0
"G1300490","1960","Georgia","130","Charlton","0490","Charlton",1773,854,2,0,0,0,1,1838,843,2,0,0,0,0
"G1300510","1960","Georgia","130","Chatham","0510","Chatham",60640,29820,16,11,65,21,16,63476,34110,17,14,63,15,15
"G1300530","1960","Georgia","130","Chattahoochee","0530","Chattahoochee",8358,1687,37,26,17,12,18,2236,590,7,15,0,4,4
"G1300550","1960","Georgia","130","Chattooga","0550","Chattooga",8887,898,4,0,0,0,0,9215,940,9,0,0,0,1
"G1300570","1960","Georgia","130","Cherokee","0570","Cherokee",10985,437,2,0,1,1,1,11105,465,2,1,1,0,0
"G1300590","1960","Georgia","130","Clarke","0590","Clarke",16955,5271,3,2,6,42,17,16793,6251,2,1,3,10,7
"G1300610","1960","Georgia","130","Clay","0610","Clay",845,1371,0,0,0,0,0,869,1466,0,0,0,0,0
"G1300630","1960","Georgia","130","Clayton","0630","Clayton",20959,2273,1,4,2,5,0,20636,2472,1,3,1,5,3
"G1300650","1960","Georgia","130","Clinch","0650","Clinch",2056,1307,5,1,0,0,0,2003,1164,9,0,0,0,0
"G1300670","1960","Georgia","130","Cobb","0670","Cobb",52632,3850,7,2,3,3,2,53464,4182,6,7,3,9,4
"G1300690","1960","Georgia","130","Coffee","0690","Coffee",8048,2929,0,1,1,0,3,7917,3050,0,0,0,0,4
"G1300710","1960","Georgia","130","Colquitt","0710","Colquitt",12804,3930,1,0,2,1,1,13021,4281,4,0,1,2,0
"G1300730","1960","Georgia","130","Columbia","0730","Columbia",4306,2337,1,0,2,0,3,4331,2433,0,2,2,0,6
"G1300750","1960","Georgia","130","Cook","0750","Cook",4113,1689,0,1,0,0,0,4223,1795,0,1,0,0,0
