GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BDK001,BDK002,BDK003,BDK004,BDK005,BDK006
"G0400230","1930","Arizona","040","Santa Cruz","0230","Santa Cruz",2156,1677,568,150,2411,2722
"G0400250","1930","Arizona","040","Yavapai","0250","Yavapai",10833,8214,92,89,5138,4104
"G0400270","1930","Arizona","040","Yuma","0270","Yuma",6299,4818,427,356,3223,2693
"G0500010","1930","Arkansas","050","Arkansas","0010","Arkansas",9104,8277,2459,2457,3,0
"G0500030","1930","Arkansas","050","Ashley","0030","Ashley",6855,6410,6043,5815,15,13
"G0500050","1930","Arkansas","050","Baxter","0050","Baxter",4904,4614,0,1,0,0
"G0500070","1930","Arkansas","050","Benton","0070","Benton",17626,17379,42,46,74,86
"G0500090","1930","Arkansas","050","Boone","0090","Boone",7589,7343,0,0,3,2
"G0500110","1930","Arkansas","050","Bradley","0110","Bradley",5993,5747,2797,2955,2,0
"G0500130","1930","Arkansas","050","Calhoun","0130","Calhoun",3490,3269,1449,1544,0,0
"G0500150","1930","Arkansas","050","Carroll","0150","Carroll",8013,7780,14,11,1,1
"G0500170","1930","Arkansas","050","Chicot","0170","Chicot",4461,4014,7050,7093,22,6
"G0500190","1930","Arkansas","050","Clark","0190","Clark",8950,8689,3684,3609,0,0
"G0500210","1930","Arkansas","050","Clay","0210","Clay",13981,13287,8,2,0,0
"G0500230","1930","Arkansas","050","Cleburne","0230","Cleburne",5810,5560,0,3,0,0
"G0500250","1930","Arkansas","050","Cleveland","0250","Cleveland",4847,4419,1770,1708,0,0
"G0500270","1930","Arkansas","050","Columbia","0270","Columbia",7445,7147,6332,6394,1,1
"G0500290","1930","Arkansas","050","Conway","0290","Conway",8086,7885,2936,3041,1,0
"G0500310","1930","Arkansas","050","Craighead","0310","Craighead",22076,20920,823,918,3,0
"G0500330","1930","Arkansas","050","Crawford","0330","Crawford",10811,10636,537,562,3,0
"G0500350","1930","Arkansas","050","Crittenden","0350","Crittenden",4432,3898,15983,15383,13,8
"G0500370","1930","Arkansas","050","Cross","0370","Cross",7644,7083,5493,5498,4,1
"G0500390","1930","Arkansas","050","Dallas","0390","Dallas",4841,4614,2509,2707,0,0
"G0500410","1930","Arkansas","050","Desha","0410","Desha",4157,3707,6938,6965,26,21
"G0500430","1930","Arkansas","050","Drew","0430","Drew",5547,5229,4471,4681,0,0
"G0500450","1930","Arkansas","050","Faulkner","0450","Faulkner",12474,12247,1816,1841,0,3
"G0500470","1930","Arkansas","050","Franklin","0470","Franklin",7788,7622,169,183,0,0
"G0500490","1930","Arkansas","050","Fulton","0490","Fulton",5560,5274,0,0,0,0
"G0500510","1930","Arkansas","050","Garland","0510","Garland",15919,15284,2193,2607,19,9
"G0500530","1930","Arkansas","050","Grant","0530","Grant",4720,4242,440,432,0,0
"G0500550","1930","Arkansas","050","Greene","0550","Greene",13406,12688,14,8,6,5
"G0500570","1930","Arkansas","050","Hempstead","0570","Hempstead",9042,8677,6419,6709,0,0
"G0500590","1930","Arkansas","050","Hot Spring","0590","Hot Spring",8027,7766,1159,1152,1,0
"G0500610","1930","Arkansas","050","Howard","0610","Howard",6980,6682,1865,1961,0,1
"G0500630","1930","Arkansas","050","Independence","0630","Independence",11969,11358,422,472,1,3
"G0500650","1930","Arkansas","050","Izard","0650","Izard",6466,6231,89,86,0,0
"G0500670","1930","Arkansas","050","Jackson","0670","Jackson",11701,10991,2709,2539,3,0
"G0500690","1930","Arkansas","050","Jefferson","0690","Jefferson",13907,13096,18113,19003,29,6
"G0500710","1930","Arkansas","050","Johnson","0710","Johnson",9642,9269,187,179,5,7
"G0500730","1930","Arkansas","050","Lafayette","0730","Lafayette",4337,4172,4143,4268,8,6
"G0500750","1930","Arkansas","050","Lawrence","0750","Lawrence",10928,10305,203,227,0,0
"G0500770","1930","Arkansas","050","Lee","0770","Lee",4813,4397,8707,8702,8,10
"G0500790","1930","Arkansas","050","Lincoln","0790","Lincoln",3719,3428,6731,6359,10,3
"G0500810","1930","Arkansas","050","Little River","0810","Little River",4862,4607,2980,3033,20,13
"G0500830","1930","Arkansas","050","Logan","0830","Logan",11921,11662,271,256,0,0
"G0500850","1930","Arkansas","050","Lonoke","0850","Lonoke",11977,10864,5499,5418,1,0
"G0500870","1930","Arkansas","050","Madison","0870","Madison",6821,6497,5,11,0,0
"G0500890","1930","Arkansas","050","Marion","0890","Marion",4574,4301,1,0,0,0
"G0500910","1930","Arkansas","050","Miller","0910","Miller",10700,10253,4650,4892,63,28
"G0500930","1930","Arkansas","050","Mississippi","0930","Mississippi",22360,20734,13332,12813,33,17
"G0500950","1930","Arkansas","050","Monroe","0950","Monroe",4786,4362,5752,5749,2,0
"G0500970","1930","Arkansas","050","Montgomery","0970","Montgomery",5470,5155,70,66,6,1
"G0500990","1930","Arkansas","050","Nevada","0990","Nevada",6666,6497,3580,3664,0,0
"G0501010","1930","Arkansas","050","Newton","1010","Newton",5481,5082,0,0,1,0
"G0501030","1930","Arkansas","050","Ouachita","1030","Ouachita",8606,8272,6339,6648,15,10
"G0501050","1930","Arkansas","050","Perry","1050","Perry",3752,3489,210,244,0,0
"G0501070","1930","Arkansas","050","Phillips","1070","Phillips",6883,6445,13440,13829,60,26
"G0501090","1930","Arkansas","050","Pike","1090","Pike",5496,5173,595,527,1,0
"G0501110","1930","Arkansas","050","Poinsett","1110","Poinsett",13370,11992,2189,2142,2,0
"G0501130","1930","Arkansas","050","Polk","1130","Polk",7471,7374,2,1,3,6
"G0501150","1930","Arkansas","050","Pope","1150","Pope",12675,12552,646,674,0,0
"G0501170","1930","Arkansas","050","Prairie","1170","Prairie",5978,5577,1849,1771,6,6
"G0501190","1930","Arkansas","050","Pulaski","1190","Pulaski",48213,49249,18953,21262,29,21
"G0501210","1930","Arkansas","050","Randolph","1210","Randolph",8570,8030,139,132,0,0
"G0501230","1930","Arkansas","050","St Francis","1230","St Francis",5565,5315,11350,11135,20,9
"G0501250","1930","Arkansas","050","Saline","1250","Saline",7708,7291,290,268,63,40
"G0501270","1930","Arkansas","050","Scott","1270","Scott",6063,5727,6,7,0,0
"G0501290","1930","Arkansas","050","Searcy","1290","Searcy",5681,5362,1,0,9,3
"G0501310","1930","Arkansas","050","Sebastian","1310","Sebastian",24807,25567,1871,2119,33,29
"G0501330","1930","Arkansas","050","Sevier","1330","Sevier",7444,7163,879,874,1,3
"G0501350","1930","Arkansas","050","Sharp","1350","Sharp",5504,5192,11,8,0,0
"G0501370","1930","Arkansas","050","Stone","1370","Stone",4128,3849,6,9,1,0
"G0501390","1930","Arkansas","050","Union","1390","Union",19609,18678,8478,9006,19,10
"G0501410","1930","Arkansas","050","Van Buren","1410","Van Buren",6018,5820,66,55,2,1
"G0501430","1930","Arkansas","050","Washington","1430","Washington",19530,19217,225,246,18,19
"G0501450","1930","Arkansas","050","White","1450","White",18624,17770,937,935,1,2
"G0501470","1930","Arkansas","050","Woodruff","1470","Woodruff",6643,5996,4992,5044,3,4
"G0501490","1930","Arkansas","050","Yell","1490","Yell",10245,9895,578,595,0,0
"G0600010","1930","California","060","Alameda","0010","Alameda",221339,226505,5000,5150,10169,6720
"G0600030","1930","California","060","Alpine","0030","Alpine",87,50,0,0,50,54
"G0600050","1930","California","060","Amador","0050","Amador",4746,2687,33,1,701,326
"G0600070","1930","California","060","Butte","0070","Butte",17620,14950,163,140,803,417
"G0600090","1930","California","060","Calaveras","0090","Calaveras",3239,2319,6,2,252,190
"G0600110","1930","California","060","Colusa","0110","Colusa",4960,3868,45,23,1021,341
"G0600130","1930","California","060","Contra Costa","0130","Contra Costa",39290,32171,214,141,4382,2410
"G0600150","1930","California","060","Del Norte","0150","Del Norte",2426,1807,2,1,269,234
"G0600170","1930","California","060","El Dorado","0170","El Dorado",4759,3324,14,10,143,75
"G0600190","1930","California","060","Fresno","0190","Fresno",65382,60495,754,609,9665,7474
"G0600210","1930","California","060","Glenn","0210","Glenn",5787,4811,22,18,192,105
"G0600230","1930","California","060","Humboldt","0230","Humboldt",22902,17935,20,17,1241,1118
"G0600250","1930","California","060","Imperial","0250","Imperial",19050,14086,1072,882,14966,10847
"G0600270","1930","California","060","Inyo","0270","Inyo",3013,2176,7,7,739,613
"G0600290","1930","California","060","Kern","0290","Kern",38369,33203,1112,1030,5044,3812
"G0600310","1930","California","060","Kings","0310","Kings",11018,9701,131,116,2469,1950
"G0600330","1930","California","060","Lake","0330","Lake",3673,3080,3,2,204,204
"G0600350","1930","California","060","Lassen","0350","Lassen",5934,4499,22,16,1557,561
"G0600370","1930","California","060","Los Angeles","0370","Los Angeles",955202,994680,21827,24598,114661,97524
"G0600390","1930","California","060","Madera","0390","Madera",7583,6290,223,193,1594,1281
"G0600410","1930","California","060","Marin","0410","Marin",22658,17203,261,29,1336,161
"G0600430","1930","California","060","Mariposa","0430","Mariposa",1827,1180,4,5,123,94
"G0600450","1930","California","060","Mendocino","0450","Mendocino",12392,9602,33,16,822,640
"G0600470","1930","California","060","Merced","0470","Merced",18100,14520,259,184,2092,1593
"G0600490","1930","California","060","Modoc","0490","Modoc",4156,2980,6,5,585,306
"G0600510","1930","California","060","Mono","0510","Mono",710,329,3,0,162,156
"G0600530","1930","California","060","Monterey","0530","Monterey",24501,19861,137,132,6750,2324
"G0600550","1930","California","060","Napa","0550","Napa",12197,10257,46,31,253,113
"G0600570","1930","California","060","Nevada","0570","Nevada",5709,4571,6,2,225,83
"G0600590","1930","California","060","Orange","0590","Orange",49751,50049,128,103,10222,8421
"G0600610","1930","California","060","Placer","0610","Placer",11275,9133,37,29,2460,1534
"G0600630","1930","California","060","Plumas","0630","Plumas",4710,2517,60,23,416,187
"G0600650","1930","California","060","Riverside","0650","Riverside",32186,30140,656,647,9601,7794
"G0600670","1930","California","060","Sacramento","0670","Sacramento",64960,56585,840,645,12947,6022
"G0600690","1930","California","060","San Benito","0690","San Benito",5198,4444,21,19,1066,563
"G0600710","1930","California","060","San Bernardino","0710","San Bernardino",54938,51878,649,653,14162,11620
"G0600730","1930","California","060","San Diego","0730","San Diego",94602,91606,1411,1475,10961,9604
"G0600750","1930","California","060","San Francisco","0750","San Francisco",311413,283556,2190,1613,24430,11192
"G0600770","1930","California","060","San Joaquin","0770","San Joaquin",48229,41028,312,260,9198,3913
"G0600790","1930","California","060","San Luis Obispo","0790","San Luis Obispo",13768,11864,26,11,2752,1192
"G0600810","1930","California","060","San Mateo","0810","San Mateo",38981,34523,220,209,2339,1133
"G0600830","1930","California","060","Santa Barbara","0830","Santa Barbara",26991,25953,254,327,7319,4323
"G0600850","1930","California","060","Santa Clara","0850","Santa Clara",67924,67264,259,277,5748,3646
"G0600870","1930","California","060","Santa Cruz","0870","Santa Cruz",17896,16872,35,29,1631,970
"G0600890","1930","California","060","Shasta","0890","Shasta",7358,5527,45,33,581,383
"G0600910","1930","California","060","Sierra","0910","Sierra",1372,899,5,0,92,54
"G0600930","1930","California","060","Siskiyou","0930","Siskiyou",13201,9741,350,291,1164,733
"G0600950","1930","California","060","Solano","0950","Solano",20071,15915,203,173,3475,997
"G0600970","1930","California","060","Sonoma","0970","Sonoma",31669,28610,69,38,1083,753
"G0600990","1930","California","060","Stanislaus","0990","Stanislaus",28801,25473,108,105,1304,850
"G0601010","1930","California","060","Sutter","1010","Sutter",7299,5799,10,6,1214,290
"G0601030","1930","California","060","Tehama","1030","Tehama",7219,6130,38,26,287,166
"G0601050","1930","California","060","Trinity","1050","Trinity",1608,877,6,0,179,139
"G0601070","1930","California","060","Tulare","1070","Tulare",35423,31752,432,387,5357,4091
"G0601090","1930","California","060","Tuolumne","1090","Tuolumne",4863,3619,14,6,471,298
"G0601110","1930","California","060","Ventura","1110","Ventura",20793,19272,47,78,8089,6697
"G0601130","1930","California","060","Yolo","1130","Yolo",10760,8339,109,85,3166,1185
"G0601150","1930","California","060","Yuba","1150","Yuba",5546,4308,93,88,925,371
"G0800010","1930","Colorado","080","Adams","0010","Adams",10145,8337,73,34,907,749
"G0800030","1930","Colorado","080","Alamosa","0030","Alamosa",4145,3878,27,22,276,254
"G0800050","1930","Colorado","080","Arapahoe","0050","Arapahoe",11553,10687,54,50,175,128
"G0800070","1930","Colorado","080","Archuleta","0070","Archuleta",903,726,0,0,792,783
"G0800090","1930","Colorado","080","Baca","0090","Baca",5684,4832,1,1,31,21
"G0800110","1930","Colorado","080","Bent","0110","Bent",4383,3681,7,8,598,457
"G0800130","1930","Colorado","080","Boulder","0130","Boulder",15150,15344,65,63,954,880
"G0800150","1930","Colorado","080","Chaffee","0150","Chaffee",3783,3403,14,9,566,351
"G0800170","1930","Colorado","080","Cheyenne","0170","Cheyenne",1987,1688,1,0,33,14
"G0800190","1930","Colorado","080","Clear Creek","0190","Clear Creek",1119,1016,3,8,6,3
"G0800210","1930","Colorado","080","Conejos","0210","Conejos",4989,4711,3,1,51,48
"G0800230","1930","Colorado","080","Costilla","0230","Costilla",2759,2643,1,0,223,153
"G0800250","1930","Colorado","080","Crowley","0250","Crowley",2407,2167,7,10,729,614
"G0800270","1930","Colorado","080","Custer","0270","Custer",1084,914,25,11,48,42
"G0800290","1930","Colorado","080","Delta","0290","Delta",6835,6329,0,1,547,492
"G0800310","1930","Colorado","080","Denver","0310","Denver",132406,140571,3365,3839,4101,3579
"G0800330","1930","Colorado","080","Dolores","0330","Dolores",757,621,0,0,16,18
"G0800350","1930","Colorado","080","Douglas","0350","Douglas",1866,1517,2,0,56,57
"G0800370","1930","Colorado","080","Eagle","0370","Eagle",2023,1503,1,0,244,153
"G0800390","1930","Colorado","080","Elbert","0390","Elbert",3504,3005,5,8,44,14
"G0800410","1930","Colorado","080","El Paso","0410","El Paso",22934,24737,489,607,431,372
"G0800430","1930","Colorado","080","Fremont","0430","Fremont",9415,8325,153,63,589,351
"G0800450","1930","Colorado","080","Garfield","0450","Garfield",5093,4529,8,3,203,139
"G0800470","1930","Colorado","080","Gilpin","0470","Gilpin",674,529,0,0,3,6
"G0800490","1930","Colorado","080","Grand","0490","Grand",1211,862,0,0,20,15
"G0800510","1930","Colorado","080","Gunnison","0510","Gunnison",2931,2328,9,4,138,117
"G0800530","1930","Colorado","080","Hinsdale","0530","Hinsdale",253,178,1,2,9,6
"G0800550","1930","Colorado","080","Huerfano","0550","Huerfano",7554,6787,139,115,1301,1166
"G0800570","1930","Colorado","080","Jackson","0570","Jackson",786,571,0,0,18,11
"G0800590","1930","Colorado","080","Jefferson","0590","Jefferson",11162,10420,29,35,82,82
"G0800610","1930","Colorado","080","Kiowa","0610","Kiowa",1972,1722,30,0,57,5
"G0800630","1930","Colorado","080","Kit Carson","0630","Kit Carson",5120,4593,0,0,6,6
"G0800650","1930","Colorado","080","Lake","0650","Lake",2506,2093,8,9,158,125
"G0800670","1930","Colorado","080","La Plata","0670","La Plata",5703,5033,19,16,1121,1083
"G0800690","1930","Colorado","080","Larimer","0690","Larimer",15676,15380,5,8,1139,929
"G0800710","1930","Colorado","080","Las Animas","0710","Las Animas",16015,14898,152,134,2506,2303
"G0800730","1930","Colorado","080","Lincoln","0730","Lincoln",4098,3667,0,1,55,29
"G0800750","1930","Colorado","080","Logan","0750","Logan",9865,9127,18,21,471,444
"G0800770","1930","Colorado","080","Mesa","0770","Mesa",12718,12093,37,35,594,431
"G0800790","1930","Colorado","080","Mineral","0790","Mineral",343,265,1,0,20,11
"G0800810","1930","Colorado","080","Moffat","0810","Moffat",2685,2139,1,0,36,0
"G0800830","1930","Colorado","080","Montezuma","0830","Montezuma",3496,3019,1,2,676,604
"G0800850","1930","Colorado","080","Montrose","0850","Montrose",5548,4930,4,4,671,585
"G0800870","1930","Colorado","080","Morgan","0870","Morgan",8735,8095,21,14,738,681
"G0800890","1930","Colorado","080","Otero","0890","Otero",10059,9785,115,107,2325,1999
"G0800910","1930","Colorado","080","Ouray","0910","Ouray",986,794,2,1,1,0
"G0800930","1930","Colorado","080","Park","0930","Park",1157,827,0,0,50,18
"G0800950","1930","Colorado","080","Phillips","0950","Phillips",3048,2740,0,0,4,5
"G0800970","1930","Colorado","080","Pitkin","0970","Pitkin",976,789,1,2,2,0
"G0800990","1930","Colorado","080","Prowers","0990","Prowers",7023,6234,22,24,756,703
"G0801010","1930","Colorado","080","Pueblo","1010","Pueblo",30196,28997,647,686,2926,2586
"G0801030","1930","Colorado","080","Rio Blanco","1030","Rio Blanco",1654,1276,9,7,20,14
"G0801050","1930","Colorado","080","Rio Grande","1050","Rio Grande",4884,4632,3,1,221,212
"G0801070","1930","Colorado","080","Routt","1070","Routt",5028,3894,72,53,189,116
"G0801090","1930","Colorado","080","Saguache","1090","Saguache",3199,2543,1,1,276,230
"G0801110","1930","Colorado","080","San Juan","1110","San Juan",1157,617,1,3,104,53
"G0801130","1930","Colorado","080","San Miguel","1130","San Miguel",1131,976,1,1,55,20
"G0801150","1930","Colorado","080","Sedgwick","1150","Sedgwick",2719,2382,2,2,262,213
"G0801170","1930","Colorado","080","Summit","1170","Summit",578,402,0,0,6,1
"G0801190","1930","Colorado","080","Teller","1190","Teller",2268,1855,3,4,9,2
"G0801210","1930","Colorado","080","Washington","1210","Washington",5102,4339,15,12,65,58
"G0801230","1930","Colorado","080","Weld","1230","Weld",28795,26630,65,46,5163,4398
"G0801250","1930","Colorado","080","Yuma","1250","Yuma",7186,6391,1,1,19,15
"G0900010","1930","Connecticut","090","Fairfield","0010","Fairfield",188381,189882,4010,4183,216,30
"G0900030","1930","Connecticut","090","Hartford","0030","Hartford",204677,207773,4163,4345,107,32
"G0900050","1930","Connecticut","090","Litchfield","0050","Litchfield",41671,40115,382,357,28,3
"G0900070","1930","Connecticut","090","Middlesex","0070","Middlesex",25151,25687,228,312,8,2
"G0900090","1930","Connecticut","090","New Haven","0090","New Haven",225856,228050,4765,4581,150,47
"G0900110","1930","Connecticut","090","New London","0110","New London",59353,57809,794,792,184,34
"G0900130","1930","Connecticut","090","Tolland","0130","Tolland",14455,14034,83,84,2,1
"G0900150","1930","Connecticut","090","Windham","0150","Windham",26474,27305,148,127,17,15
"G1000010","1930","Delaware","100","Kent","0010","Kent",12768,12457,3469,3143,3,1
"G1000030","1930","Delaware","100","New Castle","0030","New Castle",72299,70185,9643,8828,68,9
"G1000050","1930","Delaware","100","Sussex","0050","Sussex",19133,18852,3871,3648,3,0
"G1200010","1930","Florida","120","Alachua","0010","Alachua",9625,9423,7601,7712,4,0
"G1200030","1930","Florida","120","Baker","0030","Baker",2266,2226,995,786,0,0
"G1200050","1930","Florida","120","Bay","0050","Bay",4566,4434,1593,1494,2,2
"G1200070","1930","Florida","120","Bradford","0070","Bradford",3394,3276,1373,1357,3,2
"G1200090","1930","Florida","120","Brevard","0090","Brevard",4642,4420,2112,2087,12,10
"G1200110","1930","Florida","120","Broward","0110","Broward",6909,6456,3498,3189,19,23
"G1200130","1930","Florida","120","Calhoun","0130","Calhoun",3110,2824,720,641,1,2
"G1200150","1930","Florida","120","Charlotte","0150","Charlotte",1683,1546,442,342,0,0
"G1200170","1930","Florida","120","Citrus","0170","Citrus",1916,1801,936,863,0,0
"G1200190","1930","Florida","120","Clay","0190","Clay",2678,2414,912,855,0,0
"G1200210","1930","Florida","120","Collier","0210","Collier",1147,869,542,203,61,61
"G1200230","1930","Florida","120","Columbia","0230","Columbia",4456,4392,2888,2902,0,0
"G1200250","1930","Florida","120","Dade","0250","Dade",56430,56455,14487,15407,130,46
"G1200270","1930","Florida","120","De Soto","0270","De Soto",3176,3071,749,748,1,0
"G1200290","1930","Florida","120","Dixie","0290","Dixie",1809,1615,1722,1273,0,0
"G1200310","1930","Florida","120","Duval","0310","Duval",50356,51643,24865,28546,64,29
"G1200330","1930","Florida","120","Escambia","0330","Escambia",20523,19086,6554,7370,34,27
"G1200350","1930","Florida","120","Flagler","0350","Flagler",874,739,480,372,1,0
"G1200370","1930","Florida","120","Franklin","0370","Franklin",1965,1849,1271,1198,0,0
"G1200390","1930","Florida","120","Gadsden","0390","Gadsden",6614,6309,8276,8691,0,0
"G1200410","1930","Florida","120","Gilchrist","0410","Gilchrist",1781,1553,474,329,0,0
"G1200430","1930","Florida","120","Glades","0430","Glades",1012,865,471,345,33,36
"G1200450","1930","Florida","120","Gulf","0450","Gulf",1103,983,590,506,0,0
"G1200470","1930","Florida","120","Hamilton","0470","Hamilton",2870,2805,1941,1838,0,0
"G1200490","1930","Florida","120","Hardee","0490","Hardee",4890,4527,496,435,0,0
"G1200510","1930","Florida","120","Hendry","0510","Hendry",1192,916,878,449,29,28
"G1200530","1930","Florida","120","Hernando","0530","Hernando",1733,1692,804,719,0,0
"G1200550","1930","Florida","120","Highlands","0550","Highlands",3305,3206,1504,1173,2,2
"G1200570","1930","Florida","120","Hillsborough","0570","Hillsborough",62144,62216,14067,14916,107,69
"G1200590","1930","Florida","120","Holmes","0590","Holmes",6247,6228,202,247,0,0
"G1200610","1930","Florida","120","Indian River","0610","Indian River",2455,2337,1066,865,1,0
"G1200630","1930","Florida","120","Jackson","0630","Jackson",9883,9534,6111,6440,1,0
"G1200650","1930","Florida","120","Jefferson","0650","Jefferson",2200,2088,4554,4566,0,0
"G1200670","1930","Florida","120","Lafayette","0670","Lafayette",1916,1715,446,281,3,0
"G1200690","1930","Florida","120","Lake","0690","Lake",8346,8371,3325,3117,2,0
"G1200710","1930","Florida","120","Lee","0710","Lee",5864,5580,1904,1639,2,1
"G1200730","1930","Florida","120","Leon","0730","Leon",4664,5017,6384,7404,4,3
"G1200750","1930","Florida","120","Levy","0750","Levy",4042,3652,2519,2243,0,0
"G1200770","1930","Florida","120","Liberty","0770","Liberty",1383,1263,770,651,0,0
"G1200790","1930","Florida","120","Madison","0790","Madison",3776,3635,4072,4131,0,0
"G1200810","1930","Florida","120","Manatee","0810","Manatee",7986,7694,3434,3386,2,0
"G1200830","1930","Florida","120","Marion","0830","Marion",7664,7401,7306,7207,0,0
"G1200850","1930","Florida","120","Martin","0850","Martin",1658,1468,1080,904,0,1
"G1200870","1930","Florida","120","Monroe","0870","Monroe",5794,5333,1176,1276,27,18
"G1200890","1930","Florida","120","Nassau","0890","Nassau",2806,2680,1968,1915,5,1
"G1200910","1930","Florida","120","Okaloosa","0910","Okaloosa",4445,4436,551,465,0,0
"G1200930","1930","Florida","120","Okeechobee","0930","Okeechobee",1558,1343,692,508,10,18
"G1200950","1930","Florida","120","Orange","0950","Orange",18260,19234,5764,6462,10,7
"G1200970","1930","Florida","120","Osceola","0970","Osceola",3773,3837,1710,1346,17,16
"G1200990","1930","Florida","120","Palm Beach","0990","Palm Beach",17841,17146,8856,7904,22,12
"G1201010","1930","Florida","120","Pasco","1010","Pasco",4575,4221,930,847,1,0
"G1201030","1930","Florida","120","Pinellas","1030","Pinellas",24797,26332,5018,5956,36,10
"G1201050","1930","Florida","120","Polk","1050","Polk",28317,27949,8088,7932,3,2
"G1201070","1930","Florida","120","Putnam","1070","Putnam",5198,5082,3920,3892,4,0
"G1201090","1930","Florida","120","St Johns","1090","St Johns",5923,6058,3242,3447,6,0
"G1201110","1930","Florida","120","St Lucie","1110","St Lucie",2685,2502,926,871,37,36
"G1201130","1930","Florida","120","Santa Rosa","1130","Santa Rosa",6057,5818,1128,1080,0,0
"G1201150","1930","Florida","120","Sarasota","1150","Sarasota",4974,4660,1486,1317,3,0
"G1201170","1930","Florida","120","Seminole","1170","Seminole",5228,5074,4238,4193,1,1
"G1201190","1930","Florida","120","Sumter","1190","Sumter",3872,3555,1659,1558,0,0
"G1201210","1930","Florida","120","Suwannee","1210","Suwannee",5293,5102,2665,2671,0,0
"G1201230","1930","Florida","120","Taylor","1230","Taylor",4212,3929,2858,2137,0,0
"G1201250","1930","Florida","120","Union","1250","Union",2585,1997,1917,929,0,0
"G1201270","1930","Florida","120","Volusia","1270","Volusia",14746,15459,6093,6444,11,4
"G1201290","1930","Florida","120","Wakulla","1290","Wakulla",1661,1553,1207,1047,0,0
"G1201310","1930","Florida","120","Walton","1310","Walton",6126,5726,1389,1335,0,0
"G1201330","1930","Florida","120","Washington","1330","Washington",4837,4769,1253,1321,0,0
"G1300010","1930","Georgia","130","Appling","0010","Appling",5418,5081,1401,1414,0,0
"G1300030","1930","Georgia","130","Atkinson","0030","Atkinson",2575,2357,1018,944,0,0
"G1300050","1930","Georgia","130","Bacon","0050","Bacon",3077,2892,553,533,0,0
"G1300070","1930","Georgia","130","Baker","0070","Baker",1586,1438,2354,2440,0,0
"G1300090","1930","Georgia","130","Baldwin","0090","Baldwin",5851,6290,5226,5510,1,0
"G1300110","1930","Georgia","130","Banks","0110","Banks",4424,4316,472,491,0,0
"G1300130","1930","Georgia","130","Barrow","0130","Barrow",5146,5187,1012,1056,0,0
"G1300150","1930","Georgia","130","Bartow","0150","Bartow",10314,10391,2236,2423,0,0
"G1300170","1930","Georgia","130","Ben Hill","0170","Ben Hill",4236,4361,2092,2357,1,0
"G1300190","1930","Georgia","130","Berrien","0190","Berrien",6297,5997,1191,1161,0,0
"G1300210","1930","Georgia","130","Bibb","0210","Bibb",21230,22898,14858,18048,4,4
"G1300230","1930","Georgia","130","Bleckley","0230","Bleckley",2946,2926,1562,1699,0,0
"G1300250","1930","Georgia","130","Brantley","0250","Brantley",2881,2743,670,601,0,0
"G1300270","1930","Georgia","130","Brooks","0270","Brooks",5144,4926,5393,5866,1,0
"G1300290","1930","Georgia","130","Bryan","0290","Bryan",1709,1577,1417,1249,0,0
"G1300310","1930","Georgia","130","Bulloch","0310","Bulloch",8272,8155,5033,5048,1,0
"G1300330","1930","Georgia","130","Burke","0330","Burke",3346,3178,10914,11784,2,0
"G1300350","1930","Georgia","130","Butts","0350","Butts",2479,2378,2186,2302,0,0
"G1300370","1930","Georgia","130","Calhoun","0370","Calhoun",1577,1568,3564,3867,0,0
"G1300390","1930","Georgia","130","Camden","0390","Camden",1346,1247,1872,1873,0,0
"G1300395","1930","Georgia","130","Campbell","0395","Campbell",3581,3363,1498,1461,0,0
"G1300430","1930","Georgia","130","Candler","0430","Candler",3022,2828,1535,1606,0,0
"G1300450","1930","Georgia","130","Carroll","0450","Carroll",13342,13312,3783,3834,1,0
"G1300470","1930","Georgia","130","Catoosa","0470","Catoosa",5010,3975,238,198,0,0
"G1300490","1930","Georgia","130","Charlton","0490","Charlton",1719,1628,546,488,0,0
"G1300510","1930","Georgia","130","Chatham","0510","Chatham",27271,28387,22582,27125,50,16
"G1300530","1930","Georgia","130","Chattahoochee","0530","Chattahoochee",4892,1321,1564,1106,7,4
"G1300550","1930","Georgia","130","Chattooga","0550","Chattooga",6791,6635,1042,939,0,0
"G1300570","1930","Georgia","130","Cherokee","0570","Cherokee",9467,9564,473,499,0,0
"G1300590","1930","Georgia","130","Clarke","0590","Clarke",7504,8160,4555,5393,1,0
"G1300610","1930","Georgia","130","Clay","0610","Clay",1229,1181,2148,2385,0,0
"G1300630","1930","Georgia","130","Clayton","0630","Clayton",3563,3447,1602,1648,0,0
"G1300650","1930","Georgia","130","Clinch","0650","Clinch",2053,1913,1669,1380,0,0
"G1300670","1930","Georgia","130","Cobb","0670","Cobb",14429,14436,3168,3372,2,1
"G1300690","1930","Georgia","130","Coffee","0690","Coffee",7460,7032,2661,2585,1,0
"G1300710","1930","Georgia","130","Colquitt","0710","Colquitt",11589,11294,3790,3949,0,0
"G1300730","1930","Georgia","130","Columbia","0730","Columbia",1676,1581,2762,2774,0,0
"G1300750","1930","Georgia","130","Cook","0750","Cook",4149,4085,1537,1540,0,0
"G1300770","1930","Georgia","130","Coweta","0770","Coweta",6992,7306,5215,5613,1,0
"G1300790","1930","Georgia","130","Crawford","0790","Crawford",1581,1560,1949,1930,0,0
"G1300810","1930","Georgia","130","Crisp","0810","Crisp",4567,4407,3935,4434,0,0
