GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AE7AA1990,AE7AB1990,AE7AC1990,AE7AD1990,AE7AE1990,AE7AF1990,AE7AG1990,AE7AH1990,AE7AI1990,AE7AJ1990,AE7AK1990,AE7AL1990
"G2000610","1990","Kansas","20","200","Geary County","061","0610","Geary County",20213,6982,184,1170,51,,725,216,19,54,839,
"G2000630","1990","Kansas","20","200","Gove County","063","0630","Gove County",3211,4,5,2,0,,8,0,0,0,1,
"G2000650","1990","Kansas","20","200","Graham County","065","0650","Graham County",3393,102,13,12,0,,14,1,0,0,8,
"G2000670","1990","Kansas","20","200","Grant County","067","0670","Grant County",5500,2,70,34,10,,559,0,8,7,969,
"G2000690","1990","Kansas","20","200","Gray County","069","0690","Gray County",5133,7,22,1,4,,35,0,0,0,194,
"G2000710","1990","Kansas","20","200","Greeley County","071","0710","Greeley County",1659,3,1,1,3,,28,8,1,1,69,
"G2000730","1990","Kansas","20","200","Greenwood County","073","0730","Greenwood County",7673,9,74,0,0,,46,0,3,0,42,
"G2000750","1990","Kansas","20","200","Hamilton County","075","0750","Hamilton County",2212,5,8,23,1,,32,0,0,5,102,
"G2000770","1990","Kansas","20","200","Harper County","077","0770","Harper County",6955,13,46,5,0,,81,0,0,0,24,
"G2000790","1990","Kansas","20","200","Harvey County","079","0790","Harvey County",28516,524,141,207,24,,784,27,4,5,796,
"G2000810","1990","Kansas","20","200","Haskell County","081","0810","Haskell County",3305,2,17,4,1,,108,0,6,1,442,
"G2000830","1990","Kansas","20","200","Hodgeman County","083","0830","Hodgeman County",2120,22,2,1,0,,17,0,1,0,14,
"G2000850","1990","Kansas","20","200","Jackson County","085","0850","Jackson County",10668,39,681,9,2,,37,2,41,0,46,
"G2000870","1990","Kansas","20","200","Jefferson County","087","0870","Jefferson County",15510,73,124,62,4,,93,0,5,3,31,
"G2000890","1990","Kansas","20","200","Jewell County","089","0890","Jewell County",4227,0,12,4,0,,6,0,0,1,1,
"G2000910","1990","Kansas","20","200","Johnson County","091","0910","Johnson County",334167,6809,1160,5739,174,,4603,108,86,101,2107,
"G2000930","1990","Kansas","20","200","Kearny County","093","0930","Kearny County",3323,3,23,5,2,,279,1,3,0,388,
"G2000950","1990","Kansas","20","200","Kingman County","095","0950","Kingman County",8172,9,24,10,0,,41,0,0,0,36,
"G2000970","1990","Kansas","20","200","Kiowa County","097","0970","Kiowa County",3584,7,16,11,3,,16,0,1,0,22,
"G2000990","1990","Kansas","20","200","Labette County","099","0990","Labette County",21654,1025,405,92,1,,302,5,4,5,200,
"G2001010","1990","Kansas","20","200","Lane County","101","1010","Lane County",2325,1,5,0,0,,29,0,0,0,15,
"G2001030","1990","Kansas","20","200","Leavenworth County","103","1030","Leavenworth County",53928,6894,388,907,62,,1135,238,30,30,759,
"G2001050","1990","Kansas","20","200","Lincoln County","105","1050","Lincoln County",3624,1,11,1,1,,11,0,0,0,4,
"G2001070","1990","Kansas","20","200","Linn County","107","1070","Linn County",8133,37,44,6,0,,18,0,0,0,16,
"G2001090","1990","Kansas","20","200","Logan County","109","1090","Logan County",3036,11,8,0,0,,11,0,0,0,15,
"G2001110","1990","Kansas","20","200","Lyon County","111","1110","Lyon County",31067,706,181,642,22,,761,25,34,44,1250,
"G2001130","1990","Kansas","20","200","McPherson County","113","1130","McPherson County",26504,203,101,122,13,,159,8,7,3,148,
"G2001150","1990","Kansas","20","200","Marion County","115","1150","Marion County",12620,82,34,32,2,,67,0,4,0,47,
"G2001170","1990","Kansas","20","200","Marshall County","117","1170","Marshall County",11601,9,34,11,1,,31,1,0,0,17,
"G2001190","1990","Kansas","20","200","Meade County","119","1190","Meade County",4021,0,11,12,5,,71,0,0,0,127,
"G2001210","1990","Kansas","20","200","Miami County","121","1210","Miami County",22464,562,128,31,5,,171,3,9,7,86,
"G2001230","1990","Kansas","20","200","Mitchell County","123","1230","Mitchell County",7105,43,16,10,0,,18,1,2,0,8,
"G2001250","1990","Kansas","20","200","Montgomery County","125","1250","Montgomery County",34614,2400,885,149,17,,386,37,13,5,310,
"G2001270","1990","Kansas","20","200","Morris County","127","1270","Morris County",6050,18,29,11,0,,51,2,2,0,35,
"G2001290","1990","Kansas","20","200","Morton County","129","1290","Morton County",3062,1,26,38,1,,235,2,5,0,110,
"G2001310","1990","Kansas","20","200","Nemaha County","131","1310","Nemaha County",10365,37,13,16,1,,13,0,0,0,1,
"G2001330","1990","Kansas","20","200","Neosho County","133","1330","Neosho County",16325,182,129,38,0,,219,8,5,2,127,
"G2001350","1990","Kansas","20","200","Ness County","135","1350","Ness County",4001,0,4,5,0,,15,0,0,0,8,
"G2001370","1990","Kansas","20","200","Norton County","137","1370","Norton County",5693,134,14,20,4,,31,1,2,0,48,
"G2001390","1990","Kansas","20","200","Osage County","139","1390","Osage County",14911,29,104,17,0,,124,5,3,1,54,
"G2001410","1990","Kansas","20","200","Osborne County","141","1410","Osborne County",4822,4,18,6,0,,13,0,2,0,2,
"G2001430","1990","Kansas","20","200","Ottawa County","143","1430","Ottawa County",5573,4,16,7,0,,26,0,0,1,7,
"G2001450","1990","Kansas","20","200","Pawnee County","145","1450","Pawnee County",6976,233,26,56,8,,103,6,1,1,145,
"G2001470","1990","Kansas","20","200","Phillips County","147","1470","Phillips County",6506,16,9,27,0,,18,0,3,1,10,
"G2001490","1990","Kansas","20","200","Pottawatomie County","149","1490","Pottawatomie County",15632,93,101,61,2,,167,0,14,0,58,
"G2001510","1990","Kansas","20","200","Pratt County","151","1510","Pratt County",9296,114,61,29,19,,62,2,3,1,115,
"G2001530","1990","Kansas","20","200","Rawlins County","153","1530","Rawlins County",3361,3,5,8,0,,21,0,2,0,4,
"G2001550","1990","Kansas","20","200","Reno County","155","1550","Reno County",57643,1677,336,197,58,,969,35,23,13,1438,
"G2001570","1990","Kansas","20","200","Republic County","157","1570","Republic County",6440,3,12,12,0,,12,0,0,0,3,
"G2001590","1990","Kansas","20","200","Rice County","159","1590","Rice County",10141,116,51,18,5,,81,1,2,1,194,
"G2001610","1990","Kansas","20","200","Riley County","161","1610","Riley County",54787,6682,444,2343,84,,1079,125,38,57,1500,
"G2001630","1990","Kansas","20","200","Rooks County","163","1630","Rooks County",5963,34,12,5,0,,11,1,0,0,13,
"G2001650","1990","Kansas","20","200","Rush County","165","1650","Rush County",3796,0,5,5,1,,18,0,0,0,17,
"G2001670","1990","Kansas","20","200","Russell County","167","1670","Russell County",7706,43,35,6,0,,28,0,0,0,17,
"G2001690","1990","Kansas","20","200","Saline County","169","1690","Saline County",45826,1487,219,523,24,,446,28,20,8,720,
"G2001710","1990","Kansas","20","200","Scott County","171","1710","Scott County",5119,5,9,18,0,,25,0,0,4,109,
"G2001730","1990","Kansas","20","200","Sedgwick County","173","1730","Sedgwick County",337788,35516,4183,8513,227,,7385,545,373,215,8917,
"G2001750","1990","Kansas","20","200","Seward County","175","1750","Seward County",13415,1084,119,441,24,,1080,24,24,8,2524,
"G2001770","1990","Kansas","20","200","Shawnee County","177","1770","Shawnee County",137250,13058,1660,1103,120,,3939,307,176,76,3287,
"G2001790","1990","Kansas","20","200","Sheridan County","179","1790","Sheridan County",3010,0,1,6,0,,9,0,7,0,10,
"G2001810","1990","Kansas","20","200","Sherman County","181","1810","Sherman County",6415,17,4,16,0,,154,0,4,0,316,
"G2001830","1990","Kansas","20","200","Smith County","183","1830","Smith County",5057,4,6,3,1,,6,0,1,0,0,
"G2001850","1990","Kansas","20","200","Stafford County","185","1850","Stafford County",5210,10,24,9,0,,61,0,2,0,49,
"G2001870","1990","Kansas","20","200","Stanton County","187","1870","Stanton County",1915,2,17,5,2,,100,0,0,3,289,
"G2001890","1990","Kansas","20","200","Stevens County","189","1890","Stevens County",4423,26,38,9,0,,129,0,4,6,413,
"G2001910","1990","Kansas","20","200","Sumner County","191","1910","Sumner County",24455,138,280,69,11,,414,2,8,3,461,
"G2001930","1990","Kansas","20","200","Thomas County","193","1930","Thomas County",8073,29,17,35,3,,36,0,0,0,65,
"G2001950","1990","Kansas","20","200","Trego County","195","1950","Trego County",3660,2,6,17,0,,8,0,0,0,1,
"G2001970","1990","Kansas","20","200","Wabaunsee County","197","1970","Wabaunsee County",6415,41,24,7,0,,78,0,0,0,38,
"G2001990","1990","Kansas","20","200","Wallace County","199","1990","Wallace County",1729,6,3,4,0,,56,0,2,0,21,
"G2002010","1990","Kansas","20","200","Washington County","201","2010","Washington County",7040,4,7,0,0,,10,0,0,0,12,
"G2002030","1990","Kansas","20","200","Wichita County","203","2030","Wichita County",2414,1,8,8,1,,41,0,1,0,284,
"G2002050","1990","Kansas","20","200","Wilson County","205","2050","Wilson County",10119,20,64,9,1,,31,0,6,7,32,
"G2002070","1990","Kansas","20","200","Woodson County","207","2070","Woodson County",4041,15,30,5,0,,18,0,0,0,7,
"G2002090","1990","Kansas","20","200","Wyandotte County","209","2090","Wyandotte County",103955,44131,966,1787,157,,4773,338,144,89,5653,
"G2100010","1990","Kentucky","21","210","Adair County","001","0010","Adair County",14773,459,11,24,4,,80,0,4,0,5,
"G2100030","1990","Kentucky","21","210","Allen County","003","0030","Allen County",14413,165,17,6,3,,20,0,0,0,4,
"G2100050","1990","Kentucky","21","210","Anderson County","005","0050","Anderson County",14047,432,4,20,0,,42,0,0,0,26,
"G2100070","1990","Kentucky","21","210","Ballard County","007","0070","Ballard County",7602,240,13,6,0,,36,0,1,0,4,
"G2100090","1990","Kentucky","21","210","Barren County","009","0090","Barren County",32128,1678,31,58,12,,80,2,2,0,10,
"G2100110","1990","Kentucky","21","210","Bath County","011","0110","Bath County",9369,274,7,7,4,,24,3,1,0,3,
"G2100130","1990","Kentucky","21","210","Bell County","013","0130","Bell County",30505,804,37,83,0,,65,0,2,0,10,
"G2100150","1990","Kentucky","21","210","Boone County","015","0150","Boone County",56465,356,85,349,16,,251,5,3,6,53,
"G2100170","1990","Kentucky","21","210","Bourbon County","017","0170","Bourbon County",17445,1658,19,23,10,,59,4,1,2,15,
"G2100190","1990","Kentucky","21","210","Boyd County","019","0190","Boyd County",49522,977,56,139,13,,329,63,10,9,32,
"G2100210","1990","Kentucky","21","210","Boyle County","021","0210","Boyle County",22992,2441,14,79,7,,92,3,1,1,11,
"G2100230","1990","Kentucky","21","210","Bracken County","023","0230","Bracken County",7698,47,8,1,0,,12,0,0,0,0,
"G2100250","1990","Kentucky","21","210","Breathitt County","025","0250","Breathitt County",15612,33,12,20,0,,25,0,0,0,1,
"G2100270","1990","Kentucky","21","210","Breckinridge County","027","0270","Breckinridge County",15642,583,27,15,1,,30,1,2,0,11,
"G2100290","1990","Kentucky","21","210","Bullitt County","029","0290","Bullitt County",47020,206,80,92,5,,132,0,4,1,27,
"G2100310","1990","Kentucky","21","210","Butler County","031","0310","Butler County",11120,55,18,14,0,,36,0,0,0,2,
"G2100330","1990","Kentucky","21","210","Caldwell County","033","0330","Caldwell County",12392,765,34,9,2,,24,6,0,0,0,
"G2100350","1990","Kentucky","21","210","Calloway County","035","0350","Calloway County",29445,958,30,133,9,,113,3,0,1,43,
"G2100370","1990","Kentucky","21","210","Campbell County","037","0370","Campbell County",82343,847,102,238,17,,239,4,2,20,54,
"G2100390","1990","Kentucky","21","210","Carlisle County","039","0390","Carlisle County",5147,55,12,3,0,,17,0,0,0,4,
"G2100410","1990","Kentucky","21","210","Carroll County","041","0410","Carroll County",9044,199,17,8,2,,13,0,0,7,2,
"G2100430","1990","Kentucky","21","210","Carter County","043","0430","Carter County",24218,19,24,16,3,,52,1,0,1,6,
"G2100450","1990","Kentucky","21","210","Casey County","045","0450","Casey County",14064,37,25,16,22,,41,0,1,1,4,
"G2100470","1990","Kentucky","21","210","Christian County","047","0470","Christian County",48759,16704,268,822,49,,706,225,26,59,1323,
"G2100490","1990","Kentucky","21","210","Clark County","049","0490","Clark County",27668,1608,74,44,4,,72,7,0,0,19,
"G2100510","1990","Kentucky","21","210","Clay County","051","0510","Clay County",21296,335,33,32,4,,33,0,1,0,12,
"G2100530","1990","Kentucky","21","210","Clinton County","053","0530","Clinton County",9081,6,3,8,0,,37,0,0,0,0,
"G2100550","1990","Kentucky","21","210","Crittenden County","055","0550","Crittenden County",9073,78,13,8,0,,24,0,0,0,0,
"G2100570","1990","Kentucky","21","210","Cumberland County","057","0570","Cumberland County",6440,307,12,2,0,,20,0,0,2,1,
"G2100590","1990","Kentucky","21","210","Daviess County","059","0590","Daviess County",82917,3606,97,218,39,,251,13,4,11,33,
"G2100610","1990","Kentucky","21","210","Edmonson County","061","0610","Edmonson County",10146,168,12,6,0,,19,1,2,1,2,
"G2100630","1990","Kentucky","21","210","Elliott County","063","0630","Elliott County",6436,1,3,0,0,,15,0,0,0,0,
"G2100650","1990","Kentucky","21","210","Estill County","065","0650","Estill County",14550,8,7,3,0,,43,0,0,0,3,
"G2100670","1990","Kentucky","21","210","Fayette County","067","0670","Fayette County",188754,29906,329,3669,152,,1694,237,22,44,559,
"G2100690","1990","Kentucky","21","210","Fleming County","069","0690","Fleming County",12004,216,4,8,4,,56,0,0,0,0,
"G2100710","1990","Kentucky","21","210","Floyd County","071","0710","Floyd County",43052,304,31,70,0,,103,2,1,8,15,
"G2100730","1990","Kentucky","21","210","Franklin County","073","0730","Franklin County",40021,3268,64,224,26,,109,36,3,1,29,
"G2100750","1990","Kentucky","21","210","Fulton County","075","0750","Fulton County",6686,1533,10,16,1,,14,4,2,0,5,
"G2100770","1990","Kentucky","21","210","Gallatin County","077","0770","Gallatin County",5276,93,5,7,4,,5,0,0,0,3,
"G2100790","1990","Kentucky","21","210","Garrard County","079","0790","Garrard County",11069,452,15,10,2,,30,1,0,0,0,
"G2100810","1990","Kentucky","21","210","Grant County","081","0810","Grant County",15645,27,10,17,2,,25,0,3,2,6,
"G2100830","1990","Kentucky","21","210","Graves County","083","0830","Graves County",31859,1518,35,44,1,,78,1,1,0,13,
"G2100850","1990","Kentucky","21","210","Grayson County","085","0850","Grayson County",20827,70,35,26,3,,73,1,0,8,7,
"G2100870","1990","Kentucky","21","210","Green County","087","0870","Green County",9940,349,11,11,0,,48,0,0,0,12,
"G2100890","1990","Kentucky","21","210","Greenup County","089","0890","Greenup County",36368,147,40,110,1,,48,0,0,5,23,
"G2100910","1990","Kentucky","21","210","Hancock County","091","0910","Hancock County",7709,94,14,17,0,,23,0,0,0,7,
"G2100930","1990","Kentucky","21","210","Hardin County","093","0930","Hardin County",74835,9749,335,1736,79,,1083,165,25,107,1126,
"G2100950","1990","Kentucky","21","210","Harlan County","095","0950","Harlan County",35172,1208,32,50,3,,87,4,2,4,12,
"G2100970","1990","Kentucky","21","210","Harrison County","097","0970","Harrison County",15685,478,23,14,6,,24,1,1,0,16,
"G2100990","1990","Kentucky","21","210","Hart County","099","0990","Hart County",13731,1062,22,8,2,,50,5,0,0,10,
"G2101010","1990","Kentucky","21","210","Henderson County","101","1010","Henderson County",39637,3037,68,128,8,,117,14,4,1,30,
"G2101030","1990","Kentucky","21","210","Henry County","103","1030","Henry County",12233,533,15,10,3,,22,5,0,0,2,
"G2101050","1990","Kentucky","21","210","Hickman County","105","1050","Hickman County",5037,503,5,2,0,,14,0,0,0,5,
"G2101070","1990","Kentucky","21","210","Hopkins County","107","1070","Hopkins County",42707,3046,52,125,8,,140,11,1,11,25,
"G2101090","1990","Kentucky","21","210","Jackson County","109","1090","Jackson County",11908,2,13,1,0,,27,0,0,1,3,
"G2101110","1990","Kentucky","21","210","Jefferson County","111","1110","Jefferson County",541602,112951,1021,4628,370,,2763,484,27,138,953,
"G2101130","1990","Kentucky","21","210","Jessamine County","113","1130","Jessamine County",29140,983,61,125,15,,134,5,6,0,39,
"G2101150","1990","Kentucky","21","210","Johnson County","115","1150","Johnson County",23081,33,20,74,2,,32,0,0,1,5,
"G2101170","1990","Kentucky","21","210","Kenton County","117","1170","Kenton County",136333,4147,177,602,68,,516,11,3,33,141,
"G2101190","1990","Kentucky","21","210","Knott County","119","1190","Knott County",17734,113,6,18,1,,25,0,4,0,5,
"G2101210","1990","Kentucky","21","210","Knox County","121","1210","Knox County",29210,290,70,25,3,,57,1,1,1,18,
"G2101230","1990","Kentucky","21","210","Larue County","123","1230","Larue County",11103,489,21,10,1,,47,0,5,0,3,
"G2101250","1990","Kentucky","21","210","Laurel County","125","1250","Laurel County",42829,243,126,73,1,,140,2,1,3,20,
"G2101270","1990","Kentucky","21","210","Lawrence County","127","1270","Lawrence County",13907,22,22,23,0,,19,0,1,0,4,
"G2101290","1990","Kentucky","21","210","Lee County","129","1290","Lee County",7379,26,7,0,0,,10,0,0,0,0,
"G2101310","1990","Kentucky","21","210","Leslie County","131","1310","Leslie County",13573,12,9,8,0,,38,0,0,0,2,
"G2101330","1990","Kentucky","21","210","Letcher County","133","1330","Letcher County",26677,190,37,30,2,,60,0,1,0,3,
"G2101350","1990","Kentucky","21","210","Lewis County","135","1350","Lewis County",12953,25,22,4,0,,23,2,0,0,0,
"G2101370","1990","Kentucky","21","210","Lincoln County","137","1370","Lincoln County",19316,621,50,12,3,,29,0,0,0,14,
"G2101390","1990","Kentucky","21","210","Livingston County","139","1390","Livingston County",8994,14,17,7,0,,29,0,0,0,1,
"G2101410","1990","Kentucky","21","210","Logan County","141","1410","Logan County",22177,2080,51,23,6,,57,5,5,3,9,
"G2101430","1990","Kentucky","21","210","Lyon County","143","1430","Lyon County",6133,430,21,12,0,,20,3,1,0,4,
"G2101450","1990","Kentucky","21","210","McCracken County","145","1450","McCracken County",55968,6293,92,183,19,,226,27,4,6,61,
"G2101470","1990","Kentucky","21","210","McCreary County","147","1470","McCreary County",15394,124,58,3,0,,22,0,1,0,1,
"G2101490","1990","Kentucky","21","210","McLean County","149","1490","McLean County",9556,46,8,3,0,,15,0,0,0,0,
"G2101510","1990","Kentucky","21","210","Madison County","151","1510","Madison County",53978,2915,78,317,29,,123,5,4,4,55,
"G2101530","1990","Kentucky","21","210","Magoffin County","153","1530","Magoffin County",13035,4,18,5,0,,14,0,0,0,1,
"G2101550","1990","Kentucky","21","210","Marion County","155","1550","Marion County",14952,1465,16,21,3,,34,6,2,0,0,
"G2101570","1990","Kentucky","21","210","Marshall County","157","1570","Marshall County",26998,10,48,30,1,,87,0,2,0,29,
"G2101590","1990","Kentucky","21","210","Martin County","159","1590","Martin County",12481,8,9,7,0,,18,0,0,0,3,
"G2101610","1990","Kentucky","21","210","Mason County","161","1610","Mason County",15287,1265,11,23,4,,69,2,0,0,5,
"G2101630","1990","Kentucky","21","210","Meade County","163","1630","Meade County",20897,2351,81,253,10,,257,31,4,5,281,
"G2101650","1990","Kentucky","21","210","Menifee County","165","1650","Menifee County",4970,87,5,3,0,,17,0,0,1,9,
"G2101670","1990","Kentucky","21","210","Mercer County","167","1670","Mercer County",18148,808,21,80,4,,69,9,0,3,6,
"G2101690","1990","Kentucky","21","210","Metcalfe County","169","1690","Metcalfe County",8687,223,16,10,0,,21,0,0,0,6,
"G2101710","1990","Kentucky","21","210","Monroe County","171","1710","Monroe County",10971,346,8,10,2,,54,4,0,0,6,
"G2101730","1990","Kentucky","21","210","Montgomery County","173","1730","Montgomery County",18653,811,17,18,6,,33,5,4,1,13,
"G2101750","1990","Kentucky","21","210","Morgan County","175","1750","Morgan County",11491,100,9,6,0,,42,0,0,0,0,
"G2101770","1990","Kentucky","21","210","Muhlenberg County","177","1770","Muhlenberg County",29870,1283,40,33,10,,58,4,0,0,20,
"G2101790","1990","Kentucky","21","210","Nelson County","179","1790","Nelson County",27699,1794,21,60,5,,82,17,1,9,22,
"G2101810","1990","Kentucky","21","210","Nicholas County","181","1810","Nicholas County",6598,88,6,15,2,,12,0,0,2,2,
"G2101830","1990","Kentucky","21","210","Ohio County","183","1830","Ohio County",20776,179,40,30,0,,73,0,0,1,6,
"G2101850","1990","Kentucky","21","210","Oldham County","185","1850","Oldham County",31670,1191,73,110,13,,148,6,3,14,35,
"G2101870","1990","Kentucky","21","210","Owen County","187","1870","Owen County",8845,158,13,5,0,,8,0,1,0,5,
"G2101890","1990","Kentucky","21","210","Owsley County","189","1890","Owsley County",5005,14,3,1,0,,12,0,1,0,0,
"G2101910","1990","Kentucky","21","210","Pendleton County","191","1910","Pendleton County",11933,43,23,6,2,,22,0,0,1,6,
"G2101930","1990","Kentucky","21","210","Perry County","193","1930","Perry County",29615,521,29,63,2,,45,0,0,1,7,
"G2101950","1990","Kentucky","21","210","Pike County","195","1950","Pike County",71898,282,61,156,2,,154,0,0,17,13,
"G2101970","1990","Kentucky","21","210","Powell County","197","1970","Powell County",11546,82,9,8,0,,28,0,1,0,12,
"G2101990","1990","Kentucky","21","210","Pulaski County","199","1990","Pulaski County",48491,597,102,85,9,,180,2,1,6,16,
"G2102010","1990","Kentucky","21","210","Robertson County","201","2010","Robertson County",2116,4,0,0,0,,4,0,0,0,0,
"G2102030","1990","Kentucky","21","210","Rockcastle County","203","2030","Rockcastle County",14719,3,17,9,3,,41,0,0,5,6,
"G2102050","1990","Kentucky","21","210","Rowan County","205","2050","Rowan County",19835,305,40,93,6,,44,4,0,2,24,
"G2102070","1990","Kentucky","21","210","Russell County","207","2070","Russell County",14569,92,12,3,0,,36,0,0,1,3,
"G2102090","1990","Kentucky","21","210","Scott County","209","2090","Scott County",22127,1503,20,102,15,,74,7,2,0,17,
"G2102110","1990","Kentucky","21","210","Shelby County","211","2110","Shelby County",22159,2446,24,90,15,,59,8,2,0,21,
"G2102130","1990","Kentucky","21","210","Simpson County","213","2130","Simpson County",13376,1666,23,24,8,,38,1,1,1,7,
"G2102150","1990","Kentucky","21","210","Spencer County","215","2150","Spencer County",6668,113,3,11,0,,3,0,0,0,3,
"G2102170","1990","Kentucky","21","210","Taylor County","217","2170","Taylor County",19980,1075,17,29,0,,37,6,0,1,1,
"G2102190","1990","Kentucky","21","210","Todd County","219","2190","Todd County",9665,1194,16,9,1,,28,4,1,2,20,
"G2102210","1990","Kentucky","21","210","Trigg County","221","2210","Trigg County",9077,1226,15,14,1,,21,1,0,0,6,
"G2102230","1990","Kentucky","21","210","Trimble County","223","2230","Trimble County",6037,2,20,1,1,,26,0,0,1,2,
"G2102250","1990","Kentucky","21","210","Union County","225","2250","Union County",13847,2518,28,39,3,,55,27,6,8,26,
"G2102270","1990","Kentucky","21","210","Warren County","227","2270","Warren County",69277,6226,101,620,20,,289,24,14,24,78,
"G2102290","1990","Kentucky","21","210","Washington County","229","2290","Washington County",9442,913,8,19,3,,41,0,0,1,14,
"G2102310","1990","Kentucky","21","210","Wayne County","231","2310","Wayne County",17057,315,35,7,1,,41,3,4,0,5,
"G2102330","1990","Kentucky","21","210","Webster County","233","2330","Webster County",13090,786,23,26,2,,9,0,3,0,16,
"G2102350","1990","Kentucky","21","210","Whitley County","235","2350","Whitley County",32912,212,60,52,0,,85,1,0,0,4,
"G2102370","1990","Kentucky","21","210","Wolfe County","237","2370","Wolfe County",6482,8,5,3,0,,4,0,0,0,1,
"G2102390","1990","Kentucky","21","210","Woodford County","239","2390","Woodford County",18507,1292,25,27,6,,51,2,2,1,42,
"G2200010","1990","Louisiana","22","220","Acadia Parish","001","0010","Acadia Parish",45240,10140,47,73,10,,292,39,1,2,38,
"G2200030","1990","Louisiana","22","220","Allen Parish","003","0030","Allen Parish",15824,4402,284,38,7,,484,94,13,1,79,
"G2200050","1990","Louisiana","22","220","Ascension Parish","005","0050","Ascension Parish",43818,13204,84,152,33,,662,64,6,9,182,
"G2200070","1990","Louisiana","22","220","Assumption Parish","007","0070","Assumption Parish",15033,7308,44,72,4,,240,41,0,0,11,
"G2200090","1990","Louisiana","22","220","Avoyelles Parish","009","0090","Avoyelles Parish",27893,10485,103,44,13,,431,100,2,1,87,
"G2200110","1990","Louisiana","22","220","Beauregard Parish","011","0110","Beauregard Parish",24965,4449,114,131,7,,277,40,7,8,85,
"G2200130","1990","Louisiana","22","220","Bienville Parish","013","0130","Bienville Parish",8935,6929,21,12,1,,51,20,2,0,8,
"G2200150","1990","Louisiana","22","220","Bossier Parish","015","0150","Bossier Parish",65812,17301,274,867,35,,1218,80,34,41,426,
"G2200170","1990","Louisiana","22","220","Caddo Parish","017","0170","Caddo Parish",144885,99101,516,1095,61,,1695,410,41,20,429,
"G2200190","1990","Louisiana","22","220","Calcasieu Parish","019","0190","Calcasieu Parish",126922,38265,362,568,170,,1259,180,25,22,361,
"G2200210","1990","Louisiana","22","220","Caldwell Parish","021","0210","Caldwell Parish",7868,1760,9,12,1,,102,0,2,0,56,
"G2200230","1990","Louisiana","22","220","Cameron Parish","023","0230","Cameron Parish",8581,498,15,20,3,,104,5,0,6,28,
"G2200250","1990","Louisiana","22","220","Catahoula Parish","025","0250","Catahoula Parish",8103,2870,16,5,0,,33,4,0,0,34,
"G2200270","1990","Louisiana","22","220","Claiborne Parish","027","0270","Claiborne Parish",9300,8022,28,13,2,,13,19,0,0,8,
"G2200290","1990","Louisiana","22","220","Concordia Parish","029","0290","Concordia Parish",13082,7564,27,24,1,,82,32,2,0,14,
"G2200310","1990","Louisiana","22","220","De Soto Parish","031","0310","De Soto Parish",13798,11105,54,9,3,,205,36,7,0,129,
"G2200330","1990","Louisiana","22","220","East Baton Rouge Parish","033","0330","East Baton Rouge Parish",236479,131856,580,5244,185,,4135,472,35,107,1012,
"G2200350","1990","Louisiana","22","220","East Carroll Parish","035","0350","East Carroll Parish",3296,6269,4,20,0,,59,22,0,0,39,
"G2200370","1990","Louisiana","22","220","East Feliciana Parish","037","0370","East Feliciana Parish",9957,9025,21,22,0,,65,58,2,0,61,
"G2200390","1990","Louisiana","22","220","Evangeline Parish","039","0390","Evangeline Parish",24235,8645,30,38,56,,170,56,1,0,43,
"G2200410","1990","Louisiana","22","220","Franklin Parish","041","0410","Franklin Parish",15197,7015,31,24,0,,81,25,0,3,11,
"G2200430","1990","Louisiana","22","220","Grant Parish","043","0430","Grant Parish",14739,2521,78,29,6,,121,19,1,1,11,
"G2200450","1990","Louisiana","22","220","Iberia Parish","045","0450","Iberia Parish",46078,19966,122,737,74,,862,188,13,106,151,
"G2200470","1990","Louisiana","22","220","Iberville Parish","047","0470","Iberville Parish",16034,14307,49,46,15,,485,78,7,3,25,
"G2200490","1990","Louisiana","22","220","Jackson Parish","049","0490","Jackson Parish",11029,4580,23,18,5,,36,9,1,1,3,
"G2200510","1990","Louisiana","22","220","Jefferson Parish","051","0510","Jefferson Parish",331894,78263,1634,9692,212,,19276,779,119,294,6143,
"G2200530","1990","Louisiana","22","220","Jefferson Davis Parish","053","0530","Jefferson Davis Parish",24591,5809,57,44,20,,130,27,8,0,36,
"G2200550","1990","Louisiana","22","220","Lafayette Parish","055","0550","Lafayette Parish",123436,36652,340,1563,158,,1904,194,22,31,462,
"G2200570","1990","Louisiana","22","220","Lafourche Parish","057","0570","Lafourche Parish",71402,10667,1866,642,34,,969,36,43,36,165,
"G2200590","1990","Louisiana","22","220","LaSalle Parish","059","0590","La Salle Parish",12247,1256,77,36,0,,24,1,3,0,18,
"G2200610","1990","Louisiana","22","220","Lincoln Parish","061","0610","Lincoln Parish",24425,16546,39,330,24,,195,44,3,20,119,
"G2200630","1990","Louisiana","22","220","Livingston Parish","063","0630","Livingston Parish",65689,3914,160,112,9,,580,6,0,8,48,
"G2200650","1990","Louisiana","22","220","Madison Parish","065","0650","Madison Parish",4917,7390,15,8,7,,44,25,0,1,56,
"G2200670","1990","Louisiana","22","220","Morehouse Parish","067","0670","Morehouse Parish",18528,13209,24,41,0,,56,54,6,3,17,
"G2200690","1990","Louisiana","22","220","Natchitoches Parish","069","0690","Natchitoches Parish",22053,13706,165,145,133,,304,73,10,3,97,
"G2200710","1990","Louisiana","22","220","Orleans Parish","071","0710","Orleans Parish",164526,305047,660,8955,512,,9028,2681,99,723,4707,
