GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AE7AA1980,AE7AB1980,AE7AC1980,AE7AD1980,AE7AE1980,AE7AF1980,AE7AG1980,AE7AH1980,AE7AI1980,AE7AJ1980,AE7AK1980,AE7AL1980
"G0100530","1980","Alabama","01","010","Escambia County","053","0530","ESCAMBIA COUNTY",25941,11286,943,22,0,,110,90,12,2,34,
"G0100550","1980","Alabama","01","010","Etowah County","055","0550","ETOWAH COUNTY",88189,13738,480,146,46,,337,35,6,0,80,
"G0100570","1980","Alabama","01","010","Fayette County","057","0570","FAYETTE COUNTY",16292,2360,0,53,5,,87,12,0,0,0,
"G0100590","1980","Alabama","01","010","Franklin County","059","0590","FRANKLIN COUNTY",26884,1301,30,23,0,,110,0,0,0,2,
"G0100610","1980","Alabama","01","010","Geneva County","061","0610","GENEVA COUNTY",20823,3001,123,20,2,,179,96,0,0,9,
"G0100630","1980","Alabama","01","010","Greene County","063","0630","GREENE COUNTY",2387,8423,0,0,0,,38,173,0,0,0,
"G0100650","1980","Alabama","01","010","Hale County","065","0650","HALE COUNTY",5743,9490,0,25,0,,15,309,0,0,22,
"G0100670","1980","Alabama","01","010","Henry County","067","0670","HENRY COUNTY",9435,5630,0,6,0,,50,169,0,0,12,
"G0100690","1980","Alabama","01","010","Houston County","069","0690","HOUSTON COUNTY",57252,16204,254,331,15,,265,260,6,0,45,
"G0100710","1980","Alabama","01","010","Jackson County","071","0710","JACKSON COUNTY",48739,2083,270,44,8,,246,7,0,0,10,
"G0100730","1980","Alabama","01","010","Jefferson County","073","0730","JEFFERSON COUNTY",441759,221771,729,1892,332,,2600,1945,33,42,221,
"G0100750","1980","Alabama","01","010","Lamar County","075","0750","LAMAR COUNTY",14353,1997,7,10,0,,82,0,0,0,4,
"G0100770","1980","Alabama","01","010","Lauderdale County","077","0770","LAUDERDALE COUNTY",71980,7612,244,174,53,,291,135,0,11,46,
"G0100790","1980","Alabama","01","010","Lawrence County","079","0790","LAWRENCE COUNTY",24868,5062,59,16,0,,153,12,0,0,0,
"G0100810","1980","Alabama","01","010","Lee County","081","0810","LEE COUNTY",56681,18529,118,391,65,,330,117,0,6,46,
"G0100830","1980","Alabama","01","010","Limestone County","083","0830","LIMESTONE COUNTY",39068,6518,68,132,2,,139,67,6,0,5,
"G0100850","1980","Alabama","01","010","Lowndes County","085","0850","LOWNDES COUNTY",3302,9728,7,0,0,,7,209,0,0,0,
"G0100870","1980","Alabama","01","010","Macon County","087","0870","MACON COUNTY",4062,22393,0,72,38,,17,186,0,0,61,
"G0100890","1980","Alabama","01","010","Madison County","089","0890","MADISON COUNTY",153818,38631,669,1448,266,,1269,368,17,71,409,
"G0100910","1980","Alabama","01","010","Marengo County","091","0910","MARENGO COUNTY",11680,12876,0,20,0,,1,470,0,0,0,
"G0100930","1980","Alabama","01","010","Marion County","093","0930","MARION COUNTY",28998,734,29,68,0,,206,0,0,0,6,
"G0100950","1980","Alabama","01","010","Marshall County","095","0950","MARSHALL COUNTY",63990,1013,68,79,22,,438,0,0,0,12,
"G0100970","1980","Alabama","01","010","Mobile County","097","0970","MOBILE COUNTY",244229,113790,1288,1504,225,,2381,1193,34,32,304,
"G0100990","1980","Alabama","01","010","Monroe County","099","0990","MONROE COUNTY",12735,9608,130,0,0,,44,134,0,0,0,
"G0101010","1980","Alabama","01","010","Montgomery County","101","1010","MONTGOMERY COUNTY",117007,77065,147,759,148,,1035,710,15,0,152,
"G0101030","1980","Alabama","01","010","Morgan County","103","1030","MORGAN COUNTY",80754,8610,76,185,20,,444,115,4,0,23,
"G0101050","1980","Alabama","01","010","Perry County","105","1050","PERRY COUNTY",5956,8783,0,17,0,,13,236,0,0,7,
"G0101070","1980","Alabama","01","010","Pickens County","107","1070","PICKENS COUNTY",12377,8903,28,19,0,,79,75,0,0,0,
"G0101090","1980","Alabama","01","010","Pike County","109","1090","PIKE COUNTY",18078,9683,41,21,3,,82,142,0,0,0,
"G0101110","1980","Alabama","01","010","Randolph County","111","1110","RANDOLPH COUNTY",15110,4769,14,10,0,,56,100,16,0,0,
"G0101130","1980","Alabama","01","010","Russell County","113","1130","RUSSELL COUNTY",28304,18485,65,89,6,,200,171,0,0,36,
"G0101150","1980","Alabama","01","010","St. Clair County","115","1150","ST. CLAIR COUNTY",36728,4085,86,51,5,,197,41,0,5,7,
"G0101170","1980","Alabama","01","010","Shelby County","117","1170","SHELBY COUNTY",58652,6755,158,203,8,,382,133,0,0,7,
"G0101190","1980","Alabama","01","010","Sumter County","119","1190","SUMTER COUNTY",5079,11562,0,55,22,,41,149,0,0,0,
"G0101210","1980","Alabama","01","010","Talladega County","121","1210","TALLADEGA COUNTY",50738,22223,40,32,33,,236,522,0,0,2,
"G0101230","1980","Alabama","01","010","Tallapoosa County","123","1230","TALLAPOOSA COUNTY",27883,10269,24,155,20,,122,192,0,0,11,
"G0101250","1980","Alabama","01","010","Tuscaloosa County","125","1250","TUSCALOOSA COUNTY",98947,37067,90,299,88,,578,359,0,47,66,
"G0101270","1980","Alabama","01","010","Walker County","127","1270","WALKER COUNTY",63355,4639,135,102,5,,240,174,0,0,10,
"G0101290","1980","Alabama","01","010","Washington County","129","1290","WASHINGTON COUNTY",11212,4621,778,2,0,,103,105,0,0,0,
"G0101310","1980","Alabama","01","010","Wilcox County","131","1310","WILCOX COUNTY",4547,9839,4,20,0,,33,312,0,0,0,
"G0101330","1980","Alabama","01","010","Winston County","133","1330","WINSTON COUNTY",21606,145,27,23,6,,138,0,8,0,0,
"G0200100","1980","Alaska","02","020","Aleutian Islands","010","0100","ALEUTIAN ISLANDS CENSUS AREA",4737,327,1926,537,13,,150,0,2,34,42,
"G0200200","1980","Alaska","02","020","Anchorage Municipality","020","0200","ANCHORAGE BOROUGH",147067,9233,8779,3918,377,,2698,156,243,323,1637,
"G0200500","1980","Alaska","02","020","Bethel Census Area","050","0500","BETHEL CENSUS AREA",1566,52,9261,42,9,,36,0,12,8,13,
"G0200600","1980","Alaska","02","020","Bristol Bay Borough","060","0600","BRISTOL BAY BOROUGH",652,46,356,7,0,,4,0,4,0,25,
"G0200700","1980","Alaska","02","020","Dillingham Census Area","070","0700","DILLINGHAM CENSUS AREA",1060,0,3523,11,18,,0,0,0,0,4,
"G0200900","1980","Alaska","02","020","Fairbanks North Star Borough","090","0900","FAIRBANKS NORTH STAR BOROUGH",45489,2988,3011,840,156,,836,51,15,44,553,
"G0201000","1980","Alaska","02","020","Haines Borough","100","1000","HAINES BOROUGH",1407,9,214,8,15,,27,0,0,0,0,
"G0201100","1980","Alaska","02","020","Juneau City and Borough","110","1100","JUNEAU BOROUGH",16492,76,2177,439,35,,207,6,13,5,78,
"G0201220","1980","Alaska","02","020","Kenai Peninsula Borough","122","1220","KENAI PENINSULA BOROUGH",22909,93,1694,210,35,,272,0,8,28,33,
"G0201300","1980","Alaska","02","020","Ketchikan Gateway Borough","130","1300","KETCHIKAN GATEWAY BOROUGH",9534,28,1269,245,15,,42,0,137,32,14,
"G0201400","1980","Alaska","02","020","Kobuk","140","1400","KOBUK CENSUS AREA",677,5,4108,4,6,,19,0,12,0,0,
"G0201500","1980","Alaska","02","020","Kodiak Island Borough","150","1500","KODIAK ISLAND BOROUGH",6911,89,1882,684,19,,199,0,2,84,69,
"G0201700","1980","Alaska","02","020","Matanuska-Susitna Borough","170","1700","MATANUSKA-SUSITNA BOROUGH",16769,50,748,62,17,,103,2,4,11,50,
"G0201800","1980","Alaska","02","020","Nome Census Area","180","1800","NOME CENSUS AREA",1291,16,5174,16,5,,15,0,15,2,3,
"G0201850","1980","Alaska","02","020","North Slope Borough","185","1850","NORTH SLOPE BOROUGH",906,14,3213,35,1,,10,0,12,0,8,
"G0202010","1980","Alaska","02","020","Prince Of Wales-Outer Ketchikan","201","2010","PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA",2067,40,1649,39,22,,3,0,2,0,0,
"G0202200","1980","Alaska","02","020","Sitka City and Borough","220","2200","SITKA BOROUGH",5747,30,1623,235,27,,89,0,46,0,6,
"G0202310","1980","Alaska","02","020","Skagway-Yakutat-Angoon","231","2310","SKAGWAY-YAKUTAT-ANGOON CENSUS AREA",1952,0,1452,18,30,,6,0,10,10,0,
"G0202400","1980","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","SOUTHEAST FAIRBANKS CENSUS AREA",4326,293,725,140,5,,169,0,0,3,15,
"G0202610","1980","Alaska","02","020","Valdez-Cordova Census Area","261","2610","VALDEZ-CORDOVA CENSUS AREA",6992,37,1058,105,15,,99,0,2,19,21,
"G0202700","1980","Alaska","02","020","Wade Hampton Census Area","270","2700","WADE HAMPTON CENSUS AREA",236,0,4418,2,3,,4,0,2,0,0,
"G0202800","1980","Alaska","02","020","Wrangell-Petersburg","280","2800","WRANGELL-PETERSBURG CENSUS AREA",4795,6,1187,76,36,,37,0,3,15,12,
"G0202900","1980","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","YUKON-KOYUKUK CENSUS AREA",3317,101,4349,23,11,,44,0,17,0,11,
"G0400010","1980","Arizona","04","040","Apache County","001","0010","APACHE COUNTY",10909,279,38987,37,43,,1086,0,55,16,696,
"G0400030","1980","Arizona","04","040","Cochise County","003","0030","COCHISE COUNTY",57586,3195,377,1556,124,,16782,111,64,111,5780,
"G0400050","1980","Arizona","04","040","Coconino County","005","0050","COCONINO COUNTY",45037,1319,20814,443,109,,4416,18,135,16,2701,
"G0400070","1980","Arizona","04","040","Gila County","007","0070","GILA COUNTY",23926,81,5132,119,17,,6372,0,22,0,1411,
"G0400090","1980","Arizona","04","040","Graham County","009","0090","GRAHAM COUNTY",13991,532,2696,134,39,,3256,18,34,0,2162,
"G0400110","1980","Arizona","04","040","Greenlee County","011","0110","GREENLEE COUNTY",5646,5,276,33,0,,3685,9,54,48,1650,
"G0400130","1980","Arizona","04","040","Maricopa County","013","0130","MARICOPA COUNTY",1226362,46747,20406,14102,1918,,94412,1086,3302,913,99804,
"G0400150","1980","Arizona","04","040","Mohave County","015","0150","MOHAVE COUNTY",51876,68,1561,195,30,,1383,21,94,5,632,
"G0400170","1980","Arizona","04","040","Navajo County","017","0170","NAVAJO COUNTY",30162,608,31938,119,70,,2635,6,277,22,1792,
"G0400190","1980","Arizona","04","040","Pima County","019","0190","PIMA COUNTY",387592,14072,12642,4896,863,,60436,277,2613,284,47768,
"G0400210","1980","Arizona","04","040","Pinal County","021","0210","PINAL COUNTY",53008,2924,7900,260,149,,10584,72,697,34,15290,
"G0400230","1980","Arizona","04","040","Santa Cruz County","023","0230","SANTA CRUZ COUNTY",5087,54,8,39,42,,11144,51,71,23,3940,
"G0400250","1980","Arizona","04","040","Yavapai County","025","0250","YAVAPAI COUNTY",62617,216,950,129,37,,2752,0,76,43,1325,
"G0400270","1980","Arizona","04","040","Yuma County","027","0270","YUMA COUNTY",54926,2310,2774,826,188,,12620,80,435,159,16236,
"G0500010","1980","Arkansas","05","050","Arkansas County","001","0010","ARKANSAS COUNTY",19156,4803,88,50,0,,49,29,0,0,0,
"G0500030","1980","Arkansas","05","050","Ashley County","003","0030","ASHLEY COUNTY",19162,7191,35,27,6,,45,42,30,0,0,
"G0500050","1980","Arkansas","05","050","Baxter County","005","0050","BAXTER COUNTY",27120,0,132,30,0,,119,0,0,0,8,
"G0500070","1980","Arkansas","05","050","Benton County","007","0070","BENTON COUNTY",75722,44,1284,262,87,,499,0,15,6,196,
"G0500090","1980","Arkansas","05","050","Boone County","009","0090","BOONE COUNTY",25733,0,66,30,5,,226,0,0,0,7,
"G0500110","1980","Arkansas","05","050","Bradley County","011","0110","BRADLEY COUNTY",9662,4006,12,16,0,,69,16,0,0,22,
"G0500130","1980","Arkansas","05","050","Calhoun County","013","0130","CALHOUN COUNTY",4359,1706,0,7,0,,7,0,0,0,0,
"G0500150","1980","Arkansas","05","050","Carroll County","015","0150","CARROLL COUNTY",16026,5,37,20,6,,99,1,2,0,7,
"G0500170","1980","Arkansas","05","050","Chicot County","017","0170","CHICOT COUNTY",8240,9326,75,53,0,,11,88,0,0,0,
"G0500190","1980","Arkansas","05","050","Clark County","019","0190","CLARK COUNTY",18011,5032,37,55,15,,98,47,0,0,31,
"G0500210","1980","Arkansas","05","050","Clay County","021","0210","CLAY COUNTY",20519,0,16,8,0,,69,0,0,0,4,
"G0500230","1980","Arkansas","05","050","Cleburne County","023","0230","CLEBURNE COUNTY",16786,3,41,14,6,,55,0,0,0,4,
"G0500250","1980","Arkansas","05","050","Cleveland County","025","0250","CLEVELAND COUNTY",6654,1186,2,11,0,,7,8,0,0,0,
"G0500270","1980","Arkansas","05","050","Columbia County","027","0270","COLUMBIA COUNTY",17100,9153,130,74,0,,91,89,0,0,7,
"G0500290","1980","Arkansas","05","050","Conway County","029","0290","CONWAY COUNTY",16351,2974,87,16,17,,55,0,0,0,5,
"G0500310","1980","Arkansas","05","050","Craighead County","031","0310","CRAIGHEAD COUNTY",59676,2805,232,181,6,,246,36,10,5,42,
"G0500330","1980","Arkansas","05","050","Crawford County","033","0330","CRAWFORD COUNTY",35106,425,989,86,10,,220,0,15,0,41,
"G0500350","1980","Arkansas","05","050","Crittenden County","035","0350","CRITTENDEN COUNTY",27714,21057,101,205,0,,96,173,5,7,141,
"G0500370","1980","Arkansas","05","050","Cross County","037","0370","CROSS COUNTY",15290,5024,36,0,0,,18,31,0,0,35,
"G0500390","1980","Arkansas","05","050","Dallas County","039","0390","DALLAS COUNTY",6489,3938,24,4,0,,11,19,0,0,30,
"G0500410","1980","Arkansas","05","050","Desha County","041","0410","DESHA COUNTY",11083,8383,58,10,0,,147,61,0,0,18,
"G0500430","1980","Arkansas","05","050","Drew County","043","0430","DREW COUNTY",12906,4882,70,0,0,,48,4,0,0,0,
"G0500450","1980","Arkansas","05","050","Faulkner County","045","0450","FAULKNER COUNTY",42097,3689,126,89,0,,145,13,6,0,27,
"G0500470","1980","Arkansas","05","050","Franklin County","047","0470","FRANKLIN COUNTY",14083,155,238,29,0,,143,0,11,0,46,
"G0500490","1980","Arkansas","05","050","Fulton County","049","0490","FULTON COUNTY",9878,0,50,14,0,,33,0,0,0,0,
"G0500510","1980","Arkansas","05","050","Garland County","051","0510","GARLAND COUNTY",63703,5732,370,138,12,,451,28,6,0,91,
"G0500530","1980","Arkansas","05","050","Grant County","053","0530","GRANT COUNTY",12385,418,62,48,0,,93,0,0,0,2,
"G0500550","1980","Arkansas","05","050","Greene County","055","0550","GREENE COUNTY",30433,17,132,8,0,,132,0,0,0,22,
"G0500570","1980","Arkansas","05","050","Hempstead County","057","0570","HEMPSTEAD COUNTY",16393,7062,71,7,0,,91,0,0,0,11,
"G0500590","1980","Arkansas","05","050","Hot Spring County","059","0590","HOT SPRING COUNTY",23457,2963,164,19,0,,110,51,0,0,55,
"G0500610","1980","Arkansas","05","050","Howard County","061","0610","HOWARD COUNTY",10824,2485,35,18,6,,75,0,9,7,0,
"G0500630","1980","Arkansas","05","050","Independence County","063","0630","INDEPENDENCE COUNTY",28926,553,248,68,0,,293,0,6,5,48,
"G0500650","1980","Arkansas","05","050","Izard County","065","0650","IZARD COUNTY",10637,18,28,0,0,,80,0,2,0,3,
"G0500670","1980","Arkansas","05","050","Jackson County","067","0670","JACKSON COUNTY",18731,2864,14,7,0,,25,5,0,0,0,
"G0500690","1980","Arkansas","05","050","Jefferson County","069","0690","JEFFERSON COUNTY",52873,36371,255,232,15,,333,473,23,32,111,
"G0500710","1980","Arkansas","05","050","Johnson County","071","0710","JOHNSON COUNTY",16927,263,80,42,0,,76,8,0,0,27,
"G0500730","1980","Arkansas","05","050","Lafayette County","073","0730","LAFAYETTE COUNTY",5937,4140,45,0,0,,25,49,0,0,17,
"G0500750","1980","Arkansas","05","050","Lawrence County","075","0750","LAWRENCE COUNTY",18260,36,90,18,3,,31,0,0,0,9,
"G0500770","1980","Arkansas","05","050","Lee County","077","0770","LEE COUNTY",6843,8380,7,107,0,,14,140,0,0,48,
"G0500790","1980","Arkansas","05","050","Lincoln County","079","0790","LINCOLN COUNTY",8513,4784,14,6,0,,42,10,0,0,0,
"G0500810","1980","Arkansas","05","050","Little River County","081","0810","LITTLE RIVER COUNTY",10386,3441,46,0,0,,50,29,0,0,0,
"G0500830","1980","Arkansas","05","050","Logan County","083","0830","LOGAN COUNTY",19626,285,114,43,0,,63,2,0,1,10,
"G0500850","1980","Arkansas","05","050","Lonoke County","085","0850","LONOKE COUNTY",29978,4139,118,69,0,,128,84,0,0,2,
"G0500870","1980","Arkansas","05","050","Madison County","087","0870","MADISON COUNTY",11215,2,111,7,0,,0,0,0,0,38,
"G0500890","1980","Arkansas","05","050","Marion County","089","0890","MARION COUNTY",11118,0,114,9,0,,84,0,0,0,9,
"G0500910","1980","Arkansas","05","050","Miller County","091","0910","MILLER COUNTY",28993,8252,249,84,10,,65,103,0,0,10,
"G0500930","1980","Arkansas","05","050","Mississippi County","093","0930","MISSISSIPPI COUNTY",42538,16010,44,204,15,,378,157,13,26,132,
"G0500950","1980","Arkansas","05","050","Monroe County","095","0950","MONROE COUNTY",8195,5525,100,8,0,,11,213,0,0,0,
"G0500970","1980","Arkansas","05","050","Montgomery County","097","0970","MONTGOMERY COUNTY",7598,0,49,22,0,,74,0,0,0,28,
"G0500990","1980","Arkansas","05","050","Nevada County","099","0990","NEVADA COUNTY",7580,3392,0,9,0,,104,6,0,0,6,
"G0501010","1980","Arkansas","05","050","Newton County","101","1010","NEWTON COUNTY",7631,28,25,2,0,,70,0,0,0,0,
"G0501030","1980","Arkansas","05","050","Ouachita County","103","1030","OUACHITA COUNTY",19223,10997,138,12,0,,164,5,0,0,2,
"G0501050","1980","Arkansas","05","050","Perry County","105","1050","PERRY COUNTY",7093,132,41,0,0,,0,0,0,0,0,
"G0501070","1980","Arkansas","05","050","Phillips County","107","1070","PHILLIPS COUNTY",15817,18150,180,118,7,,137,260,0,0,103,
"G0501090","1980","Arkansas","05","050","Pike County","109","1090","PIKE COUNTY",9907,391,71,0,0,,2,0,2,0,0,
"G0501110","1980","Arkansas","05","050","Poinsett County","111","1110","POINSETT COUNTY",25042,1820,53,2,0,,107,0,0,0,8,
"G0501130","1980","Arkansas","05","050","Polk County","113","1130","POLK COUNTY",16700,0,106,51,8,,124,0,2,0,16,
"G0501150","1980","Arkansas","05","050","Pope County","115","1150","POPE COUNTY",37459,858,401,93,0,,171,0,0,0,39,
"G0501170","1980","Arkansas","05","050","Prairie County","117","1170","PRAIRIE COUNTY",8622,1393,22,15,0,,53,24,0,0,11,
"G0501190","1980","Arkansas","05","050","Pulaski County","119","1190","PULASKI COUNTY",253065,80793,1287,1901,191,,1864,578,71,121,742,
"G0501210","1980","Arkansas","05","050","Randolph County","121","1210","RANDOLPH COUNTY",16474,265,16,6,0,,72,0,0,0,1,
"G0501230","1980","Arkansas","05","050","St. Francis County","123","1230","ST. FRANCIS COUNTY",16361,14027,37,106,0,,76,163,0,0,88,
"G0501250","1980","Arkansas","05","050","Saline County","125","1250","SALINE COUNTY",51095,1409,274,46,0,,305,0,0,12,20,
"G0501270","1980","Arkansas","05","050","Scott County","127","1270","SCOTT COUNTY",9443,3,122,4,0,,103,0,6,0,4,
"G0501290","1980","Arkansas","05","050","Searcy County","129","1290","SEARCY COUNTY",8768,0,61,2,0,,16,0,0,0,0,
"G0501310","1980","Arkansas","05","050","Sebastian County","131","1310","SEBASTIAN COUNTY",86726,4879,1356,1426,63,,599,10,12,0,101,
"G0501330","1980","Arkansas","05","050","Sevier County","133","1330","SEVIER COUNTY",13025,781,126,13,0,,70,0,6,0,39,
"G0501350","1980","Arkansas","05","050","Sharp County","135","1350","SHARP COUNTY",14302,82,124,7,0,,67,0,0,0,25,
"G0501370","1980","Arkansas","05","050","Stone County","137","1370","STONE COUNTY",8905,8,89,0,0,,20,0,0,0,0,
"G0501390","1980","Arkansas","05","050","Union County","139","1390","UNION COUNTY",34308,13929,93,52,44,,78,41,0,0,28,
"G0501410","1980","Arkansas","05","050","Van Buren County","141","1410","VAN BUREN COUNTY",13129,40,35,7,2,,69,0,1,0,74,
"G0501430","1980","Arkansas","05","050","Washington County","143","1430","WASHINGTON COUNTY",96554,1527,1045,518,56,,587,6,0,13,188,
"G0501450","1980","Arkansas","05","050","White County","145","1450","WHITE COUNTY",48666,1649,177,100,11,,168,7,8,5,44,
"G0501470","1980","Arkansas","05","050","Woodruff County","147","1470","WOODRUFF COUNTY",7706,3437,3,7,0,,14,53,0,0,2,
"G0501490","1980","Arkansas","05","050","Yell County","149","1490","YELL COUNTY",16501,339,88,40,0,,51,7,0,0,0,
"G0600010","1980","California","06","060","Alameda County","001","0010","ALAMEDA COUNTY",680853,201064,6820,83760,3217,,68882,2634,1493,5126,51530,
"G0600030","1980","California","06","060","Alpine County","003","0030","ALPINE COUNTY",884,0,167,5,0,,28,0,2,0,11,
"G0600050","1980","California","06","060","Amador County","005","0050","AMADOR COUNTY",17811,177,283,80,29,,658,0,16,5,255,
"G0600070","1980","California","06","060","Butte County","007","0070","BUTTE COUNTY",130795,1550,2129,1771,231,,3996,0,109,40,3230,
"G0600090","1980","California","06","060","Calaveras County","009","0090","CALAVERAS COUNTY",19301,104,298,60,3,,674,4,82,30,154,
"G0600110","1980","California","06","060","Colusa County","011","0110","COLUSA COUNTY",9516,119,240,394,29,,695,4,17,7,1770,
"G0600130","1980","California","06","060","Contra Costa County","013","0130","CONTRA COSTA COUNTY",505921,59367,4205,29593,1130,,32975,779,788,1903,19719,
"G0600150","1980","California","06","060","Del Norte County","015","0150","DEL NORTE COUNTY",15681,34,1220,69,81,,592,0,81,18,441,
"G0600170","1980","California","06","060","El Dorado County","017","0170","EL DORADO COUNTY",79428,396,971,962,73,,2837,22,79,126,918,
"G0600190","1980","California","06","060","Fresno County","019","0190","FRESNO COUNTY",318491,25147,4401,14731,1484,,66583,567,1614,735,80868,
"G0600210","1980","California","06","060","Glenn County","021","0210","GLENN COUNTY",18326,13,277,195,26,,628,0,70,0,1815,
"G0600230","1980","California","06","060","Humboldt County","023","0230","HUMBOLDT COUNTY",97084,733,5506,1098,180,,2435,35,239,54,1150,
"G0600250","1980","California","06","060","Imperial County","025","0250","IMPERIAL COUNTY",35776,2357,1149,1141,261,,16345,137,163,432,34349,
"G0600270","1980","California","06","060","Inyo County","027","0270","INYO COUNTY",15279,7,1447,51,10,,685,0,130,8,278,
"G0600290","1980","California","06","060","Kern County","029","0290","KERN COUNTY",281115,20668,5989,7193,1005,,30809,480,863,910,54057,
"G0600310","1980","California","06","060","Kings County","031","0310","KINGS COUNTY",47240,3554,790,2043,255,,8302,77,138,183,11156,
"G0600330","1980","California","06","060","Lake County","033","0330","LAKE COUNTY",33050,345,811,153,95,,1079,7,69,42,715,
"G0600350","1980","California","06","060","Lassen County","035","0350","LASSEN COUNTY",18666,735,559,272,9,,596,14,59,12,739,
"G0600370","1980","California","06","060","Los Angeles County","037","0370","LOS ANGELES COUNTY",3985022,925832,41600,437493,22053,,1150518,17292,12969,19200,865524,
"G0600390","1980","California","06","060","Madera County","039","0390","MADERA COUNTY",42182,1967,1026,650,210,,5628,161,112,46,11134,
"G0600410","1980","California","06","060","Marin County","041","0410","MARIN COUNTY",199908,5545,809,6264,759,,6634,81,151,306,2111,
"G0600430","1980","California","06","060","Mariposa County","043","0430","MARIPOSA COUNTY",10119,90,357,46,18,,357,0,0,19,102,
"G0600450","1980","California","06","060","Mendocino County","045","0450","MENDOCINO COUNTY",59963,361,2220,489,42,,2076,12,108,17,1450,
"G0600470","1980","California","06","060","Merced County","047","0470","MERCED COUNTY",89728,6610,1064,2879,247,,15078,124,219,394,18217,
"G0600490","1980","California","06","060","Modoc County","049","0490","MODOC COUNTY",7937,7,256,23,11,,191,0,0,0,185,
"G0600510","1980","California","06","060","Mono County","051","0510","MONO COUNTY",7814,0,321,18,17,,304,0,9,0,94,
"G0600530","1980","California","06","060","Monterey County","053","0530","MONTEREY COUNTY",174594,18763,2699,18794,912,,26748,333,716,1568,45317,
