GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A00AA1800
"G5101350","1800","Virginia","51","510","Nottoway County","135","1350","Nottoway",9401
"G5101355","1800","Virginia","51","510","Ohio County",,"1355","Ohio",4740
"G5101370","1800","Virginia","51","510","Orange County","137","1370","Orange",11449
"G5101410","1800","Virginia","51","510","Patrick County","141","1410","Patrick",4331
"G5101415","1800","Virginia","51","510","Pendleton County",,"1415","Pendleton",3962
"G5101430","1800","Virginia","51","510","Pittsylvania County","143","1430","Pittsylvania",12697
"G5101450","1800","Virginia","51","510","Powhatan County","145","1450","Powhatan",7769
"G5101470","1800","Virginia","51","510","Prince Edward County","147","1470","Prince Edward",10962
"G5101490","1800","Virginia","51","510","Prince George County","149","1490","Prince George",7425
"G5101510","1800","Virginia","51","510","Princess Anne County","151","1510","Princess Anne",8859
"G5101530","1800","Virginia","51","510","Prince William County","153","1530","Prince William",12733
"G5101557","1800","Virginia","51","510","Randolph County",,"1557","Randolph",1826
"G5101590","1800","Virginia","51","510","Richmond County","159","1590","Richmond",13744
"G5101630","1800","Virginia","51","510","Rockbridge County","163","1630","Rockbridge",8945
"G5101650","1800","Virginia","51","510","Rockingham County","165","1650","Rockingham",10374
"G5101670","1800","Virginia","51","510","Russell County","167","1670","Russell",4808
"G5101710","1800","Virginia","51","510","Shenandoah County","171","1710","Shenandoah",13823
"G5101750","1800","Virginia","51","510","Southampton County","175","1750","Southampton",13925
"G5101770","1800","Virginia","51","510","Spotsylvania County","177","1770","Spotsylvania",13002
"G5101790","1800","Virginia","51","510","Stafford County","179","1790","Stafford",9971
"G5101810","1800","Virginia","51","510","Surry County","181","1810","Surry",6535
"G5101830","1800","Virginia","51","510","Sussex County","183","1830","Sussex",11062
"G5101850","1800","Virginia","51","510","Tazewell County","185","1850","Tazewell",2127
"G5101890","1800","Virginia","51","510","Warwick County","189","1890","Warwick",1659
"G5101910","1800","Virginia","51","510","Washington County","191","1910","Washington",9536
"G5101953","1800","Virginia","51","510","Wood County",,"1953","Wood",1217
"G5101970","1800","Virginia","51","510","Wythe County","197","1970","Wythe",6380
"G5101990","1800","Virginia","51","510","York County","199","1990","York",3231
"G5107100","1800","Virginia","51","510","Norfolk city","710","7100","Norfolk City",6926
"G5107300","1800","Virginia","51","510","Petersburg city","730","7300","Petersburg City",3521
"G5107600","1800","Virginia","51","510","Richmond city","760","7600","Richmond City",5737
