GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AE7AA2010,AE7AB2010,AE7AC2010,AE7AD2010,AE7AE2010,AE7AF2010,AE7AG2010,AE7AH2010,AE7AI2010,AE7AJ2010,AE7AK2010,AE7AL2010
"G1901910","2010","Iowa","19","190","Winneshiek County","191","1910","Winneshiek County",20153,130,10,226,3,116,194,3,3,4,170,44
"G1901930","2010","Iowa","19","190","Woodbury County","193","1930","Woodbury County",79282,2384,1789,2497,60,2167,6105,72,465,32,6180,1139
"G1901950","2010","Iowa","19","190","Worth County","195","1950","Worth County",7335,21,10,24,2,59,100,6,4,0,29,8
"G1901970","2010","Iowa","19","190","Wright County","197","1970","Wright County",11738,40,20,36,5,116,807,17,0,3,354,93
"G2000010","2010","Kansas","20","200","Allen County","001","0010","Allen County",12285,243,99,69,4,279,193,6,9,1,127,56
"G2000030","2010","Kansas","20","200","Anderson County","003","0030","Anderson County",7774,40,38,37,3,87,69,0,1,1,39,13
"G2000050","2010","Kansas","20","200","Atchison County","005","0050","Atchison County",15152,844,86,78,16,365,243,9,7,0,73,51
"G2000070","2010","Kansas","20","200","Barber County","007","0070","Barber County",4608,20,24,20,13,57,65,2,3,0,39,10
"G2000090","2010","Kansas","20","200","Barton County","009","0090","Barton County",23092,367,111,61,22,338,1475,32,37,9,1923,207
"G2000110","2010","Kansas","20","200","Bourbon County","011","0110","Bourbon County",13953,409,101,74,6,321,162,18,13,0,83,33
"G2000130","2010","Kansas","20","200","Brown County","013","0130","Brown County",8391,116,869,32,5,265,103,7,55,0,85,56
"G2000150","2010","Kansas","20","200","Butler County","015","0150","Butler County",59920,1054,586,483,48,1187,1656,42,50,29,551,274
"G2000170","2010","Kansas","20","200","Chase County","017","0170","Chase County",2597,34,12,8,1,38,64,0,0,1,23,12
"G2000190","2010","Kansas","20","200","Chautauqua County","019","0190","Chautauqua County",3291,13,148,4,0,126,40,3,2,1,29,12
"G2000210","2010","Kansas","20","200","Cherokee County","021","0210","Cherokee County",19280,116,855,129,1,798,233,2,21,0,113,55
"G2000230","2010","Kansas","20","200","Cheyenne County","023","0230","Cheyenne County",2543,2,6,19,0,14,121,0,0,0,16,5
"G2000250","2010","Kansas","20","200","Clark County","025","0250","Clark County",1967,0,11,19,2,53,80,1,3,0,66,13
"G2000270","2010","Kansas","20","200","Clay County","027","0270","Clay County",8184,34,32,28,2,93,117,0,6,0,27,12
"G2000290","2010","Kansas","20","200","Cloud County","029","0290","Cloud County",9035,49,24,21,14,107,154,2,6,0,91,30
"G2000310","2010","Kansas","20","200","Coffey County","031","0310","Coffey County",8176,47,57,34,0,111,122,0,2,2,29,21
"G2000330","2010","Kansas","20","200","Comanche County","033","0330","Comanche County",1783,6,2,6,0,21,42,0,2,1,25,3
"G2000350","2010","Kansas","20","200","Cowley County","035","0350","Cowley County",29832,971,644,591,12,969,1485,33,80,12,1401,281
"G2000370","2010","Kansas","20","200","Crawford County","037","0370","Crawford County",34842,757,331,539,24,879,843,28,23,16,706,146
"G2000390","2010","Kansas","20","200","Decatur County","039","0390","Decatur County",2869,17,13,7,0,25,14,0,0,0,13,3
"G2000410","2010","Kansas","20","200","Dickinson County","041","0410","Dickinson County",18312,139,82,70,17,365,468,14,17,2,189,79
"G2000430","2010","Kansas","20","200","Doniphan County","043","0430","Doniphan County",7282,242,78,16,4,158,114,1,4,0,24,22
"G2000450","2010","Kansas","20","200","Douglas County","045","0450","Douglas County",90532,4204,2636,4171,153,3479,3135,153,315,40,1336,672
"G2000470","2010","Kansas","20","200","Edwards County","047","0470","Edwards County",2446,5,11,12,1,28,312,16,10,0,192,4
"G2000490","2010","Kansas","20","200","Elk County","049","0490","Elk County",2694,0,33,13,1,62,48,0,9,0,18,4
"G2000510","2010","Kansas","20","200","Ellis County","051","0510","Ellis County",26103,232,63,394,22,339,579,10,11,2,582,115
"G2000530","2010","Kansas","20","200","Ellsworth County","053","0530","Ellsworth County",5733,299,32,24,4,83,258,0,4,0,33,27
"G2000550","2010","Kansas","20","200","Finney County","055","0550","Finney County",17049,707,151,1219,61,407,11255,134,185,32,4934,642
"G2000570","2010","Kansas","20","200","Ford County","057","0570","Ford County",14897,605,127,507,36,355,10597,114,221,37,5795,557
"G2000590","2010","Kansas","20","200","Franklin County","059","0590","Franklin County",23880,320,180,101,15,559,482,9,34,1,255,156
"G2000610","2010","Kansas","20","200","Geary County","061","0610","Geary County",20587,6015,277,1322,68,1841,2151,304,62,43,1153,539
"G2000630","2010","Kansas","20","200","Gove County","063","0630","Gove County",2618,7,2,12,0,14,28,1,0,0,11,2
"G2000650","2010","Kansas","20","200","Graham County","065","0650","Graham County",2357,96,13,6,1,65,28,3,4,3,11,10
"G2000670","2010","Kansas","20","200","Grant County","067","0670","Grant County",4240,31,31,26,2,60,2128,16,65,1,1107,122
"G2000690","2010","Kansas","20","200","Gray County","069","0690","Gray County",5050,22,20,13,3,43,560,4,8,0,251,32
"G2000710","2010","Kansas","20","200","Greeley County","071","0710","Greeley County",1056,3,4,4,1,8,87,3,3,0,68,10
"G2000730","2010","Kansas","20","200","Greenwood County","073","0730","Greenwood County",6257,23,61,18,1,109,137,0,5,0,40,38
"G2000750","2010","Kansas","20","200","Hamilton County","075","0750","Hamilton County",1801,8,18,10,1,25,333,0,15,0,466,13
"G2000770","2010","Kansas","20","200","Harper County","077","0770","Harper County",5582,21,59,6,1,67,129,1,10,12,127,19
"G2000790","2010","Kansas","20","200","Harvey County","079","0790","Harvey County",29332,530,181,263,24,607,2361,34,70,3,1076,203
"G2000810","2010","Kansas","20","200","Haskell County","081","0810","Haskell County",3036,4,16,10,1,40,605,8,12,0,478,46
"G2000830","2010","Kansas","20","200","Hodgeman County","083","0830","Hodgeman County",1748,20,3,8,0,19,58,0,0,0,48,12
"G2000850","2010","Kansas","20","200","Jackson County","085","0850","Jackson County",11559,69,974,49,6,367,184,4,102,0,91,57
"G2000870","2010","Kansas","20","200","Jefferson County","087","0870","Jefferson County",18170,100,166,44,15,292,249,4,5,1,45,35
"G2000890","2010","Kansas","20","200","Jewell County","089","0890","Jewell County",2959,4,17,6,2,26,35,1,3,0,11,13
"G2000910","2010","Kansas","20","200","Johnson County","091","0910","Johnson County",446044,23028,1639,22857,864,10798,22008,608,375,185,12933,2840
"G2000930","2010","Kansas","20","200","Kearny County","093","0930","Kearny County",2726,16,37,11,0,52,746,7,2,2,345,33
"G2000950","2010","Kansas","20","200","Kingman County","095","0950","Kingman County",7486,13,38,38,0,84,125,1,9,0,49,15
"G2000970","2010","Kansas","20","200","Kiowa County","097","0970","Kiowa County",2378,12,22,17,0,25,63,5,2,0,28,1
"G2000990","2010","Kansas","20","200","Labette County","099","0990","Labette County",18467,987,401,81,11,785,557,21,66,1,142,88
"G2001010","2010","Kansas","20","200","Lane County","101","1010","Lane County",1628,8,9,5,1,25,38,0,5,0,27,4
"G2001030","2010","Kansas","20","200","Leavenworth County","103","1030","Leavenworth County",61226,7007,526,1047,72,2041,2653,164,58,19,943,471
"G2001050","2010","Kansas","20","200","Lincoln County","105","1050","Lincoln County",3116,8,15,6,1,23,42,1,2,0,23,4
"G2001070","2010","Kansas","20","200","Linn County","107","1070","Linn County",9184,41,60,36,12,137,123,2,3,0,47,11
"G2001090","2010","Kansas","20","200","Logan County","109","1090","Logan County",2609,16,12,10,0,29,38,5,1,0,30,6
"G2001110","2010","Kansas","20","200","Lyon County","111","1110","Lyon County",24704,731,144,770,25,561,3436,88,90,28,2763,350
"G2001130","2010","Kansas","20","200","McPherson County","113","1130","McPherson County",27176,279,91,163,17,429,587,15,19,5,329,70
"G2001150","2010","Kansas","20","200","Marion County","115","1150","Marion County",11992,95,63,32,9,173,162,9,7,2,82,34
"G2001170","2010","Kansas","20","200","Marshall County","117","1170","Marshall County",9727,26,26,25,2,118,122,1,7,1,48,14
"G2001190","2010","Kansas","20","200","Meade County","119","1190","Meade County",3761,31,31,18,7,51,481,0,4,1,165,25
"G2001210","2010","Kansas","20","200","Miami County","121","1210","Miami County",30708,411,169,122,22,527,517,15,23,3,190,80
"G2001230","2010","Kansas","20","200","Mitchell County","123","1230","Mitchell County",6197,13,23,24,1,42,47,0,1,0,16,9
"G2001250","2010","Kansas","20","200","Montgomery County","125","1250","Montgomery County",28712,2022,1099,234,34,1526,849,37,89,9,636,224
"G2001270","2010","Kansas","20","200","Morris County","127","1270","Morris County",5572,25,26,15,0,73,115,0,2,0,73,22
"G2001290","2010","Kansas","20","200","Morton County","129","1290","Morton County",2466,14,26,61,0,43,375,0,8,4,221,15
"G2001310","2010","Kansas","20","200","Nemaha County","131","1310","Nemaha County",9843,51,42,19,4,98,59,6,5,0,45,6
"G2001330","2010","Kansas","20","200","Neosho County","133","1330","Neosho County",15136,192,147,85,4,262,406,5,32,4,176,63
"G2001350","2010","Kansas","20","200","Ness County","135","1350","Ness County",2828,17,3,3,2,25,141,1,7,1,76,3
"G2001370","2010","Kansas","20","200","Norton County","137","1370","Norton County",5166,162,12,31,0,60,192,3,1,0,34,10
"G2001390","2010","Kansas","20","200","Osage County","139","1390","Osage County",15560,44,108,39,2,212,236,4,4,3,43,40
"G2001410","2010","Kansas","20","200","Osborne County","141","1410","Osborne County",3743,8,12,17,0,32,22,0,7,1,10,6
"G2001430","2010","Kansas","20","200","Ottawa County","143","1430","Ottawa County",5828,49,20,9,1,63,61,0,4,0,32,24
"G2001450","2010","Kansas","20","200","Pawnee County","145","1450","Pawnee County",6018,318,36,34,3,103,304,7,5,4,105,36
"G2001470","2010","Kansas","20","200","Phillips County","147","1470","Phillips County",5394,22,16,41,0,48,78,1,7,0,24,11
"G2001490","2010","Kansas","20","200","Pottawatomie County","149","1490","Pottawatomie County",19690,214,130,154,17,442,522,13,38,2,270,112
"G2001510","2010","Kansas","20","200","Pratt County","151","1510","Pratt County",8812,100,38,27,7,147,271,14,20,1,180,39
"G2001530","2010","Kansas","20","200","Rawlins County","153","1530","Rawlins County",2400,8,3,5,4,19,49,0,2,0,26,3
"G2001550","2010","Kansas","20","200","Reno County","155","1550","Reno County",55543,1843,374,314,35,1193,2926,87,64,14,1602,516
"G2001570","2010","Kansas","20","200","Republic County","157","1570","Republic County",4851,22,12,15,1,26,28,3,0,0,15,7
"G2001590","2010","Kansas","20","200","Rice County","159","1590","Rice County",8683,112,55,42,2,171,530,16,15,0,360,97
"G2001610","2010","Kansas","20","200","Riley County","161","1610","Riley County",56571,4344,364,3089,115,2022,2632,186,69,51,1185,487
"G2001630","2010","Kansas","20","200","Rooks County","163","1630","Rooks County",4981,21,9,22,1,40,68,3,8,0,19,9
"G2001650","2010","Kansas","20","200","Rush County","165","1650","Rush County",3165,8,16,6,2,26,48,0,0,2,22,12
"G2001670","2010","Kansas","20","200","Russell County","167","1670","Russell County",6640,53,42,34,3,83,72,1,3,2,30,7
"G2001690","2010","Kansas","20","200","Saline County","169","1690","Saline County",45671,1743,241,1159,42,1347,3024,71,54,24,1872,358
"G2001710","2010","Kansas","20","200","Scott County","171","1710","Scott County",4097,16,26,21,1,22,350,3,4,4,353,39
"G2001730","2010","Kansas","20","200","Sedgwick County","173","1730","Sedgwick County",348434,44931,4456,20545,580,14783,32048,1236,1283,252,24722,5095
"G2001750","2010","Kansas","20","200","Seward County","175","1750","Seward County",8261,687,70,625,14,305,7910,87,106,29,4457,401
"G2001770","2010","Kansas","20","200","Shawnee County","177","1770","Shawnee County",134549,14598,1747,2167,172,5398,9863,682,430,44,6302,1982
"G2001790","2010","Kansas","20","200","Sheridan County","179","1790","Sheridan County",2436,3,6,5,0,22,39,0,5,0,34,6
"G2001810","2010","Kansas","20","200","Sherman County","181","1810","Sherman County",5214,34,14,22,0,79,382,5,3,2,230,25
"G2001830","2010","Kansas","20","200","Smith County","183","1830","Smith County",3712,10,11,10,1,52,21,0,0,1,26,9
"G2001850","2010","Kansas","20","200","Stafford County","185","1850","Stafford County",3805,10,30,17,0,46,305,3,25,1,186,9
"G2001870","2010","Kansas","20","200","Stanton County","187","1870","Stanton County",1351,12,21,2,0,21,519,1,6,2,271,29
"G2001890","2010","Kansas","20","200","Stevens County","189","1890","Stevens County",3744,14,37,15,4,44,1241,2,12,1,566,44
"G2001910","2010","Kansas","20","200","Sumner County","191","1910","Sumner County",22044,211,255,54,12,459,661,19,27,6,258,126
"G2001930","2010","Kansas","20","200","Thomas County","193","1930","Thomas County",7336,47,24,44,12,67,173,2,12,0,166,17
"G2001950","2010","Kansas","20","200","Trego County","195","1950","Trego County",2902,13,6,9,3,17,17,0,0,0,28,6
"G2001970","2010","Kansas","20","200","Wabaunsee County","197","1970","Wabaunsee County",6664,28,33,10,2,111,144,1,3,0,21,36
"G2001990","2010","Kansas","20","200","Wallace County","199","1990","Wallace County",1354,2,7,1,1,12,41,0,0,0,62,5
"G2002010","2010","Kansas","20","200","Washington County","201","2010","Washington County",5558,23,8,19,0,47,74,2,6,0,56,6
"G2002030","2010","Kansas","20","200","Wichita County","203","2030","Wichita County",1647,14,5,3,0,15,325,5,6,0,190,24
"G2002050","2010","Kansas","20","200","Wilson County","205","2050","Wilson County",8866,30,77,41,6,172,129,1,22,0,28,37
"G2002070","2010","Kansas","20","200","Woodson County","207","2070","Woodson County",3139,12,26,2,1,60,22,0,11,0,32,4
"G2002090","2010","Kansas","20","200","Wyandotte County","209","2090","Wyandotte County",68170,39046,793,4033,183,3647,17886,696,504,94,20195,2258
"G2100010","2010","Kentucky","21","210","Adair County","001","0010","Adair County",17558,501,36,47,9,186,138,2,0,3,155,21
"G2100030","2010","Kentucky","21","210","Allen County","003","0030","Allen County",19203,159,55,31,7,204,159,5,3,0,77,53
"G2100050","2010","Kentucky","21","210","Anderson County","005","0050","Anderson County",20314,427,29,107,14,242,144,6,2,3,111,22
"G2100070","2010","Kentucky","21","210","Ballard County","007","0070","Ballard County",7762,238,11,14,0,134,46,0,3,2,21,18
"G2100090","2010","Kentucky","21","210","Barren County","009","0090","Barren County",38597,1617,62,186,40,561,400,13,27,30,504,136
"G2100110","2010","Kentucky","21","210","Bath County","011","0110","Bath County",11130,152,18,19,3,112,45,0,11,5,81,15
"G2100130","2010","Kentucky","21","210","Bell County","013","0130","Bell County",27297,633,48,80,13,422,118,11,1,11,42,15
"G2100150","2010","Kentucky","21","210","Boone County","015","0150","Boone County",106955,2928,192,2590,146,1795,2095,64,36,39,1607,364
"G2100170","2010","Kentucky","21","210","Bourbon County","017","0170","Bourbon County",17027,1187,26,59,24,294,577,11,16,7,685,72
"G2100190","2010","Kentucky","21","210","Boyd County","019","0190","Boyd County",46463,1374,99,225,55,612,438,27,11,5,162,71
"G2100210","2010","Kentucky","21","210","Boyle County","021","0210","Boyle County",24704,2106,47,218,49,512,382,15,8,5,295,91
"G2100230","2010","Kentucky","21","210","Bracken County","023","0230","Bracken County",8251,29,17,5,3,87,49,0,0,1,44,2
"G2100250","2010","Kentucky","21","210","Breathitt County","025","0250","Breathitt County",13575,43,12,79,9,71,62,0,7,1,17,2
"G2100270","2010","Kentucky","21","210","Breckinridge County","027","0270","Breckinridge County",19134,404,58,44,9,235,72,5,6,0,77,15
"G2100290","2010","Kentucky","21","210","Bullitt County","029","0290","Bullitt County",71368,472,223,388,45,785,601,12,13,7,301,104
"G2100310","2010","Kentucky","21","210","Butler County","031","0310","Butler County",12182,47,20,19,2,98,121,1,16,1,166,17
"G2100330","2010","Kentucky","21","210","Caldwell County","033","0330","Caldwell County",11952,664,15,35,18,171,92,4,4,0,26,3
"G2100350","2010","Kentucky","21","210","Calloway County","035","0350","Calloway County",33672,1375,67,657,31,499,536,17,20,11,248,58
"G2100370","2010","Kentucky","21","210","Campbell County","037","0370","Campbell County",84406,2253,99,735,99,1249,809,37,27,38,441,143
"G2100390","2010","Kentucky","21","210","Carlisle County","039","0390","Carlisle County",4906,35,23,14,2,41,55,4,5,0,14,5
"G2100410","2010","Kentucky","21","210","Carroll County","041","0410","Carroll County",9575,160,25,60,8,194,380,3,3,2,343,58
"G2100430","2010","Kentucky","21","210","Carter County","043","0430","Carter County",26930,145,65,48,6,205,171,2,2,8,104,34
"G2100450","2010","Kentucky","21","210","Casey County","045","0450","Casey County",15326,80,27,27,2,115,179,5,5,8,157,24
"G2100470","2010","Kentucky","21","210","Christian County","047","0470","Christian County",50709,15445,331,999,79,1851,2187,262,98,46,1393,555
"G2100490","2010","Kentucky","21","210","Clark County","049","0490","Clark County",32407,1693,48,129,25,420,426,15,4,11,342,93
"G2100510","2010","Kentucky","21","210","Clay County","051","0510","Clay County",20189,900,32,29,5,173,275,15,2,0,90,20
"G2100530","2010","Kentucky","21","210","Clinton County","053","0530","Clinton County",9865,39,18,20,3,96,73,0,1,19,113,25
"G2100550","2010","Kentucky","21","210","Crittenden County","055","0550","Crittenden County",9065,76,32,24,5,65,40,0,1,0,7,0
"G2100570","2010","Kentucky","21","210","Cumberland County","057","0570","Cumberland County",6508,177,6,8,7,87,32,1,2,1,24,3
"G2100590","2010","Kentucky","21","210","Daviess County","059","0590","Daviess County",87005,4583,112,717,177,1537,1129,43,18,29,1076,230
"G2100610","2010","Kentucky","21","210","Edmonson County","061","0610","Edmonson County",11733,166,37,26,0,99,56,3,0,0,34,7
"G2100630","2010","Kentucky","21","210","Elliott County","063","0630","Elliott County",7473,262,9,11,2,33,33,6,1,1,11,10
"G2100650","2010","Kentucky","21","210","Estill County","065","0650","Estill County",14407,28,30,14,7,85,50,1,2,0,27,21
"G2100670","2010","Kentucky","21","210","Fayette County","067","0670","Fayette County",216072,42336,599,9613,546,6163,7927,636,156,81,10403,1271
"G2100690","2010","Kentucky","21","210","Fleming County","069","0690","Fleming County",13858,181,11,33,10,106,62,2,1,0,71,13
"G2100710","2010","Kentucky","21","210","Floyd County","071","0710","Floyd County",38624,292,39,75,4,198,108,2,0,1,83,25
"G2100730","2010","Kentucky","21","210","Franklin County","073","0730","Franklin County",41026,5078,82,699,67,959,588,50,21,12,583,120
"G2100750","2010","Kentucky","21","210","Fulton County","075","0750","Fulton County",4973,1607,17,47,5,111,31,2,1,0,6,13
"G2100770","2010","Kentucky","21","210","Gallatin County","077","0770","Gallatin County",7952,109,9,18,5,124,180,4,2,0,134,52
"G2100790","2010","Kentucky","21","210","Garrard County","079","0790","Garrard County",15965,339,22,38,13,132,153,7,2,2,208,31
"G2100810","2010","Kentucky","21","210","Grant County","081","0810","Grant County",23545,173,49,110,17,191,297,5,8,8,228,31
"G2100830","2010","Kentucky","21","210","Graves County","083","0830","Graves County",32608,1597,70,135,27,585,960,10,21,9,1004,95
"G2100850","2010","Kentucky","21","210","Grayson County","085","0850","Grayson County",24885,260,41,64,7,231,167,4,8,4,57,18
"G2100870","2010","Kentucky","21","210","Green County","087","0870","Green County",10691,222,34,18,13,121,84,2,6,0,43,24
"G2100890","2010","Kentucky","21","210","Greenup County","089","0890","Greenup County",35752,255,86,185,16,332,176,2,8,9,63,26
"G2100910","2010","Kentucky","21","210","Hancock County","091","0910","Hancock County",8282,70,15,19,2,83,49,5,7,0,24,9
"G2100930","2010","Kentucky","21","210","Hardin County","093","0930","Hardin County",82139,11878,482,2400,171,3156,2832,397,59,58,1382,589
"G2100950","2010","Kentucky","21","210","Harlan County","095","0950","Harlan County",28030,639,36,102,3,258,114,4,6,0,62,24
"G2100970","2010","Kentucky","21","210","Harrison County","097","0970","Harrison County",17846,379,35,48,7,194,191,6,1,1,111,27
"G2100990","2010","Kentucky","21","210","Hart County","099","0990","Hart County",16771,883,30,37,20,197,135,2,1,0,90,33
"G2101010","2010","Kentucky","21","210","Henderson County","101","1010","Henderson County",40773,3568,79,202,59,711,444,22,17,7,278,90
"G2101030","2010","Kentucky","21","210","Henry County","103","1030","Henry County",14272,410,35,37,6,209,180,9,3,3,208,44
"G2101050","2010","Kentucky","21","210","Hickman County","105","1050","Hickman County",4298,451,12,12,6,66,34,1,0,0,11,11
"G2101070","2010","Kentucky","21","210","Hopkins County","107","1070","Hopkins County",41940,3069,56,272,23,826,349,17,9,8,266,85
"G2101090","2010","Kentucky","21","210","Jackson County","109","1090","Jackson County",13298,13,17,11,2,69,50,3,8,1,18,4
"G2101110","2010","Kentucky","21","210","Jefferson County","111","1110","Jefferson County",522561,152451,1492,16574,1255,14221,16153,1795,296,224,11640,2434
"G2101130","2010","Kentucky","21","210","Jessamine County","113","1130","Jessamine County",44336,1487,114,490,37,769,811,12,8,2,399,121
"G2101150","2010","Kentucky","21","210","Johnson County","115","1150","Johnson County",22900,56,28,95,1,167,76,0,2,0,13,18
"G2101170","2010","Kentucky","21","210","Kenton County","117","1170","Kenton County",143430,7267,235,1537,259,2767,1964,92,59,65,1647,398
"G2101190","2010","Kentucky","21","210","Knott County","119","1190","Knott County",16015,116,9,16,6,85,52,2,0,2,26,17
"G2101210","2010","Kentucky","21","210","Knox County","121","1210","Knox County",30805,344,68,70,14,312,162,2,2,0,66,38
"G2101230","2010","Kentucky","21","210","Larue County","123","1230","Larue County",13096,441,35,27,2,191,233,3,2,0,131,32
"G2101250","2010","Kentucky","21","210","Laurel County","125","1250","Laurel County",56732,405,145,288,25,537,380,12,30,4,232,59
"G2101270","2010","Kentucky","21","210","Lawrence County","127","1270","Lawrence County",15582,32,17,27,2,123,39,1,0,2,32,3
"G2101290","2010","Kentucky","21","210","Lee County","129","1290","Lee County",7564,185,20,11,1,48,43,0,2,0,4,9
"G2101310","2010","Kentucky","21","210","Leslie County","131","1310","Leslie County",11152,22,11,16,4,65,27,0,3,0,7,3
"G2101330","2010","Kentucky","21","210","Letcher County","133","1330","Letcher County",24120,85,34,39,7,110,95,0,3,0,22,4
"G2101350","2010","Kentucky","21","210","Lewis County","135","1350","Lewis County",13650,35,27,8,2,70,61,2,0,0,8,7
"G2101370","2010","Kentucky","21","210","Lincoln County","137","1370","Lincoln County",23404,560,39,40,14,313,151,5,4,1,161,50
"G2101390","2010","Kentucky","21","210","Livingston County","139","1390","Livingston County",9243,16,24,24,4,85,75,5,3,2,18,20
"G2101410","2010","Kentucky","21","210","Logan County","141","1410","Logan County",23934,1734,44,75,35,362,253,33,18,0,297,50
"G2101430","2010","Kentucky","21","210","Lyon County","143","1430","Lyon County",7672,437,12,25,9,82,57,4,0,0,8,8
"G2101450","2010","Kentucky","21","210","McCracken County","145","1450","McCracken County",55025,7179,126,531,64,1257,737,45,24,7,427,143
"G2101470","2010","Kentucky","21","210","McCreary County","147","1470","McCreary County",16557,977,122,29,2,227,167,32,7,0,140,46
"G2101490","2010","Kentucky","21","210","McLean County","149","1490","McLean County",9278,53,22,10,1,61,24,2,1,0,66,13
"G2101510","2010","Kentucky","21","210","Madison County","151","1510","Madison County",74967,3565,225,783,116,1447,959,46,25,8,567,208
"G2101530","2010","Kentucky","21","210","Magoffin County","153","1530","Magoffin County",13106,18,30,8,3,73,43,0,7,0,29,16
"G2101550","2010","Kentucky","21","210","Marion County","155","1550","Marion County",17285,1593,26,117,21,296,169,11,4,4,247,47
"G2101570","2010","Kentucky","21","210","Marshall County","157","1570","Marshall County",30669,48,55,85,13,228,231,1,4,5,75,34
"G2101590","2010","Kentucky","21","210","Martin County","159","1590","Martin County",11533,882,44,22,0,60,356,14,4,1,3,10
"G2101610","2010","Kentucky","21","210","Mason County","161","1610","Mason County",15686,1117,33,100,22,284,115,3,3,2,93,32
"G2101630","2010","Kentucky","21","210","Meade County","163","1630","Meade County",25905,899,133,188,20,598,522,49,14,6,157,111
"G2101650","2010","Kentucky","21","210","Menifee County","165","1650","Menifee County",6056,112,6,7,5,69,32,4,0,1,8,6
"G2101670","2010","Kentucky","21","210","Mercer County","167","1670","Mercer County",19614,751,29,86,17,344,175,14,10,1,254,36
"G2101690","2010","Kentucky","21","210","Metcalfe County","169","1690","Metcalfe County",9730,153,11,12,1,77,44,1,3,2,51,14
"G2101710","2010","Kentucky","21","210","Monroe County","171","1710","Monroe County",10314,231,12,8,2,107,117,0,0,1,156,15
"G2101730","2010","Kentucky","21","210","Montgomery County","173","1730","Montgomery County",24715,712,40,89,44,239,316,19,8,1,251,65
"G2101750","2010","Kentucky","21","210","Morgan County","175","1750","Morgan County",13048,598,30,43,3,93,76,2,1,4,17,8
"G2101770","2010","Kentucky","21","210","Muhlenberg County","177","1770","Muhlenberg County",29301,1417,46,47,21,300,213,9,0,1,98,46
"G2101790","2010","Kentucky","21","210","Nelson County","179","1790","Nelson County",39498,2168,49,224,24,586,434,15,5,3,314,117
"G2101810","2010","Kentucky","21","210","Nicholas County","181","1810","Nicholas County",6922,41,7,16,4,47,61,0,0,0,32,5
"G2101830","2010","Kentucky","21","210","Ohio County","183","1830","Ohio County",22531,187,39,52,4,185,413,9,11,7,346,58
"G2101850","2010","Kentucky","21","210","Oldham County","185","1850","Oldham County",53796,2571,142,804,58,812,1108,49,28,23,730,195
"G2101870","2010","Kentucky","21","210","Owen County","187","1870","Owen County",10367,90,15,18,10,95,103,1,2,0,125,15
"G2101890","2010","Kentucky","21","210","Owsley County","189","1890","Owsley County",4659,13,12,2,3,27,33,0,0,0,5,1
"G2101910","2010","Kentucky","21","210","Pendleton County","191","1910","Pendleton County",14521,47,25,21,2,118,82,6,8,2,29,16
"G2101930","2010","Kentucky","21","210","Perry County","193","1930","Perry County",27622,432,36,152,10,275,84,3,1,0,82,15
"G2101950","2010","Kentucky","21","210","Pike County","195","1950","Pike County",63431,348,59,299,22,419,287,1,5,11,88,54
"G2101970","2010","Kentucky","21","210","Powell County","197","1970","Powell County",12264,78,14,21,1,103,57,1,0,0,64,10
"G2101990","2010","Kentucky","21","210","Pulaski County","199","1990","Pulaski County",59943,705,128,302,49,618,682,22,15,7,506,86
"G2102010","2010","Kentucky","21","210","Robertson County","201","2010","Robertson County",2232,3,2,2,0,21,9,1,1,0,10,1
"G2102030","2010","Kentucky","21","210","Rockcastle County","203","2030","Rockcastle County",16741,19,41,14,7,131,42,0,4,1,32,24
"G2102050","2010","Kentucky","21","210","Rowan County","205","2050","Rowan County",22266,341,33,182,12,205,154,8,1,2,92,37
"G2102070","2010","Kentucky","21","210","Russell County","207","2070","Russell County",16676,79,34,40,1,150,267,3,11,2,277,25
"G2102090","2010","Kentucky","21","210","Scott County","209","2090","Scott County",41441,2433,105,426,75,699,964,35,24,6,816,149
"G2102110","2010","Kentucky","21","210","Shelby County","211","2110","Shelby County",34080,3038,92,282,67,703,1863,108,24,21,1561,235
"G2102130","2010","Kentucky","21","210","Simpson County","213","2130","Simpson County",14941,1615,36,115,7,288,177,10,5,3,103,27
"G2102150","2010","Kentucky","21","210","Spencer County","215","2150","Spencer County",16278,256,30,79,12,167,141,2,2,0,62,32
"G2102170","2010","Kentucky","21","210","Taylor County","217","2170","Taylor County",22329,1210,29,138,21,352,210,6,2,1,166,48
"G2102190","2010","Kentucky","21","210","Todd County","219","2190","Todd County",10797,989,18,12,11,139,296,7,1,2,154,34
"G2102210","2010","Kentucky","21","210","Trigg County","221","2210","Trigg County",12675,1171,37,48,9,224,106,0,1,1,45,22
"G2102230","2010","Kentucky","21","210","Trimble County","223","2230","Trimble County",8408,21,20,41,13,83,84,6,11,2,97,23
"G2102250","2010","Kentucky","21","210","Union County","225","2250","Union County",12654,1803,27,57,24,199,170,5,1,1,42,24
"G2102270","2010","Kentucky","21","210","Warren County","227","2270","Warren County",92807,10204,273,3264,162,1908,2360,107,42,49,2142,474
"G2102290","2010","Kentucky","21","210","Washington County","229","2290","Washington County",10401,736,10,32,13,132,242,6,0,1,116,28
"G2102310","2010","Kentucky","21","210","Wayne County","231","2310","Wayne County",19591,308,33,70,3,207,214,8,8,5,331,35
"G2102330","2010","Kentucky","21","210","Webster County","233","2330","Webster County",12233,553,23,67,13,152,216,10,5,11,294,44
