GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AE7AA2010,AE7AB2010,AE7AC2010,AE7AD2010,AE7AE2010,AE7AF2010,AE7AG2010,AE7AH2010,AE7AI2010,AE7AJ2010,AE7AK2010,AE7AL2010
"G0400170","2010","Arizona","04","040","Navajo County","017","0170","Navajo County",47181,842,45551,610,44,1650,5791,96,1060,45,3581,998
"G0400190","2010","Arizona","04","040","Pima County","019","0190","Pima County",541700,31075,23558,25928,1461,17739,187051,3599,9047,1427,119178,18500
"G0400210","2010","Arizona","04","040","Pinal County","021","0210","Pinal County",220486,16007,17410,7603,487,6800,51527,1208,3539,454,42726,7523
"G0400230","2010","Arizona","04","040","Santa Cruz County","023","0230","Santa Cruz County",7564,89,115,242,19,118,27271,90,213,28,10836,835
"G0400250","2010","Arizona","04","040","Yavapai County","025","0250","Yavapai County",172968,1104,2799,1885,188,3361,15547,163,750,113,10158,1997
"G0400270","2010","Arizona","04","040","Yuma County","027","0270","Yuma County",69022,3169,1957,2245,216,2230,68859,762,1099,385,40527,5280
"G0500010","2010","Arkansas","05","050","Arkansas County","001","0010","Arkansas County",13511,4634,31,94,11,225,148,27,5,0,309,24
"G0500030","2010","Arkansas","05","050","Ashley County","003","0030","Ashley County",14901,5619,53,42,4,165,242,21,17,1,705,83
"G0500050","2010","Arkansas","05","050","Baxter County","005","0050","Baxter County",39837,59,217,179,14,519,394,8,15,7,179,85
"G0500070","2010","Arkansas","05","050","Benton County","007","0070","Benton County",169605,2647,3440,6879,224,4261,13212,167,311,111,18837,1645
"G0500090","2010","Arkansas","05","050","Boone County","009","0090","Boone County",35139,64,247,174,17,588,485,8,16,3,103,59
"G0500110","2010","Arkansas","05","050","Bradley County","011","0110","Bradley County",6676,3167,15,26,1,107,258,6,41,2,1161,48
"G0500130","2010","Arkansas","05","050","Calhoun County","013","0130","Calhoun County",3939,1190,10,11,2,64,62,2,5,0,72,11
"G0500150","2010","Arkansas","05","050","Carroll County","015","0150","Carroll County",23062,74,224,176,18,403,1531,29,27,27,1659,216
"G0500170","2010","Arkansas","05","050","Chicot County","017","0170","Chicot County",4761,6347,23,56,6,65,103,34,0,3,375,27
"G0500190","2010","Arkansas","05","050","Clark County","019","0190","Clark County",16177,5366,84,125,24,293,341,47,14,0,473,51
"G0500210","2010","Arkansas","05","050","Clay County","021","0210","Clay County",15577,56,40,19,4,170,105,0,2,2,76,32
"G0500230","2010","Arkansas","05","050","Cleburne County","023","0230","Cleburne County",24894,67,126,58,4,304,236,5,15,1,199,61
"G0500250","2010","Arkansas","05","050","Cleveland County","025","0250","Cleveland County",7394,1053,23,11,6,57,58,6,0,0,73,8
"G0500270","2010","Arkansas","05","050","Columbia County","027","0270","Columbia County",14545,9006,62,174,23,209,151,53,9,7,266,47
"G0500290","2010","Arkansas","05","050","Conway County","029","0290","Conway County",17533,2376,147,80,10,370,384,9,5,7,301,51
"G0500310","2010","Arkansas","05","050","Craighead County","031","0310","Craighead County",76760,12564,283,1091,75,1393,1563,76,59,13,2264,302
"G0500330","2010","Arkansas","05","050","Crawford County","033","0330","Crawford County",53770,696,1331,893,38,1460,1424,29,61,23,1910,313
"G0500350","2010","Arkansas","05","050","Crittenden County","035","0350","Crittenden County",23028,25953,120,307,15,465,418,98,15,2,389,92
"G0500370","2010","Arkansas","05","050","Cross County","037","0370","Cross County",13343,3966,46,86,4,159,152,6,1,0,79,28
"G0500390","2010","Arkansas","05","050","Dallas County","039","0390","Dallas County",4393,3396,32,11,8,88,83,4,0,1,86,14
"G0500410","2010","Arkansas","05","050","Desha County","041","0410","Desha County",6083,6176,34,45,6,86,147,40,1,0,358,32
"G0500430","2010","Arkansas","05","050","Drew County","043","0430","Drew County",12587,5139,42,94,5,188,152,5,1,6,265,25
"G0500450","2010","Arkansas","05","050","Faulkner County","045","0450","Faulkner County",93326,11495,612,1308,109,1952,2094,73,46,17,1888,317
"G0500470","2010","Arkansas","05","050","Franklin County","047","0470","Franklin County",16997,124,183,186,3,261,224,6,6,0,89,46
"G0500490","2010","Arkansas","05","050","Fulton County","049","0490","Fulton County",11805,39,79,29,5,191,52,1,0,0,30,14
"G0500510","2010","Arkansas","05","050","Garland County","051","0510","Garland County",80621,7552,532,729,63,1905,2343,63,55,11,1841,309
"G0500530","2010","Arkansas","05","050","Grant County","053","0530","Grant County",16801,385,75,48,3,149,139,5,2,2,204,40
"G0500550","2010","Arkansas","05","050","Greene County","055","0550","Greene County",40166,232,194,114,14,469,412,1,15,1,376,96
"G0500570","2010","Arkansas","05","050","Hempstead County","057","0570","Hempstead County",12770,6623,77,99,20,307,661,23,11,2,1891,125
"G0500590","2010","Arkansas","05","050","Hot Spring County","059","0590","Hot Spring County",27703,3544,146,105,12,494,476,24,8,6,326,79
"G0500610","2010","Arkansas","05","050","Howard County","061","0610","Howard County",9292,2813,94,93,10,138,602,33,2,4,671,37
"G0500630","2010","Arkansas","05","050","Independence County","063","0630","Independence County",32914,709,142,295,16,432,774,13,37,23,1162,130
"G0500650","2010","Arkansas","05","050","Izard County","065","0650","Izard County",13006,175,102,41,3,161,112,0,3,2,74,17
"G0500670","2010","Arkansas","05","050","Jackson County","067","0670","Jackson County",14180,2988,86,69,8,230,183,12,5,0,197,39
"G0500690","2010","Arkansas","05","050","Jefferson County","069","0690","Jefferson County",32050,42485,201,604,52,824,457,154,12,6,477,113
"G0500710","2010","Arkansas","05","050","Johnson County","071","0710","Johnson County",21328,336,209,192,19,362,952,28,17,1,1964,132
"G0500730","2010","Arkansas","05","050","Lafayette County","073","0730","Lafayette County",4583,2837,11,26,2,55,59,8,6,0,52,6
"G0500750","2010","Arkansas","05","050","Lawrence County","075","0750","Lawrence County",16848,134,61,26,1,187,104,3,2,0,31,18
"G0500770","2010","Arkansas","05","050","Lee County","077","0770","Lee County",4320,5740,40,43,0,113,61,21,9,0,69,8
"G0500790","2010","Arkansas","05","050","Lincoln County","079","0790","Lincoln County",9296,4211,35,21,5,114,111,12,3,7,293,26
"G0500810","2010","Arkansas","05","050","Little River County","081","0810","Little River County",9831,2508,186,41,13,235,117,11,6,0,194,29
"G0500830","2010","Arkansas","05","050","Logan County","083","0830","Logan County",20608,285,228,365,4,353,236,12,9,0,197,56
"G0500850","2010","Arkansas","05","050","Lonoke County","085","0850","Lonoke County",60108,4059,329,548,50,1016,1245,16,34,16,716,219
"G0500870","2010","Arkansas","05","050","Madison County","087","0870","Madison County",14451,27,171,92,6,211,260,1,19,0,420,59
"G0500890","2010","Arkansas","05","050","Marion County","089","0890","Marion County",15963,28,99,41,4,231,183,2,16,4,47,35
"G0500910","2010","Arkansas","05","050","Miller County","091","0910","Miller County",30691,10589,280,213,33,618,443,78,13,2,382,120
"G0500930","2010","Arkansas","05","050","Mississippi County","093","0930","Mississippi County",28106,15761,120,230,33,535,547,56,16,6,910,160
"G0500950","2010","Arkansas","05","050","Monroe County","095","0950","Monroe County",4549,3314,29,36,5,84,35,16,0,0,69,12
"G0500970","2010","Arkansas","05","050","Montgomery County","097","0970","Montgomery County",8806,17,75,51,0,177,152,5,4,1,187,12
"G0500990","2010","Arkansas","05","050","Nevada County","099","0990","Nevada County",5861,2758,28,24,0,106,72,6,3,0,123,16
"G0501010","2010","Arkansas","05","050","Newton County","101","1010","Newton County",7894,5,84,23,4,179,107,4,6,3,18,3
"G0501030","2010","Arkansas","05","050","Ouachita County","103","1030","Ouachita County",14706,10434,80,99,20,373,177,34,6,2,142,47
"G0501050","2010","Arkansas","05","050","Perry County","105","1050","Perry County",9779,196,59,19,3,142,160,0,11,0,48,28
"G0501070","2010","Arkansas","05","050","Phillips County","107","1070","Phillips County",7535,13652,39,65,2,177,83,67,12,3,93,29
"G0501090","2010","Arkansas","05","050","Pike County","109","1090","Pike County",9963,327,63,56,2,153,200,3,7,2,483,32
"G0501110","2010","Arkansas","05","050","Poinsett County","111","1110","Poinsett County",21881,1764,56,49,10,280,208,11,3,0,271,50
"G0501130","2010","Arkansas","05","050","Polk County","113","1130","Polk County",18549,54,348,93,8,420,595,11,16,6,504,58
"G0501150","2010","Arkansas","05","050","Pope County","115","1150","Pope County",53667,1748,397,615,36,1123,1606,36,74,15,2194,243
"G0501170","2010","Arkansas","05","050","Prairie County","117","1170","Prairie County",7470,1061,26,5,0,72,59,3,0,1,10,8
"G0501190","2010","Arkansas","05","050","Pulaski County","119","1190","Pulaski County",211697,133242,1267,7580,515,6279,8354,616,288,197,11131,1582
"G0501210","2010","Arkansas","05","050","Randolph County","121","1210","Randolph County",17226,128,89,32,1,210,113,0,1,5,122,42
"G0501230","2010","Arkansas","05","050","St. Francis County","123","1230","St. Francis County",11973,14565,127,142,9,293,529,102,21,3,377,117
"G0501250","2010","Arkansas","05","050","Saline County","125","1250","Saline County",95298,4945,494,935,82,1277,1680,49,48,13,2043,254
"G0501270","2010","Arkansas","05","050","Scott County","127","1270","Scott County",9587,51,190,382,3,238,293,2,18,5,420,44
"G0501290","2010","Arkansas","05","050","Searcy County","129","1290","Searcy County",7800,3,91,12,1,167,67,9,5,1,25,14
"G0501310","2010","Arkansas","05","050","Sebastian County","131","1310","Sebastian County",91585,7848,2186,5108,82,3490,4759,171,180,103,9203,1029
"G0501330","2010","Arkansas","05","050","Sevier County","133","1330","Sevier County",10416,717,324,64,19,298,1533,17,74,3,3368,225
"G0501350","2010","Arkansas","05","050","Sharp County","135","1350","Sharp County",16399,91,164,51,4,265,183,2,6,1,68,30
"G0501370","2010","Arkansas","05","050","Stone County","137","1370","Stone County",11912,11,82,48,3,181,83,0,2,1,52,19
"G0501390","2010","Arkansas","05","050","Union County","139","1390","Union County",25722,13674,127,207,18,431,554,47,16,14,738,91
"G0501410","2010","Arkansas","05","050","Van Buren County","141","1410","Van Buren County",16282,65,113,58,7,295,316,3,6,0,106,44
"G0501430","2010","Arkansas","05","050","Washington County","143","1430","Washington County",150546,5828,2154,8472,227,4380,11707,178,239,72,17943,1319
"G0501450","2010","Arkansas","05","050","White County","145","1450","White County",69026,3033,425,441,43,1229,1399,41,24,14,1216,185
"G0501470","2010","Arkansas","05","050","Woodruff County","147","1470","Woodruff County",5041,1989,17,20,3,103,34,5,1,0,46,1
"G0501490","2010","Arkansas","05","050","Yell County","149","1490","Yell County",17020,288,127,280,7,233,2206,19,22,18,1810,155
"G0600010","2010","California","06","060","Alameda County","001","0010","Alameda County",514559,184126,4189,402455,4191,60862,134563,6325,5610,4907,158349,30135
"G0600030","2010","California","06","060","Alpine County","003","0030","Alpine County",852,0,210,7,1,21,29,0,30,0,18,7
"G0600050","2010","California","06","060","Amador County","005","0050","Amador County",30325,938,547,459,130,936,2824,24,131,37,1320,420
"G0600070","2010","California","06","060","Butte County","007","0070","Butte County",165416,3133,3395,9322,318,7300,14680,282,1000,187,11823,3144
"G0600090","2010","California","06","060","Calaveras County","009","0090","Calaveras County",38074,355,526,600,68,1252,2448,28,163,50,1466,548
"G0600110","2010","California","06","060","Colusa County","011","0110","Colusa County",8524,168,296,326,29,272,5330,27,123,23,5809,492
"G0600130","2010","California","06","060","Contra Costa County","013","0130","Contra Costa County",500923,93604,2984,153263,3122,39569,113589,3557,3138,3051,109569,22656
"G0600150","2010","California","06","060","Del Norte County","015","0150","Del Norte County",18513,967,1935,964,172,966,2585,26,309,33,1808,332
"G0600170","2010","California","06","060","El Dorado County","017","0170","El Dorado County",144689,1296,1553,6404,318,4923,12104,113,517,187,6960,1994
"G0600190","2010","California","06","060","Fresno County","019","0190","Fresno County",304522,45005,5979,87922,1744,17208,210623,4518,9670,2840,215341,25078
"G0600210","2010","California","06","060","Glenn County","021","0210","Glenn County",15717,192,477,696,39,462,4273,39,142,50,5483,552
"G0600230","2010","California","06","060","Humboldt County","023","0230","Humboldt County",103958,1393,6961,3186,368,5546,5962,112,765,110,4635,1627
"G0600250","2010","California","06","060","Imperial County","025","0250","Imperial County",23927,5114,1642,2288,189,1097,78626,659,1417,720,52224,6625
"G0600270","2010","California","06","060","Inyo County","027","0270","Inyo County",12296,102,1895,244,21,391,1445,7,226,15,1655,249
"G0600290","2010","California","06","060","Kern County","029","0290","Kern County",323794,45377,5893,34095,1472,15967,175972,3544,6783,2003,202842,21889
"G0600310","2010","California","06","060","Kings County","031","0310","Kings County",53879,10314,1297,5567,803,3256,29148,700,1265,324,42193,4236
"G0600330","2010","California","06","060","Lake County","033","0330","Lake County",47938,1186,1530,792,107,2024,4095,46,519,40,5348,1040
"G0600350","2010","California","06","060","Lassen County","035","0350","Lassen County",23270,2790,999,500,363,856,2262,44,235,21,3199,356
"G0600370","2010","California","06","060","Los Angeles County","037","0370","Los Angeles County",2728321,815086,18886,1348135,25367,194921,2208278,41788,53942,24824,2115265,243792
"G0600390","2010","California","06","060","Madera County","039","0390","Madera County",57380,5009,1790,2640,649,2405,37076,620,2346,324,36731,3895
"G0600410","2010","California","06","060","Marin County","041","0410","Marin County",183830,6621,531,14013,1034,7311,18133,366,992,257,15939,3382
"G0600430","2010","California","06","060","Mariposa County","043","0430","Mariposa County",15192,129,459,227,22,546,911,9,68,3,486,199
"G0600450","2010","California","06","060","Mendocino County","045","0450","Mendocino County",60249,544,3486,1494,131,2432,6969,78,791,75,10054,1538
"G0600470","2010","California","06","060","Merced County","047","0470","Merced County",81599,8785,1126,18659,439,4700,66782,1141,2347,760,62226,7229
"G0600490","2010","California","06","060","Modoc County","049","0490","Modoc County",7649,77,293,91,14,220,435,5,77,8,666,151
"G0600510","2010","California","06","060","Mono County","051","0510","Mono County",9687,42,239,202,33,237,2010,5,63,1,1506,177
"G0600530","2010","California","06","060","Monterey County","053","0530","Monterey County",136435,11300,1361,25645,741,9572,94282,1485,4103,1684,116664,11785
"G0600550","2010","California","06","060","Napa County","055","0550","Napa County",76967,2440,544,9299,221,3003,20558,228,514,296,19837,2577
