GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA1990,CL5AA1990,B69AA1990,B69AB1990,B69AC1990,B84AA1990,B84AB1990,B84AC1990,B84AD1990,B84AE1990,B84AF1990
"G1303210","1990","Georgia","13","130","Worth County","321","3210","Worth County",5428,17763,2137,8954,746,9149,26,9123,8475,648,5310
"G1500010","1990","Hawaii","15","150","Hawaii County","001","0010","Hawaii County",30235,100657,7839,55013,14247,57129,143,56986,54348,2638,31870
"G1500030","1990","Hawaii","15","150","Honolulu County","003","0030","Honolulu County",197294,689801,50131,352887,131169,463572,53549,410023,395811,14212,188348
"G1500050","1990","Hawaii","15","150","Kalawao County","005","0050","Kalawao County",23,46,49,75,6,41,0,41,41,0,89
"G1500070","1990","Hawaii","15","150","Kauai County","007","0070","Kauai County",12367,43484,5505,22170,5370,26437,252,26185,25241,944,11911
"G1500090","1990","Hawaii","15","150","Maui County","009","0090","Maui County",23537,81795,8282,45445,11632,55169,57,55112,53618,1494,20952
"G1600010","1990","Idaho","16","160","Ada County","001","0010","Ada County",54280,169370,4432,91376,31780,109622,801,108821,104423,4398,43859
"G1600030","1990","Idaho","16","160","Adams County","003","0030","Adams County",956,2864,187,1725,231,1499,0,1499,1293,206,936
"G1600050","1990","Idaho","16","160","Bannock County","005","0050","Bannock County",16794,56343,1835,28137,7419,31092,109,30983,29061,1922,15568
"G1600070","1990","Idaho","16","160","Bear Lake County","007","0070","Bear Lake County",1539,5518,175,2884,395,2341,0,2341,2081,260,1657
"G1600090","1990","Idaho","16","160","Benewah County","009","0090","Benewah County",2223,6862,434,4110,438,3485,0,3485,3044,441,2376
"G1600110","1990","Idaho","16","160","Bingham County","011","0110","Bingham County",9397,34366,1907,15674,2661,16122,74,16048,15003,1045,8419
"G1600130","1990","Idaho","16","160","Blaine County","013","0130","Blaine County",3328,10172,189,5820,2953,8080,0,8080,7800,280,2177
"G1600150","1990","Idaho","16","160","Boise County","015","0150","Boise County",985,3019,178,1786,331,1592,3,1589,1438,151,1021
"G1600170","1990","Idaho","16","160","Bonner County","017","0170","Bonner County",7493,22778,1157,13850,2682,11510,2,11508,10445,1063,8415
"G1600190","1990","Idaho","16","160","Bonneville County","019","0190","Bonneville County",18426,63687,2086,28916,9390,34714,1095,33619,32016,1603,14847
"G1600210","1990","Idaho","16","160","Boundary County","021","0210","Boundary County",2166,7018,552,3772,662,3437,1,3436,3045,391,2520
"G1600230","1990","Idaho","16","160","Butte County","023","0230","Butte County",762,2577,157,1357,237,1233,2,1231,1198,33,772
"G1600250","1990","Idaho","16","160","Camas County","025","0250","Camas County",209,646,14,388,71,350,2,348,326,22,197
"G1600270","1990","Idaho","16","160","Canyon County","027","0270","Canyon County",23616,76874,6724,40201,6383,41734,204,41530,39181,2349,23236
"G1600290","1990","Idaho","16","160","Caribou County","029","0290","Caribou County",1791,6381,179,3283,462,2821,0,2821,2625,196,1741
"G1600310","1990","Idaho","16","160","Cassia County","031","0310","Cassia County",4931,17525,1128,8134,1503,8440,20,8420,7708,712,4586
"G1600330","1990","Idaho","16","160","Clark County","033","0330","Clark County",195,634,43,365,67,424,0,424,416,8,119
"G1600350","1990","Idaho","16","160","Clearwater County","035","0350","Clearwater County",2392,6967,664,4512,669,3715,2,3713,3061,652,2908
"G1600370","1990","Idaho","16","160","Custer County","037","0370","Custer County",1136,3583,201,2036,415,1963,0,1963,1861,102,1065
"G1600390","1990","Idaho","16","160","Elmore County","039","0390","Elmore County",5596,18007,887,9182,1894,10767,2920,7847,7373,474,4272
"G1600410","1990","Idaho","16","160","Franklin County","041","0410","Franklin County",2269,8541,222,3959,698,3670,6,3664,3375,289,2270
"G1600430","1990","Idaho","16","160","Fremont County","043","0430","Fremont County",2707,9834,583,4670,654,4655,8,4647,4317,330,2632
"G1600450","1990","Idaho","16","160","Gem County","045","0450","Gem County",3344,10303,938,6095,665,5135,0,5135,4757,378,3732
"G1600470","1990","Idaho","16","160","Gooding County","047","0470","Gooding County",3128,9851,833,5563,979,5255,4,5251,5033,218,3222
"G1600490","1990","Idaho","16","160","Idaho County","049","0490","Idaho County",3803,11670,955,7030,1157,5973,3,5970,5272,698,4396
"G1600510","1990","Idaho","16","160","Jefferson County","051","0510","Jefferson County",4034,15356,712,6850,1007,6854,14,6840,6589,251,3635
"G1600530","1990","Idaho","16","160","Jerome County","053","0530","Jerome County",4083,13303,965,7238,1015,7112,32,7080,6660,420,3622
"G1600550","1990","Idaho","16","160","Kootenai County","055","0550","Kootenai County",19449,58944,2522,35358,7203,33500,68,33432,30695,2737,19228
"G1600570","1990","Idaho","16","160","Latah County","057","0570","Latah County",7086,21373,865,9805,5946,15055,23,15032,14060,972,9238
"G1600590","1990","Idaho","16","160","Lemhi County","059","0590","Lemhi County",1945,5844,436,3633,544,3004,0,3004,2776,228,2222
"G1600610","1990","Idaho","16","160","Lewis County","061","0610","Lewis County",995,3000,242,1777,306,1434,0,1434,1315,119,1189
"G1600630","1990","Idaho","16","160","Lincoln County","063","0630","Lincoln County",865,2872,162,1636,242,1667,0,1667,1587,80,743
"G1600650","1990","Idaho","16","160","Madison County","065","0650","Madison County",4147,16634,394,6017,1525,9247,20,9227,8592,635,7628
"G1600670","1990","Idaho","16","160","Minidoka County","067","0670","Minidoka County",5080,17315,1580,8579,999,8849,8,8841,8186,655,4377
"G1600690","1990","Idaho","16","160","Nez Perce County","069","0690","Nez Perce County",9361,27628,1600,17157,3475,16525,24,16501,15295,1206,9729
"G1600710","1990","Idaho","16","160","Oneida County","071","0710","Oneida County",883,3145,107,1642,260,1419,0,1419,1327,92,891
"G1600730","1990","Idaho","16","160","Owyhee County","073","0730","Owyhee County",2081,7038,899,3536,423,3838,4,3834,3602,232,2163
"G1600750","1990","Idaho","16","160","Payette County","075","0750","Payette County",4516,14266,1375,7834,1001,7346,14,7332,6802,530,4628
"G1600770","1990","Idaho","16","160","Power County","077","0770","Power County",1848,6359,551,3019,446,3301,0,3301,3029,272,1549
"G1600790","1990","Idaho","16","160","Shoshone County","079","0790","Shoshone County",3959,11634,980,7498,835,6005,4,6001,5310,691,4764
"G1600810","1990","Idaho","16","160","Teton County","081","0810","Teton County",834,2952,148,1488,345,1654,0,1654,1596,58,720
"G1600830","1990","Idaho","16","160","Twin Falls County","083","0830","Twin Falls County",14428,45572,3103,25643,4398,25462,46,25416,24359,1057,13696
"G1600850","1990","Idaho","16","160","Valley County","085","0850","Valley County",1767,5224,200,3116,797,2862,0,2862,2548,314,1728
"G1600870","1990","Idaho","16","160","Washington County","087","0870","Washington County",2367,7334,718,4287,572,3523,0,3523,3223,300,2840
"G1700010","1990","Illinois","17","170","Adams County","001","0010","Adams County",17682,54108,4567,32811,5920,31891,42,31849,30089,1760,19015
"G1700030","1990","Illinois","17","170","Alexander County","003","0030","Alexander County",2870,8808,1381,4816,527,3913,0,3913,3418,495,3987
"G1700050","1990","Illinois","17","170","Bond County","005","0050","Bond County",4118,12479,1511,6929,1229,7121,11,7110,6640,470,4617
"G1700070","1990","Illinois","17","170","Boone County","007","0070","Boone County",8488,27012,1950,15003,2319,16121,35,16086,15239,847,7131
"G1700090","1990","Illinois","17","170","Brown County","009","0090","Brown County",1366,4168,641,2949,389,2294,4,2290,2152,138,2394
"G1700110","1990","Illinois","17","170","Bureau County","011","0110","Bureau County",9917,30528,2507,18018,2919,17216,16,17200,16211,989,10124
"G1700130","1990","Illinois","17","170","Calhoun County","013","0130","Calhoun County",1511,4627,850,2483,250,2145,0,2145,1954,191,2034
"G1700150","1990","Illinois","17","170","Carroll County","015","0150","Carroll County",4784,14288,1210,8917,1196,8168,32,8136,7667,469,4936
"G1700170","1990","Illinois","17","170","Cass County","017","0170","Cass County",3708,11265,1175,6715,935,6407,25,6382,6007,375,3925
"G1700190","1990","Illinois","17","170","Champaign County","019","0190","Champaign County",38604,116624,4417,58864,32690,95044,4071,90973,87114,3859,43935
"G1700210","1990","Illinois","17","170","Christian County","021","0210","Christian County",9610,29084,2826,17974,2145,16025,22,16003,15021,982,10633
"G1700230","1990","Illinois","17","170","Clark County","023","0230","Clark County",4573,13526,1624,8122,988,7612,6,7606,7026,580,4810
"G1700250","1990","Illinois","17","170","Clay County","025","0250","Clay County",4116,12266,1851,7059,737,6446,0,6446,5903,543,4701
"G1700270","1990","Illinois","17","170","Clinton County","027","0270","Clinton County",8765,28540,4535,15046,1982,16193,206,15987,15025,962,9601
"G1700290","1990","Illinois","17","170","Coles County","029","0290","Coles County",11947,35410,3166,20518,5452,25618,45,25573,24092,1481,16351
"G1700310","1990","Illinois","17","170","Cook County","031","0310","Cook County",1248468,4161092,379239,2162718,750038,2629989,3942,2626047,2414964,211083,1333678
"G1700330","1990","Illinois","17","170","Crawford County","033","0330","Crawford County",5587,16543,1646,10403,1268,8862,7,8855,8092,763,6317
"G1700350","1990","Illinois","17","170","Cumberland County","035","0350","Cumberland County",2963,9307,1043,5135,549,5071,2,5069,4674,395,2908
"G1700370","1990","Illinois","17","170","DeKalb County","037","0370","DeKalb County",17035,52832,2602,28304,10911,41818,56,41762,40120,1642,21045
"G1700390","1990","Illinois","17","170","De Witt County","039","0390","De Witt County",4652,14020,1109,8542,1290,8004,18,7986,7461,525,4636
"G1700410","1990","Illinois","17","170","Douglas County","041","0410","Douglas County",5372,16929,1946,9170,1434,9495,9,9486,9069,417,5056
"G1700430","1990","Illinois","17","170","DuPage County","043","0430","DuPage County",208804,677289,20979,300494,180848,446968,351,446617,432730,13887,148646
"G1700450","1990","Illinois","17","170","Edgar County","045","0450","Edgar County",5508,16492,1383,10257,1442,9213,26,9187,8307,880,5980
"G1700470","1990","Illinois","17","170","Edwards County","047","0470","Edwards County",2161,6387,780,3819,420,3456,1,3455,3220,235,2336
"G1700490","1990","Illinois","17","170","Effingham County","049","0490","Effingham County",8482,27643,2803,14140,2534,15540,36,15504,14996,508,7513
"G1700510","1990","Illinois","17","170","Fayette County","051","0510","Fayette County",5529,16851,2511,10197,1186,8877,9,8868,8285,583,7358
"G1700530","1990","Illinois","17","170","Ford County","053","0530","Ford County",3997,12028,930,7502,1160,6917,53,6864,6560,304,4078
"G1700550","1990","Illinois","17","170","Franklin County","055","0550","Franklin County",11408,33790,4715,20266,2233,16469,17,16452,14305,2147,15307
"G1700570","1990","Illinois","17","170","Fulton County","057","0570","Fulton County",10528,31253,2719,20452,2421,16066,43,16023,14595,1428,13815
"G1700590","1990","Illinois","17","170","Gallatin County","059","0590","Gallatin County",1972,5810,1175,3161,344,2868,2,2866,2644,222,2635
"G1700610","1990","Illinois","17","170","Greene County","061","0610","Greene County",4271,13156,1597,7528,906,6747,8,6739,6314,425,4928
"G1700630","1990","Illinois","17","170","Grundy County","063","0630","Grundy County",8871,28175,1720,16246,2575,16021,16,16005,15126,879,8344
"G1700650","1990","Illinois","17","170","Hamilton County","065","0650","Hamilton County",2468,7288,1366,4049,444,3523,0,3523,3086,437,3164
"G1700670","1990","Illinois","17","170","Hancock County","067","0670","Hancock County",6061,18244,1451,10802,2069,10380,18,10362,9868,494,6133
"G1700690","1990","Illinois","17","170","Hardin County","069","0690","Hardin County",1451,4292,878,2370,244,1955,3,1952,1762,190,2107
"G1700710","1990","Illinois","17","170","Henderson County","071","0710","Henderson County",2307,6954,544,4405,518,4044,14,4030,3740,290,2214
"G1700730","1990","Illinois","17","170","Henry County","073","0730","Henry County",14374,44287,3384,26108,3931,24660,30,24630,23243,1387,14192
"G1700750","1990","Illinois","17","170","Iroquois County","075","0750","Iroquois County",8643,26276,2673,15834,2071,14879,19,14860,14212,648,8746
"G1700770","1990","Illinois","17","170","Jackson County","077","0770","Jackson County",12847,38027,3283,19393,9496,29646,44,29602,26855,2747,20876
"G1700790","1990","Illinois","17","170","Jasper County","079","0790","Jasper County",2976,9354,1310,4971,554,4829,0,4829,4600,229,3062
"G1700810","1990","Illinois","17","170","Jefferson County","081","0810","Jefferson County",10387,31478,3768,17537,2718,16753,27,16726,15038,1688,11445
"G1700830","1990","Illinois","17","170","Jersey County","083","0830","Jersey County",5541,17427,1741,9916,1190,9857,5,9852,9139,713,5778
"G1700850","1990","Illinois","17","170","Jo Daviess County","085","0850","Jo Daviess County",6106,18892,1848,10824,1737,11227,22,11205,10768,437,5526
"G1700870","1990","Illinois","17","170","Johnson County","087","0870","Johnson County",2777,8139,1311,5887,724,4015,9,4006,3639,367,5381
"G1700890","1990","Illinois","17","170","Kane County","089","0890","Kane County",81218,273939,17905,132875,41027,169093,148,168945,160944,8001,63112
"G1700910","1990","Illinois","17","170","Kankakee County","091","0910","Kankakee County",24922,79791,6855,45818,7148,45509,61,45448,42205,3243,26445
"G1700930","1990","Illinois","17","170","Kendall County","093","0930","Kendall County",10753,35711,1450,18415,4310,21443,18,21425,20751,674,7475
"G1700950","1990","Illinois","17","170","Knox County","095","0950","Knox County",14957,44327,3383,29544,4796,26929,67,26862,25053,1809,17561
"G1700970","1990","Illinois","17","170","Lake County","097","0970","Lake County",134570,439725,18785,197805,101885,286161,18335,267826,258003,9823,101261
"G1700990","1990","Illinois","17","170","LaSalle County","099","0990","La Salle County",29312,90110,8509,54455,7393,49601,45,49556,45938,3618,32867
"G1701010","1990","Illinois","17","170","Lawrence County","101","1010","Lawrence County",4449,13137,1755,8504,691,6829,8,6821,6134,687,5720
"G1701030","1990","Illinois","17","170","Lee County","103","1030","Lee County",8936,27734,2234,17762,2665,16317,21,16296,15232,1064,10146
"G1701050","1990","Illinois","17","170","Livingston County","105","1050","Livingston County",9981,30873,2814,20829,2441,17664,18,17646,16800,846,12806
"G1701070","1990","Illinois","17","170","Logan County","107","1070","Logan County",7758,23451,2224,15565,2535,14720,43,14677,13884,793,9519
"G1701090","1990","Illinois","17","170","McDonough County","109","1090","McDonough County",7587,22185,1514,12909,4361,16683,26,16657,15637,1020,12766
"G1701110","1990","Illinois","17","170","McHenry County","111","1110","McHenry County",49778,163206,6299,84363,24059,99313,145,99168,95736,3432,35472
"G1701130","1990","Illinois","17","170","McLean County","113","1130","McLean County",30305,92873,4754,47060,21143,71003,82,70921,68058,2863,31121
"G1701150","1990","Illinois","17","170","Macon County","115","1150","Macon County",32330,97367,6290,58723,11284,56477,120,56357,52639,3718,33744
"G1701170","1990","Illinois","17","170","Macoupin County","117","1170","Macoupin County",13344,40686,4220,24129,2868,21830,51,21779,20253,1526,14858
"G1701190","1990","Illinois","17","170","Madison County","119","1190","Madison County",68426,210781,18711,119535,23271,122158,562,121596,113082,8514,70282
"G1701210","1990","Illinois","17","170","Marion County","121","1210","Marion County",11530,35076,4389,20086,2602,19268,17,19251,17481,1770,12336
"G1701230","1990","Illinois","17","170","Marshall County","123","1230","Marshall County",3639,11096,931,6779,890,6128,10,6118,5811,307,3876
"G1701250","1990","Illinois","17","170","Mason County","125","1250","Mason County",4643,13994,1358,8427,944,7239,8,7231,6702,529,5281
"G1701270","1990","Illinois","17","170","Massac County","127","1270","Massac County",4234,12469,1982,7278,808,6356,16,6340,5757,583,5284
"G1701290","1990","Illinois","17","170","Menard County","129","1290","Menard County",3193,9759,795,5573,1022,5641,13,5628,5383,245,2795
"G1701310","1990","Illinois","17","170","Mercer County","131","1310","Mercer County",4930,15054,934,9144,1279,8331,17,8314,7721,593,4902
"G1701330","1990","Illinois","17","170","Monroe County","133","1330","Monroe County",6242,19748,2077,10528,2008,11364,33,11331,10867,464,5599
"G1701350","1990","Illinois","17","170","Montgomery County","135","1350","Montgomery County",8264,25175,2999,15742,1645,13443,34,13409,12425,984,10247
"G1701370","1990","Illinois","17","170","Morgan County","137","1370","Morgan County",9283,28014,2741,17080,3784,17952,19,17933,17096,837,10609
"G1701390","1990","Illinois","17","170","Moultrie County","139","1390","Moultrie County",3862,11870,1590,6808,884,6473,5,6468,6157,311,4233
"G1701410","1990","Illinois","17","170","Ogle County","141","1410","Ogle County",12774,39753,2688,23301,3586,23807,28,23779,22541,1238,10791
"G1701430","1990","Illinois","17","170","Peoria County","143","1430","Peoria County",47815,147046,10490,82913,22560,87127,183,86944,81671,5273,53427
"G1701450","1990","Illinois","17","170","Perry County","145","1450","Perry County",6019,18412,2679,10221,1021,9537,6,9531,8414,1117,6875
"G1701470","1990","Illinois","17","170","Piatt County","147","1470","Piatt County",4500,13592,725,8074,1659,7961,13,7948,7600,348,4023
"G1701490","1990","Illinois","17","170","Pike County","149","1490","Pike County",4999,14923,1644,9223,953,8153,6,8147,7572,575,5530
"G1701510","1990","Illinois","17","170","Pope County","151","1510","Pope County",1158,3421,571,2073,177,1666,8,1658,1440,218,1916
"G1701530","1990","Illinois","17","170","Pulaski County","153","1530","Pulaski County",2025,6338,991,3531,294,2806,6,2800,2434,366,2757
"G1701550","1990","Illinois","17","170","Putnam County","155","1550","Putnam County",1657,5078,371,3040,372,2793,2,2791,2647,144,1581
"G1701570","1990","Illinois","17","170","Randolph County","157","1570","Randolph County",8651,26756,4035,16909,1903,14690,6,14684,13735,949,12438
"G1701590","1990","Illinois","17","170","Richland County","159","1590","Richland County",4674,14034,1610,8003,1304,8023,7,8016,7378,638,4678
"G1701610","1990","Illinois","17","170","Rock Island County","161","1610","Rock Island County",39934,120291,7492,74704,14519,71271,268,71003,66235,4768,43520
"G1701630","1990","Illinois","17","170","St. Clair County","163","1630","St. Clair County",68748,223001,18906,119790,23854,123301,6175,117126,105544,11582,73214
"G1701650","1990","Illinois","17","170","Saline County","165","1650","Saline County",7365,21654,3943,12390,1687,10740,43,10697,9523,1174,10256
"G1701670","1990","Illinois","17","170","Sangamon County","167","1670","Sangamon County",47543,144342,7802,83571,26313,96484,341,96143,91949,4194,41096
"G1701690","1990","Illinois","17","170","Schuyler County","169","1690","Schuyler County",2168,6381,653,3890,547,3462,0,3462,3219,243,2392
"G1701710","1990","Illinois","17","170","Scott County","171","1710","Scott County",1609,4897,498,2892,342,2691,0,2691,2534,157,1610
"G1701730","1990","Illinois","17","170","Shelby County","173","1730","Shelby County",6435,19476,2039,11264,1442,10255,10,10245,9737,508,6873
"G1701750","1990","Illinois","17","170","Stark County","175","1750","Stark County",1831,5634,487,3435,474,2929,0,2929,2795,134,2123
"G1701770","1990","Illinois","17","170","Stephenson County","177","1770","Stephenson County",13296,40321,3310,23952,4293,24628,50,24578,23202,1376,12341
"G1701790","1990","Illinois","17","170","Tazewell County","179","1790","Tazewell County",34962,107024,7100,62320,10890,61208,151,61057,57839,3218,33403
"G1701810","1990","Illinois","17","170","Union County","181","1810","Union County",4854,14311,2375,8402,1315,7783,4,7779,7061,718,6153
"G1701830","1990","Illinois","17","170","Vermilion County","183","1830","Vermilion County",23904,72536,6902,44742,6443,40629,88,40541,37147,3394,27370
"G1701850","1990","Illinois","17","170","Wabash County","185","1850","Wabash County",3602,11126,1056,6387,1077,6132,2,6130,5721,409,3942
"G1701870","1990","Illinois","17","170","Warren County","187","1870","Warren County",5177,15675,1073,9372,1775,9193,0,9193,8604,589,5528
"G1701890","1990","Illinois","17","170","Washington County","189","1890","Washington County",4134,12944,2452,6596,858,7164,16,7148,6746,402,4279
"G1701910","1990","Illinois","17","170","Wayne County","191","1910","Wayne County",5061,14923,2498,8106,1009,7839,18,7821,7247,574,5651
"G1701930","1990","Illinois","17","170","White County","193","1930","White County",4811,13825,1988,8375,1088,7119,18,7101,6390,711,5899
"G1701950","1990","Illinois","17","170","Whiteside County","195","1950","Whiteside County",16737,51651,5131,30045,3844,29415,32,29383,27655,1728,16549
"G1701970","1990","Illinois","17","170","Will County","197","1970","Will County",92631,315402,14712,162193,38918,183111,277,182834,173060,9774,78917
"G1701990","1990","Illinois","17","170","Williamson County","199","1990","Williamson County",16113,47899,5636,27596,5501,26153,96,26057,23287,2770,19420
"G1702010","1990","Illinois","17","170","Winnebago County","201","2010","Winnebago County",68691,211621,12982,122910,27155,132056,188,131868,125014,6854,61758
"G1702030","1990","Illinois","17","170","Woodford County","203","2030","Woodford County",8951,28690,1930,15392,3147,15878,19,15859,15307,552,8293
"G1800010","1990","Indiana","18","180","Adams County","001","0010","Adams County",8075,27715,2120,14063,1936,14857,9,14848,14121,727,7374
"G1800030","1990","Indiana","18","180","Allen County","003","0030","Allen County",79624,251683,11778,140408,35670,160715,455,160260,152304,7956,65605
"G1800050","1990","Indiana","18","180","Bartholomew County","005","0050","Bartholomew County",18141,54994,3572,30687,6959,33260,54,33206,31464,1742,15807
"G1800070","1990","Indiana","18","180","Benton County","007","0070","Benton County",2598,8184,506,4993,554,4579,14,4565,4429,136,2465
"G1800090","1990","Indiana","18","180","Blackford County","009","0090","Blackford County",4043,12175,835,7596,828,7059,15,7044,6431,613,3915
"G1800110","1990","Indiana","18","180","Boone County","011","0110","Boone County",10816,33495,1349,18033,5533,20138,25,20113,19550,563,8700
"G1800130","1990","Indiana","18","180","Brown County","013","0130","Brown County",4076,12273,758,7305,1447,7276,26,7250,6773,477,3785
"G1800150","1990","Indiana","18","180","Carroll County","015","0150","Carroll County",5389,16511,869,10148,1224,9425,26,9399,9012,387,4928
"G1800170","1990","Indiana","18","180","Cass County","017","0170","Cass County",10609,32236,1768,21099,2256,18780,59,18721,17360,1361,10658
"G1800190","1990","Indiana","18","180","Clark County","019","0190","Clark County",24355,74825,6308,44281,6381,45537,189,45348,42447,2901,22389
"G1800210","1990","Indiana","18","180","Clay County","021","0210","Clay County",6932,21420,1382,13221,1594,11174,12,11162,10495,667,7866
"G1800230","1990","Indiana","18","180","Clinton County","023","0230","Clinton County",8610,26742,1609,16074,2192,14807,2,14805,13916,889,8569
"G1800250","1990","Indiana","18","180","Crawford County","025","0250","Crawford County",2754,8647,1392,4546,359,4386,18,4368,3905,463,3196
"G1800270","1990","Indiana","18","180","Daviess County","027","0270","Daviess County",7404,23871,2479,13470,1318,12432,26,12406,11734,672,7985
"G1800290","1990","Indiana","18","180","Dearborn County","029","0290","Dearborn County",10692,34535,2714,19006,2615,18736,24,18712,17649,1063,10171
"G1800310","1990","Indiana","18","180","Decatur County","031","0310","Decatur County",6455,20791,1660,11550,1415,11839,23,11816,11214,602,5749
"G1800330","1990","Indiana","18","180","DeKalb County","033","0330","De Kalb County",9617,30845,1590,18058,2153,18577,38,18539,17747,792,7522
"G1800350","1990","Indiana","18","180","Delaware County","035","0350","Delaware County",30186,89800,6069,52908,11632,59494,106,59388,55097,4291,36750
"G1800370","1990","Indiana","18","180","Dubois County","037","0370","Dubois County",9847,31871,3427,16997,2497,19941,21,19920,19280,640,7418
"G1800390","1990","Indiana","18","180","Elkhart County","039","0390","Elkhart County",41751,132320,9111,73246,13646,83743,27,83716,80588,3128,32514
"G1800410","1990","Indiana","18","180","Fayette County","041","0410","Fayette County",7313,22344,2473,12917,1354,12467,0,12467,11315,1152,7593
"G1800430","1990","Indiana","18","180","Floyd County","043","0430","Floyd County",18058,55617,4663,30553,6283,32250,72,32178,30306,1872,17020
"G1800450","1990","Indiana","18","180","Fountain County","045","0450","Fountain County",5044,15365,1075,9741,884,8407,10,8397,7881,516,5263
"G1800470","1990","Indiana","18","180","Franklin County","047","0470","Franklin County",5303,17555,1819,9220,990,9382,0,9382,8857,525,5064
"G1800490","1990","Indiana","18","180","Fulton County","049","0490","Fulton County",5351,16148,904,10336,1165,9278,8,9270,8754,516,5114
"G1800510","1990","Indiana","18","180","Gibson County","051","0510","Gibson County",9003,27469,2072,16963,1914,15574,11,15563,14674,889,9020
"G1800530","1990","Indiana","18","180","Grant County","053","0530","Grant County",20196,60885,4011,38215,5315,36378,36,36342,33810,2532,21827
"G1800550","1990","Indiana","18","180","Greene County","055","0550","Greene County",8692,26165,2032,16109,1983,14082,59,14023,12920,1103,9496
"G1800570","1990","Indiana","18","180","Hamilton County","057","0570","Hamilton County",30854,97527,2328,41790,25009,59719,188,59531,57985,1546,20817
"G1800590","1990","Indiana","18","180","Hancock County","059","0590","Hancock County",12886,40979,1635,23061,4328,24027,36,23991,23112,879,10452
"G1800610","1990","Indiana","18","180","Harrison County","061","0610","Harrison County",8437,26733,2407,14845,1577,14740,38,14702,13934,768,7586
"G1800630","1990","Indiana","18","180","Hendricks County","063","0630","Hendricks County",21220,67054,2228,37093,8726,39910,65,39845,38702,1143,17517
"G1800650","1990","Indiana","18","180","Henry County","065","0650","Henry County",13976,41657,3868,25191,2930,23231,55,23176,21215,1961,14558
"G1800670","1990","Indiana","18","180","Howard County","067","0670","Howard County",22729,69111,3870,40719,7453,40002,259,39743,37041,2702,21603
"G1800690","1990","Indiana","18","180","Huntington County","069","0690","Huntington County",9643,30284,1382,18191,2615,18465,33,18432,17621,811,8185
"G1800710","1990","Indiana","18","180","Jackson County","071","0710","Jackson County",10701,33066,3027,19018,2106,18582,18,18564,17331,1233,10285
"G1800730","1990","Indiana","18","180","Jasper County","073","0730","Jasper County",6726,21655,1390,11969,1625,11806,11,11795,11217,578,6785
"G1800750","1990","Indiana","18","180","Jay County","075","0750","Jay County",6035,18622,1546,11163,1134,10664,9,10655,9999,656,5796
"G1800770","1990","Indiana","18","180","Jefferson County","077","0770","Jefferson County",8023,24256,2102,14264,2510,14681,36,14645,13710,935,8523
"G1800790","1990","Indiana","18","180","Jennings County","079","0790","Jennings County",6430,20356,2629,11345,968,11461,7,11454,10765,689,6704
"G1800810","1990","Indiana","18","180","Johnson County","081","0810","Johnson County",24260,75687,3635,42298,9204,47445,132,47313,45570,1743,19693
"G1800830","1990","Indiana","18","180","Knox County","083","0830","Knox County",10248,30861,2495,19496,2749,18478,77,18401,17167,1234,13216
"G1800850","1990","Indiana","18","180","Kosciusko County","085","0850","Kosciusko County",17924,56840,3091,31439,5791,34014,18,33996,32789,1207,14304
"G1800870","1990","Indiana","18","180","LaGrange County","087","0870","Lagrange County",7402,26607,3729,11190,1181,13850,13,13837,13200,637,6389
"G1800890","1990","Indiana","18","180","Lake County","089","0890","Lake County",125761,412003,28126,232204,38222,223507,407,223100,203966,19134,134402
"G1800910","1990","Indiana","18","180","LaPorte County","091","0910","La Porte County",27906,87056,5981,55887,8234,51373,124,51249,48306,2943,31634
"G1800930","1990","Indiana","18","180","Lawrence County","093","0930","Lawrence County",12171,37122,3242,22134,2629,20748,34,20714,19193,1521,12593
"G1800950","1990","Indiana","18","180","Madison County","095","0950","Madison County",35804,107635,7521,67414,9951,63258,96,63162,59046,4116,39007
"G1800970","1990","Indiana","18","180","Marion County","097","0970","Marion County",205652,629904,35047,366645,109617,427269,2736,424533,401124,23409,186884
"G1800990","1990","Indiana","18","180","Marshall County","099","0990","Marshall County",11508,36773,2341,20919,3251,21748,14,21734,20824,910,9680
"G1801010","1990","Indiana","18","180","Martin County","101","1010","Martin County",2840,8905,1106,4951,568,4902,61,4841,4572,269,2996
"G1801030","1990","Indiana","18","180","Miami County","103","1030","Miami County",10284,32025,1792,18533,2184,18178,2071,16107,14893,1214,9423
"G1801050","1990","Indiana","18","180","Monroe County","105","1050","Monroe County",22953,67335,2973,35510,18885,55821,129,55692,52564,3128,35090
"G1801070","1990","Indiana","18","180","Montgomery County","107","1070","Montgomery County",9578,28701,1185,18157,2832,17547,62,17485,16682,803,9158
"G1801090","1990","Indiana","18","180","Morgan County","109","1090","Morgan County",15885,50224,2936,28656,3497,28747,106,28641,27409,1232,13457
"G1801110","1990","Indiana","18","180","Newton County","111","1110","Newton County",3710,11904,874,6997,696,6425,4,6421,6073,348,3675
"G1801130","1990","Indiana","18","180","Noble County","113","1130","Noble County",10308,33010,2350,18941,1860,19471,28,19443,18504,939,8536
"G1801150","1990","Indiana","18","180","Ohio County","115","1150","Ohio County",1497,4644,405,2844,208,2509,6,2503,2385,118,1559
"G1801170","1990","Indiana","18","180","Orange County","117","1170","Orange County",5169,15885,1836,9346,720,8593,3,8590,7783,807,5474
