GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA1980,CL5AA1980,B69AA1980,B69AB1980,B69AC1980,B84AA1980,B84AB1980,B84AC1980,B84AD1980,B84AE1980,B84AF1980
"G0100870","1980","Alabama","01","010","Macon County","087","0870","MACON COUNTY",5685,20684,4038,7385,2526,8975,40,8935,7964,971,10924
"G0100890","1980","Alabama","01","010","Madison County","089","0890","MADISON COUNTY",52620,173304,18244,68303,23506,94916,4702,90214,83086,7128,52139
"G0100910","1980","Alabama","01","010","Marengo County","091","0910","MARENGO COUNTY",6247,22788,4280,8269,1207,9024,31,8993,8419,574,8714
"G0100930","1980","Alabama","01","010","Marion County","093","0930","MARION COUNTY",8710,27524,6051,10788,1085,12992,16,12976,11939,1037,9353
"G0100950","1980","Alabama","01","010","Marshall County","095","0950","MARSHALL COUNTY",18902,59903,11474,24246,3377,28181,178,28003,25870,2133,21031
"G0100970","1980","Alabama","01","010","Mobile County","097","0970","MOBILE COUNTY",94386,323248,39220,136772,24926,155330,1605,153725,142825,10900,109568
"G0100990","1980","Alabama","01","010","Monroe County","099","0990","MONROE COUNTY",5741,20813,3870,7376,1068,8499,11,8488,7809,679,7213
"G0101010","1980","Alabama","01","010","Montgomery County","101","1010","MONTGOMERY COUNTY",50275,168886,19510,68582,21989,89479,4347,85132,79511,5621,55461
"G0101030","1980","Alabama","01","010","Morgan County","103","1030","MORGAN COUNTY",25253,82072,11481,34624,6164,40370,131,40239,36998,3241,25921
"G0101050","1980","Alabama","01","010","Perry County","105","1050","PERRY COUNTY",3513,13260,3104,3992,762,5039,37,5002,4622,380,5481
"G0101070","1980","Alabama","01","010","Pickens County","107","1070","PICKENS COUNTY",5570,19677,4281,6985,844,8074,3,8071,7261,810,7413
"G0101090","1980","Alabama","01","010","Pike County","109","1090","PIKE COUNTY",6876,22937,4904,8339,1690,11657,76,11581,10786,795,9710
"G0101110","1980","Alabama","01","010","Randolph County","111","1110","RANDOLPH COUNTY",5500,18218,4369,6620,858,8126,20,8106,7321,785,6663
"G0101130","1980","Alabama","01","010","Russell County","113","1130","RUSSELL COUNTY",12620,42756,9598,15656,1536,19727,283,19444,17655,1789,14971
"G0101150","1980","Alabama","01","010","St. Clair County","115","1150","ST. CLAIR COUNTY",11487,38211,6912,15211,1519,17063,33,17030,15831,1199,12775
"G0101170","1980","Alabama","01","010","Shelby County","117","1170","SHELBY COUNTY",18140,60214,7346,23066,6564,29632,49,29583,27897,1686,18237
"G0101190","1980","Alabama","01","010","Sumter County","119","1190","SUMTER COUNTY",3921,14811,3038,4665,843,5875,8,5867,5230,637,6005
"G0101210","1980","Alabama","01","010","Talladega County","121","1210","TALLADEGA COUNTY",19383,66584,12151,25242,3154,29656,242,29414,26755,2659,22792
"G0101230","1980","Alabama","01","010","Tallapoosa County","123","1230","TALLAPOOSA COUNTY",10469,34792,7121,13934,1904,17190,38,17152,16216,936,11287
"G0101250","1980","Alabama","01","010","Tuscaloosa County","125","1250","TUSCALOOSA COUNTY",33425,110292,16366,45080,12237,58300,154,58146,53636,4510,46584
"G0101270","1980","Alabama","01","010","Walker County","127","1270","WALKER COUNTY",19291,62958,13460,24198,2564,25707,25,25682,23499,2183,24823
"G0101290","1980","Alabama","01","010","Washington County","129","1290","WASHINGTON COUNTY",4343,15752,3040,5442,489,6248,11,6237,5626,611,5452
"G0101310","1980","Alabama","01","010","Wilcox County","131","1310","WILCOX COUNTY",3347,13512,3055,3802,717,4225,17,4208,3800,408,5618
"G0101330","1980","Alabama","01","010","Winston County","133","1330","WINSTON COUNTY",6337,20229,4669,7599,675,9146,0,9146,8419,727,7044
"G0200100","1980","Alaska","02","020","Aleutian Islands","010","0100","ALEUTIAN ISLANDS CENSUS AREA",1307,4751,511,2659,574,4788,2183,2605,2432,173,1244
"G0200200","1980","Alaska","02","020","Anchorage Municipality","020","0200","ANCHORAGE BOROUGH",43314,143276,3880,67156,21984,95687,10914,84773,77754,7019,30368
"G0200500","1980","Alaska","02","020","Bethel Census Area","050","0500","BETHEL CENSUS AREA",2043,9856,2290,1861,661,3458,54,3404,3013,391,3526
"G0200600","1980","Alaska","02","020","Bristol Bay Borough","060","0600","BRISTOL BAY BOROUGH",178,636,56,446,99,667,343,324,282,42,218
"G0200700","1980","Alaska","02","020","Dillingham Census Area","070","0700","DILLINGHAM CENSUS AREA",958,4155,802,982,345,1577,1,1576,1308,268,1486
"G0200900","1980","Alaska","02","020","Fairbanks North Star Borough","090","0900","FAIRBANKS NORTH STAR BOROUGH",13029,43321,1397,20500,6165,28703,5159,23544,20811,2733,10313
"G0201000","1980","Alaska","02","020","Haines Borough","100","1000","HAINES BOROUGH",426,1463,88,682,190,792,0,792,731,61,422
"G0201100","1980","Alaska","02","020","Juneau City and Borough","110","1100","JUNEAU BOROUGH",4796,15728,469,6952,3808,11311,182,11129,10360,769,3025
"G0201220","1980","Alaska","02","020","Kenai Peninsula Borough","122","1220","KENAI PENINSULA BOROUGH",6350,21708,1041,10437,2216,11201,74,11127,9622,1505,6442
"G0201300","1980","Alaska","02","020","Ketchikan Gateway Borough","130","1300","KETCHIKAN GATEWAY BOROUGH",2780,9307,479,4747,1127,5909,213,5696,5410,286,2353
"G0201400","1980","Alaska","02","020","Kobuk","140","1400","KOBUK CENSUS AREA",882,4347,872,926,279,1588,45,1543,1206,337,1465
"G0201500","1980","Alaska","02","020","Kodiak Island Borough","150","1500","KODIAK ISLAND BOROUGH",2224,7738,578,3720,926,5372,665,4707,4365,342,1834
"G0201700","1980","Alaska","02","020","Matanuska-Susitna Borough","170","1700","MATANUSKA-SUSITNA BOROUGH",4495,15535,687,7239,1708,7607,57,7550,6477,1073,4548
"G0201800","1980","Alaska","02","020","Nome Census Area","180","1800","NOME CENSUS AREA",1310,5779,1112,1526,420,2256,43,2213,1831,382,2037
"G0201850","1980","Alaska","02","020","North Slope Borough","185","1850","NORTH SLOPE BOROUGH",735,3391,700,1107,261,2031,157,1874,1734,140,890
"G0202010","1980","Alaska","02","020","Prince Of Wales-Outer Ketchikan","201","2010","PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA",903,3326,232,1532,197,1751,0,1751,1616,135,894
"G0202200","1980","Alaska","02","020","Sitka City and Borough","220","2200","SITKA BOROUGH",1849,6466,348,2904,874,4105,222,3883,3626,257,1403
"G0202310","1980","Alaska","02","020","Skagway-Yakutat-Angoon","231","2310","SKAGWAY-YAKUTAT-ANGOON CENSUS AREA",795,2954,227,1371,275,1558,5,1553,1294,259,857
"G0202400","1980","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","SOUTHEAST FAIRBANKS CENSUS AREA",1364,4795,321,2031,425,2750,868,1882,1519,363,1136
"G0202610","1980","Alaska","02","020","Valdez-Cordova Census Area","261","2610","VALDEZ-CORDOVA CENSUS AREA",1901,6407,511,3443,733,4201,162,4039,3701,338,1907
"G0202700","1980","Alaska","02","020","Wade Hampton Census Area","270","2700","WADE HAMPTON CENSUS AREA",816,4415,1093,632,143,1279,36,1243,964,279,1503
"G0202800","1980","Alaska","02","020","Wrangell-Petersburg","280","2800","WRANGELL-PETERSBURG CENSUS AREA",1524,5170,309,2511,605,3097,15,3082,2800,282,1334
"G0202900","1980","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","YUKON-KOYUKUK CENSUS AREA",1585,6255,1010,2466,539,2994,605,2389,2018,371,2463
"G0400010","1980","Arizona","04","040","Apache County","001","0010","APACHE COUNTY",10662,49128,8726,11230,2319,15482,40,15442,13502,1940,16000
"G0400030","1980","Arizona","04","040","Cochise County","003","0030","COCHISE COUNTY",22341,74461,9252,32194,6650,36502,5945,30557,27483,3074,25411
"G0400050","1980","Arizona","04","040","Coconino County","005","0050","COCONINO COUNTY",16317,60323,5554,20879,8002,32993,12,32981,30428,2553,20217
"G0400070","1980","Arizona","04","040","Gila County","007","0070","GILA COUNTY",9991,33215,4086,15892,1694,13286,0,13286,12342,944,13291
"G0400090","1980","Arizona","04","040","Graham County","009","0090","GRAHAM COUNTY",5298,19713,2730,7878,1176,7750,5,7745,7303,442,8009
"G0400110","1980","Arizona","04","040","Greenlee County","011","0110","GREENLEE COUNTY",2985,10641,953,4319,581,4315,0,4315,4081,234,3171
"G0400130","1980","Arizona","04","040","Maricopa County","013","0130","MARICOPA COUNTY",397610,1276147,112969,606719,161232,711786,10544,701242,663624,37618,427657
"G0400150","1980","Arizona","04","040","Mohave County","015","0150","MOHAVE COUNTY",16660,49388,4552,28506,3204,22253,7,22246,20770,1476,20991
"G0400170","1980","Arizona","04","040","Navajo County","017","0170","NAVAJO COUNTY",15147,63178,7987,19714,3501,22838,91,22747,20463,2284,19491
"G0400190","1980","Arizona","04","040","Pima County","019","0190","PIMA COUNTY",136763,436562,42377,203912,64296,241525,6095,235430,220181,15249,165733
"G0400210","1980","Arizona","04","040","Pinal County","021","0210","PINAL COUNTY",22972,80065,13200,32171,4625,33479,37,33442,30852,2590,31084
"G0400230","1980","Arizona","04","040","Santa Cruz County","023","0230","SANTA CRUZ COUNTY",4953,19038,3523,5942,1435,8302,44,8258,7826,432,5617
"G0400250","1980","Arizona","04","040","Yavapai County","025","0250","YAVAPAI COUNTY",19791,57921,5744,32420,7368,25390,32,25358,23339,2019,28398
"G0400270","1980","Arizona","04","040","Yuma County","027","0270","YUMA COUNTY",23558,79285,12056,31946,5377,37678,3895,33783,31076,2707,27456
"G0500010","1980","Arkansas","05","050","Arkansas County","001","0010","ARKANSAS COUNTY",6831,21495,4710,8717,1176,10316,0,10316,9820,496,7827
"G0500030","1980","Arkansas","05","050","Ashley County","003","0030","ASHLEY COUNTY",7127,24067,3998,9922,1163,9914,0,9914,8971,943,9071
"G0500050","1980","Arkansas","05","050","Baxter County","005","0050","BAXTER COUNTY",8895,24606,4738,13066,1761,9198,4,9194,8436,758,13108
"G0500070","1980","Arkansas","05","050","Benton County","007","0070","BENTON COUNTY",23059,70122,10612,31920,5695,33727,29,33698,31882,1816,25848
"G0500090","1980","Arkansas","05","050","Boone County","009","0090","BOONE COUNTY",7603,23237,3910,10809,1605,11050,6,11044,10400,644,8910
"G0500110","1980","Arkansas","05","050","Bradley County","011","0110","BRADLEY COUNTY",3848,12251,2618,5180,682,5181,0,5181,4742,439,5230
"G0500130","1980","Arkansas","05","050","Calhoun County","013","0130","CALHOUN COUNTY",1643,5313,1081,2372,149,2416,0,2416,2166,250,2241
"G0500150","1980","Arkansas","05","050","Carroll County","015","0150","CARROLL COUNTY",4869,14382,2920,6787,1056,6697,6,6691,6240,451,6003
"G0500170","1980","Arkansas","05","050","Chicot County","017","0170","CHICOT COUNTY",4434,15891,3845,5111,649,5679,0,5679,5296,383,6595
"G0500190","1980","Arkansas","05","050","Clark County","019","0190","CLARK COUNTY",5967,18541,3380,7504,2048,9813,9,9804,9129,675,8434
"G0500210","1980","Arkansas","05","050","Clay County","021","0210","CLAY COUNTY",6048,18367,6165,6328,623,7917,6,7911,7133,778,7972
"G0500230","1980","Arkansas","05","050","Cleburne County","023","0230","CLEBURNE COUNTY",5215,15461,3574,6652,796,6076,0,6076,5462,614,7031
"G0500250","1980","Arkansas","05","050","Cleveland County","025","0250","CLEVELAND COUNTY",2194,7188,1632,2855,286,2871,0,2871,2697,174,2997
"G0500270","1980","Arkansas","05","050","Columbia County","027","0270","COLUMBIA COUNTY",7084,22948,4222,9778,1526,10593,29,10564,9987,577,9604
"G0500290","1980","Arkansas","05","050","Conway County","029","0290","CONWAY COUNTY",5393,17645,3345,7195,873,7654,0,7654,7142,512,6626
"G0500310","1980","Arkansas","05","050","Craighead County","031","0310","CRAIGHEAD COUNTY",17159,53882,10444,20235,4691,29462,48,29414,27512,1902,18596
"G0500330","1980","Arkansas","05","050","Crawford County","033","0330","CRAWFORD COUNTY",10419,33973,5923,14274,1085,15456,10,15446,14506,940,11185
"G0500350","1980","Arkansas","05","050","Crittenden County","035","0350","CRITTENDEN COUNTY",12379,45025,8659,15063,1864,18937,40,18897,17007,1890,14864
"G0500370","1980","Arkansas","05","050","Cross County","037","0370","CROSS COUNTY",5284,18636,4157,6125,824,8281,0,8281,7619,662,6000
"G0500390","1980","Arkansas","05","050","Dallas County","039","0390","DALLAS COUNTY",2816,9307,1517,4297,562,3952,0,3952,3499,453,3865
"G0500410","1980","Arkansas","05","050","Desha County","041","0410","DESHA COUNTY",4951,17636,3739,5945,935,7120,0,7120,6602,518,6591
"G0500430","1980","Arkansas","05","050","Drew County","043","0430","DREW COUNTY",4753,15569,2816,5813,1272,7682,2,7680,6983,697,5561
"G0500450","1980","Arkansas","05","050","Faulkner County","045","0450","FAULKNER COUNTY",11822,37947,5107,15806,3543,20320,76,20244,18909,1335,14831
"G0500470","1980","Arkansas","05","050","Franklin County","047","0470","FRANKLIN COUNTY",4110,12998,2629,5657,542,5887,0,5887,5182,705,5260
"G0500490","1980","Arkansas","05","050","Fulton County","049","0490","FULTON COUNTY",2983,8982,2360,3795,347,3532,0,3532,3262,270,4131
"G0500510","1980","Arkansas","05","050","Garland County","051","0510","GARLAND COUNTY",20110,59605,10565,30483,5245,29082,44,29038,27117,1921,26618
"G0500530","1980","Arkansas","05","050","Grant County","053","0530","GRANT COUNTY",3702,12032,1978,5184,568,5112,2,5110,4722,388,4556
"G0500550","1980","Arkansas","05","050","Greene County","055","0550","GREENE COUNTY",8909,27795,6787,10377,1359,12967,0,12967,11962,1005,10063
"G0500570","1980","Arkansas","05","050","Hempstead County","057","0570","HEMPSTEAD COUNTY",6522,21161,3415,9601,1254,9652,0,9652,9047,605,7837
"G0500590","1980","Arkansas","05","050","Hot Spring County","059","0590","HOT SPRING COUNTY",7691,24381,4201,10762,1330,11356,8,11348,10545,803,8819
"G0500610","1980","Arkansas","05","050","Howard County","061","0610","HOWARD COUNTY",3731,11983,2502,5075,580,5343,7,5336,5089,247,4687
"G0500630","1980","Arkansas","05","050","Independence County","063","0630","INDEPENDENCE COUNTY",8670,27132,5296,11331,1480,13172,19,13153,12350,803,9467
"G0500650","1980","Arkansas","05","050","Izard County","065","0650","IZARD COUNTY",3378,9615,2474,4371,646,3783,0,3783,3508,275,4860
"G0500670","1980","Arkansas","05","050","Jackson County","067","0670","JACKSON COUNTY",6002,19394,4916,7015,1040,8560,22,8538,7742,796,7506
"G0500690","1980","Arkansas","05","050","Jefferson County","069","0690","JEFFERSON COUNTY",23305,79089,12330,31905,5994,36482,193,36289,33526,2763,29761
"G0500710","1980","Arkansas","05","050","Johnson County","071","0710","JOHNSON COUNTY",4975,15411,3700,6034,932,6522,6,6516,6005,511,6747
"G0500730","1980","Arkansas","05","050","Lafayette County","073","0730","LAFAYETTE COUNTY",2621,9028,2263,3407,341,3459,0,3459,3205,254,3947
"G0500750","1980","Arkansas","05","050","Lawrence County","075","0750","LAWRENCE COUNTY",5325,16462,4677,5961,618,7073,5,7068,6464,604,6889
"G0500770","1980","Arkansas","05","050","Lee County","077","0770","LEE COUNTY",3787,14057,3972,3687,584,4969,6,4963,4234,729,5601
"G0500790","1980","Arkansas","05","050","Lincoln County","079","0790","LINCOLN COUNTY",3065,10665,2731,4623,444,4116,10,4106,3872,234,6022
"G0500810","1980","Arkansas","05","050","Little River County","081","0810","LITTLE RIVER COUNTY",3748,12735,2233,5052,607,5140,5,5135,4735,400,4809
"G0500830","1980","Arkansas","05","050","Logan County","083","0830","LOGAN COUNTY",5501,17656,4049,7359,763,7402,22,7380,6802,578,7673
"G0500850","1980","Arkansas","05","050","Lonoke County","085","0850","LONOKE COUNTY",9329,31605,5246,12646,1559,13892,205,13687,12947,740,10703
"G0500870","1980","Arkansas","05","050","Madison County","087","0870","MADISON COUNTY",3328,10448,2655,3983,440,4296,0,4296,4060,236,4237
"G0500890","1980","Arkansas","05","050","Marion County","089","0890","MARION COUNTY",3473,10338,1948,4972,540,3903,3,3900,3656,244,4808
"G0500910","1980","Arkansas","05","050","Miller County","091","0910","MILLER COUNTY",10301,33676,5417,14808,1705,15342,12,15330,14366,964,12242
"G0500930","1980","Arkansas","05","050","Mississippi County","093","0930","MISSISSIPPI COUNTY",15471,53183,11425,17357,2721,24083,2709,21374,19570,1804,17625
"G0500950","1980","Arkansas","05","050","Monroe County","095","0950","MONROE COUNTY",3612,12457,3145,4381,488,5053,12,5041,4628,413,5001
"G0500970","1980","Arkansas","05","050","Montgomery County","097","0970","MONTGOMERY COUNTY",2360,7095,1615,3053,393,2948,0,2948,2649,299,3110
"G0500990","1980","Arkansas","05","050","Nevada County","099","0990","NEVADA COUNTY",3053,9913,1956,4303,450,3969,0,3969,3726,243,4268
"G0501010","1980","Arkansas","05","050","Newton County","101","1010","NEWTON COUNTY",2223,7164,1804,2526,321,2708,0,2708,2425,283,2998
"G0501030","1980","Arkansas","05","050","Ouachita County","103","1030","OUACHITA COUNTY",8428,27131,5010,11991,1703,11799,15,11784,11054,730,11326
"G0501050","1980","Arkansas","05","050","Perry County","105","1050","PERRY COUNTY",2055,6674,1327,2786,243,2649,0,2649,2397,252,2657
"G0501070","1980","Arkansas","05","050","Phillips County","107","1070","PHILLIPS COUNTY",8564,31146,7284,9548,1525,11668,11,11657,10165,1492,12104
"G0501090","1980","Arkansas","05","050","Pike County","109","1090","PIKE COUNTY",2997,9343,2009,3885,456,4036,0,4036,3744,292,3800
"G0501110","1980","Arkansas","05","050","Poinsett County","111","1110","POINSETT COUNTY",7555,24717,6776,7941,979,11269,32,11237,10387,850,8600
"G0501130","1980","Arkansas","05","050","Polk County","113","1130","POLK COUNTY",4946,15280,3470,6313,857,6191,0,6191,5837,354,6615
"G0501150","1980","Arkansas","05","050","Pope County","115","1150","POPE COUNTY",10791,34266,5910,13608,2608,17003,26,16977,15735,1242,12296
"G0501170","1980","Arkansas","05","050","Prairie County","117","1170","PRAIRIE COUNTY",2828,9238,2375,3268,395,3716,5,3711,3499,212,3824
"G0501190","1980","Arkansas","05","050","Pulaski County","119","1190","PULASKI COUNTY",90436,290909,27432,131221,36849,165682,6001,159681,151578,8103,87017
"G0501210","1980","Arkansas","05","050","Randolph County","121","1210","RANDOLPH COUNTY",4805,15325,4206,5329,644,6738,6,6732,5962,770,5825
"G0501230","1980","Arkansas","05","050","St. Francis County","123","1230","ST. FRANCIS COUNTY",7704,27976,5827,9036,1299,11261,20,11241,10141,1100,9606
"G0501250","1980","Arkansas","05","050","Saline County","125","1250","SALINE COUNTY",14796,48223,6627,21818,2552,23701,13,23688,22365,1323,15332
"G0501270","1980","Arkansas","05","050","Scott County","127","1270","SCOTT COUNTY",2808,8809,2239,3563,226,3676,8,3668,3333,335,3655
"G0501290","1980","Arkansas","05","050","Searcy County","129","1290","SEARCY COUNTY",2568,8020,2460,2741,397,3143,5,3138,2795,343,3610
"G0501310","1980","Arkansas","05","050","Sebastian County","131","1310","SEBASTIAN COUNTY",26530,82910,10617,39228,6761,43791,167,43624,40841,2783,27648
"G0501330","1980","Arkansas","05","050","Sevier County","133","1330","SEVIER COUNTY",3968,12653,2370,5439,726,5877,0,5877,5461,416,4557
"G0501350","1980","Arkansas","05","050","Sharp County","135","1350","SHARP COUNTY",4532,13322,2715,6200,798,4751,13,4738,4229,509,6679
"G0501370","1980","Arkansas","05","050","Stone County","137","1370","STONE COUNTY",2651,8256,2394,2891,398,3255,0,3255,2887,368,3601
"G0501390","1980","Arkansas","05","050","Union County","139","1390","UNION COUNTY",13394,42735,6860,19494,3150,19307,21,19286,18139,1147,17221
"G0501410","1980","Arkansas","05","050","Van Buren County","141","1410","VAN BUREN COUNTY",4092,12267,2682,5467,597,4454,2,4452,3923,529,5769
"G0501430","1980","Arkansas","05","050","Washington County","143","1430","WASHINGTON COUNTY",26211,81393,11928,32965,9831,46121,82,46039,43680,2359,32050
"G0501450","1980","Arkansas","05","050","White County","145","1450","WHITE COUNTY",13768,43792,8828,17369,2540,20169,66,20103,18108,1995,18228
"G0501470","1980","Arkansas","05","050","Woodruff County","147","1470","WOODRUFF COUNTY",2982,10022,2570,3450,453,4079,0,4079,3836,243,4040
"G0501490","1980","Arkansas","05","050","Yell County","149","1490","YELL COUNTY",4903,15317,3353,6758,535,6479,2,6477,6101,376,6498
"G0600010","1980","California","06","060","Alameda County","001","0010","ALAMEDA COUNTY",274273,866606,81611,444855,151045,560012,7391,552621,514727,37894,306044
"G0600030","1980","California","06","060","Alpine County","003","0030","ALPINE COUNTY",248,808,35,378,198,612,0,612,568,44,239
"G0600050","1980","California","06","060","Amador County","005","0050","AMADOR COUNTY",5714,16339,1218,10020,1626,7677,0,7677,6849,828,7759
"G0600070","1980","California","06","060","Butte County","007","0070","BUTTE COUNTY",38107,111662,11619,60870,14742,59836,81,59755,53462,6293,55162
"G0600090","1980","California","06","060","Calaveras County","009","0090","CALAVERAS COUNTY",6104,17738,1416,10567,1915,8307,19,8288,7491,797,8112
"G0600110","1980","California","06","060","Colusa County","011","0110","COLUSA COUNTY",3458,11063,1660,5081,947,5541,0,5541,5089,452,4071
"G0600130","1980","California","06","060","Contra Costa County","013","0130","CONTRA COSTA COUNTY",177537,560465,34093,264332,101933,326530,2314,324216,305313,18903,174227
"G0600150","1980","California","06","060","Del Norte County","015","0150","DEL NORTE COUNTY",4960,15277,1763,8024,1097,7821,86,7735,6535,1200,5812
