GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA2010,CL5AA2010
"G2102390","2010","Kentucky","21","210","Woodford County","239","2390","Woodford County",7021,20746
"G2200010","2010","Louisiana","22","220","Acadia Parish","001","0010","Acadia Parish",16184,51087
"G2200030","2010","Louisiana","22","220","Allen Parish","003","0030","Allen Parish",5908,18099
"G2200050","2010","Louisiana","22","220","Ascension Parish","005","0050","Ascension Parish",28966,93083
"G2200070","2010","Louisiana","22","220","Assumption Parish","007","0070","Assumption Parish",6423,19946
"G2200090","2010","Louisiana","22","220","Avoyelles Parish","009","0090","Avoyelles Parish",10578,32140
"G2200110","2010","Louisiana","22","220","Beauregard Parish","011","0110","Beauregard Parish",9524,29332
"G2200130","2010","Louisiana","22","220","Bienville Parish","013","0130","Bienville Parish",3884,11533
"G2200150","2010","Louisiana","22","220","Bossier Parish","015","0150","Bossier Parish",31088,95104
"G2200170","2010","Louisiana","22","220","Caddo Parish","017","0170","Caddo Parish",65483,199008
"G2200190","2010","Louisiana","22","220","Calcasieu Parish","019","0190","Calcasieu Parish",50490,155682
"G2200210","2010","Louisiana","22","220","Caldwell Parish","021","0210","Caldwell Parish",2683,7945
"G2200230","2010","Louisiana","22","220","Cameron Parish","023","0230","Cameron Parish",1943,5981
"G2200250","2010","Louisiana","22","220","Catahoula Parish","025","0250","Catahoula Parish",2693,8112
"G2200270","2010","Louisiana","22","220","Claiborne Parish","027","0270","Claiborne Parish",4009,11767
"G2200290","2010","Louisiana","22","220","Concordia Parish","029","0290","Concordia Parish",5263,16250
"G2200310","2010","Louisiana","22","220","De Soto Parish","031","0310","De Soto Parish",7385,22243
"G2200330","2010","Louisiana","22","220","East Baton Rouge Parish","033","0330","East Baton Rouge Parish",107124,332900
"G2200350","2010","Louisiana","22","220","East Carroll Parish","035","0350","East Carroll Parish",1710,5569
"G2200370","2010","Louisiana","22","220","East Feliciana Parish","037","0370","East Feliciana Parish",4923,15176
"G2200390","2010","Louisiana","22","220","Evangeline Parish","039","0390","Evangeline Parish",8869,27419
"G2200410","2010","Louisiana","22","220","Franklin Parish","041","0410","Franklin Parish",5500,16899
"G2200430","2010","Louisiana","22","220","Grant Parish","043","0430","Grant Parish",5396,16456
"G2200450","2010","Louisiana","22","220","Iberia Parish","045","0450","Iberia Parish",19118,61049
"G2200470","2010","Louisiana","22","220","Iberville Parish","047","0470","Iberville Parish",7853,24930
"G2200490","2010","Louisiana","22","220","Jackson Parish","049","0490","Jackson Parish",4368,12848
"G2200510","2010","Louisiana","22","220","Jefferson Parish","051","0510","Jefferson Parish",111817,345152
"G2200530","2010","Louisiana","22","220","Jefferson Davis Parish","053","0530","Jefferson Davis Parish",8363,26294
"G2200550","2010","Louisiana","22","220","Lafayette Parish","055","0550","Lafayette Parish",55556,170134
"G2200570","2010","Louisiana","22","220","Lafourche Parish","057","0570","Lafourche Parish",25651,79694
"G2200590","2010","Louisiana","22","220","LaSalle Parish","059","0590","La Salle Parish",3890,11633
"G2200610","2010","Louisiana","22","220","Lincoln Parish","061","0610","Lincoln Parish",10475,31066
"G2200630","2010","Louisiana","22","220","Livingston Parish","063","0630","Livingston Parish",34497,109109
"G2200650","2010","Louisiana","22","220","Madison Parish","065","0650","Madison Parish",2778,8788
"G2200670","2010","Louisiana","22","220","Morehouse Parish","067","0670","Morehouse Parish",7563,22846
"G2200690","2010","Louisiana","22","220","Natchitoches Parish","069","0690","Natchitoches Parish",9834,29568
"G2200710","2010","Louisiana","22","220","Orleans Parish","071","0710","Orleans Parish",76643,237125
"G2200730","2010","Louisiana","22","220","Ouachita Parish","073","0730","Ouachita Parish",39386,121848
"G2200750","2010","Louisiana","22","220","Plaquemines Parish","075","0750","Plaquemines Parish",6075,19737
"G2200770","2010","Louisiana","22","220","Pointe Coupee Parish","077","0770","Pointe Coupee Parish",6269,18950
"G2200790","2010","Louisiana","22","220","Rapides Parish","079","0790","Rapides Parish",34436,105489
"G2200810","2010","Louisiana","22","220","Red River Parish","081","0810","Red River Parish",2454,7527
"G2200830","2010","Louisiana","22","220","Richland Parish","083","0830","Richland Parish",5418,16769
"G2200850","2010","Louisiana","22","220","Sabine Parish","085","0850","Sabine Parish",6756,20040
"G2200870","2010","Louisiana","22","220","St. Bernard Parish","087","0870","St. Bernard Parish",9140,28910
"G2200890","2010","Louisiana","22","220","St. Charles Parish","089","0890","St. Charles Parish",14356,45846
"G2200910","2010","Louisiana","22","220","St. Helena Parish","091","0910","St. Helena Parish",2941,9260
"G2200930","2010","Louisiana","22","220","St. James Parish","093","0930","St. James Parish",5944,19486
"G2200950","2010","Louisiana","22","220","St. John the Baptist Parish","095","0950","St. John the Baptist Parish",12187,39808
"G2200970","2010","Louisiana","22","220","St. Landry Parish","097","0970","St. Landry Parish",22021,68970
"G2200990","2010","Louisiana","22","220","St. Martin Parish","099","0990","St. Martin Parish",13938,43700
"G2201010","2010","Louisiana","22","220","St. Mary Parish","101","1010","St. Mary Parish",14179,44660
"G2201030","2010","Louisiana","22","220","St. Tammany Parish","103","1030","St. Tammany Parish",64033,198541
"G2201050","2010","Louisiana","22","220","Tangipahoa Parish","105","1050","Tangipahoa Parish",30668,95929
"G2201070","2010","Louisiana","22","220","Tensas Parish","107","1070","Tensas Parish",1390,4281
"G2201090","2010","Louisiana","22","220","Terrebonne Parish","109","1090","Terrebonne Parish",29001,92811
"G2201110","2010","Louisiana","22","220","Union Parish","111","1110","Union Parish",6403,18806
"G2201130","2010","Louisiana","22","220","Vermilion Parish","113","1130","Vermilion Parish",15469,48187
"G2201150","2010","Louisiana","22","220","Vernon Parish","115","1150","Vernon Parish",13714,42616
"G2201170","2010","Louisiana","22","220","Washington Parish","117","1170","Washington Parish",12296,37658
"G2201190","2010","Louisiana","22","220","Webster Parish","119","1190","Webster Parish",11178,32899
"G2201210","2010","Louisiana","22","220","West Baton Rouge Parish","121","1210","West Baton Rouge Parish",6255,19745
"G2201230","2010","Louisiana","22","220","West Carroll Parish","123","1230","West Carroll Parish",3157,9490
"G2201250","2010","Louisiana","22","220","West Feliciana Parish","125","1250","West Feliciana Parish",2863,8849
"G2201270","2010","Louisiana","22","220","Winn Parish","127","1270","Winn Parish",3759,11386
"G2300010","2010","Maine","23","230","Androscoggin County","001","0010","Androscoggin County",28045,80785
"G2300030","2010","Maine","23","230","Aroostook County","003","0030","Aroostook County",19578,54557
"G2300050","2010","Maine","23","230","Cumberland County","005","0050","Cumberland County",70778,205283
"G2300070","2010","Maine","23","230","Franklin County","007","0070","Franklin County",8129,22449
"G2300090","2010","Maine","23","230","Hancock County","009","0090","Hancock County",14834,40195
"G2300110","2010","Maine","23","230","Kennebec County","011","0110","Kennebec County",32368,91323
"G2300130","2010","Maine","23","230","Knox County","013","0130","Knox County",10662,29314
"G2300150","2010","Maine","23","230","Lincoln County","015","0150","Lincoln County",9749,26469
"G2300170","2010","Maine","23","230","Oxford County","017","0170","Oxford County",15781,44295
"G2300190","2010","Maine","23","230","Penobscot County","019","0190","Penobscot County",38917,109815
"G2300210","2010","Maine","23","230","Piscataquis County","021","0210","Piscataquis County",4948,13352
"G2300230","2010","Maine","23","230","Sagadahoc County","023","0230","Sagadahoc County",9869,27702
"G2300250","2010","Maine","23","230","Somerset County","025","0250","Somerset County",14353,40211
"G2300270","2010","Maine","23","230","Waldo County","027","0270","Waldo County",10627,29883
"G2300290","2010","Maine","23","230","Washington County","029","0290","Washington County",8847,24448
"G2300310","2010","Maine","23","230","York County","031","0310","York County",53136,153343
"G2400010","2010","Maryland","24","240","Allegany County","001","0010","Allegany County",17959,51378
"G2400030","2010","Maryland","24","240","Anne Arundel County","003","0030","Anne Arundel County",139262,432613
"G2400050","2010","Maryland","24","240","Baltimore County","005","0050","Baltimore County",205113,623966
"G2400090","2010","Maryland","24","240","Calvert County","009","0090","Calvert County",23732,76638
"G2400110","2010","Maryland","24","240","Caroline County","011","0110","Caroline County",8702,27126
"G2400130","2010","Maryland","24","240","Carroll County","013","0130","Carroll County",45163,142433
"G2400150","2010","Maryland","24","240","Cecil County","015","0150","Cecil County",26681,83560
"G2400170","2010","Maryland","24","240","Charles County","017","0170","Charles County",38614,125241
"G2400190","2010","Maryland","24","240","Dorchester County","019","0190","Dorchester County",8894,25601
"G2400210","2010","Maryland","24","240","Frederick County","021","0210","Frederick County",61198,193917
"G2400230","2010","Maryland","24","240","Garrett County","023","0230","Garrett County",8437,24644
"G2400250","2010","Maryland","24","240","Harford County","025","0250","Harford County",66335,207638
"G2400270","2010","Maryland","24","240","Howard County","027","0270","Howard County",76333,244380
"G2400290","2010","Maryland","24","240","Kent County","029","0290","Kent County",5272,14659
"G2400310","2010","Maryland","24","240","Montgomery County","031","0310","Montgomery County",244898,789605
"G2400330","2010","Maryland","24","240","Prince George's County","033","0330","Prince George's County",203520,674641
"G2400350","2010","Maryland","24","240","Queen Anne's County","035","0350","Queen Anne's County",13314,40422
"G2400370","2010","Maryland","24","240","St. Mary's County","037","0370","St. Mary's County",27084,86135
"G2400390","2010","Maryland","24","240","Somerset County","039","0390","Somerset County",5478,15949
"G2400410","2010","Maryland","24","240","Talbot County","041","0410","Talbot County",10699,29978
"G2400430","2010","Maryland","24","240","Washington County","043","0430","Washington County",37506,112861
"G2400450","2010","Maryland","24","240","Wicomico County","045","0450","Wicomico County",24172,72809
"G2400470","2010","Maryland","24","240","Worcester County","047","0470","Worcester County",14598,40263
"G2405100","2010","Maryland","24","240","Baltimore city","510","5100","Baltimore city",134038,421516
"G2500010","2010","Massachusetts","25","250","Barnstable County","001","0010","Barnstable County",58724,162495
"G2500030","2010","Massachusetts","25","250","Berkshire County","003","0030","Berkshire County",33618,94783
"G2500050","2010","Massachusetts","25","250","Bristol County","005","0050","Bristol County",141338,431893
"G2500070","2010","Massachusetts","25","250","Dukes County","007","0070","Dukes County",4221,11848
"G2500090","2010","Massachusetts","25","250","Essex County","009","0090","Essex County",188005,589725
"G2500110","2010","Massachusetts","25","250","Franklin County","011","0110","Franklin County",18317,52249
"G2500130","2010","Massachusetts","25","250","Hampden County","013","0130","Hampden County",115961,357886
"G2500150","2010","Massachusetts","25","250","Hampshire County","015","0150","Hampshire County",34480,99708
"G2500170","2010","Massachusetts","25","250","Middlesex County","017","0170","Middlesex County",366656,1135762
"G2500190","2010","Massachusetts","25","250","Nantucket County","019","0190","Nantucket County",2429,7125
"G2500210","2010","Massachusetts","25","250","Norfolk County","021","0210","Norfolk County",168903,531602
"G2500230","2010","Massachusetts","25","250","Plymouth County","023","0230","Plymouth County",127925,407133
"G2500250","2010","Massachusetts","25","250","Suffolk County","025","0250","Suffolk County",140412,436785
"G2500270","2010","Massachusetts","25","250","Worcester County","027","0270","Worcester County",202602,626018
"G2600010","2010","Michigan","26","260","Alcona County","001","0010","Alcona County",3329,8568
"G2600030","2010","Michigan","26","260","Alger County","003","0030","Alger County",2479,6796
"G2600050","2010","Michigan","26","260","Allegan County","005","0050","Allegan County",30450,93699
"G2600070","2010","Michigan","26","260","Alpena County","007","0070","Alpena County",8164,22945
"G2600090","2010","Michigan","26","260","Antrim County","009","0090","Antrim County",6925,19274
"G2600110","2010","Michigan","26","260","Arenac County","011","0110","Arenac County",4541,12714
"G2600130","2010","Michigan","26","260","Baraga County","013","0130","Baraga County",2206,6226
"G2600150","2010","Michigan","26","260","Barry County","015","0150","Barry County",16587,49777
