GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA2000,CL5AA2000,B69AA2000,B69AB2000,B69AC2000,B84AA2000,B84AB2000,B84AC2000,B84AD2000,B84AE2000,B84AF2000
"G2600890","2000","Michigan","26","260","Leelanau County","089","0890","Leelanau County",6216,17940,404,9745,4636,10482,15,10467,9945,522,6117
"G2600910","2000","Michigan","26","260","Lenawee County","091","0910","Lenawee County",26052,79872,3173,50676,10462,49250,25,49225,46895,2330,27073
"G2600930","2000","Michigan","26","260","Livingston County","093","0930","Livingston County",43506,138281,1701,71140,28540,83868,37,83831,81087,2744,33022
"G2600950","2000","Michigan","26","260","Luce County","095","0950","Luce County",1740,4973,374,3973,580,2601,0,2601,2375,226,3144
"G2600970","2000","Michigan","26","260","Mackinac County","097","0970","Mackinac County",3408,9583,478,6829,1281,5591,29,5562,4738,824,4035
"G2600990","2000","Michigan","26","260","Macomb County","099","0990","Macomb County",210867,652065,25755,415936,94145,408563,847,407716,390791,16925,210301
"G2601010","2000","Michigan","26","260","Manistee County","101","1010","Manistee County",6715,19195,867,13982,2449,11043,0,11043,10321,722,8670
"G2601030","2000","Michigan","26","260","Marquette County","103","1030","Marquette County",16480,47853,1559,30432,9943,32710,57,32653,30639,2014,19984
"G2601050","2000","Michigan","26","260","Mason County","105","1050","Mason County",7878,23042,1009,15354,3086,13677,36,13641,12646,995,8601
"G2601070","2000","Michigan","26","260","Mecosta County","107","1070","Mecosta County",9893,29177,1207,17655,4452,19791,20,19771,17470,2301,12698
"G2601090","2000","Michigan","26","260","Menominee County","109","1090","Menominee County",7006,20383,1014,14425,1903,12481,8,12473,11839,634,7542
"G2601110","2000","Michigan","26","260","Midland County","111","1110","Midland County",22691,68994,1745,36099,15653,40938,35,40903,38813,2090,22211
"G2601130","2000","Michigan","26","260","Missaukee County","113","1130","Missaukee County",4046,12263,563,7938,965,6734,9,6725,6288,437,4293
"G2601150","2000","Michigan","26","260","Monroe County","115","1150","Monroe County",39933,125241,4466,76292,13523,72941,45,72896,70344,2552,37992
"G2601170","2000","Michigan","26","260","Montcalm County","117","1170","Montcalm County",16176,49701,2115,33167,4278,28114,12,28102,26560,1542,18545
"G2601190","2000","Michigan","26","260","Montmorency County","119","1190","Montmorency County",3047,8374,512,6467,625,3852,3,3849,3372,477,4653
"G2601210","2000","Michigan","26","260","Muskegon County","121","1210","Muskegon County",44298,137363,5193,88378,15090,81221,37,81184,76788,4396,47530
"G2601230","2000","Michigan","26","260","Newaygo County","123","1230","Newaygo County",12941,40526,2011,24861,3457,21838,8,21830,20569,1261,13620
"G2601250","2000","Michigan","26","260","Oakland County","125","1250","Oakland County",315392,976091,23921,475266,308723,637937,124,637813,614377,23436,288531
"G2601270","2000","Michigan","26","260","Oceana County","127","1270","Oceana County",7265,22467,1313,13664,2157,12370,22,12348,11367,981,7948
"G2601290","2000","Michigan","26","260","Ogemaw County","129","1290","Ogemaw County",6189,17783,1057,12681,1453,8986,3,8983,8221,762,8226
"G2601310","2000","Michigan","26","260","Ontonagon County","131","1310","Ontonagon County",2225,6114,378,4755,766,3509,3,3506,3169,337,2960
"G2601330","2000","Michigan","26","260","Osceola County","133","1330","Osceola County",6413,19298,852,12483,1698,10719,4,10715,10012,703,6992
"G2601350","2000","Michigan","26","260","Oscoda County","135","1350","Oscoda County",2719,7758,531,5646,539,3610,0,3610,3294,316,3918
"G2601370","2000","Michigan","26","260","Otsego County","137","1370","Otsego County",6539,19624,585,12192,2691,11551,13,11538,10887,651,6249
"G2601390","2000","Michigan","26","260","Ottawa County","139","1390","Ottawa County",61360,199163,7349,97687,36834,128356,73,128283,123168,5115,48778
"G2601410","2000","Michigan","26","260","Presque Isle County","141","1410","Presque Isle County",4201,11768,958,8304,1201,6072,12,6060,5400,660,5768
"G2601430","2000","Michigan","26","260","Roscommon County","143","1430","Roscommon County",7619,20471,838,16030,2062,9865,3,9862,8996,866,11175
"G2601450","2000","Michigan","26","260","Saginaw County","145","1450","Saginaw County",55790,170949,6979,106721,21498,98640,38,98602,91113,7489,61434
"G2601470","2000","Michigan","26","260","St. Clair County","147","1470","St. Clair County",44631,138014,4546,89513,13524,82376,104,82272,77966,4306,43168
"G2601490","2000","Michigan","26","260","St. Joseph County","149","1490","St. Joseph County",16603,51246,2770,31963,5074,31290,21,31269,29816,1453,16136
"G2601510","2000","Michigan","26","260","Sanilac County","151","1510","Sanilac County",12169,37483,1841,24441,2915,20802,16,20786,19529,1257,13265
"G2601530","2000","Michigan","26","260","Schoolcraft County","153","1530","Schoolcraft County",2498,7098,357,5205,710,3748,0,3748,3285,463,3341
"G2601550","2000","Michigan","26","260","Shiawassee County","155","1550","Shiawassee County",19862,60779,1821,38342,6394,36192,30,36162,34205,1957,18474
"G2601570","2000","Michigan","26","260","Tuscola County","157","1570","Tuscola County",15981,49078,2217,31662,4019,27533,5,27528,25823,1705,17105
"G2601590","2000","Michigan","26","260","Van Buren County","159","1590","Van Buren County",20327,63066,3519,38398,7003,37847,13,37834,35625,2209,19638
"G2601610","2000","Michigan","26","260","Washtenaw County","161","1610","Washtenaw County",73690,222651,4673,97715,95026,179279,90,179189,172373,6816,79883
"G2601630","2000","Michigan","26","260","Wayne County","163","1630","Wayne County",511717,1666421,80328,1000168,224792,930640,421,930219,851110,79109,610819
"G2601650","2000","Michigan","26","260","Wexford County","165","1650","Wexford County",8386,25143,909,15993,3063,14960,1,14959,13924,1035,8421
"G2700010","2000","Minnesota","27","270","Aitkin County","001","0010","Aitkin County",4457,12307,778,9212,1273,6771,6,6765,6242,523,5780
"G2700030","2000","Minnesota","27","270","Anoka County","003","0030","Anoka County",79413,253660,4152,143143,39827,170915,152,170763,165101,5662,50091
"G2700050","2000","Minnesota","27","270","Becker County","005","0050","Becker County",8190,24754,1494,15024,3316,14759,17,14742,13811,931,8319
"G2700070","2000","Minnesota","27","270","Beltrami County","007","0070","Beltrami County",9752,30552,1375,16027,5346,19554,4,19550,18085,1465,10096
"G2700090","2000","Minnesota","27","270","Benton County","009","0090","Benton County",8518,26775,1577,15639,3573,19602,23,19579,18905,674,6469
"G2700110","2000","Minnesota","27","270","Big Stone County","011","0110","Big Stone County",1611,4783,467,3123,460,2657,0,2657,2517,140,1955
"G2700130","2000","Minnesota","27","270","Blue Earth County","013","0130","Blue Earth County",12621,37755,1701,21542,8441,33035,42,32993,31468,1525,12471
"G2700150","2000","Minnesota","27","270","Brown County","015","0150","Brown County",7164,21525,1870,12724,2891,14636,9,14627,13834,793,6419
"G2700170","2000","Minnesota","27","270","Carlton County","017","0170","Carlton County",8406,25248,1215,16859,3164,15270,41,15229,14345,884,9440
"G2700190","2000","Minnesota","27","270","Carver County","019","0190","Carver County",18774,61214,1641,26757,14820,39072,37,39035,37796,1239,11010
"G2700210","2000","Minnesota","27","270","Cass County","021","0210","Cass County",7730,22394,945,14674,3102,12523,12,12511,11658,853,8700
"G2700230","2000","Minnesota","27","270","Chippewa County","023","0230","Chippewa County",3599,10655,896,6719,1204,6703,2,6701,6329,372,3516
"G2700250","2000","Minnesota","27","270","Chisago County","025","0250","Chisago County",11082,35199,970,20939,3950,21840,13,21827,21084,743,8244
"G2700270","2000","Minnesota","27","270","Clay County","027","0270","Clay County",12347,37948,2009,20258,7313,27318,43,27275,25843,1432,12559
"G2700290","2000","Minnesota","27","270","Clearwater County","029","0290","Clearwater County",2288,6921,697,4059,820,3990,7,3983,3574,409,2549
"G2700310","2000","Minnesota","27","270","Cook County","031","0310","Cook County",1438,3927,127,2623,1114,2843,0,2843,2668,175,1409
"G2700330","2000","Minnesota","27","270","Cottonwood County","033","0330","Cottonwood County",3341,9835,907,6248,1189,6103,2,6101,5869,232,3418
"G2700350","2000","Minnesota","27","270","Crow Wing County","035","0350","Crow Wing County",15183,44433,1905,28348,6839,27274,72,27202,25712,1490,15832
"G2700370","2000","Minnesota","27","270","Dakota County","037","0370","Dakota County",94011,299964,5272,140776,78265,206500,477,206023,200612,5411,57005
"G2700390","2000","Minnesota","27","270","Dodge County","039","0390","Dodge County",4853,15306,639,8471,1879,9707,3,9704,9368,336,3366
"G2700410","2000","Minnesota","27","270","Douglas County","041","0410","Douglas County",9030,26472,1653,16499,3809,17172,11,17161,16490,671,8804
"G2700430","2000","Minnesota","27","270","Faribault County","043","0430","Faribault County",4477,13099,913,8676,1539,8113,2,8111,7735,376,4685
"G2700450","2000","Minnesota","27","270","Fillmore County","045","0450","Fillmore County",5721,17457,1466,10521,2129,11190,0,11190,10802,388,5171
"G2700470","2000","Minnesota","27","270","Freeborn County","047","0470","Freeborn County",9013,26275,1961,17540,2862,16748,0,16748,16032,716,9064
"G2700490","2000","Minnesota","27","270","Goodhue County","049","0490","Goodhue County",11900,36223,1746,21827,5554,24109,9,24100,23363,737,9966
"G2700510","2000","Minnesota","27","270","Grant County","051","0510","Grant County",1741,5122,417,3268,685,3155,5,3150,2998,152,1854
"G2700530","2000","Minnesota","27","270","Hennepin County","053","0530","Hennepin County",267303,820216,25139,425900,289405,641557,418,641139,616729,24410,235174
"G2700550","2000","Minnesota","27","270","Houston County","055","0550","Houston County",5408,16509,978,9409,2676,10519,4,10515,10105,410,4492
"G2700570","2000","Minnesota","27","270","Hubbard County","057","0570","Hubbard County",5347,15407,726,9400,2568,8573,6,8567,8004,563,5886
"G2700590","2000","Minnesota","27","270","Isanti County","059","0590","Isanti County",8420,26552,939,16084,2892,17120,8,17112,16370,742,6415
"G2700610","2000","Minnesota","27","270","Itasca County","061","0610","Itasca County",12385,36044,1422,23229,5280,20606,4,20602,19222,1380,14188
"G2700630","2000","Minnesota","27","270","Jackson County","063","0630","Jackson County",3117,9202,598,6065,1105,5867,2,5865,5659,206,3028
"G2700650","2000","Minnesota","27","270","Kanabec County","065","0650","Kanabec County",4146,12554,632,8140,1025,7657,0,7657,7180,477,3767
"G2700670","2000","Minnesota","27","270","Kandiyohi County","067","0670","Kandiyohi County",10972,33499,2448,19125,4846,21937,19,21918,21131,787,9767
"G2700690","2000","Minnesota","27","270","Kittson County","069","0690","Kittson County",1448,4285,409,2712,540,2417,0,2417,2295,122,1684
"G2700710","2000","Minnesota","27","270","Koochiching County","071","0710","Koochiching County",3962,11430,677,7812,1510,6881,11,6870,6489,381,4485
"G2700730","2000","Minnesota","27","270","Lac qui Parle County","073","0730","Lac qui Parle County",2225,6580,648,4265,731,3975,5,3970,3839,131,2379
"G2700750","2000","Minnesota","27","270","Lake County","075","0750","Lake County",3141,8903,352,5964,1531,5504,5,5499,5208,291,3369
"G2700770","2000","Minnesota","27","270","Lake of the Woods County","077","0770","Lake of the Woods County",1267,3707,219,2393,543,2290,4,2286,2177,109,1259
"G2700790","2000","Minnesota","27","270","Le Sueur County","079","0790","Le Sueur County",6922,21451,1172,12543,2784,13959,5,13954,13417,537,5372
"G2700810","2000","Minnesota","27","270","Lincoln County","081","0810","Lincoln County",1786,5231,547,3330,639,3216,0,3216,3105,111,1898
"G2700830","2000","Minnesota","27","270","Lyon County","083","0830","Lyon County",6331,19543,1354,10711,3290,14135,10,14125,13402,723,5509
"G2700850","2000","Minnesota","27","270","McLeod County","085","0850","McLeod County",9433,29096,1988,17046,3461,19191,4,19187,18449,738,7186
"G2700870","2000","Minnesota","27","270","Mahnomen County","087","0870","Mahnomen County",1367,4287,444,2439,409,2381,0,2381,2221,160,1507
"G2700890","2000","Minnesota","27","270","Marshall County","089","0890","Marshall County",2836,8525,827,5260,827,4957,0,4957,4524,433,2985
"G2700910","2000","Minnesota","27","270","Martin County","091","0910","Martin County",6045,17626,1237,11295,2403,11224,2,11222,10757,465,5959
"G2700930","2000","Minnesota","27","270","Meeker County","093","0930","Meeker County",6132,18833,1362,11420,2059,11743,3,11740,11176,564,5594
"G2700950","2000","Minnesota","27","270","Mille Lacs County","095","0950","Mille Lacs County",6006,18188,1074,11765,1783,11272,7,11265,10660,605,5846
"G2700970","2000","Minnesota","27","270","Morrison County","097","0970","Morrison County",8461,26667,2106,15668,2573,16043,62,15981,15077,904,7943
"G2700990","2000","Minnesota","27","270","Mower County","099","0990","Mower County",10318,30697,2065,19887,3797,19380,3,19377,18620,757,10752
"G2701010","2000","Minnesota","27","270","Murray County","101","1010","Murray County",2602,7641,765,4806,749,4740,7,4733,4560,173,2465
"G2701030","2000","Minnesota","27","270","Nicollet County","103","1030","Nicollet County",7309,22303,759,11612,5125,17553,13,17540,16757,783,5878
"G2701050","2000","Minnesota","27","270","Nobles County","105","1050","Nobles County",5520,17176,2003,9808,1843,10613,10,10603,10185,418,5413
"G2701070","2000","Minnesota","27","270","Norman County","107","1070","Norman County",2008,6100,555,3881,669,3603,2,3601,3380,221,2205
"G2701090","2000","Minnesota","27","270","Olmsted County","109","1090","Olmsted County",32308,99746,3033,49379,27865,69525,14,69511,66973,2538,25035
"G2701110","2000","Minnesota","27","270","Otter Tail County","111","1110","Otter Tail County",15768,46944,3858,28219,6662,27924,11,27913,26470,1443,16984
"G2701130","2000","Minnesota","27","270","Pennington County","113","1130","Pennington County",3555,10477,805,6727,1316,7239,3,7236,6688,548,3509
"G2701150","2000","Minnesota","27","270","Pine County","115","1150","Pine County",6918,20893,1267,14623,1824,12766,2,12764,11895,869,7871
"G2701170","2000","Minnesota","27","270","Pipestone County","117","1170","Pipestone County",2727,8083,903,4840,928,5077,4,5073,4948,125,2624
"G2701190","2000","Minnesota","27","270","Polk County","119","1190","Polk County",8045,24711,1964,14691,3548,15270,70,15200,14301,899,9021
"G2701210","2000","Minnesota","27","270","Pope County","121","1210","Pope County",3064,9148,799,5785,1135,5541,0,5541,5341,200,3318
"G2701230","2000","Minnesota","27","270","Ramsey County","123","1230","Ramsey County",120016,379271,16531,195711,110972,277129,173,276956,264914,12042,117372
"G2701250","2000","Minnesota","27","270","Red Lake County","125","1250","Red Lake County",1132,3415,364,2206,309,2123,0,2123,1930,193,1258
"G2701270","2000","Minnesota","27","270","Redwood County","127","1270","Redwood County",4526,13679,1193,8562,1514,8446,9,8437,8175,262,4531
"G2701290","2000","Minnesota","27","270","Renville County","129","1290","Renville County",4622,14096,1185,8829,1450,8641,7,8634,8307,327,4553
"G2701310","2000","Minnesota","27","270","Rice County","131","1310","Rice County",13347,41876,2206,23719,7475,31009,21,30988,29029,1959,13145
"G2701330","2000","Minnesota","27","270","Rock County","133","1330","Rock County",2707,8151,783,4706,996,5006,19,4987,4904,83,2495
"G2701350","2000","Minnesota","27","270","Roseau County","135","1350","Roseau County",4439,13827,985,7840,1541,8781,0,8781,8491,290,3297
"G2701370","2000","Minnesota","27","270","St. Louis County","137","1370","St. Louis County",51374,148852,4790,98971,29040,101258,284,100974,94095,6879,60262
"G2701390","2000","Minnesota","27","270","Scott County","139","1390","Scott County",23977,78043,1857,37373,16334,50862,41,50821,49491,1330,13180
"G2701410","2000","Minnesota","27","270","Sherburne County","141","1410","Sherburne County",16743,54777,1112,29795,7442,35429,4,35425,34509,916,11213
"G2701430","2000","Minnesota","27","270","Sibley County","143","1430","Sibley County",4089,12834,1183,7632,1155,8192,5,8187,7969,218,3452
"G2701450","2000","Minnesota","27","270","Stearns County","145","1450","Stearns County",32129,101291,5775,54708,17036,75320,55,75265,72511,2754,28143
"G2701470","2000","Minnesota","27","270","Steele County","147","1470","Steele County",9077,27986,1449,15761,4340,18651,8,18643,18005,638,6908
"G2701490","2000","Minnesota","27","270","Stevens County","149","1490","Stevens County",2367,7082,492,4103,1195,5560,0,5560,5266,294,2672
"G2701510","2000","Minnesota","27","270","Swift County","151","1510","Swift County",2882,8648,750,6417,1169,5438,3,5435,5199,236,4148
"G2701530","2000","Minnesota","27","270","Todd County","153","1530","Todd County",6510,20437,1553,12637,1568,11832,14,11818,11200,618,6855
"G2701550","2000","Minnesota","27","270","Traverse County","155","1550","Traverse County",1129,3357,302,2243,305,1764,4,1760,1668,92,1477
"G2701570","2000","Minnesota","27","270","Wabasha County","157","1570","Wabasha County",5878,18043,952,10832,2405,11684,10,11674,11335,339,4825
"G2701590","2000","Minnesota","27","270","Wadena County","159","1590","Wadena County",3609,10895,946,6889,1212,6301,0,6301,5949,352,4264
"G2701610","2000","Minnesota","27","270","Waseca County","161","1610","Waseca County",4990,15344,887,9855,2076,10023,15,10008,9761,247,5089
"G2701630","2000","Minnesota","27","270","Washington County","163","1630","Washington County",54665,174226,1982,82805,43428,111853,167,111686,108822,2864,36532
"G2701650","2000","Minnesota","27","270","Watonwan County","165","1650","Watonwan County",3143,9758,1057,5630,1058,5808,0,5808,5606,202,3220
"G2701670","2000","Minnesota","27","270","Wilkin County","167","1670","Wilkin County",1927,5949,436,3581,656,3567,20,3547,3414,133,1854
"G2701690","2000","Minnesota","27","270","Winona County","169","1690","Winona County",11704,35531,2081,20309,6775,28172,4,28168,26688,1480,11804
"G2701710","2000","Minnesota","27","270","Wright County","171","1710","Wright County",23923,78087,2388,42982,9864,49527,19,49508,48045,1463,15416
"G2701730","2000","Minnesota","27","270","Yellow Medicine County","173","1730","Yellow Medicine County",2974,8950,752,5580,1062,5519,5,5514,5208,306,3123
"G2800010","2000","Mississippi","28","280","Adams County","001","0010","Adams County",9403,28493,2210,16114,3887,14169,29,14140,12853,1287,12144
"G2800030","2000","Mississippi","28","280","Alcorn County","003","0030","Alcorn County",9921,28833,3084,17367,2708,15601,11,15590,14861,729,11563
"G2800050","2000","Mississippi","28","280","Amite County","005","0050","Amite County",3878,11875,1101,7036,844,5485,13,5472,4985,487,5086
"G2800070","2000","Mississippi","28","280","Attala County","007","0070","Attala County",5383,16519,1710,9488,1476,7888,4,7884,7334,550,7235
"G2800090","2000","Mississippi","28","280","Benton County","009","0090","Benton County",2216,6907,859,3818,396,3101,0,3101,2880,221,3035
"G2800110","2000","Mississippi","28","280","Bolivar County","011","0110","Bolivar County",9719,32628,3616,15020,4320,16686,8,16678,14161,2517,13597
"G2800130","2000","Mississippi","28","280","Calhoun County","013","0130","Calhoun County",4258,12661,1510,7489,1022,6730,27,6703,6266,437,5029
"G2800150","2000","Mississippi","28","280","Carroll County","015","0150","Carroll County",3068,9220,1077,5267,777,4771,0,4771,4416,355,3681
"G2800170","2000","Mississippi","28","280","Chickasaw County","017","0170","Chickasaw County",5289,16746,1706,9302,1151,8458,0,8458,8022,436,6049
"G2800190","2000","Mississippi","28","280","Choctaw County","019","0190","Choctaw County",2668,8165,786,4693,692,4009,2,4007,3537,470,3400
"G2800210","2000","Mississippi","28","280","Claiborne County","021","0210","Claiborne County",2532,8484,746,4082,1126,4620,10,4610,3780,830,4478
"G2800230","2000","Mississippi","28","280","Clarke County","023","0230","Clarke County",5025,15362,1252,9176,1113,7312,22,7290,6669,621,6365
"G2800250","2000","Mississippi","28","280","Clay County","025","0250","Clay County",5888,18780,1450,10029,1962,9519,57,9462,8698,764,6916
"G2800270","2000","Mississippi","28","280","Coahoma County","027","0270","Coahoma County",7479,25611,2749,11840,2814,11281,24,11257,10117,1140,10361
"G2800290","2000","Mississippi","28","280","Copiah County","029","0290","Copiah County",7498,24014,1744,13643,2018,12357,208,12149,10808,1341,9690
"G2800310","2000","Mississippi","28","280","Covington County","031","0310","Covington County",5281,16689,1365,9199,1359,8081,4,8077,7454,623,6361
"G2800330","2000","Mississippi","28","280","DeSoto County","033","0330","DeSoto County",30112,93686,3565,54947,9790,55827,68,55759,53773,1986,24073
"G2800350","2000","Mississippi","28","280","Forrest County","035","0350","Forrest County",17305,53181,2644,29400,9482,35018,436,34582,31852,2730,21894
"G2800370","2000","Mississippi","28","280","Franklin County","037","0370","Franklin County",2337,7304,495,4316,566,3350,0,3350,3060,290,3102
"G2800390","2000","Mississippi","28","280","George County","039","0390","George County",5308,16804,1134,9621,1083,8116,47,8069,7334,735,6153
"G2800410","2000","Mississippi","28","280","Greene County","041","0410","Greene County",3152,9847,813,6874,665,4664,31,4633,4150,483,5805
"G2800430","2000","Mississippi","28","280","Grenada County","043","0430","Grenada County",6301,19476,2003,10689,1983,9914,44,9870,9275,595,7661
"G2800450","2000","Mississippi","28","280","Hancock County","045","0450","Hancock County",11822,35386,2264,21598,4978,18904,132,18772,17473,1299,14429
"G2800470","2000","Mississippi","28","280","Harrison County","047","0470","Harrison County",48605,149197,7448,89808,21913,94847,7610,87237,81944,5293,50815
"G2800490","2000","Mississippi","28","280","Hinds County","049","0490","Hinds County",62315,200670,9113,100306,40868,119165,257,118908,109552,9356,69746
"G2800510","2000","Mississippi","28","280","Holmes County","051","0510","Holmes County",5231,18212,2080,8645,1346,7615,16,7599,6283,1316,7921
"G2800530","2000","Mississippi","28","280","Humphreys County","053","0530","Humphreys County",2697,9549,1298,4341,740,4126,0,4126,3656,470,3852
"G2800550","2000","Mississippi","28","280","Issaquena County","055","0550","Issaquena County",510,1721,250,1032,98,814,0,814,704,110,910
"G2800570","2000","Mississippi","28","280","Itawamba County","057","0570","Itawamba County",6501,19193,2040,11485,1308,10792,12,10780,10003,777,7034
"G2800590","2000","Mississippi","28","280","Jackson County","059","0590","Jackson County",35724,112082,4040,65151,13627,63177,2560,60617,56553,4064,35867
"G2800610","2000","Mississippi","28","280","Jasper County","061","0610","Jasper County",4956,15809,1223,8938,1102,7228,10,7218,6620,598,6456
"G2800630","2000","Mississippi","28","280","Jefferson County","063","0630","Jefferson County",2339,7851,770,4400,615,3097,2,3095,2655,440,4223
"G2800650","2000","Mississippi","28","280","Jefferson Davis County","065","0650","Jefferson Davis County",3770,12054,908,6809,896,5411,13,5398,4702,696,5094
"G2800670","2000","Mississippi","28","280","Jones County","067","0670","Jones County",17555,54094,3877,31721,5805,28670,53,28617,26990,1627,21650
"G2800690","2000","Mississippi","28","280","Kemper County","069","0690","Kemper County",2786,8675,942,4886,670,4417,0,4417,3860,557,3726
"G2800710","2000","Mississippi","28","280","Lafayette County","071","0710","Lafayette County",8318,24704,1674,12532,6422,19038,57,18981,17731,1250,12883
"G2800730","2000","Mississippi","28","280","Lamar County","073","0730","Lamar County",10721,33395,1446,16005,6404,19240,181,19059,18247,812,10002
"G2800750","2000","Mississippi","28","280","Lauderdale County","075","0750","Lauderdale County",20569,62860,3825,37677,8009,34942,1287,33655,31126,2529,24846
"G2800770","2000","Mississippi","28","280","Lawrence County","077","0770","Lawrence County",3751,11627,740,6649,1005,5467,25,5442,5100,342,4648
"G2800790","2000","Mississippi","28","280","Leake County","079","0790","Leake County",5566,17415,1645,9989,1526,8353,11,8342,7750,592,7551
"G2800810","2000","Mississippi","28","280","Lee County","081","0810","Lee County",20810,63473,3917,35688,8777,38084,67,38017,36171,1846,18912
"G2800830","2000","Mississippi","28","280","Leflore County","083","0830","Leflore County",8890,29579,3278,14877,3426,14797,14,14783,12430,2353,13167
"G2800850","2000","Mississippi","28","280","Lincoln County","085","0850","Lincoln County",9191,28354,1979,16479,2616,14169,6,14163,13153,1010,11124
"G2800870","2000","Mississippi","28","280","Lowndes County","087","0870","Lowndes County",16405,51294,3517,26312,7691,28061,1203,26858,24726,2132,17871
"G2800890","2000","Mississippi","28","280","Madison County","089","0890","Madison County",19332,62347,2995,26034,17744,37241,69,37172,35310,1862,18229
"G2800910","2000","Mississippi","28","280","Marion County","091","0910","Marion County",6882,21571,1916,12268,1841,10344,0,10344,9619,725,9063
"G2800930","2000","Mississippi","28","280","Marshall County","093","0930","Marshall County",9115,29051,2952,16626,1941,15168,11,15157,13815,1342,11583
"G2800950","2000","Mississippi","28","280","Monroe County","095","0950","Monroe County",10667,32709,2916,18731,2641,16756,32,16724,15601,1123,12225
"G2800970","2000","Mississippi","28","280","Montgomery County","097","0970","Montgomery County",3369,10440,1089,5882,859,5093,22,5071,4720,351,4208
"G2800990","2000","Mississippi","28","280","Neshoba County","099","0990","Neshoba County",7746,24124,1930,13816,2034,12951,44,12907,11952,955,8535
"G2801010","2000","Mississippi","28","280","Newton County","101","1010","Newton County",6004,18254,1263,10742,1658,9516,136,9380,8896,484,7220
"G2801030","2000","Mississippi","28","280","Noxubee County","103","1030","Noxubee County",3225,10827,1395,5247,814,4471,2,4469,4050,419,4676
"G2801050","2000","Mississippi","28","280","Oktibbeha County","105","1050","Oktibbeha County",9265,28053,1513,12335,7402,21385,41,21344,18840,2504,13580
"G2801070","2000","Mississippi","28","280","Panola County","107","1070","Panola County",9019,29315,2826,15609,2233,14012,36,13976,12891,1085,11439
"G2801090","2000","Mississippi","28","280","Pearl River County","109","1090","Pearl River County",13583,41771,2666,23987,4287,20792,111,20681,19165,1516,16092
"G2801110","2000","Mississippi","28","280","Perry County","111","1110","Perry County",3333,10585,703,6128,569,5000,10,4990,4636,354,4188
"G2801130","2000","Mississippi","28","280","Pike County","113","1130","Pike County",10502,32741,2509,18609,3021,15780,28,15752,14266,1486,13654
"G2801150","2000","Mississippi","28","280","Pontotoc County","115","1150","Pontotoc County",7563,23259,1834,13298,1950,13120,0,13120,12404,716,7037
"G2801170","2000","Mississippi","28","280","Prentiss County","117","1170","Prentiss County",7166,21474,2231,12281,1602,11660,27,11633,10978,655,8255
"G2801190","2000","Mississippi","28","280","Quitman County","119","1190","Quitman County",2507,8568,1184,4096,626,3809,2,3807,3487,320,3444
"G2801210","2000","Mississippi","28","280","Rankin County","121","1210","Rankin County",31136,95644,3848,53233,17804,59555,196,59359,57105,2254,29501
"G2801230","2000","Mississippi","28","280","Scott County","123","1230","Scott County",7534,24174,2632,13357,1507,12212,23,12189,11459,730,9009
"G2801250","2000","Mississippi","28","280","Sharkey County","125","1250","Sharkey County",1589,5661,623,2614,467,2572,0,2572,2198,374,2124
"G2801270","2000","Mississippi","28","280","Simpson County","127","1270","Simpson County",7381,23183,2020,13372,1877,11389,65,11324,10609,715,9377
"G2801290","2000","Mississippi","28","280","Smith County","129","1290","Smith County",4556,14277,1036,8299,939,6966,0,6966,6558,408,5253
"G2801310","2000","Mississippi","28","280","Stone County","131","1310","Stone County",3628,11352,692,6539,1027,6314,33,6281,5855,426,4084
"G2801330","2000","Mississippi","28","280","Sunflower County","133","1330","Sunflower County",7312,25610,3398,14176,2402,11925,26,11899,10369,1530,14116
"G2801350","2000","Mississippi","28","280","Tallahatchie County","135","1350","Tallahatchie County",3828,12855,1888,6111,980,5618,0,5618,5079,539,5337
"G2801370","2000","Mississippi","28","280","Tate County","137","1370","Tate County",6714,21350,1483,12073,1904,11914,38,11876,10654,1222,7348
"G2801390","2000","Mississippi","28","280","Tippah County","139","1390","Tippah County",5907,17702,1784,10550,1223,9206,4,9202,8716,486,7015
"G2801410","2000","Mississippi","28","280","Tishomingo County","141","1410","Tishomingo County",5575,16105,1961,10159,1156,8465,0,8465,7986,479,6800
"G2801430","2000","Mississippi","28","280","Tunica County","143","1430","Tunica County",2192,7538,878,3906,479,4004,6,3998,3627,371,2632
"G2801450","2000","Mississippi","28","280","Union County","145","1450","Union County",7245,21884,1940,12381,2178,11921,24,11897,11322,575,7645
"G2801470","2000","Mississippi","28","280","Walthall County","147","1470","Walthall County",4114,13140,1089,7302,975,6282,5,6277,5663,614,5131
"G2801490","2000","Mississippi","28","280","Warren County","149","1490","Warren County",13220,41538,2627,21888,6440,23500,39,23461,21899,1562,13721
"G2801510","2000","Mississippi","28","280","Washington County","151","1510","Washington County",15937,53393,5000,25810,6042,25786,21,25765,22691,3074,19680
"G2801530","2000","Mississippi","28","280","Wayne County","153","1530","Wayne County",5857,18425,1584,10121,1228,8457,15,8442,7781,661,7324
"G2801550","2000","Mississippi","28","280","Webster County","155","1550","Webster County",2877,8831,735,5106,876,4504,19,4485,4184,301,3485
"G2801570","2000","Mississippi","28","280","Wilkinson County","157","1570","Wilkinson County",2510,7926,1052,4813,650,3365,6,3359,3010,349,4582
"G2801590","2000","Mississippi","28","280","Winston County","159","1590","Winston County",5473,16916,1478,9632,1786,8430,4,8426,7803,623,6945
