GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA2000,CL5AA2000,B69AA2000,B69AB2000,B69AC2000,B84AA2000,B84AB2000,B84AC2000,B84AD2000,B84AE2000,B84AF2000
"G1200610","2000","Florida","12","120","Indian River County","061","0610","Indian River County",32708,88915,5292,59706,19533,47737,110,47627,45494,2133,46237
"G1200630","2000","Florida","12","120","Jackson County","063","0630","Jackson County",11607,34256,3554,24143,4074,18382,19,18363,17315,1048,19298
"G1200650","2000","Florida","12","120","Jefferson County","065","0650","Jefferson County",3307,10007,927,6478,1506,5781,7,5774,5495,279,4502
"G1200670","2000","Florida","12","120","Lafayette County","067","0670","Lafayette County",1591,4866,598,3807,340,2660,0,2660,2540,120,3047
"G1200690","2000","Florida","12","120","Lake County","069","0690","Lake County",62468,171527,8889,120872,25811,86307,129,86178,82819,3359,85967
"G1200710","2000","Florida","12","120","Lee County","071","0710","Lee County",127611,348806,16393,242126,69153,193814,163,193651,186417,7234,169880
"G1200730","2000","Florida","12","120","Leon County","073","0730","Leon County",54305,160316,4218,75923,57396,134177,204,133973,122840,11133,60070
"G1200750","2000","Florida","12","120","Levy County","075","0750","Levy County",9674,27849,1740,19737,2553,13808,30,13778,12935,843,13588
"G1200770","2000","Florida","12","120","Liberty County","077","0770","Liberty County",1554,4655,477,3995,356,2499,0,2499,2375,124,3200
"G1200790","2000","Florida","12","120","Madison County","079","0790","Madison County",4683,14353,1239,9763,1252,7342,0,7342,6943,399,7194
"G1200810","2000","Florida","12","120","Manatee County","081","0810","Manatee County",73726,205205,10847,141883,40059,117077,1156,115921,111793,4128,98004
"G1200830","2000","Florida","12","120","Marion County","083","0830","Marion County",74637,207880,11414,150147,25626,104422,113,104309,98248,6061,105310
"G1200850","2000","Florida","12","120","Martin County","085","0850","Martin County",36194,98004,4281,66773,25413,53332,31,53301,51054,2247,52321
"G1200860","2000","Florida","12","120","Miami-Dade County","086","0860","Miami-Dade County",548493,1839293,219066,949324,323399,1010965,1509,1009456,921208,88248,747409
"G1200870","2000","Florida","12","120","Monroe County","087","0870","Monroe County",20387,55680,2827,42751,15583,43838,1293,42545,41181,1364,23744
"G1200890","2000","Florida","12","120","Nassau County","089","0890","Nassau County",16532,49107,2196,29412,7364,28726,250,28476,27113,1363,16231
"G1200910","2000","Florida","12","120","Okaloosa County","091","0910","Okaloosa County",46499,136821,4176,81003,27250,87000,11443,75557,71992,3565,46583
"G1200930","2000","Florida","12","120","Okeechobee County","093","0930","Okeechobee County",9022,27719,3439,17861,2088,14870,7,14863,14169,694,13227
"G1200950","2000","Florida","12","120","Orange County","095","0950","Orange County",220258,691365,31431,392661,150009,471974,413,471561,447861,23700,221452
"G1200970","2000","Florida","12","120","Osceola County","097","0970","Osceola County",45077,143522,6810,86381,17416,84142,76,84066,79859,4207,47135
"G1200990","2000","Florida","12","120","Palm Beach County","099","0990","Palm Beach County",303772,877195,44985,546299,226615,510379,333,510046,484760,25286,407074
"G1201010","2000","Florida","12","120","Pasco County","101","1010","Pasco County",99073,273987,15195,206729,33548,140895,163,140732,134184,6548,141840
"G1201030","2000","Florida","12","120","Pinellas County","103","1030","Pinellas County",243339,673457,26921,501938,157235,445487,1197,444290,425349,18941,318107
"G1201050","2000","Florida","12","120","Polk County","105","1050","Polk County",132305,392224,26554,250985,48669,219246,242,219004,206460,12544,159990
"G1201070","2000","Florida","12","120","Putnam County","107","1070","Putnam County",19464,57429,4308,38946,4507,27959,38,27921,26326,1595,27144
"G1201090","2000","Florida","12","120","St. Johns County","109","1090","St. Johns County",34103,99019,2865,54774,28560,61867,460,61407,59394,2013,36225
"G1201110","2000","Florida","12","120","St. Lucie County","111","1110","St. Lucie County",54258,156560,9190,106696,20562,82208,138,82070,77842,4228,71870
"G1201130","2000","Florida","12","120","Santa Rosa County","113","1130","Santa Rosa County",33321,100101,3120,57165,17881,55554,3011,52543,49753,2790,34707
"G1201150","2000","Florida","12","120","Sarasota County","115","1150","Sarasota County",94528,247059,8674,177682,70446,140664,42,140622,135419,5203,138092
"G1201170","2000","Florida","12","120","Seminole County","117","1170","Seminole County",97249,298724,8186,159539,75491,198464,198,198266,190973,7293,84636
"G1201190","2000","Florida","12","120","Sumter County","119","1190","Sumter County",15035,39437,2539,33890,5080,15878,9,15869,15109,760,29934
"G1201210","2000","Florida","12","120","Suwannee County","121","1210","Suwannee County",9687,28716,2019,19011,2462,15016,16,15000,13902,1098,12561
"G1201230","2000","Florida","12","120","Taylor County","123","1230","Taylor County",5129,15127,1156,10611,1147,7844,0,7844,7413,431,7264
"G1201250","2000","Florida","12","120","Union County","125","1250","Union County",2606,8169,699,7959,705,4193,6,4187,4018,169,6691
"G1201270","2000","Florida","12","120","Volusia County","127","1270","Volusia County",120064,338264,15226,246038,55961,201913,255,201658,189035,12623,162621
"G1201290","2000","Florida","12","120","Wakulla County","129","1290","Wakulla County",6237,18630,962,11856,2393,11035,6,11029,10602,427,6636
"G1201310","2000","Florida","12","120","Walton County","131","1310","Walton County",11119,31415,2121,22035,4682,18063,88,17975,17188,787,14750
"G1201330","2000","Florida","12","120","Washington County","133","1330","Washington County",5648,16534,1724,11290,1324,8542,0,8542,8069,473,8037
"G1300010","2000","Georgia","13","130","Appling County","001","0010","Appling County",4856,14761,1280,8796,928,8125,6,8119,7732,387,5136
"G1300030","2000","Georgia","13","130","Atkinson County","003","0030","Atkinson County",1981,6478,994,3198,311,3369,0,3369,3193,176,2152
"G1300050","2000","Georgia","13","130","Bacon County","005","0050","Bacon County",2815,8525,783,5310,432,4492,0,4492,4291,201,3303
"G1300070","2000","Georgia","13","130","Baker County","007","0070","Baker County",1094,3496,398,1873,272,1742,5,1737,1592,145,1339
"G1300090","2000","Georgia","13","130","Baldwin County","009","0090","Baldwin County",9843,29736,2426,21423,4596,18658,24,18634,17478,1156,17845
"G1300110","2000","Georgia","13","130","Banks County","011","0110","Banks County",4160,12744,1244,7347,810,7321,0,7321,7099,222,3815
"G1300130","2000","Georgia","13","130","Barrow County","013","0130","Barrow County",12542,39791,2755,23366,3196,23898,28,23870,22874,996,10478
"G1300150","2000","Georgia","13","130","Bartow County","015","0150","Bartow County",21028,66009,4642,37186,6881,38215,38,38177,36637,1540,18632
"G1300170","2000","Georgia","13","130","Ben Hill County","017","0170","Ben Hill County",4629,14292,1420,8524,1046,7891,7,7884,7387,497,5325
"G1300190","2000","Georgia","13","130","Berrien County","019","0190","Berrien County",4541,13754,1231,8234,986,7790,111,7679,7335,344,4497
"G1300210","2000","Georgia","13","130","Bibb County","021","0210","Bibb County",39824,121908,6792,69872,20799,69936,260,69676,64422,5254,47116
"G1300230","2000","Georgia","13","130","Bleckley County","023","0230","Bleckley County",3122,9441,937,5422,909,5099,30,5069,4763,306,3849
"G1300250","2000","Georgia","13","130","Brantley County","025","0250","Brantley County",4153,12722,892,7810,580,6521,47,6474,6154,320,4419
"G1300270","2000","Georgia","13","130","Brooks County","027","0270","Brooks County",4371,13576,1254,8019,1182,7250,55,7195,6815,380,5281
"G1300290","2000","Georgia","13","130","Bryan County","029","0290","Bryan County",6510,20957,837,10725,2771,11505,537,10968,10633,335,5407
"G1300310","2000","Georgia","13","130","Bulloch County","031","0310","Bulloch County",12341,37998,2152,19285,7303,27701,104,27597,24775,2822,17191
"G1300330","2000","Georgia","13","130","Burke County","033","0330","Burke County",5803,18968,1773,10294,1271,9108,46,9062,8220,842,7009
"G1300350","2000","Georgia","13","130","Butts County","035","0350","Butts County",4867,15343,1317,10616,1122,8457,18,8439,8114,325,6892
"G1300370","2000","Georgia","13","130","Calhoun County","037","0370","Calhoun County",1347,4243,572,3206,499,2234,0,2234,2109,125,2857
"G1300390","2000","Georgia","13","130","Camden County","039","0390","Camden County",11375,36669,1050,19177,3846,22707,5200,17507,16495,1012,8537
"G1300430","2000","Georgia","13","130","Candler County","043","0430","Candler County",2426,7699,1105,4435,626,3919,9,3910,3630,280,3331
"G1300450","2000","Georgia","13","130","Carroll County","045","0450","Carroll County",23026,71111,5387,39249,8828,42630,41,42589,40527,2062,24404
"G1300470","2000","Georgia","13","130","Catoosa County","047","0470","Catoosa County",15391,46178,2667,27707,4857,28092,24,28068,27154,914,12955
"G1300490","2000","Georgia","13","130","Charlton County","049","0490","Charlton County",2499,7988,696,5301,407,3771,28,3743,3548,195,4063
"G1300510","2000","Georgia","13","130","Chatham County","051","0510","Chatham County",59431,181278,8327,102538,36984,113087,4296,108791,102196,6595,67006
"G1300530","2000","Georgia","13","130","Chattahoochee County","053","0530","Chattahoochee County",2623,9535,156,4656,1605,9032,6568,2464,2280,184,1855
"G1300550","2000","Georgia","13","130","Chattooga County","055","0550","Chattooga County",6836,20125,2838,12906,1310,11370,13,11357,10722,635,8937
"G1300570","2000","Georgia","13","130","Cherokee County","057","0570","Cherokee County",39194,124451,5279,61272,24590,77534,119,77415,75316,2099,28179
"G1300590","2000","Georgia","13","130","Clarke County","059","0590","Clarke County",19678,58096,3703,27496,20646,55218,458,54760,49159,5601,30001
"G1300610","2000","Georgia","13","130","Clay County","061","0610","Clay County",928,2772,301,1691,223,1305,0,1305,1216,89,1313
"G1300630","2000","Georgia","13","130","Clayton County","063","0630","Clayton County",59190,195248,9122,108888,23544,122396,1250,121146,114468,6678,50111
"G1300650","2000","Georgia","13","130","Clinch County","065","0650","Clinch County",1823,5625,845,3078,457,2724,6,2718,2604,114,2488
"G1300670","2000","Georgia","13","130","Cobb County","067","0670","Cobb County",156579,491899,15282,222889,157178,343473,1225,342248,329136,13112,123474
"G1300690","2000","Georgia","13","130","Coffee County","069","0690","Coffee County",9791,30768,2792,17719,2287,16724,0,16724,15660,1064,11218
"G1300710","2000","Georgia","13","130","Colquitt County","071","0710","Colquitt County",11066,34493,3857,19291,2979,19396,513,18883,17694,1189,12493
"G1300730","2000","Georgia","13","130","Columbia County","073","0730","Columbia County",25348,80492,2203,36287,18072,45831,1104,44727,43090,1637,20000
"G1300750","2000","Georgia","13","130","Cook County","075","0750","Cook County",4280,13346,1270,7804,802,7127,20,7107,6727,380,4647
"G1300770","2000","Georgia","13","130","Coweta County","077","0770","Coweta County",24699,78280,3519,41593,11709,46015,125,45890,44098,1792,20041
"G1300790","2000","Georgia","13","130","Crawford County","079","0790","Crawford County",3457,10866,587,6914,549,5667,0,5667,5409,258,3674
"G1300810","2000","Georgia","13","130","Crisp County","081","0810","Crisp County",5872,18189,1581,10376,1752,9545,5,9540,8869,671,6727
"G1300830","2000","Georgia","13","130","Dade County","083","0830","Dade County",4264,12685,1225,7444,1059,7471,8,7463,7059,404,4489
"G1300850","2000","Georgia","13","130","Dawson County","085","0850","Dawson County",4687,13945,649,8160,1943,8454,0,8454,8168,286,3876
"G1300870","2000","Georgia","13","130","Decatur County","087","0870","Decatur County",7543,23700,1971,13526,2136,12143,10,12133,11346,787,8928
"G1300890","2000","Georgia","13","130","DeKalb County","089","0890","DeKalb County",156670,500907,24282,249610,156089,368086,366,367720,347410,20310,151540
"G1300910","2000","Georgia","13","130","Dodge County","091","0910","Dodge County",4885,14747,1580,9472,1449,8085,3,8082,7644,438,6691
"G1300930","2000","Georgia","13","130","Dooly County","093","0930","Dooly County",2767,8699,838,5767,704,4568,16,4552,4261,291,4356
"G1300950","2000","Georgia","13","130","Dougherty County","095","0950","Dougherty County",24293,76045,5016,42661,10347,43126,1512,41614,37392,4222,29506
"G1300970","2000","Georgia","13","130","Douglas County","097","0970","Douglas County",24912,78853,3242,44160,11285,48921,99,48822,46944,1878,20413
"G1300990","2000","Georgia","13","130","Early County","099","0990","Early County",3294,10309,1081,5802,989,5279,7,5272,4845,427,3911
"G1301010","2000","Georgia","13","130","Echols County","101","1010","Echols County",937,3051,387,1599,181,1755,7,1748,1683,65,990
"G1301030","2000","Georgia","13","130","Effingham County","103","1030","Effingham County",10490,33400,1348,18624,3157,18229,81,18148,17380,768,9379
"G1301050","2000","Georgia","13","130","Elbert County","105","1050","Elbert County",5768,17353,1504,10772,1341,9291,17,9274,8733,541,6570
"G1301070","2000","Georgia","13","130","Emanuel County","107","1070","Emanuel County",5749,17820,2022,10089,1354,9310,4,9306,8897,409,7309
"G1301090","2000","Georgia","13","130","Evans County","109","1090","Evans County",2680,8312,936,5016,588,4629,13,4616,4240,376,3341
"G1301110","2000","Georgia","13","130","Fannin County","111","1110","Fannin County",6011,16809,1817,10983,1491,8693,21,8672,8331,341,7422
"G1301130","2000","Georgia","13","130","Fayette County","113","1130","Fayette County",25990,83190,1313,36356,21347,47090,441,46649,45423,1226,21039
"G1301150","2000","Georgia","13","130","Floyd County","115","1150","Floyd County",24214,73051,6739,42645,9267,43331,29,43302,40403,2899,27454
"G1301170","2000","Georgia","13","130","Forsyth County","117","1170","Forsyth County",28106,87596,3617,38920,22490,52904,29,52875,51779,1096,20241
"G1301190","2000","Georgia","13","130","Franklin County","119","1190","Franklin County",5696,16841,1487,10571,1390,9397,0,9397,9007,390,6533
"G1301210","2000","Georgia","13","130","Fulton County","121","1210","Fulton County",185721,584837,27106,282227,218405,431553,681,430872,392627,38245,205464
"G1301230","2000","Georgia","13","130","Gilmer County","123","1230","Gilmer County",6692,19821,2228,11462,2028,10902,0,10902,10447,455,7464
"G1301250","2000","Georgia","13","130","Glascock County","125","1250","Glascock County",716,2103,280,1370,114,1237,5,1232,1080,152,796
"G1301270","2000","Georgia","13","130","Glynn County","127","1270","Glynn County",18401,54336,2624,31528,10654,33858,126,33732,31858,1874,18652
"G1301290","2000","Georgia","13","130","Gordon County","129","1290","Gordon County",12261,37738,3838,21632,3020,23282,28,23254,22451,803,10587
"G1301310","2000","Georgia","13","130","Grady County","131","1310","Grady County",6508,20077,1700,11698,1590,10898,24,10874,10068,806,7097
"G1301330","2000","Georgia","13","130","Greene County","133","1330","Greene County",4040,12198,983,6849,1676,6122,0,6122,5709,413,5117
"G1301350","2000","Georgia","13","130","Gwinnett County","135","1350","Gwinnett County",152296,499596,16996,228725,126907,325379,312,325067,314471,10596,114550
"G1301370","2000","Georgia","13","130","Habersham County","137","1370","Habersham County",9854,29371,3113,16670,3718,17544,24,17520,16777,743,10988
"G1301390","2000","Georgia","13","130","Hall County","139","1390","Hall County",36021,117334,12081,58479,16261,69294,57,69237,66587,2650,36478
"G1301410","2000","Georgia","13","130","Hancock County","141","1410","Hancock County",2311,7450,960,5012,646,3405,9,3396,2931,465,4500
"G1301430","2000","Georgia","13","130","Haralson County","143","1430","Haralson County",7196,21779,2299,12997,1518,11751,14,11737,11258,479,8052
"G1301450","2000","Georgia","13","130","Harris County","145","1450","Harris County",6986,21065,1190,11609,3432,12368,125,12243,11821,422,5985
"G1301470","2000","Georgia","13","130","Hart County","147","1470","Hart County",6615,19306,1499,12193,2146,11004,12,10992,10409,583,7124
"G1301490","2000","Georgia","13","130","Heard County","149","1490","Heard County",3042,9496,880,5627,513,4902,6,4896,4619,277,3232
"G1301510","2000","Georgia","13","130","Henry County","151","1510","Henry County",33323,106276,3069,57672,14760,63081,367,62714,60999,1715,24955
"G1301530","2000","Georgia","13","130","Houston County","153","1530","Houston County",30221,93593,3352,52049,13637,56550,5390,51160,48653,2507,26416
"G1301550","2000","Georgia","13","130","Irwin County","155","1550","Irwin County",2698,8291,783,4802,611,4367,0,4367,4107,260,3120
"G1301570","2000","Georgia","13","130","Jackson County","157","1570","Jackson County",11488,35593,3075,20621,3153,20237,11,20226,19542,684,11371
"G1301590","2000","Georgia","13","130","Jasper County","159","1590","Jasper County",3122,9808,686,5976,869,5517,0,5517,5258,259,3201
"G1301610","2000","Georgia","13","130","Jeff Davis County","161","1610","Jeff Davis County",3591,10845,1055,6228,753,5586,5,5581,5266,315,4017
"G1301630","2000","Georgia","13","130","Jefferson County","163","1630","Jefferson County",4548,14426,1805,8009,985,6747,2,6745,5952,793,6178
"G1301650","2000","Georgia","13","130","Jenkins County","165","1650","Jenkins County",2270,7164,916,3842,577,3728,0,3728,3328,400,2676
"G1301670","2000","Georgia","13","130","Johnson County","167","1670","Johnson County",2240,6864,824,3978,404,3194,3,3191,3017,174,3277
"G1301690","2000","Georgia","13","130","Jones County","169","1690","Jones County",6665,20611,1241,11832,2310,11347,19,11328,10819,509,6666
"G1301710","2000","Georgia","13","130","Lamar County","171","1710","Lamar County",4286,13089,952,8124,1151,7667,5,7662,7243,419,4722
"G1301730","2000","Georgia","13","130","Lanier County","173","1730","Lanier County",1932,6026,479,3614,394,3296,107,3189,2990,199,2180
"G1301750","2000","Georgia","13","130","Laurens County","175","1750","Laurens County",12177,37250,3052,21651,4172,20378,80,20298,19250,1048,13848
"G1301770","2000","Georgia","13","130","Lee County","177","1770","Lee County",6796,21848,618,11868,2550,12480,72,12408,11989,419,5671
"G1301790","2000","Georgia","13","130","Liberty County","179","1790","Liberty County",15145,49762,1039,25289,4469,31136,12167,18969,17344,1625,12629
"G1301810","2000","Georgia","13","130","Lincoln County","181","1810","Lincoln County",2379,7168,550,4577,574,3637,45,3592,3377,215,2928
"G1301830","2000","Georgia","13","130","Long County","183","1830","Long County",2678,8792,551,4653,323,4889,665,4224,3854,370,2376
"G1301850","2000","Georgia","13","130","Lowndes County","185","1850","Lowndes County",22242,69768,3564,40008,10665,44573,2867,41706,39305,2401,26004
"G1301870","2000","Georgia","13","130","Lumpkin County","187","1870","Lumpkin County",5363,16318,1413,9018,2234,10776,223,10553,10130,423,5682
"G1301890","2000","Georgia","13","130","McDuffie County","189","1890","McDuffie County",5857,18026,1518,10354,1570,9712,40,9672,8931,741,6187
"G1301910","2000","Georgia","13","130","McIntosh County","191","1910","McIntosh County",3014,9053,698,5502,778,4703,14,4689,4424,265,3436
"G1301930","2000","Georgia","13","130","Macon County","193","1930","Macon County",3483,11327,1435,6525,884,5296,11,5285,4802,483,5411
"G1301950","2000","Georgia","13","130","Madison County","195","1950","Madison County",7332,22261,1439,13603,1839,12849,7,12842,12498,344,6866
"G1301970","2000","Georgia","13","130","Marion County","197","1970","Marion County",1912,5967,528,3513,396,3147,18,3129,3015,114,2201
"G1301990","2000","Georgia","13","130","Meriwether County","199","1990","Meriwether County",6012,19109,1727,11148,1559,9845,3,9842,9157,685,7264
"G1302010","2000","Georgia","13","130","Miller County","201","2010","Miller County",1766,5350,583,3216,482,2983,0,2983,2863,120,1957
"G1302050","2000","Georgia","13","130","Mitchell County","205","2050","Mitchell County",5937,18936,1818,11789,1365,9493,20,9473,8883,590,8592
"G1302070","2000","Georgia","13","130","Monroe County","207","2070","Monroe County",6009,18755,1120,10637,2428,10801,22,10779,10410,369,5914
"G1302090","2000","Georgia","13","130","Montgomery County","209","2090","Montgomery County",2063,6359,473,3947,688,3701,3,3698,3554,144,2714
"G1302110","2000","Georgia","13","130","Morgan County","211","2110","Morgan County",4302,13541,833,7402,1890,7812,0,7812,7414,398,3959
"G1302130","2000","Georgia","13","130","Murray County","213","2130","Murray County",10261,31778,3942,17221,1640,18556,10,18546,17802,744,8802
"G1302150","2000","Georgia","13","130","Muscogee County","215","2150","Muscogee County",47678,146763,7985,82880,23180,90619,9249,81370,75677,5693,51566
"G1302170","2000","Georgia","13","130","Newton County","217","2170","Newton County",17113,53669,2988,30464,5692,30745,10,30735,29136,1599,15809
"G1302190","2000","Georgia","13","130","Oconee County","219","2190","Oconee County",7326,23495,742,9175,6553,13596,45,13551,13054,497,5533
"G1302210","2000","Georgia","13","130","Oglethorpe County","221","2210","Oglethorpe County",3541,10784,809,6309,1318,6190,0,6190,6003,187,3584
"G1302230","2000","Georgia","13","130","Paulding County","223","2230","Paulding County",22893,73169,2578,40176,7668,42755,197,42558,41472,1086,15870
"G1302250","2000","Georgia","13","130","Peach County","225","2250","Peach County",6002,18862,1295,10404,2356,11285,68,11217,9766,1451,6957
"G1302270","2000","Georgia","13","130","Pickens County","227","2270","Pickens County",6795,19760,1855,11534,2479,11542,4,11538,11275,263,6559
"G1302290","2000","Georgia","13","130","Pierce County","229","2290","Pierce County",4439,13571,1214,7897,1020,7272,18,7254,6962,292,4661
"G1302310","2000","Georgia","13","130","Pike County","231","2310","Pike County",3785,12028,745,6851,1237,6544,7,6537,6312,225,3752
"G1302330","2000","Georgia","13","130","Polk County","233","2330","Polk County",10338,31899,3646,19081,1976,16937,10,16927,15904,1023,12427
"G1302350","2000","Georgia","13","130","Pulaski County","235","2350","Pulaski County",2339,7113,570,5044,831,4211,9,4202,3972,230,3391
"G1302370","2000","Georgia","13","130","Putnam County","237","2370","Putnam County",5474,15886,1027,10042,1862,8594,0,8594,8264,330,6342
"G1302390","2000","Georgia","13","130","Quitman County","239","2390","Quitman County",756,2230,288,1376,109,981,0,981,924,57,1067
"G1302410","2000","Georgia","13","130","Rabun County","241","2410","Rabun County",4353,12255,908,7885,1882,6927,3,6924,6582,342,5230
"G1302430","2000","Georgia","13","130","Randolph County","243","2430","Randolph County",1971,6309,804,3526,453,2930,7,2923,2691,232,3012
"G1302450","2000","Georgia","13","130","Richmond County","245","2450","Richmond County",49509,154870,9144,90539,22909,94690,7786,86904,78906,7998,57347
"G1302470","2000","Georgia","13","130","Rockdale County","247","2470","Rockdale County",18883,60459,2755,31578,10461,35166,81,35085,33611,1474,17953
"G1302490","2000","Georgia","13","130","Schley County","249","2490","Schley County",1042,3237,198,1841,325,1691,13,1678,1582,96,1097
"G1302510","2000","Georgia","13","130","Screven County","251","2510","Screven County",4103,12870,1376,7320,989,6569,13,6556,5941,615,5001
"G1302530","2000","Georgia","13","130","Seminole County","253","2530","Seminole County",2597,7814,819,4770,525,4010,129,3881,3609,272,3194
"G1302550","2000","Georgia","13","130","Spalding County","255","2550","Spalding County",15783,49167,4041,28441,4628,27148,23,27125,25438,1687,17058
"G1302570","2000","Georgia","13","130","Stephens County","257","2570","Stephens County",7070,20783,1909,12500,2362,12542,0,12542,12018,524,7575
"G1302590","2000","Georgia","13","130","Stewart County","259","2590","Stewart County",1349,4135,605,2565,325,2117,0,2117,1904,213,1987
"G1302610","2000","Georgia","13","130","Sumter County","261","2610","Sumter County",8498,26810,2170,14001,3869,15214,3,15211,14174,1037,9720
"G1302630","2000","Georgia","13","130","Talbot County","263","2630","Talbot County",1824,5577,571,3485,347,2774,0,2774,2533,241,2302
"G1302650","2000","Georgia","13","130","Taliaferro County","265","2650","Taliaferro County",559,1677,307,1007,120,839,0,839,757,82,797
"G1302670","2000","Georgia","13","130","Tattnall County","267","2670","Tattnall County",4874,15184,1720,11809,1159,8650,67,8583,7996,587,9101
"G1302690","2000","Georgia","13","130","Taylor County","269","2690","Taylor County",2285,7131,840,4278,476,3339,21,3318,3051,267,3391
"G1302710","2000","Georgia","13","130","Telfair County","271","2710","Telfair County",2872,8641,818,6429,659,4442,8,4434,4148,286,5047
"G1302730","2000","Georgia","13","130","Terrell County","273","2730","Terrell County",2912,9261,795,5226,720,4573,2,4571,4183,388,3607
"G1302750","2000","Georgia","13","130","Thomas County","275","2750","Thomas County",11466,35049,2778,20271,4648,19286,53,19233,17983,1250,13206
"G1302770","2000","Georgia","13","130","Tift County","277","2770","Tift County",10105,31361,2733,17037,3663,18408,159,18249,17008,1241,10599
"G1302790","2000","Georgia","13","130","Toombs County","279","2790","Toombs County",6825,21335,1842,12315,2055,11660,4,11656,10987,669,7759
"G1302810","2000","Georgia","13","130","Towns County","281","2810","Towns County",2825,7366,709,5016,1210,3851,0,3851,3703,148,4121
"G1302830","2000","Georgia","13","130","Treutlen County","283","2830","Treutlen County",1825,5569,640,3289,363,2545,0,2545,2307,238,2764
"G1302850","2000","Georgia","13","130","Troup County","285","2850","Troup County",15615,48642,3303,26898,6614,28151,24,28127,26669,1458,16108
"G1302870","2000","Georgia","13","130","Turner County","287","2870","Turner County",2538,8105,602,4507,598,4272,0,4272,3930,342,2725
"G1302890","2000","Georgia","13","130","Twiggs County","289","2890","Twiggs County",2861,9146,869,5469,364,4615,31,4584,4203,381,3403
"G1302910","2000","Georgia","13","130","Union County","291","2910","Union County",5209,14450,1154,9979,1597,7438,0,7438,7198,240,6843
"G1302930","2000","Georgia","13","130","Upson County","293","2930","Upson County",7690,23149,2269,13957,2099,12402,0,12402,11529,873,8841
"G1302950","2000","Georgia","13","130","Walker County","295","2950","Walker County",17472,52058,5016,31669,4152,29025,29,28996,27753,1243,18775
"G1302970","2000","Georgia","13","130","Walton County","297","2970","Walton County",16995,53634,3193,30310,5024,30409,14,30395,29353,1042,14776
"G1302990","2000","Georgia","13","130","Ware County","299","2990","Ware County",9299,27982,2394,18327,2659,14774,38,14736,13798,938,12871
"G1303010","2000","Georgia","13","130","Warren County","301","3010","Warren County",1692,5231,813,2925,323,2581,0,2581,2339,242,2298
"G1303030","2000","Georgia","13","130","Washington County","303","3030","Washington County",5384,17082,1611,10581,1434,8626,0,8626,7804,822,7447
"G1303050","2000","Georgia","13","130","Wayne County","305","3050","Wayne County",6937,21223,1940,13560,2031,10805,78,10727,10188,539,9785
"G1303070","2000","Georgia","13","130","Webster County","307","3070","Webster County",675,2075,259,1185,144,1065,0,1065,985,80,782
"G1303090","2000","Georgia","13","130","Wheeler County","309","3090","Wheeler County",1395,4299,638,3210,296,2190,0,2190,2081,109,2777
"G1303110","2000","Georgia","13","130","White County","311","3110","White County",5784,16844,1219,10173,2081,9954,6,9948,9668,280,5870
"G1303130","2000","Georgia","13","130","Whitfield County","313","3130","Whitfield County",22149,71694,9569,36253,6748,41088,19,41069,39593,1476,21955
"G1303150","2000","Georgia","13","130","Wilcox County","315","3150","Wilcox County",1976,6101,826,4534,401,3117,1,3116,2964,152,3720
"G1303170","2000","Georgia","13","130","Wilkes County","317","3170","Wilkes County",2970,8849,921,5473,871,4754,0,4754,4547,207,3686
"G1303190","2000","Georgia","13","130","Wilkinson County","319","3190","Wilkinson County",2806,8794,632,5254,623,4443,22,4421,4123,298,3333
"G1303210","2000","Georgia","13","130","Worth County","321","3210","Worth County",6124,19125,1510,11269,1200,10095,25,10070,9343,727,6349
"G1500010","2000","Hawaii","15","150","Hawaii County","001","0010","Hawaii County",36903,119429,5796,70317,21595,70791,199,70592,64979,5613,43856
"G1500030","2000","Hawaii","15","150","Honolulu County","003","0030","Honolulu County",205672,712234,42087,376265,161646,447320,38682,408638,383148,25490,243695
"G1500050","2000","Hawaii","15","150","Kalawao County","005","0050","Kalawao County",22,50,15,117,15,58,0,58,58,0,89
"G1500070","2000","Hawaii","15","150","Kauai County","007","0070","Kauai County",14572,48631,3440,27881,7551,28355,67,28288,26789,1499,16565
"G1500090","2000","Hawaii","15","150","Maui County","009","0090","Maui County",29899,102004,6467,60051,19234,66307,88,66219,62935,3284,33019
"G1600010","2000","Idaho","16","160","Ada County","001","0010","Ada County",77361,240209,3917,125925,58820,163955,910,163045,156634,6411,63962
"G1600030","2000","Idaho","16","160","Adams County","003","0030","Adams County",1031,2916,115,1986,367,1520,0,1520,1403,117,1247
"G1600050","2000","Idaho","16","160","Bannock County","005","0050","Bannock County",19213,61469,1232,31254,10799,38369,82,38287,35641,2646,18446
"G1600070","2000","Idaho","16","160","Bear Lake County","007","0070","Bear Lake County",1710,5688,142,3246,449,2675,0,2675,2482,193,1953
"G1600090","2000","Idaho","16","160","Benewah County","009","0090","Benewah County",2537,7593,282,5077,692,4034,0,4034,3472,562,2983
"G1600110","2000","Idaho","16","160","Bingham County","011","0110","Bingham County",10713,37697,1802,18024,3329,18961,26,18935,17841,1094,9965
"G1600130","2000","Idaho","16","160","Blaine County","013","0130","Blaine County",4841,14315,539,6868,5614,11316,0,11316,10846,470,3684
"G1600150","2000","Idaho","16","160","Boise County","015","0150","Boise County",1899,5571,148,3493,906,3357,28,3329,3088,241,1739
"G1600170","2000","Idaho","16","160","Bonner County","017","0170","Bonner County",10264,30227,839,19977,4227,17149,15,17134,15890,1244,11598
