GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A68AA1970,CL5AA1970,B69AA1970,B69AB1970,B69AC1970,B84AA1970,B84AB1970,B84AC1970,B84AD1970,B84AE1970,B84AF1970
"G0101230","1970","Alabama","01","010","Tallapoosa County","123","1230","Tallapoosa",8826,31364,8080,9866,833,13904,14,13890,13381,509,9751
"G0101250","1970","Alabama","01","010","Tuscaloosa County","125","1250","Tuscaloosa",26284,93812,20596,32863,6571,41099,137,40962,39314,1648,42773
"G0101270","1970","Alabama","01","010","Walker County","127","1270","Walker",15094,52894,14306,15760,1259,18566,32,18534,17712,822,20789
"G0101290","1970","Alabama","01","010","Washington County","129","1290","Washington",3799,15545,3765,3631,278,4997,10,4987,4664,323,5105
"G0101310","1970","Alabama","01","010","Wilcox County","131","1310","Wilcox",3414,15236,3897,3184,473,4454,8,4446,4181,265,5518
"G0101330","1970","Alabama","01","010","Winston County","133","1330","Winston",4632,15692,4477,4537,303,6183,5,6178,5992,186,5471
"G0200100","1970","Alaska","02","020","Aleutian Islands","010","0100","Aleutian Islands",1099,4506,796,1933,390,4777,3689,1088,925,163,1229
"G0200200","1970","Alaska","02","020","Anchorage Municipality","020","0200","Anchorage",29688,110396,5524,42366,9038,57181,12884,44297,40650,3647,22369
"G0200300","1970","Alaska","02","020","Angoon","030","0300","Angoon",89,449,99,117,4,59,0,59,50,9,231
"G0200400","1970","Alaska","02","020","Barrow","040","0400","Barrow",418,2514,749,217,67,713,108,605,534,71,762
"G0200500","1970","Alaska","02","020","Bethel Census Area","050","0500","Bethel",1258,7180,2129,450,221,1475,95,1380,1208,172,2467
"G0200600","1970","Alaska","02","020","Bristol Bay Borough","060","0600","Bristol Bay Borough",153,679,104,313,63,658,434,224,165,59,147
"G0200620","1970","Alaska","02","020","Bristol Bay Division","062","0620","Bristol Bay Division",616,3250,,,,,,,,,
"G0200700","1970","Alaska","02","020","Dillingham Census Area","070","0700","Bristol Bay Division",,,856,391,119,663,5,658,584,74,1172
"G0200800","1970","Alaska","02","020","Cordova-McCarthy","080","0800","Cordova-Mc Carthy",421,1572,176,684,94,840,38,802,762,40,326
"G0200900","1970","Alaska","02","020","Fairbanks North Star Borough","090","0900","Fairbanks",9877,36398,1847,13867,3147,22776,8789,13987,12875,1112,8180
"G0201000","1970","Alaska","02","020","Haines Borough","100","1000","Haines",366,1382,217,473,107,536,9,527,477,50,416
"G0201100","1970","Alaska","02","020","Juneau City and Borough","110","1100","Juneau",3261,12044,725,4736,1529,6615,205,6410,5930,480,2183
"G0201200","1970","Alaska","02","020","Kenai-Cook Inlet","120","1200","Kenai-Cook Inlet",3298,13005,1013,5080,730,5417,484,4933,4245,688,3272
"G0201300","1970","Alaska","02","020","Ketchikan Gateway Borough","130","1300","Ketchikan",2405,8968,842,3464,732,4185,197,3988,3585,403,2205
"G0201400","1970","Alaska","02","020","Kobuk","140","1400","Kobuk",718,4128,1116,394,102,836,105,731,650,81,1369
"G0201500","1970","Alaska","02","020","Kodiak Island Borough","150","1500","Kodiak",2019,7814,907,2697,448,4426,1491,2935,2653,282,1600
"G0201600","1970","Alaska","02","020","Kuskokwim","160","1600","Kuskokwim",362,1890,520,283,103,596,255,341,275,66,723
"G0201700","1970","Alaska","02","020","Matanuska-Susitna Borough","170","1700","Matanuska-Susitna",1469,5738,603,2453,250,2097,6,2091,1845,246,1999
"G0201800","1970","Alaska","02","020","Nome Census Area","180","1800","Nome",999,5198,1398,719,221,1617,151,1466,1236,230,1599
"G0201900","1970","Alaska","02","020","Outer Ketchikan","190","1900","Outer Ketchikan",339,1542,165,521,87,628,137,491,372,119,407
"G0202000","1970","Alaska","02","020","Prince Of Wales","200","2000","Prince Of Wales",423,1668,252,811,58,827,0,827,807,20,535
"G0202100","1970","Alaska","02","020","Seward","210","2100","Seward",563,1980,292,733,101,791,91,700,615,85,613
"G0202200","1970","Alaska","02","020","Sitka City and Borough","220","2200","Sitka",1349,5332,523,2210,450,2871,137,2734,2524,210,1234
"G0202300","1970","Alaska","02","020","Skagway Municipality","230","2300","Skagway-Yakutat",481,1929,320,570,112,748,21,727,637,90,524
"G0202400","1970","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","Southeast Fairbanks",908,3392,361,1072,239,1984,1042,942,813,129,874
"G0202500","1970","Alaska","02","020","Upper Yukon","250","2500","Upper Yukon",244,1170,429,389,56,663,103,560,521,39,454
"G0202600","1970","Alaska","02","020","Valdez-Chitina-Whittier","260","2600","Valdez-Chitina-Whittier",684,2576,452,1052,165,1306,0,1306,1141,165,765
"G0202700","1970","Alaska","02","020","Wade Hampton Census Area","270","2700","Wade Hampton",570,3561,1125,121,17,619,169,450,372,78,1411
"G0202800","1970","Alaska","02","020","Wrangell-Petersburg","280","2800","Wrangell-Petersburg",1168,4466,571,1676,226,1918,51,1867,1748,119,1179
"G0202900","1970","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","Yukon-Koyukuk",789,3742,731,1232,206,1899,729,1170,1037,133,1161
"G0400010","1970","Arizona","04","040","Apache County","001","0010","Apache",5953,30647,6557,4919,1030,6892,24,6868,6266,602,10537
"G0400030","1970","Arizona","04","040","Cochise County","003","0030","Cochise",14822,55001,8638,18179,3228,23470,4911,18559,17621,938,17672
"G0400050","1970","Arizona","04","040","Coconino County","005","0050","Coconino",10367,41672,5458,11504,3252,16832,143,16689,15892,797,14468
"G0400070","1970","Arizona","04","040","Gila County","007","0070","Gila",7240,27222,4601,9612,960,9676,9,9667,9297,370,9388
"G0400090","1970","Arizona","04","040","Graham County","009","0090","Graham",3581,14460,2585,4407,712,5058,6,5052,4864,188,5530
"G0400110","1970","Arizona","04","040","Greenlee County","011","0110","Greenlee",2623,9830,1598,3356,341,3662,17,3645,3509,136,3008
"G0400130","1970","Arizona","04","040","Maricopa County","013","0130","Maricopa",246232,877183,115743,329572,65504,386182,9218,376964,362156,14808,273126
"G0400150","1970","Arizona","04","040","Mohave County","015","0150","Mohave",7269,24148,2979,11116,1057,9521,9,9512,8914,598,8246
"G0400170","1970","Arizona","04","040","Navajo County","017","0170","Navajo",9732,45086,7873,10911,1392,12809,120,12689,11853,836,14178
"G0400190","1970","Arizona","04","040","Pima County","019","0190","Pima",87772,310693,39924,116838,29181,130093,7782,122311,117405,4906,115120
"G0400210","1970","Arizona","04","040","Pinal County","021","0210","Pinal",15284,61203,12957,17421,2522,21308,31,21277,20208,1069,21525
"G0400230","1970","Arizona","04","040","Santa Cruz County","023","0230","Santa Cruz",3137,13054,3016,3313,634,4602,14,4588,4416,172,4100
"G0400250","1970","Arizona","04","040","Yavapai County","025","0250","Yavapai",10000,32326,5932,14328,2590,12440,0,12440,11908,532,14442
"G0400270","1970","Arizona","04","040","Yuma County","027","0270","Yuma",14561,53611,9482,17898,2617,24264,3525,20739,19746,993,16406
"G0500010","1970","Arkansas","05","050","Arkansas County","001","0010","Arkansas",6074,21482,5533,6618,699,8682,8,8674,8287,387,7264
"G0500030","1970","Arkansas","05","050","Ashley County","003","0030","Ashley",6366,23419,5199,7141,782,8398,4,8394,8047,347,7982
"G0500050","1970","Arkansas","05","050","Baxter County","005","0050","Baxter",4856,14192,3752,6121,599,4639,6,4633,4498,135,7343
"G0500070","1970","Arkansas","05","050","Benton County","007","0070","Benton",14080,46239,10669,16701,1799,19578,12,19566,18907,659,16687
"G0500090","1970","Arkansas","05","050","Boone County","009","0090","Boone",5470,17508,4344,6485,839,7026,0,7026,6648,378,6943
"G0500110","1970","Arkansas","05","050","Bradley County","011","0110","Bradley",3403,11779,3090,3998,321,4151,0,4151,3977,174,4802
"G0500130","1970","Arkansas","05","050","Calhoun County","013","0130","Calhoun",1479,5199,1304,1729,110,1895,12,1883,1627,256,2023
"G0500150","1970","Arkansas","05","050","Carroll County","015","0150","Carroll",3608,11209,3250,4216,398,4740,0,4740,4494,246,4561
"G0500170","1970","Arkansas","05","050","Chicot County","017","0170","Chicot",4239,16521,5127,3853,432,5372,11,5361,4890,471,6302
"G0500190","1970","Arkansas","05","050","Clark County","019","0190","Clark",5316,17599,3950,5668,1243,8186,24,8162,7838,324,8103
"G0500210","1970","Arkansas","05","050","Clay County","021","0210","Clay",5339,17346,7060,4126,331,6271,7,6264,5758,506,7384
"G0500230","1970","Arkansas","05","050","Cleburne County","023","0230","Cleburne",3052,9644,3592,2771,227,3206,0,3206,2941,265,4495
"G0500250","1970","Arkansas","05","050","Cleveland County","025","0250","Cleveland",1780,6148,1708,2052,85,2114,0,2114,2007,107,2486
"G0500270","1970","Arkansas","05","050","Columbia County","027","0270","Columbia",6673,23192,5340,7955,853,9715,0,9715,9131,584,8866
"G0500290","1970","Arkansas","05","050","Conway County","029","0290","Conway",4422,15614,3585,5299,432,5803,7,5796,5514,282,5685
"G0500310","1970","Arkansas","05","050","Craighead County","031","0310","Craighead",13699,46240,12171,12720,2415,20380,70,20310,19127,1183,17036
"G0500330","1970","Arkansas","05","050","Crawford County","033","0330","Crawford",6900,24009,6110,7749,525,9247,33,9214,8705,509,8540
"G0500350","1970","Arkansas","05","050","Crittenden County","035","0350","Crittenden",10979,44944,11414,10240,1027,15483,40,15443,14232,1211,14047
"G0500370","1970","Arkansas","05","050","Cross County","037","0370","Cross",4776,18450,5423,4194,377,6868,0,6868,6296,572,5887
"G0500390","1970","Arkansas","05","050","Dallas County","039","0390","Dallas",2551,8961,2475,3124,270,3469,0,3469,3296,173,3721
"G0500410","1970","Arkansas","05","050","Desha County","041","0410","Desha",4532,17297,4797,4221,518,6216,0,6216,5824,392,5948
"G0500430","1970","Arkansas","05","050","Drew County","043","0430","Drew",3755,13346,3352,3808,682,5576,0,5576,5300,276,5148
"G0500450","1970","Arkansas","05","050","Faulkner County","045","0450","Faulkner",7720,26224,4800,9319,1662,11329,44,11285,10815,470,11681
"G0500470","1970","Arkansas","05","050","Franklin County","047","0470","Franklin",3058,10334,2923,3448,279,3748,5,3743,3448,295,4435
"G0500490","1970","Arkansas","05","050","Fulton County","049","0490","Fulton",2177,7029,2666,1986,173,2333,0,2333,2182,151,3353
"G0500510","1970","Arkansas","05","050","Garland County","051","0510","Garland",14768,47038,11484,20018,2249,19383,29,19354,18577,777,20850
"G0500530","1970","Arkansas","05","050","Grant County","053","0530","Grant",2679,9163,2102,3247,204,3445,0,3445,3333,112,3438
"G0500550","1970","Arkansas","05","050","Greene County","055","0550","Greene",6893,22902,7727,6038,635,9062,5,9057,8412,645,8636
"G0500570","1970","Arkansas","05","050","Hempstead County","057","0570","Hempstead",5208,17639,4419,6482,523,7406,0,7406,6969,437,6394
"G0500590","1970","Arkansas","05","050","Hot Spring County","059","0590","Hot Spring",6057,20519,4699,7371,543,8285,0,8285,7809,476,7462
"G0500610","1970","Arkansas","05","050","Howard County","061","0610","Howard",3137,10377,3139,3485,326,4253,0,4253,4102,151,4045
"G0500630","1970","Arkansas","05","050","Independence County","063","0630","Independence",6384,20932,5471,7506,620,8187,6,8181,7658,523,8450
"G0500650","1970","Arkansas","05","050","Izard County","065","0650","Izard",2174,6813,2626,1982,158,2554,0,2554,2366,188,2990
"G0500670","1970","Arkansas","05","050","Jackson County","067","0670","Jackson",5435,18956,5948,5109,495,7139,8,7131,6477,654,7154
"G0500690","1970","Arkansas","05","050","Jefferson County","069","0690","Jefferson",20612,76632,15061,24760,3279,29521,149,29372,27553,1819,27535
"G0500710","1970","Arkansas","05","050","Johnson County","071","0710","Johnson",3880,12375,3856,3972,436,4664,0,4664,4297,367,5431
"G0500730","1970","Arkansas","05","050","Lafayette County","073","0730","Lafayette",2552,9263,2551,2754,205,3240,0,3240,3047,193,3560
"G0500750","1970","Arkansas","05","050","Lawrence County","075","0750","Lawrence",4460,14798,5253,3783,406,5720,0,5720,5009,711,6200
"G0500770","1970","Arkansas","05","050","Lee County","077","0770","Lee",4174,17521,5653,2871,411,4869,0,4869,4298,571,6710
"G0500790","1970","Arkansas","05","050","Lincoln County","079","0790","Lincoln",2883,11170,3618,2874,162,3633,0,3633,3419,214,5093
"G0500810","1970","Arkansas","05","050","Little River County","081","0810","Little River",2866,10472,2744,2913,305,4015,13,4002,3703,299,3471
"G0500830","1970","Arkansas","05","050","Logan County","083","0830","Logan",4564,15157,4727,5083,344,5649,21,5628,5264,364,6555
"G0500850","1970","Arkansas","05","050","Lonoke County","085","0850","Lonoke",6668,24335,6110,7476,593,9211,49,9162,8807,355,8352
"G0500870","1970","Arkansas","05","050","Madison County","087","0870","Madison",2637,8798,3436,2002,225,3105,0,3105,3043,62,3780
"G0500890","1970","Arkansas","05","050","Marion County","089","0890","Marion",2088,6430,2077,2421,127,2002,6,1996,1807,189,3268
"G0500910","1970","Arkansas","05","050","Miller County","091","0910","Miller",8711,30546,6831,10642,981,12553,16,12537,11879,658,10490
"G0500930","1970","Arkansas","05","050","Mississippi County","093","0930","Mississippi",15162,57215,15685,13408,1693,21852,2421,19431,17558,1873,18495
"G0500950","1970","Arkansas","05","050","Monroe County","095","0950","Monroe",3656,14330,4395,3365,307,4502,7,4495,4146,349,5725
"G0500970","1970","Arkansas","05","050","Montgomery County","097","0970","Montgomery",1693,5428,1628,1862,151,1930,0,1930,1869,61,2321
"G0500990","1970","Arkansas","05","050","Nevada County","099","0990","Nevada",2710,9134,2867,2979,251,3357,0,3357,3150,207,4017
"G0501010","1970","Arkansas","05","050","Newton County","101","1010","Newton",1599,5500,1980,1307,82,1521,0,1521,1396,125,2595
"G0501030","1970","Arkansas","05","050","Ouachita County","103","1030","Ouachita",8172,28543,6357,10208,918,11218,5,11213,10457,756,10512
"G0501050","1970","Arkansas","05","050","Perry County","105","1050","Perry",1532,5255,1707,1447,112,1704,0,1704,1593,111,2251
"G0501070","1970","Arkansas","05","050","Phillips County","107","1070","Phillips",9129,36871,10963,7681,1078,11818,24,11794,10495,1299,13319
"G0501090","1970","Arkansas","05","050","Pike County","109","1090","Pike",2459,7996,2318,2840,185,2953,0,2953,2815,138,3408
"G0501110","1970","Arkansas","05","050","Poinsett County","111","1110","Poinsett",6933,25094,8638,5113,519,9155,10,9145,8494,651,8961
"G0501130","1970","Arkansas","05","050","Polk County","113","1130","Polk",3776,12223,3713,4042,418,4533,0,4533,4290,243,5138
"G0501150","1970","Arkansas","05","050","Pope County","115","1150","Pope",7652,25557,5966,8158,1144,11309,38,11271,10476,795,9214
"G0501170","1970","Arkansas","05","050","Prairie County","117","1170","Prairie",2732,9613,2885,2680,197,3377,0,3377,3213,164,3709
"G0501190","1970","Arkansas","05","050","Pulaski County","119","1190","Pulaski",74373,257949,35207,102140,17684,118694,6019,112675,108980,3695,79873
"G0501210","1970","Arkansas","05","050","Randolph County","121","1210","Randolph",3516,11754,4632,2735,200,4310,4,4306,3906,400,4757
"G0501230","1970","Arkansas","05","050","St. Francis County","123","1230","St Francis",7085,28838,7495,6325,906,10178,26,10152,8914,1238,9124
"G0501250","1970","Arkansas","05","050","Saline County","125","1250","Saline",9391,32539,7330,11717,1079,13716,10,13706,13286,420,11381
"G0501270","1970","Arkansas","05","050","Scott County","127","1270","Scott",2354,7691,2524,2300,132,2811,0,2811,2656,155,3069
"G0501290","1970","Arkansas","05","050","Searcy County","129","1290","Searcy",2147,7217,2786,1675,138,2410,0,2410,2167,243,3225
"G0501310","1970","Arkansas","05","050","Sebastian County","131","1310","Sebastian",21490,72499,13068,28266,3216,32268,140,32128,30703,1425,23091
"G0501330","1970","Arkansas","05","050","Sevier County","133","1330","Sevier",3069,10411,2744,3432,413,4209,15,4194,4015,179,3781
"G0501350","1970","Arkansas","05","050","Sharp County","135","1350","Sharp",2470,7693,2635,2400,282,2642,0,2642,2533,109,3515
"G0501370","1970","Arkansas","05","050","Stone County","137","1370","Stone",1884,6416,2554,1417,90,2068,0,2068,1838,230,2759
"G0501390","1970","Arkansas","05","050","Union County","139","1390","Union",12126,41581,8772,15593,1993,16921,15,16906,16112,794,15068
"G0501410","1970","Arkansas","05","050","Van Buren County","141","1410","Van Buren",2399,7735,2579,2374,186,2400,0,2400,2242,158,3755
"G0501430","1970","Arkansas","05","050","Washington County","143","1430","Washington",19987,66251,13115,20920,4998,30848,40,30808,29557,1251,25643
"G0501450","1970","Arkansas","05","050","White County","145","1450","White",10598,35344,9685,10909,1172,14046,22,14024,12835,1189,14208
"G0501470","1970","Arkansas","05","050","Woodruff County","147","1470","Woodruff",2910,10678,3297,2628,303,3617,0,3617,3268,349,4185
"G0501490","1970","Arkansas","05","050","Yell County","149","1490","Yell",3969,13148,3879,4312,226,5329,6,5323,5115,208,4893
"G0600010","1970","California","06","060","Alameda County","001","0010","Alameda",266500,907908,113511,389124,86038,462957,17092,445865,416670,29195,310685
"G0600030","1970","California","06","060","Alpine County","003","0030","Alpine",117,418,58,198,8,217,0,217,194,23,113
"G0600050","1970","California","06","060","Amador County","005","0050","Amador",3193,10072,1586,4853,593,4282,14,4268,3969,299,4753
"G0600070","1970","California","06","060","Butte County","007","0070","Butte",26504,86299,13287,37449,6299,35258,59,35199,31737,3462,39990
"G0600090","1970","California","06","060","Calaveras County","009","0090","Calaveras",3762,11877,2119,5893,651,4737,25,4712,4278,434,5382
"G0600110","1970","California","06","060","Colusa County","011","0110","Colusa",3194,11116,1654,4649,697,4790,22,4768,4607,161,3854
"G0600130","1970","California","06","060","Contra Costa County","013","0130","Contra Costa",146304,517151,46803,201575,51659,226374,2991,223383,211006,12377,152996
"G0600150","1970","California","06","060","Del Norte County","015","0150","Del Norte",3838,13292,2028,5335,583,5616,158,5458,4907,551,4220
"G0600170","1970","California","06","060","El Dorado County","017","0170","El Dorado",11831,39216,4544,18257,2660,18127,58,18069,16463,1606,13075
"G0600190","1970","California","06","060","Fresno County","019","0190","Fresno",101846,373036,63576,128119,21697,151367,643,150724,138729,11995,129597
"G0600210","1970","California","06","060","Glenn County","021","0210","Glenn",4599,15871,2652,6725,704,6784,4,6780,6430,350,5500
"G0600230","1970","California","06","060","Humboldt County","023","0230","Humboldt",25386,87431,12034,35229,5233,37712,164,37548,33563,3985,32538
"G0600250","1970","California","06","060","Imperial County","025","0250","Imperial",17132,69260,14457,19132,2662,25660,403,25257,23479,1778,21170
"G0600270","1970","California","06","060","Inyo County","027","0270","Inyo",4228,13861,1651,6838,872,6304,12,6292,5951,341,4888
"G0600290","1970","California","06","060","Kern County","029","0290","Kern",83439,301172,48501,107202,15231,122167,4777,117390,109539,7851,97808
"G0600310","1970","California","06","060","Kings County","031","0310","Kings",15440,57516,10475,18207,2685,24626,5300,19326,17940,1386,18675
"G0600330","1970","California","06","060","Lake County","033","0330","Lake",5895,17125,3679,8859,968,6365,15,6350,5793,557,8860
"G0600350","1970","California","06","060","Lassen County","035","0350","Lassen",3943,13341,1892,6965,717,6225,311,5914,5232,682,5945
"G0600370","1970","California","06","060","Los Angeles County","037","0370","Los Angeles",1762216,6052645,779639,2676542,504563,3048866,34750,3014116,2826565,187551,1967409
"G0600390","1970","California","06","060","Madera County","039","0390","Madera",10563,38070,8723,12222,1572,13858,17,13841,12620,1221,14359
"G0600410","1970","California","06","060","Marin County","041","0410","Marin",52398,176983,12025,75696,31797,88417,3860,84557,80620,3937,58866
"G0600430","1970","California","06","060","Mariposa County","043","0430","Mariposa",1606,5007,821,2556,380,2244,20,2224,2059,165,2291
"G0600450","1970","California","06","060","Mendocino County","045","0450","Mendocino",13105,44056,6753,20036,2751,18826,194,18632,17233,1399,17287
"G0600470","1970","California","06","060","Merced County","047","0470","Merced",25513,95782,16678,30243,4239,39048,5082,33966,31162,2804,29445
"G0600490","1970","California","06","060","Modoc County","049","0490","Modoc",2052,6828,898,3210,307,3110,18,3092,2917,175,2211
