GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B79AA125,B79AA125M
"G2000370","2008-2012","Kansas","20","200","Crawford County","037","0370","Crawford County, Kansas",36927,2100
"G2000390","2008-2012","Kansas","20","200","Decatur County","039","0390","Decatur County, Kansas",38750,5530
"G2000410","2008-2012","Kansas","20","200","Dickinson County","041","0410","Dickinson County, Kansas",49535,2353
"G2000430","2008-2012","Kansas","20","200","Doniphan County","043","0430","Doniphan County, Kansas",46346,2667
"G2000450","2008-2012","Kansas","20","200","Douglas County","045","0450","Douglas County, Kansas",48395,1781
"G2000470","2008-2012","Kansas","20","200","Edwards County","047","0470","Edwards County, Kansas",43953,3661
"G2000490","2008-2012","Kansas","20","200","Elk County","049","0490","Elk County, Kansas",33239,2679
"G2000510","2008-2012","Kansas","20","200","Ellis County","051","0510","Ellis County, Kansas",44253,2339
"G2000530","2008-2012","Kansas","20","200","Ellsworth County","053","0530","Ellsworth County, Kansas",46350,5367
"G2000550","2008-2012","Kansas","20","200","Finney County","055","0550","Finney County, Kansas",49617,2951
"G2000570","2008-2012","Kansas","20","200","Ford County","057","0570","Ford County, Kansas",50577,2008
"G2000590","2008-2012","Kansas","20","200","Franklin County","059","0590","Franklin County, Kansas",50240,2650
"G2000610","2008-2012","Kansas","20","200","Geary County","061","0610","Geary County, Kansas",47879,1442
"G2000630","2008-2012","Kansas","20","200","Gove County","063","0630","Gove County, Kansas",44426,3541
"G2000650","2008-2012","Kansas","20","200","Graham County","065","0650","Graham County, Kansas",43929,4841
"G2000670","2008-2012","Kansas","20","200","Grant County","067","0670","Grant County, Kansas",53800,10784
"G2000690","2008-2012","Kansas","20","200","Gray County","069","0690","Gray County, Kansas",55000,4295
"G2000710","2008-2012","Kansas","20","200","Greeley County","071","0710","Greeley County, Kansas",52212,10201
"G2000730","2008-2012","Kansas","20","200","Greenwood County","073","0730","Greenwood County, Kansas",39145,2396
"G2000750","2008-2012","Kansas","20","200","Hamilton County","075","0750","Hamilton County, Kansas",43125,5171
"G2000770","2008-2012","Kansas","20","200","Harper County","077","0770","Harper County, Kansas",38340,3846
"G2000790","2008-2012","Kansas","20","200","Harvey County","079","0790","Harvey County, Kansas",49075,2160
"G2000810","2008-2012","Kansas","20","200","Haskell County","081","0810","Haskell County, Kansas",52688,6212
"G2000830","2008-2012","Kansas","20","200","Hodgeman County","083","0830","Hodgeman County, Kansas",44318,4834
"G2000850","2008-2012","Kansas","20","200","Jackson County","085","0850","Jackson County, Kansas",54710,2666
"G2000870","2008-2012","Kansas","20","200","Jefferson County","087","0870","Jefferson County, Kansas",58434,3668
"G2000890","2008-2012","Kansas","20","200","Jewell County","089","0890","Jewell County, Kansas",38462,3444
"G2000910","2008-2012","Kansas","20","200","Johnson County","091","0910","Johnson County, Kansas",75139,748
"G2000930","2008-2012","Kansas","20","200","Kearny County","093","0930","Kearny County, Kansas",47069,6394
"G2000950","2008-2012","Kansas","20","200","Kingman County","095","0950","Kingman County, Kansas",47801,4857
"G2000970","2008-2012","Kansas","20","200","Kiowa County","097","0970","Kiowa County, Kansas",41574,4163
"G2000990","2008-2012","Kansas","20","200","Labette County","099","0990","Labette County, Kansas",40117,2139
"G2001010","2008-2012","Kansas","20","200","Lane County","101","1010","Lane County, Kansas",49063,10067
"G2001030","2008-2012","Kansas","20","200","Leavenworth County","103","1030","Leavenworth County, Kansas",62035,1953
"G2001050","2008-2012","Kansas","20","200","Lincoln County","105","1050","Lincoln County, Kansas",41250,3984
"G2001070","2008-2012","Kansas","20","200","Linn County","107","1070","Linn County, Kansas",44771,3109
"G2001090","2008-2012","Kansas","20","200","Logan County","109","1090","Logan County, Kansas",46047,5172
"G2001110","2008-2012","Kansas","20","200","Lyon County","111","1110","Lyon County, Kansas",38877,2276
"G2001130","2008-2012","Kansas","20","200","McPherson County","113","1130","McPherson County, Kansas",54171,1908
"G2001150","2008-2012","Kansas","20","200","Marion County","115","1150","Marion County, Kansas",45323,2578
"G2001170","2008-2012","Kansas","20","200","Marshall County","117","1170","Marshall County, Kansas",41867,3357
"G2001190","2008-2012","Kansas","20","200","Meade County","119","1190","Meade County, Kansas",49846,3068
"G2001210","2008-2012","Kansas","20","200","Miami County","121","1210","Miami County, Kansas",61272,4404
"G2001230","2008-2012","Kansas","20","200","Mitchell County","123","1230","Mitchell County, Kansas",48046,4093
"G2001250","2008-2012","Kansas","20","200","Montgomery County","125","1250","Montgomery County, Kansas",41073,1947
"G2001270","2008-2012","Kansas","20","200","Morris County","127","1270","Morris County, Kansas",45000,3367
"G2001290","2008-2012","Kansas","20","200","Morton County","129","1290","Morton County, Kansas",44198,5869
"G2001310","2008-2012","Kansas","20","200","Nemaha County","131","1310","Nemaha County, Kansas",46901,3446
"G2001330","2008-2012","Kansas","20","200","Neosho County","133","1330","Neosho County, Kansas",40829,1790
"G2001350","2008-2012","Kansas","20","200","Ness County","135","1350","Ness County, Kansas",47870,5009
"G2001370","2008-2012","Kansas","20","200","Norton County","137","1370","Norton County, Kansas",42776,8461
"G2001390","2008-2012","Kansas","20","200","Osage County","139","1390","Osage County, Kansas",50243,2061
"G2001410","2008-2012","Kansas","20","200","Osborne County","141","1410","Osborne County, Kansas",38561,3837
"G2001430","2008-2012","Kansas","20","200","Ottawa County","143","1430","Ottawa County, Kansas",53497,3327
"G2001450","2008-2012","Kansas","20","200","Pawnee County","145","1450","Pawnee County, Kansas",44106,4361
"G2001470","2008-2012","Kansas","20","200","Phillips County","147","1470","Phillips County, Kansas",42838,2733
"G2001490","2008-2012","Kansas","20","200","Pottawatomie County","149","1490","Pottawatomie County, Kansas",56775,3091
"G2001510","2008-2012","Kansas","20","200","Pratt County","151","1510","Pratt County, Kansas",43880,3883
"G2001530","2008-2012","Kansas","20","200","Rawlins County","153","1530","Rawlins County, Kansas",40896,3762
"G2001550","2008-2012","Kansas","20","200","Reno County","155","1550","Reno County, Kansas",43649,1483
"G2001570","2008-2012","Kansas","20","200","Republic County","157","1570","Republic County, Kansas",41000,2670
"G2001590","2008-2012","Kansas","20","200","Rice County","159","1590","Rice County, Kansas",45703,2056
"G2001610","2008-2012","Kansas","20","200","Riley County","161","1610","Riley County, Kansas",43364,1713
"G2001630","2008-2012","Kansas","20","200","Rooks County","163","1630","Rooks County, Kansas",41123,3099
"G2001650","2008-2012","Kansas","20","200","Rush County","165","1650","Rush County, Kansas",41306,2845
"G2001670","2008-2012","Kansas","20","200","Russell County","167","1670","Russell County, Kansas",40551,3286
"G2001690","2008-2012","Kansas","20","200","Saline County","169","1690","Saline County, Kansas",47339,1790
"G2001710","2008-2012","Kansas","20","200","Scott County","171","1710","Scott County, Kansas",58520,13295
"G2001730","2008-2012","Kansas","20","200","Sedgwick County","173","1730","Sedgwick County, Kansas",49885,693
"G2001750","2008-2012","Kansas","20","200","Seward County","175","1750","Seward County, Kansas",47731,2786
"G2001770","2008-2012","Kansas","20","200","Shawnee County","177","1770","Shawnee County, Kansas",47992,1268
"G2001790","2008-2012","Kansas","20","200","Sheridan County","179","1790","Sheridan County, Kansas",49125,6508
"G2001810","2008-2012","Kansas","20","200","Sherman County","181","1810","Sherman County, Kansas",42642,5219
"G2001830","2008-2012","Kansas","20","200","Smith County","183","1830","Smith County, Kansas",44798,5827
"G2001850","2008-2012","Kansas","20","200","Stafford County","185","1850","Stafford County, Kansas",43232,2796
"G2001870","2008-2012","Kansas","20","200","Stanton County","187","1870","Stanton County, Kansas",51823,5807
"G2001890","2008-2012","Kansas","20","200","Stevens County","189","1890","Stevens County, Kansas",56991,6537
"G2001910","2008-2012","Kansas","20","200","Sumner County","191","1910","Sumner County, Kansas",48105,2627
"G2001930","2008-2012","Kansas","20","200","Thomas County","193","1930","Thomas County, Kansas",48029,4793
"G2001950","2008-2012","Kansas","20","200","Trego County","195","1950","Trego County, Kansas",44063,7610
"G2001970","2008-2012","Kansas","20","200","Wabaunsee County","197","1970","Wabaunsee County, Kansas",55817,3986
"G2001990","2008-2012","Kansas","20","200","Wallace County","199","1990","Wallace County, Kansas",46932,8078
"G2002010","2008-2012","Kansas","20","200","Washington County","201","2010","Washington County, Kansas",42962,2069
"G2002030","2008-2012","Kansas","20","200","Wichita County","203","2030","Wichita County, Kansas",51098,7180
"G2002050","2008-2012","Kansas","20","200","Wilson County","205","2050","Wilson County, Kansas",40414,2639
"G2002070","2008-2012","Kansas","20","200","Woodson County","207","2070","Woodson County, Kansas",30852,3789
"G2002090","2008-2012","Kansas","20","200","Wyandotte County","209","2090","Wyandotte County, Kansas",39163,1234
"G2100010","2008-2012","Kentucky","21","210","Adair County","001","0010","Adair County, Kentucky",31169,2099
"G2100030","2008-2012","Kentucky","21","210","Allen County","003","0030","Allen County, Kentucky",36123,2457
"G2100050","2008-2012","Kentucky","21","210","Anderson County","005","0050","Anderson County, Kentucky",52294,6368
"G2100070","2008-2012","Kentucky","21","210","Ballard County","007","0070","Ballard County, Kentucky",41989,2209
"G2100090","2008-2012","Kentucky","21","210","Barren County","009","0090","Barren County, Kentucky",37587,1776
"G2100110","2008-2012","Kentucky","21","210","Bath County","011","0110","Bath County, Kentucky",29632,3297
"G2100130","2008-2012","Kentucky","21","210","Bell County","013","0130","Bell County, Kentucky",25952,2427
"G2100150","2008-2012","Kentucky","21","210","Boone County","015","0150","Boone County, Kentucky",67125,2058
"G2100170","2008-2012","Kentucky","21","210","Bourbon County","017","0170","Bourbon County, Kentucky",40894,3029
"G2100190","2008-2012","Kentucky","21","210","Boyd County","019","0190","Boyd County, Kentucky",39076,1991
"G2100210","2008-2012","Kentucky","21","210","Boyle County","021","0210","Boyle County, Kentucky",41037,2000
"G2100230","2008-2012","Kentucky","21","210","Bracken County","023","0230","Bracken County, Kentucky",38724,3536
"G2100250","2008-2012","Kentucky","21","210","Breathitt County","025","0250","Breathitt County, Kentucky",23049,2984
"G2100270","2008-2012","Kentucky","21","210","Breckinridge County","027","0270","Breckinridge County, Kentucky",39695,3669
"G2100290","2008-2012","Kentucky","21","210","Bullitt County","029","0290","Bullitt County, Kentucky",53922,1744
"G2100310","2008-2012","Kentucky","21","210","Butler County","031","0310","Butler County, Kentucky",36237,3418
"G2100330","2008-2012","Kentucky","21","210","Caldwell County","033","0330","Caldwell County, Kentucky",37778,3267
"G2100350","2008-2012","Kentucky","21","210","Calloway County","035","0350","Calloway County, Kentucky",39037,1984
"G2100370","2008-2012","Kentucky","21","210","Campbell County","037","0370","Campbell County, Kentucky",53580,1360
"G2100390","2008-2012","Kentucky","21","210","Carlisle County","039","0390","Carlisle County, Kentucky",37768,7371
"G2100410","2008-2012","Kentucky","21","210","Carroll County","041","0410","Carroll County, Kentucky",40938,4631
"G2100430","2008-2012","Kentucky","21","210","Carter County","043","0430","Carter County, Kentucky",35415,2309
"G2100450","2008-2012","Kentucky","21","210","Casey County","045","0450","Casey County, Kentucky",28416,3505
"G2100470","2008-2012","Kentucky","21","210","Christian County","047","0470","Christian County, Kentucky",37750,1235
"G2100490","2008-2012","Kentucky","21","210","Clark County","049","0490","Clark County, Kentucky",45486,2606
"G2100510","2008-2012","Kentucky","21","210","Clay County","051","0510","Clay County, Kentucky",22296,2839
"G2100530","2008-2012","Kentucky","21","210","Clinton County","053","0530","Clinton County, Kentucky",26885,3019
"G2100550","2008-2012","Kentucky","21","210","Crittenden County","055","0550","Crittenden County, Kentucky",32839,3375
"G2100570","2008-2012","Kentucky","21","210","Cumberland County","057","0570","Cumberland County, Kentucky",29885,2984
"G2100590","2008-2012","Kentucky","21","210","Daviess County","059","0590","Daviess County, Kentucky",45507,1748
"G2100610","2008-2012","Kentucky","21","210","Edmonson County","061","0610","Edmonson County, Kentucky",35243,4068
"G2100630","2008-2012","Kentucky","21","210","Elliott County","063","0630","Elliott County, Kentucky",24841,8358
"G2100650","2008-2012","Kentucky","21","210","Estill County","065","0650","Estill County, Kentucky",28684,2850
"G2100670","2008-2012","Kentucky","21","210","Fayette County","067","0670","Fayette County, Kentucky",48779,1011
"G2100690","2008-2012","Kentucky","21","210","Fleming County","069","0690","Fleming County, Kentucky",32677,2345
"G2100710","2008-2012","Kentucky","21","210","Floyd County","071","0710","Floyd County, Kentucky",29237,1730
"G2100730","2008-2012","Kentucky","21","210","Franklin County","073","0730","Franklin County, Kentucky",47086,1967
"G2100750","2008-2012","Kentucky","21","210","Fulton County","075","0750","Fulton County, Kentucky",36813,3784
"G2100770","2008-2012","Kentucky","21","210","Gallatin County","077","0770","Gallatin County, Kentucky",43860,4576
"G2100790","2008-2012","Kentucky","21","210","Garrard County","079","0790","Garrard County, Kentucky",44115,3111
"G2100810","2008-2012","Kentucky","21","210","Grant County","081","0810","Grant County, Kentucky",46011,3246
"G2100830","2008-2012","Kentucky","21","210","Graves County","083","0830","Graves County, Kentucky",36698,1883
"G2100850","2008-2012","Kentucky","21","210","Grayson County","085","0850","Grayson County, Kentucky",33290,1779
"G2100870","2008-2012","Kentucky","21","210","Green County","087","0870","Green County, Kentucky",33573,2129
"G2100890","2008-2012","Kentucky","21","210","Greenup County","089","0890","Greenup County, Kentucky",43808,2692
"G2100910","2008-2012","Kentucky","21","210","Hancock County","091","0910","Hancock County, Kentucky",48867,3143
"G2100930","2008-2012","Kentucky","21","210","Hardin County","093","0930","Hardin County, Kentucky",49257,1517
"G2100950","2008-2012","Kentucky","21","210","Harlan County","095","0950","Harlan County, Kentucky",26758,1854
"G2100970","2008-2012","Kentucky","21","210","Harrison County","097","0970","Harrison County, Kentucky",36393,4128
"G2100990","2008-2012","Kentucky","21","210","Hart County","099","0990","Hart County, Kentucky",32445,2181
"G2101010","2008-2012","Kentucky","21","210","Henderson County","101","1010","Henderson County, Kentucky",42266,2369
"G2101030","2008-2012","Kentucky","21","210","Henry County","103","1030","Henry County, Kentucky",43083,1817
"G2101050","2008-2012","Kentucky","21","210","Hickman County","105","1050","Hickman County, Kentucky",36125,7378
"G2101070","2008-2012","Kentucky","21","210","Hopkins County","107","1070","Hopkins County, Kentucky",40501,1381
"G2101090","2008-2012","Kentucky","21","210","Jackson County","109","1090","Jackson County, Kentucky",22213,2731
"G2101110","2008-2012","Kentucky","21","210","Jefferson County","111","1110","Jefferson County, Kentucky",46701,651
"G2101130","2008-2012","Kentucky","21","210","Jessamine County","113","1130","Jessamine County, Kentucky",48299,1965
"G2101150","2008-2012","Kentucky","21","210","Johnson County","115","1150","Johnson County, Kentucky",34466,3786
"G2101170","2008-2012","Kentucky","21","210","Kenton County","117","1170","Kenton County, Kentucky",53900,1295
"G2101190","2008-2012","Kentucky","21","210","Knott County","119","1190","Knott County, Kentucky",32482,2343
"G2101210","2008-2012","Kentucky","21","210","Knox County","121","1210","Knox County, Kentucky",24193,2667
"G2101230","2008-2012","Kentucky","21","210","Larue County","123","1230","Larue County, Kentucky",39103,3095
"G2101250","2008-2012","Kentucky","21","210","Laurel County","125","1250","Laurel County, Kentucky",36835,2039
"G2101270","2008-2012","Kentucky","21","210","Lawrence County","127","1270","Lawrence County, Kentucky",32622,3170
"G2101290","2008-2012","Kentucky","21","210","Lee County","129","1290","Lee County, Kentucky",22789,2978
"G2101310","2008-2012","Kentucky","21","210","Leslie County","131","1310","Leslie County, Kentucky",26386,5356
"G2101330","2008-2012","Kentucky","21","210","Letcher County","133","1330","Letcher County, Kentucky",29532,3313
"G2101350","2008-2012","Kentucky","21","210","Lewis County","135","1350","Lewis County, Kentucky",27311,3823
"G2101370","2008-2012","Kentucky","21","210","Lincoln County","137","1370","Lincoln County, Kentucky",34454,2824
"G2101390","2008-2012","Kentucky","21","210","Livingston County","139","1390","Livingston County, Kentucky",40101,4976
"G2101410","2008-2012","Kentucky","21","210","Logan County","141","1410","Logan County, Kentucky",35962,2468
"G2101430","2008-2012","Kentucky","21","210","Lyon County","143","1430","Lyon County, Kentucky",38414,4644
"G2101450","2008-2012","Kentucky","21","210","McCracken County","145","1450","McCracken County, Kentucky",44757,1611
"G2101470","2008-2012","Kentucky","21","210","McCreary County","147","1470","McCreary County, Kentucky",21758,2421
"G2101490","2008-2012","Kentucky","21","210","McLean County","149","1490","McLean County, Kentucky",40563,2108
"G2101510","2008-2012","Kentucky","21","210","Madison County","151","1510","Madison County, Kentucky",42020,1692
"G2101530","2008-2012","Kentucky","21","210","Magoffin County","153","1530","Magoffin County, Kentucky",25461,1979
"G2101550","2008-2012","Kentucky","21","210","Marion County","155","1550","Marion County, Kentucky",37710,1831
"G2101570","2008-2012","Kentucky","21","210","Marshall County","157","1570","Marshall County, Kentucky",44802,1887
"G2101590","2008-2012","Kentucky","21","210","Martin County","159","1590","Martin County, Kentucky",25340,5803
"G2101610","2008-2012","Kentucky","21","210","Mason County","161","1610","Mason County, Kentucky",39192,3064
"G2101630","2008-2012","Kentucky","21","210","Meade County","163","1630","Meade County, Kentucky",45629,2657
"G2101650","2008-2012","Kentucky","21","210","Menifee County","165","1650","Menifee County, Kentucky",25988,2835
"G2101670","2008-2012","Kentucky","21","210","Mercer County","167","1670","Mercer County, Kentucky",44431,3333
"G2101690","2008-2012","Kentucky","21","210","Metcalfe County","169","1690","Metcalfe County, Kentucky",34100,3171
"G2101710","2008-2012","Kentucky","21","210","Monroe County","171","1710","Monroe County, Kentucky",27586,3290
"G2101730","2008-2012","Kentucky","21","210","Montgomery County","173","1730","Montgomery County, Kentucky",35832,2566
"G2101750","2008-2012","Kentucky","21","210","Morgan County","175","1750","Morgan County, Kentucky",29154,2563
"G2101770","2008-2012","Kentucky","21","210","Muhlenberg County","177","1770","Muhlenberg County, Kentucky",38835,2848
"G2101790","2008-2012","Kentucky","21","210","Nelson County","179","1790","Nelson County, Kentucky",43722,2226
"G2101810","2008-2012","Kentucky","21","210","Nicholas County","181","1810","Nicholas County, Kentucky",41832,3615
"G2101830","2008-2012","Kentucky","21","210","Ohio County","183","1830","Ohio County, Kentucky",38286,2532
"G2101850","2008-2012","Kentucky","21","210","Oldham County","185","1850","Oldham County, Kentucky",83164,3598
"G2101870","2008-2012","Kentucky","21","210","Owen County","187","1870","Owen County, Kentucky",41719,4272
"G2101890","2008-2012","Kentucky","21","210","Owsley County","189","1890","Owsley County, Kentucky",19624,4476
"G2101910","2008-2012","Kentucky","21","210","Pendleton County","191","1910","Pendleton County, Kentucky",48761,4941
"G2101930","2008-2012","Kentucky","21","210","Perry County","193","1930","Perry County, Kentucky",32676,3522
"G2101950","2008-2012","Kentucky","21","210","Pike County","195","1950","Pike County, Kentucky",33227,1578
"G2101970","2008-2012","Kentucky","21","210","Powell County","197","1970","Powell County, Kentucky",27555,2052
"G2101990","2008-2012","Kentucky","21","210","Pulaski County","199","1990","Pulaski County, Kentucky",32788,1675
"G2102010","2008-2012","Kentucky","21","210","Robertson County","201","2010","Robertson County, Kentucky",29136,6632
"G2102030","2008-2012","Kentucky","21","210","Rockcastle County","203","2030","Rockcastle County, Kentucky",28178,2125
"G2102050","2008-2012","Kentucky","21","210","Rowan County","205","2050","Rowan County, Kentucky",33615,2245
"G2102070","2008-2012","Kentucky","21","210","Russell County","207","2070","Russell County, Kentucky",29465,1855
"G2102090","2008-2012","Kentucky","21","210","Scott County","209","2090","Scott County, Kentucky",60553,2917
"G2102110","2008-2012","Kentucky","21","210","Shelby County","211","2110","Shelby County, Kentucky",56267,4228
"G2102130","2008-2012","Kentucky","21","210","Simpson County","213","2130","Simpson County, Kentucky",40930,3403
"G2102150","2008-2012","Kentucky","21","210","Spencer County","215","2150","Spencer County, Kentucky",62652,3481
"G2102170","2008-2012","Kentucky","21","210","Taylor County","217","2170","Taylor County, Kentucky",35000,2389
"G2102190","2008-2012","Kentucky","21","210","Todd County","219","2190","Todd County, Kentucky",40011,4971
"G2102210","2008-2012","Kentucky","21","210","Trigg County","221","2210","Trigg County, Kentucky",44144,3902
"G2102230","2008-2012","Kentucky","21","210","Trimble County","223","2230","Trimble County, Kentucky",52805,4488
"G2102250","2008-2012","Kentucky","21","210","Union County","225","2250","Union County, Kentucky",37445,3019
"G2102270","2008-2012","Kentucky","21","210","Warren County","227","2270","Warren County, Kentucky",43509,1663
"G2102290","2008-2012","Kentucky","21","210","Washington County","229","2290","Washington County, Kentucky",39748,3171
"G2102310","2008-2012","Kentucky","21","210","Wayne County","231","2310","Wayne County, Kentucky",27646,2226
"G2102330","2008-2012","Kentucky","21","210","Webster County","233","2330","Webster County, Kentucky",41138,2856
"G2102350","2008-2012","Kentucky","21","210","Whitley County","235","2350","Whitley County, Kentucky",29876,2235
"G2102370","2008-2012","Kentucky","21","210","Wolfe County","237","2370","Wolfe County, Kentucky",21168,3103
"G2102390","2008-2012","Kentucky","21","210","Woodford County","239","2390","Woodford County, Kentucky",56672,3547
"G2200010","2008-2012","Louisiana","22","220","Acadia Parish","001","0010","Acadia Parish, Louisiana",38686,3527
"G2200030","2008-2012","Louisiana","22","220","Allen Parish","003","0030","Allen Parish, Louisiana",38899,3482
"G2200050","2008-2012","Louisiana","22","220","Ascension Parish","005","0050","Ascension Parish, Louisiana",67688,2137
"G2200070","2008-2012","Louisiana","22","220","Assumption Parish","007","0070","Assumption Parish, Louisiana",46410,2773
"G2200090","2008-2012","Louisiana","22","220","Avoyelles Parish","009","0090","Avoyelles Parish, Louisiana",34512,2256
"G2200110","2008-2012","Louisiana","22","220","Beauregard Parish","011","0110","Beauregard Parish, Louisiana",46762,2453
"G2200130","2008-2012","Louisiana","22","220","Bienville Parish","013","0130","Bienville Parish, Louisiana",31229,1847
"G2200150","2008-2012","Louisiana","22","220","Bossier Parish","015","0150","Bossier Parish, Louisiana",53070,1737
"G2200170","2008-2012","Louisiana","22","220","Caddo Parish","017","0170","Caddo Parish, Louisiana",40497,937
"G2200190","2008-2012","Louisiana","22","220","Calcasieu Parish","019","0190","Calcasieu Parish, Louisiana",44247,1610
"G2200210","2008-2012","Louisiana","22","220","Caldwell Parish","021","0210","Caldwell Parish, Louisiana",40181,6352
"G2200230","2008-2012","Louisiana","22","220","Cameron Parish","023","0230","Cameron Parish, Louisiana",62353,3498
"G2200250","2008-2012","Louisiana","22","220","Catahoula Parish","025","0250","Catahoula Parish, Louisiana",38205,4993
"G2200270","2008-2012","Louisiana","22","220","Claiborne Parish","027","0270","Claiborne Parish, Louisiana",32316,5338
"G2200290","2008-2012","Louisiana","22","220","Concordia Parish","029","0290","Concordia Parish, Louisiana",28971,3255
"G2200310","2008-2012","Louisiana","22","220","De Soto Parish","031","0310","De Soto Parish, Louisiana",40200,2945
"G2200330","2008-2012","Louisiana","22","220","East Baton Rouge Parish","033","0330","East Baton Rouge Parish, Louisiana",48274,999
"G2200350","2008-2012","Louisiana","22","220","East Carroll Parish","035","0350","East Carroll Parish, Louisiana",25413,3374
"G2200370","2008-2012","Louisiana","22","220","East Feliciana Parish","037","0370","East Feliciana Parish, Louisiana",43868,3952
"G2200390","2008-2012","Louisiana","22","220","Evangeline Parish","039","0390","Evangeline Parish, Louisiana",32125,2931
"G2200410","2008-2012","Louisiana","22","220","Franklin Parish","041","0410","Franklin Parish, Louisiana",32981,2886
"G2200430","2008-2012","Louisiana","22","220","Grant Parish","043","0430","Grant Parish, Louisiana",38739,1640
"G2200450","2008-2012","Louisiana","22","220","Iberia Parish","045","0450","Iberia Parish, Louisiana",44611,1530
"G2200470","2008-2012","Louisiana","22","220","Iberville Parish","047","0470","Iberville Parish, Louisiana",44037,1730
"G2200490","2008-2012","Louisiana","22","220","Jackson Parish","049","0490","Jackson Parish, Louisiana",38757,3666
"G2200510","2008-2012","Louisiana","22","220","Jefferson Parish","051","0510","Jefferson Parish, Louisiana",48522,714
"G2200530","2008-2012","Louisiana","22","220","Jefferson Davis Parish","053","0530","Jefferson Davis Parish, Louisiana",41777,2219
"G2200550","2008-2012","Louisiana","22","220","Lafayette Parish","055","0550","Lafayette Parish, Louisiana",49705,1377
"G2200570","2008-2012","Louisiana","22","220","Lafourche Parish","057","0570","Lafourche Parish, Louisiana",50574,1837
"G2200590","2008-2012","Louisiana","22","220","LaSalle Parish","059","0590","LaSalle Parish, Louisiana",43641,4521
"G2200610","2008-2012","Louisiana","22","220","Lincoln Parish","061","0610","Lincoln Parish, Louisiana",35433,2256
"G2200630","2008-2012","Louisiana","22","220","Livingston Parish","063","0630","Livingston Parish, Louisiana",57150,1740
"G2200650","2008-2012","Louisiana","22","220","Madison Parish","065","0650","Madison Parish, Louisiana",24700,2092
"G2200670","2008-2012","Louisiana","22","220","Morehouse Parish","067","0670","Morehouse Parish, Louisiana",31447,2654
"G2200690","2008-2012","Louisiana","22","220","Natchitoches Parish","069","0690","Natchitoches Parish, Louisiana",32649,1291
"G2200710","2008-2012","Louisiana","22","220","Orleans Parish","071","0710","Orleans Parish, Louisiana",36681,841
"G2200730","2008-2012","Louisiana","22","220","Ouachita Parish","073","0730","Ouachita Parish, Louisiana",38899,1289
"G2200750","2008-2012","Louisiana","22","220","Plaquemines Parish","075","0750","Plaquemines Parish, Louisiana",57386,5348
"G2200770","2008-2012","Louisiana","22","220","Pointe Coupee Parish","077","0770","Pointe Coupee Parish, Louisiana",45196,3762
"G2200790","2008-2012","Louisiana","22","220","Rapides Parish","079","0790","Rapides Parish, Louisiana",40946,937
"G2200810","2008-2012","Louisiana","22","220","Red River Parish","081","0810","Red River Parish, Louisiana",36591,1903
"G2200830","2008-2012","Louisiana","22","220","Richland Parish","083","0830","Richland Parish, Louisiana",39493,3693
"G2200850","2008-2012","Louisiana","22","220","Sabine Parish","085","0850","Sabine Parish, Louisiana",36914,2684
"G2200870","2008-2012","Louisiana","22","220","St. Bernard Parish","087","0870","St. Bernard Parish, Louisiana",40590,2399
"G2200890","2008-2012","Louisiana","22","220","St. Charles Parish","089","0890","St. Charles Parish, Louisiana",59197,3444
"G2200910","2008-2012","Louisiana","22","220","St. Helena Parish","091","0910","St. Helena Parish, Louisiana",32460,6031
"G2200930","2008-2012","Louisiana","22","220","St. James Parish","093","0930","St. James Parish, Louisiana",53728,6721
"G2200950","2008-2012","Louisiana","22","220","St. John the Baptist Parish","095","0950","St. John the Baptist Parish, Louisiana",51040,3668
"G2200970","2008-2012","Louisiana","22","220","St. Landry Parish","097","0970","St. Landry Parish, Louisiana",36183,1823
"G2200990","2008-2012","Louisiana","22","220","St. Martin Parish","099","0990","St. Martin Parish, Louisiana",41137,2836
"G2201010","2008-2012","Louisiana","22","220","St. Mary Parish","101","1010","St. Mary Parish, Louisiana",40738,1594
"G2201030","2008-2012","Louisiana","22","220","St. Tammany Parish","103","1030","St. Tammany Parish, Louisiana",60813,1537
"G2201050","2008-2012","Louisiana","22","220","Tangipahoa Parish","105","1050","Tangipahoa Parish, Louisiana",40491,1876
"G2201070","2008-2012","Louisiana","22","220","Tensas Parish","107","1070","Tensas Parish, Louisiana",29888,4484
"G2201090","2008-2012","Louisiana","22","220","Terrebonne Parish","109","1090","Terrebonne Parish, Louisiana",49545,1953
"G2201110","2008-2012","Louisiana","22","220","Union Parish","111","1110","Union Parish, Louisiana",36507,3436
"G2201130","2008-2012","Louisiana","22","220","Vermilion Parish","113","1130","Vermilion Parish, Louisiana",44339,2182
"G2201150","2008-2012","Louisiana","22","220","Vernon Parish","115","1150","Vernon Parish, Louisiana",46260,1255
"G2201170","2008-2012","Louisiana","22","220","Washington Parish","117","1170","Washington Parish, Louisiana",30490,2149
"G2201190","2008-2012","Louisiana","22","220","Webster Parish","119","1190","Webster Parish, Louisiana",35896,2042
"G2201210","2008-2012","Louisiana","22","220","West Baton Rouge Parish","121","1210","West Baton Rouge Parish, Louisiana",50788,5754
"G2201230","2008-2012","Louisiana","22","220","West Carroll Parish","123","1230","West Carroll Parish, Louisiana",33665,4188
"G2201250","2008-2012","Louisiana","22","220","West Feliciana Parish","125","1250","West Feliciana Parish, Louisiana",58212,13014
