GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B79AA125,B79AA125M
"G5100090","2008-2012","Virginia","51","510","Amherst County","009","0090","Amherst County, Virginia",45020,2482
"G5100110","2008-2012","Virginia","51","510","Appomattox County","011","0110","Appomattox County, Virginia",50092,4828
"G5100130","2008-2012","Virginia","51","510","Arlington County","013","0130","Arlington County, Virginia",102459,1899
"G5100150","2008-2012","Virginia","51","510","Augusta County","015","0150","Augusta County, Virginia",50971,2225
"G5100170","2008-2012","Virginia","51","510","Bath County","017","0170","Bath County, Virginia",51528,4849
"G5100190","2008-2012","Virginia","51","510","Bedford County","019","0190","Bedford County, Virginia",56906,2648
"G5100210","2008-2012","Virginia","51","510","Bland County","021","0210","Bland County, Virginia",42658,3237
"G5100230","2008-2012","Virginia","51","510","Botetourt County","023","0230","Botetourt County, Virginia",66053,2737
"G5100250","2008-2012","Virginia","51","510","Brunswick County","025","0250","Brunswick County, Virginia",33859,2737
"G5100270","2008-2012","Virginia","51","510","Buchanan County","027","0270","Buchanan County, Virginia",29821,2487
"G5100290","2008-2012","Virginia","51","510","Buckingham County","029","0290","Buckingham County, Virginia",37843,3950
"G5100310","2008-2012","Virginia","51","510","Campbell County","031","0310","Campbell County, Virginia",45432,2467
"G5100330","2008-2012","Virginia","51","510","Caroline County","033","0330","Caroline County, Virginia",58044,3515
"G5100350","2008-2012","Virginia","51","510","Carroll County","035","0350","Carroll County, Virginia",33600,2648
"G5100360","2008-2012","Virginia","51","510","Charles City County","036","0360","Charles City County, Virginia",48208,3235
"G5100370","2008-2012","Virginia","51","510","Charlotte County","037","0370","Charlotte County, Virginia",33562,3645
"G5100410","2008-2012","Virginia","51","510","Chesterfield County","041","0410","Chesterfield County, Virginia",72363,1178
"G5100430","2008-2012","Virginia","51","510","Clarke County","043","0430","Clarke County, Virginia",80186,9423
"G5100450","2008-2012","Virginia","51","510","Craig County","045","0450","Craig County, Virginia",47691,6536
"G5100470","2008-2012","Virginia","51","510","Culpeper County","047","0470","Culpeper County, Virginia",65567,3292
"G5100490","2008-2012","Virginia","51","510","Cumberland County","049","0490","Cumberland County, Virginia",43137,8878
"G5100510","2008-2012","Virginia","51","510","Dickenson County","051","0510","Dickenson County, Virginia",32622,1729
"G5100530","2008-2012","Virginia","51","510","Dinwiddie County","053","0530","Dinwiddie County, Virginia",51582,2271
"G5100570","2008-2012","Virginia","51","510","Essex County","057","0570","Essex County, Virginia",42446,4163
"G5100590","2008-2012","Virginia","51","510","Fairfax County","059","0590","Fairfax County, Virginia",109383,1136
"G5100610","2008-2012","Virginia","51","510","Fauquier County","061","0610","Fauquier County, Virginia",88687,3564
"G5100630","2008-2012","Virginia","51","510","Floyd County","063","0630","Floyd County, Virginia",44038,3428
"G5100650","2008-2012","Virginia","51","510","Fluvanna County","065","0650","Fluvanna County, Virginia",71181,5405
"G5100670","2008-2012","Virginia","51","510","Franklin County","067","0670","Franklin County, Virginia",45049,2108
"G5100690","2008-2012","Virginia","51","510","Frederick County","069","0690","Frederick County, Virginia",67694,3541
"G5100710","2008-2012","Virginia","51","510","Giles County","071","0710","Giles County, Virginia",45231,3124
"G5100730","2008-2012","Virginia","51","510","Gloucester County","073","0730","Gloucester County, Virginia",60752,3483
"G5100750","2008-2012","Virginia","51","510","Goochland County","075","0750","Goochland County, Virginia",82683,6260
"G5100770","2008-2012","Virginia","51","510","Grayson County","077","0770","Grayson County, Virginia",31931,2865
"G5100790","2008-2012","Virginia","51","510","Greene County","079","0790","Greene County, Virginia",58804,4905
"G5100810","2008-2012","Virginia","51","510","Greensville County","081","0810","Greensville County, Virginia",38423,5181
"G5100830","2008-2012","Virginia","51","510","Halifax County","083","0830","Halifax County, Virginia",35191,2498
"G5100850","2008-2012","Virginia","51","510","Hanover County","085","0850","Hanover County, Virginia",76719,1950
"G5100870","2008-2012","Virginia","51","510","Henrico County","087","0870","Henrico County, Virginia",61300,1045
"G5100890","2008-2012","Virginia","51","510","Henry County","089","0890","Henry County, Virginia",34373,1196
"G5100910","2008-2012","Virginia","51","510","Highland County","091","0910","Highland County, Virginia",50136,8446
"G5100930","2008-2012","Virginia","51","510","Isle of Wight County","093","0930","Isle of Wight County, Virginia",64491,2704
"G5100950","2008-2012","Virginia","51","510","James City County","095","0950","James City County, Virginia",76767,2882
"G5100970","2008-2012","Virginia","51","510","King and Queen County","097","0970","King and Queen County, Virginia",49410,4105
"G5100990","2008-2012","Virginia","51","510","King George County","099","0990","King George County, Virginia",82195,8030
"G5101010","2008-2012","Virginia","51","510","King William County","101","1010","King William County, Virginia",63151,4716
"G5101030","2008-2012","Virginia","51","510","Lancaster County","103","1030","Lancaster County, Virginia",49516,5289
"G5101050","2008-2012","Virginia","51","510","Lee County","105","1050","Lee County, Virginia",31729,2394
"G5101070","2008-2012","Virginia","51","510","Loudoun County","107","1070","Loudoun County, Virginia",122068,1475
"G5101090","2008-2012","Virginia","51","510","Louisa County","109","1090","Louisa County, Virginia",55765,3814
"G5101110","2008-2012","Virginia","51","510","Lunenburg County","111","1110","Lunenburg County, Virginia",34455,4517
"G5101130","2008-2012","Virginia","51","510","Madison County","113","1130","Madison County, Virginia",54510,4811
"G5101150","2008-2012","Virginia","51","510","Mathews County","115","1150","Mathews County, Virginia",55590,8643
"G5101170","2008-2012","Virginia","51","510","Mecklenburg County","117","1170","Mecklenburg County, Virginia",35399,2236
"G5101190","2008-2012","Virginia","51","510","Middlesex County","119","1190","Middlesex County, Virginia",55625,6318
"G5101210","2008-2012","Virginia","51","510","Montgomery County","121","1210","Montgomery County, Virginia",44166,1470
"G5101250","2008-2012","Virginia","51","510","Nelson County","125","1250","Nelson County, Virginia",48888,5056
"G5101270","2008-2012","Virginia","51","510","New Kent County","127","1270","New Kent County, Virginia",70978,3386
"G5101310","2008-2012","Virginia","51","510","Northampton County","131","1310","Northampton County, Virginia",34304,5075
"G5101330","2008-2012","Virginia","51","510","Northumberland County","133","1330","Northumberland County, Virginia",51911,5817
"G5101350","2008-2012","Virginia","51","510","Nottoway County","135","1350","Nottoway County, Virginia",38209,3521
"G5101370","2008-2012","Virginia","51","510","Orange County","137","1370","Orange County, Virginia",59501,2922
"G5101390","2008-2012","Virginia","51","510","Page County","139","1390","Page County, Virginia",43745,2944
"G5101410","2008-2012","Virginia","51","510","Patrick County","141","1410","Patrick County, Virginia",35599,1922
"G5101430","2008-2012","Virginia","51","510","Pittsylvania County","143","1430","Pittsylvania County, Virginia",42229,1773
"G5101450","2008-2012","Virginia","51","510","Powhatan County","145","1450","Powhatan County, Virginia",76495,5362
"G5101470","2008-2012","Virginia","51","510","Prince Edward County","147","1470","Prince Edward County, Virginia",36743,2230
"G5101490","2008-2012","Virginia","51","510","Prince George County","149","1490","Prince George County, Virginia",63031,3048
"G5101530","2008-2012","Virginia","51","510","Prince William County","153","1530","Prince William County, Virginia",96160,1534
"G5101550","2008-2012","Virginia","51","510","Pulaski County","155","1550","Pulaski County, Virginia",43072,2104
"G5101570","2008-2012","Virginia","51","510","Rappahannock County","157","1570","Rappahannock County, Virginia",57837,4386
"G5101590","2008-2012","Virginia","51","510","Richmond County","159","1590","Richmond County, Virginia",48958,8662
"G5101610","2008-2012","Virginia","51","510","Roanoke County","161","1610","Roanoke County, Virginia",61686,2057
"G5101630","2008-2012","Virginia","51","510","Rockbridge County","163","1630","Rockbridge County, Virginia",45859,3637
"G5101650","2008-2012","Virginia","51","510","Rockingham County","165","1650","Rockingham County, Virginia",51721,1233
"G5101670","2008-2012","Virginia","51","510","Russell County","167","1670","Russell County, Virginia",32637,2029
"G5101690","2008-2012","Virginia","51","510","Scott County","169","1690","Scott County, Virginia",37544,2137
"G5101710","2008-2012","Virginia","51","510","Shenandoah County","171","1710","Shenandoah County, Virginia",49953,2126
"G5101730","2008-2012","Virginia","51","510","Smyth County","173","1730","Smyth County, Virginia",34394,2674
"G5101750","2008-2012","Virginia","51","510","Southampton County","175","1750","Southampton County, Virginia",46703,3966
"G5101770","2008-2012","Virginia","51","510","Spotsylvania County","177","1770","Spotsylvania County, Virginia",79402,1946
"G5101790","2008-2012","Virginia","51","510","Stafford County","179","1790","Stafford County, Virginia",96355,2747
"G5101810","2008-2012","Virginia","51","510","Surry County","181","1810","Surry County, Virginia",52955,11540
"G5101830","2008-2012","Virginia","51","510","Sussex County","183","1830","Sussex County, Virginia",39603,3233
"G5101850","2008-2012","Virginia","51","510","Tazewell County","185","1850","Tazewell County, Virginia",36080,2130
"G5101870","2008-2012","Virginia","51","510","Warren County","187","1870","Warren County, Virginia",61693,3505
"G5101910","2008-2012","Virginia","51","510","Washington County","191","1910","Washington County, Virginia",42844,2119
"G5101930","2008-2012","Virginia","51","510","Westmoreland County","193","1930","Westmoreland County, Virginia",48672,3396
"G5101950","2008-2012","Virginia","51","510","Wise County","195","1950","Wise County, Virginia",35120,1709
"G5101970","2008-2012","Virginia","51","510","Wythe County","197","1970","Wythe County, Virginia",40564,3258
"G5101990","2008-2012","Virginia","51","510","York County","199","1990","York County, Virginia",82454,3220
"G5105100","2008-2012","Virginia","51","510","Alexandria city","510","5100","Alexandria city, Virginia",83996,3031
"G5105150","2008-2012","Virginia","51","510","Bedford city","515","5150","Bedford city, Virginia",35863,6672
"G5105200","2008-2012","Virginia","51","510","Bristol city","520","5200","Bristol city, Virginia",30636,2558
"G5105300","2008-2012","Virginia","51","510","Buena Vista city","530","5300","Buena Vista city, Virginia",35921,5514
"G5105400","2008-2012","Virginia","51","510","Charlottesville city","540","5400","Charlottesville city, Virginia",44535,2325
"G5105500","2008-2012","Virginia","51","510","Chesapeake city","550","5500","Chesapeake city, Virginia",70244,1613
"G5105700","2008-2012","Virginia","51","510","Colonial Heights city","570","5700","Colonial Heights city, Virginia",51612,4012
"G5105800","2008-2012","Virginia","51","510","Covington city","580","5800","Covington city, Virginia",36067,4113
"G5105900","2008-2012","Virginia","51","510","Danville city","590","5900","Danville city, Virginia",30505,1733
"G5105950","2008-2012","Virginia","51","510","Emporia city","595","5950","Emporia city, Virginia",29093,4734
"G5106000","2008-2012","Virginia","51","510","Fairfax city","600","6000","Fairfax city, Virginia",98563,9325
"G5106100","2008-2012","Virginia","51","510","Falls Church city","610","6100","Falls Church city, Virginia",122844,9445
"G5106200","2008-2012","Virginia","51","510","Franklin city","620","6200","Franklin city, Virginia",33447,4742
"G5106300","2008-2012","Virginia","51","510","Fredericksburg city","630","6300","Fredericksburg city, Virginia",45951,3086
"G5106400","2008-2012","Virginia","51","510","Galax city","640","6400","Galax city, Virginia",24059,5060
"G5106500","2008-2012","Virginia","51","510","Hampton city","650","6500","Hampton city, Virginia",51584,1226
"G5106600","2008-2012","Virginia","51","510","Harrisonburg city","660","6600","Harrisonburg city, Virginia",36853,3049
"G5106700","2008-2012","Virginia","51","510","Hopewell city","670","6700","Hopewell city, Virginia",37029,2506
"G5106780","2008-2012","Virginia","51","510","Lexington city","678","6780","Lexington city, Virginia",36511,11708
"G5106800","2008-2012","Virginia","51","510","Lynchburg city","680","6800","Lynchburg city, Virginia",37774,1893
"G5106830","2008-2012","Virginia","51","510","Manassas city","683","6830","Manassas city, Virginia",70634,2643
"G5106850","2008-2012","Virginia","51","510","Manassas Park city","685","6850","Manassas Park city, Virginia",71810,6899
"G5106900","2008-2012","Virginia","51","510","Martinsville city","690","6900","Martinsville city, Virginia",28840,4352
"G5107000","2008-2012","Virginia","51","510","Newport News city","700","7000","Newport News city, Virginia",50744,1171
"G5107100","2008-2012","Virginia","51","510","Norfolk city","710","7100","Norfolk city, Virginia",44164,721
"G5107200","2008-2012","Virginia","51","510","Norton city","720","7200","Norton city, Virginia",38983,11026
"G5107300","2008-2012","Virginia","51","510","Petersburg city","730","7300","Petersburg city, Virginia",35126,2334
"G5107350","2008-2012","Virginia","51","510","Poquoson city","735","7350","Poquoson city, Virginia",85033,7865
"G5107400","2008-2012","Virginia","51","510","Portsmouth city","740","7400","Portsmouth city, Virginia",46269,1409
"G5107500","2008-2012","Virginia","51","510","Radford city","750","7500","Radford city, Virginia",29757,4525
"G5107600","2008-2012","Virginia","51","510","Richmond city","760","7600","Richmond city, Virginia",39445,967
"G5107700","2008-2012","Virginia","51","510","Roanoke city","770","7700","Roanoke city, Virginia",38265,1413
"G5107750","2008-2012","Virginia","51","510","Salem city","775","7750","Salem city, Virginia",47776,2570
"G5107900","2008-2012","Virginia","51","510","Staunton city","790","7900","Staunton city, Virginia",42918,2978
"G5108000","2008-2012","Virginia","51","510","Suffolk city","800","8000","Suffolk city, Virginia",66479,2445
"G5108100","2008-2012","Virginia","51","510","Virginia Beach city","810","8100","Virginia Beach city, Virginia",65980,1136
"G5108200","2008-2012","Virginia","51","510","Waynesboro city","820","8200","Waynesboro city, Virginia",43884,2441
"G5108300","2008-2012","Virginia","51","510","Williamsburg city","830","8300","Williamsburg city, Virginia",50865,4811
"G5108400","2008-2012","Virginia","51","510","Winchester city","840","8400","Winchester city, Virginia",45959,3343
"G5300010","2008-2012","Washington","53","530","Adams County","001","0010","Adams County, Washington",41798,3132
"G5300030","2008-2012","Washington","53","530","Asotin County","003","0030","Asotin County, Washington",42305,2394
"G5300050","2008-2012","Washington","53","530","Benton County","005","0050","Benton County, Washington",60300,1522
"G5300070","2008-2012","Washington","53","530","Chelan County","007","0070","Chelan County, Washington",50582,1882
"G5300090","2008-2012","Washington","53","530","Clallam County","009","0090","Clallam County, Washington",46431,1871
"G5300110","2008-2012","Washington","53","530","Clark County","011","0110","Clark County, Washington",58764,886
"G5300130","2008-2012","Washington","53","530","Columbia County","013","0130","Columbia County, Washington",45417,5358
"G5300150","2008-2012","Washington","53","530","Cowlitz County","015","0150","Cowlitz County, Washington",46568,1440
"G5300170","2008-2012","Washington","53","530","Douglas County","017","0170","Douglas County, Washington",52285,1718
"G5300190","2008-2012","Washington","53","530","Ferry County","019","0190","Ferry County, Washington",35742,2815
"G5300210","2008-2012","Washington","53","530","Franklin County","021","0210","Franklin County, Washington",51770,2377
"G5300230","2008-2012","Washington","53","530","Garfield County","023","0230","Garfield County, Washington",51325,4653
"G5300250","2008-2012","Washington","53","530","Grant County","025","0250","Grant County, Washington",45531,1967
"G5300270","2008-2012","Washington","53","530","Grays Harbor County","027","0270","Grays Harbor County, Washington",42440,1439
"G5300290","2008-2012","Washington","53","530","Island County","029","0290","Island County, Washington",59500,1549
"G5300310","2008-2012","Washington","53","530","Jefferson County","031","0310","Jefferson County, Washington",46870,2842
"G5300330","2008-2012","Washington","53","530","King County","033","0330","King County, Washington",71175,569
"G5300350","2008-2012","Washington","53","530","Kitsap County","035","0350","Kitsap County, Washington",61776,1153
"G5300370","2008-2012","Washington","53","530","Kittitas County","037","0370","Kittitas County, Washington",41739,2519
"G5300390","2008-2012","Washington","53","530","Klickitat County","039","0390","Klickitat County, Washington",40171,2501
"G5300410","2008-2012","Washington","53","530","Lewis County","041","0410","Lewis County, Washington",43490,1324
"G5300430","2008-2012","Washington","53","530","Lincoln County","043","0430","Lincoln County, Washington",45563,2857
"G5300450","2008-2012","Washington","53","530","Mason County","045","0450","Mason County, Washington",48878,2812
"G5300470","2008-2012","Washington","53","530","Okanogan County","047","0470","Okanogan County, Washington",40924,2334
"G5300490","2008-2012","Washington","53","530","Pacific County","049","0490","Pacific County, Washington",40873,2118
"G5300510","2008-2012","Washington","53","530","Pend Oreille County","051","0510","Pend Oreille County, Washington",37582,4560
"G5300530","2008-2012","Washington","53","530","Pierce County","053","0530","Pierce County, Washington",59105,697
"G5300550","2008-2012","Washington","53","530","San Juan County","055","0550","San Juan County, Washington",52712,2509
"G5300570","2008-2012","Washington","53","530","Skagit County","057","0570","Skagit County, Washington",56457,1420
"G5300590","2008-2012","Washington","53","530","Skamania County","059","0590","Skamania County, Washington",55319,4322
"G5300610","2008-2012","Washington","53","530","Snohomish County","061","0610","Snohomish County, Washington",68338,810
"G5300630","2008-2012","Washington","53","530","Spokane County","063","0630","Spokane County, Washington",49615,714
"G5300650","2008-2012","Washington","53","530","Stevens County","065","0650","Stevens County, Washington",42746,2415
"G5300670","2008-2012","Washington","53","530","Thurston County","067","0670","Thurston County, Washington",63224,935
"G5300690","2008-2012","Washington","53","530","Wahkiakum County","069","0690","Wahkiakum County, Washington",45335,5199
"G5300710","2008-2012","Washington","53","530","Walla Walla County","071","0710","Walla Walla County, Washington",47166,1869
"G5300730","2008-2012","Washington","53","530","Whatcom County","073","0730","Whatcom County, Washington",51639,1554
"G5300750","2008-2012","Washington","53","530","Whitman County","075","0750","Whitman County, Washington",34169,2004
"G5300770","2008-2012","Washington","53","530","Yakima County","077","0770","Yakima County, Washington",44256,1022
"G5400010","2008-2012","West Virginia","54","540","Barbour County","001","0010","Barbour County, West Virginia",36087,2008
"G5400030","2008-2012","West Virginia","54","540","Berkeley County","003","0030","Berkeley County, West Virginia",53332,1795
"G5400050","2008-2012","West Virginia","54","540","Boone County","005","0050","Boone County, West Virginia",42819,3582
"G5400070","2008-2012","West Virginia","54","540","Braxton County","007","0070","Braxton County, West Virginia",31623,2956
"G5400090","2008-2012","West Virginia","54","540","Brooke County","009","0090","Brooke County, West Virginia",42307,2327
"G5400110","2008-2012","West Virginia","54","540","Cabell County","011","0110","Cabell County, West Virginia",37238,1518
"G5400130","2008-2012","West Virginia","54","540","Calhoun County","013","0130","Calhoun County, West Virginia",29282,3722
"G5400150","2008-2012","West Virginia","54","540","Clay County","015","0150","Clay County, West Virginia",33165,5561
"G5400170","2008-2012","West Virginia","54","540","Doddridge County","017","0170","Doddridge County, West Virginia",31261,3847
"G5400190","2008-2012","West Virginia","54","540","Fayette County","019","0190","Fayette County, West Virginia",34891,2496
"G5400210","2008-2012","West Virginia","54","540","Gilmer County","021","0210","Gilmer County, West Virginia",35524,6023
"G5400230","2008-2012","West Virginia","54","540","Grant County","023","0230","Grant County, West Virginia",40250,3162
"G5400250","2008-2012","West Virginia","54","540","Greenbrier County","025","0250","Greenbrier County, West Virginia",36539,2202
"G5400270","2008-2012","West Virginia","54","540","Hampshire County","027","0270","Hampshire County, West Virginia",28573,2327
"G5400290","2008-2012","West Virginia","54","540","Hancock County","029","0290","Hancock County, West Virginia",37465,2989
"G5400310","2008-2012","West Virginia","54","540","Hardy County","031","0310","Hardy County, West Virginia",34184,3642
"G5400330","2008-2012","West Virginia","54","540","Harrison County","033","0330","Harrison County, West Virginia",41799,1595
"G5400350","2008-2012","West Virginia","54","540","Jackson County","035","0350","Jackson County, West Virginia",41087,3260
"G5400370","2008-2012","West Virginia","54","540","Jefferson County","037","0370","Jefferson County, West Virginia",64314,2309
"G5400390","2008-2012","West Virginia","54","540","Kanawha County","039","0390","Kanawha County, West Virginia",45642,1011
"G5400410","2008-2012","West Virginia","54","540","Lewis County","041","0410","Lewis County, West Virginia",35179,2832
"G5400430","2008-2012","West Virginia","54","540","Lincoln County","043","0430","Lincoln County, West Virginia",34066,3277
"G5400450","2008-2012","West Virginia","54","540","Logan County","045","0450","Logan County, West Virginia",36698,2377
"G5400470","2008-2012","West Virginia","54","540","McDowell County","047","0470","McDowell County, West Virginia",22972,1747
"G5400490","2008-2012","West Virginia","54","540","Marion County","049","0490","Marion County, West Virginia",40827,1409
"G5400510","2008-2012","West Virginia","54","540","Marshall County","051","0510","Marshall County, West Virginia",40288,2468
"G5400530","2008-2012","West Virginia","54","540","Mason County","053","0530","Mason County, West Virginia",37877,2862
"G5400550","2008-2012","West Virginia","54","540","Mercer County","055","0550","Mercer County, West Virginia",34517,1696
"G5400570","2008-2012","West Virginia","54","540","Mineral County","057","0570","Mineral County, West Virginia",32968,2538
"G5400590","2008-2012","West Virginia","54","540","Mingo County","059","0590","Mingo County, West Virginia",34518,3630
"G5400610","2008-2012","West Virginia","54","540","Monongalia County","061","0610","Monongalia County, West Virginia",41326,1416
"G5400630","2008-2012","West Virginia","54","540","Monroe County","063","0630","Monroe County, West Virginia",39877,3547
"G5400650","2008-2012","West Virginia","54","540","Morgan County","065","0650","Morgan County, West Virginia",35350,3569
"G5400670","2008-2012","West Virginia","54","540","Nicholas County","067","0670","Nicholas County, West Virginia",38780,3879
"G5400690","2008-2012","West Virginia","54","540","Ohio County","069","0690","Ohio County, West Virginia",40652,1906
"G5400710","2008-2012","West Virginia","54","540","Pendleton County","071","0710","Pendleton County, West Virginia",34087,4893
"G5400730","2008-2012","West Virginia","54","540","Pleasants County","073","0730","Pleasants County, West Virginia",42300,5523
"G5400750","2008-2012","West Virginia","54","540","Pocahontas County","075","0750","Pocahontas County, West Virginia",32381,2634
"G5400770","2008-2012","West Virginia","54","540","Preston County","077","0770","Preston County, West Virginia",45538,2109
"G5400790","2008-2012","West Virginia","54","540","Putnam County","079","0790","Putnam County, West Virginia",56081,2202
"G5400810","2008-2012","West Virginia","54","540","Raleigh County","081","0810","Raleigh County, West Virginia",39325,2470
"G5400830","2008-2012","West Virginia","54","540","Randolph County","083","0830","Randolph County, West Virginia",37350,2255
"G5400850","2008-2012","West Virginia","54","540","Ritchie County","085","0850","Ritchie County, West Virginia",35634,2805
"G5400870","2008-2012","West Virginia","54","540","Roane County","087","0870","Roane County, West Virginia",27174,1442
"G5400890","2008-2012","West Virginia","54","540","Summers County","089","0890","Summers County, West Virginia",33066,2294
"G5400910","2008-2012","West Virginia","54","540","Taylor County","091","0910","Taylor County, West Virginia",40720,2876
"G5400930","2008-2012","West Virginia","54","540","Tucker County","093","0930","Tucker County, West Virginia",36445,3271
"G5400950","2008-2012","West Virginia","54","540","Tyler County","095","0950","Tyler County, West Virginia",37919,2159
"G5400970","2008-2012","West Virginia","54","540","Upshur County","097","0970","Upshur County, West Virginia",41214,2406
"G5400990","2008-2012","West Virginia","54","540","Wayne County","099","0990","Wayne County, West Virginia",36575,2294
"G5401010","2008-2012","West Virginia","54","540","Webster County","101","1010","Webster County, West Virginia",25634,3035
"G5401030","2008-2012","West Virginia","54","540","Wetzel County","103","1030","Wetzel County, West Virginia",37897,2737
"G5401050","2008-2012","West Virginia","54","540","Wirt County","105","1050","Wirt County, West Virginia",36602,9375
"G5401070","2008-2012","West Virginia","54","540","Wood County","107","1070","Wood County, West Virginia",42734,1407
"G5401090","2008-2012","West Virginia","54","540","Wyoming County","109","1090","Wyoming County, West Virginia",36010,3658
"G5500010","2008-2012","Wisconsin","55","550","Adams County","001","0010","Adams County, Wisconsin",42781,1503
"G5500030","2008-2012","Wisconsin","55","550","Ashland County","003","0030","Ashland County, Wisconsin",39157,1476
"G5500050","2008-2012","Wisconsin","55","550","Barron County","005","0050","Barron County, Wisconsin",44149,1442
"G5500070","2008-2012","Wisconsin","55","550","Bayfield County","007","0070","Bayfield County, Wisconsin",44626,1841
"G5500090","2008-2012","Wisconsin","55","550","Brown County","009","0090","Brown County, Wisconsin",53419,899
"G5500110","2008-2012","Wisconsin","55","550","Buffalo County","011","0110","Buffalo County, Wisconsin",47119,2114
"G5500130","2008-2012","Wisconsin","55","550","Burnett County","013","0130","Burnett County, Wisconsin",39382,1815
"G5500150","2008-2012","Wisconsin","55","550","Calumet County","015","0150","Calumet County, Wisconsin",64982,2333
"G5500170","2008-2012","Wisconsin","55","550","Chippewa County","017","0170","Chippewa County, Wisconsin",50327,1631
"G5500190","2008-2012","Wisconsin","55","550","Clark County","019","0190","Clark County, Wisconsin",43147,1108
"G5500210","2008-2012","Wisconsin","55","550","Columbia County","021","0210","Columbia County, Wisconsin",57869,1705
"G5500230","2008-2012","Wisconsin","55","550","Crawford County","023","0230","Crawford County, Wisconsin",41743,1518
"G5500250","2008-2012","Wisconsin","55","550","Dane County","025","0250","Dane County, Wisconsin",61790,837
"G5500270","2008-2012","Wisconsin","55","550","Dodge County","027","0270","Dodge County, Wisconsin",53782,970
"G5500290","2008-2012","Wisconsin","55","550","Door County","029","0290","Door County, Wisconsin",48707,1995
"G5500310","2008-2012","Wisconsin","55","550","Douglas County","031","0310","Douglas County, Wisconsin",45370,1414
"G5500330","2008-2012","Wisconsin","55","550","Dunn County","033","0330","Dunn County, Wisconsin",47847,2200
"G5500350","2008-2012","Wisconsin","55","550","Eau Claire County","035","0350","Eau Claire County, Wisconsin",47821,1661
"G5500370","2008-2012","Wisconsin","55","550","Florence County","037","0370","Florence County, Wisconsin",44652,2687
"G5500390","2008-2012","Wisconsin","55","550","Fond du Lac County","039","0390","Fond du Lac County, Wisconsin",53399,1157
"G5500410","2008-2012","Wisconsin","55","550","Forest County","041","0410","Forest County, Wisconsin",40215,1832
"G5500430","2008-2012","Wisconsin","55","550","Grant County","043","0430","Grant County, Wisconsin",46138,1506
"G5500450","2008-2012","Wisconsin","55","550","Green County","045","0450","Green County, Wisconsin",55380,1849
"G5500470","2008-2012","Wisconsin","55","550","Green Lake County","047","0470","Green Lake County, Wisconsin",48772,1890
"G5500490","2008-2012","Wisconsin","55","550","Iowa County","049","0490","Iowa County, Wisconsin",55900,1807
"G5500510","2008-2012","Wisconsin","55","550","Iron County","051","0510","Iron County, Wisconsin",37112,2421
"G5500530","2008-2012","Wisconsin","55","550","Jackson County","053","0530","Jackson County, Wisconsin",43098,1779
"G5500550","2008-2012","Wisconsin","55","550","Jefferson County","055","0550","Jefferson County, Wisconsin",54705,1593
"G5500570","2008-2012","Wisconsin","55","550","Juneau County","057","0570","Juneau County, Wisconsin",45461,1800
"G5500590","2008-2012","Wisconsin","55","550","Kenosha County","059","0590","Kenosha County, Wisconsin",55117,1339
"G5500610","2008-2012","Wisconsin","55","550","Kewaunee County","061","0610","Kewaunee County, Wisconsin",55611,2254
"G5500630","2008-2012","Wisconsin","55","550","La Crosse County","063","0630","La Crosse County, Wisconsin",50771,1231
"G5500650","2008-2012","Wisconsin","55","550","Lafayette County","065","0650","Lafayette County, Wisconsin",49263,1723
"G5500670","2008-2012","Wisconsin","55","550","Langlade County","067","0670","Langlade County, Wisconsin",42958,1550
"G5500690","2008-2012","Wisconsin","55","550","Lincoln County","069","0690","Lincoln County, Wisconsin",48293,2095
"G5500710","2008-2012","Wisconsin","55","550","Manitowoc County","071","0710","Manitowoc County, Wisconsin",50091,1251
"G5500730","2008-2012","Wisconsin","55","550","Marathon County","073","0730","Marathon County, Wisconsin",53762,1105
"G5500750","2008-2012","Wisconsin","55","550","Marinette County","075","0750","Marinette County, Wisconsin",41533,1610
"G5500770","2008-2012","Wisconsin","55","550","Marquette County","077","0770","Marquette County, Wisconsin",44879,1616
"G5500780","2008-2012","Wisconsin","55","550","Menominee County","078","0780","Menominee County, Wisconsin",37644,4752
"G5500790","2008-2012","Wisconsin","55","550","Milwaukee County","079","0790","Milwaukee County, Wisconsin",43599,392
"G5500810","2008-2012","Wisconsin","55","550","Monroe County","081","0810","Monroe County, Wisconsin",48768,1433
"G5500830","2008-2012","Wisconsin","55","550","Oconto County","083","0830","Oconto County, Wisconsin",50763,1836
"G5500850","2008-2012","Wisconsin","55","550","Oneida County","085","0850","Oneida County, Wisconsin",44181,2025
"G5500870","2008-2012","Wisconsin","55","550","Outagamie County","087","0870","Outagamie County, Wisconsin",57584,1172
"G5500890","2008-2012","Wisconsin","55","550","Ozaukee County","089","0890","Ozaukee County, Wisconsin",75854,1854
"G5500910","2008-2012","Wisconsin","55","550","Pepin County","091","0910","Pepin County, Wisconsin",49544,2208
"G5500930","2008-2012","Wisconsin","55","550","Pierce County","093","0930","Pierce County, Wisconsin",61153,2675
"G5500950","2008-2012","Wisconsin","55","550","Polk County","095","0950","Polk County, Wisconsin",49595,1194
"G5500970","2008-2012","Wisconsin","55","550","Portage County","097","0970","Portage County, Wisconsin",51422,1819
"G5500990","2008-2012","Wisconsin","55","550","Price County","099","0990","Price County, Wisconsin",42206,1898
"G5501010","2008-2012","Wisconsin","55","550","Racine County","101","1010","Racine County, Wisconsin",54900,1169
