GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B79AA2000
"G1700330","2000","Illinois","17","170","Crawford County","033","0330","Crawford County",32531
"G1700350","2000","Illinois","17","170","Cumberland County","035","0350","Cumberland County",36149
"G1700370","2000","Illinois","17","170","DeKalb County","037","0370","DeKalb County",45828
"G1700390","2000","Illinois","17","170","De Witt County","039","0390","De Witt County",41256
"G1700410","2000","Illinois","17","170","Douglas County","041","0410","Douglas County",39439
"G1700430","2000","Illinois","17","170","DuPage County","043","0430","DuPage County",67887
"G1700450","2000","Illinois","17","170","Edgar County","045","0450","Edgar County",35203
"G1700470","2000","Illinois","17","170","Edwards County","047","0470","Edwards County",31816
"G1700490","2000","Illinois","17","170","Effingham County","049","0490","Effingham County",39379
"G1700510","2000","Illinois","17","170","Fayette County","051","0510","Fayette County",31873
"G1700530","2000","Illinois","17","170","Ford County","053","0530","Ford County",38073
"G1700550","2000","Illinois","17","170","Franklin County","055","0550","Franklin County",28411
"G1700570","2000","Illinois","17","170","Fulton County","057","0570","Fulton County",33952
"G1700590","2000","Illinois","17","170","Gallatin County","059","0590","Gallatin County",26118
"G1700610","2000","Illinois","17","170","Greene County","061","0610","Greene County",31754
"G1700630","2000","Illinois","17","170","Grundy County","063","0630","Grundy County",51719
"G1700650","2000","Illinois","17","170","Hamilton County","065","0650","Hamilton County",30496
"G1700670","2000","Illinois","17","170","Hancock County","067","0670","Hancock County",36654
"G1700690","2000","Illinois","17","170","Hardin County","069","0690","Hardin County",27693
"G1700710","2000","Illinois","17","170","Henderson County","071","0710","Henderson County",36405
"G1700730","2000","Illinois","17","170","Henry County","073","0730","Henry County",39854
"G1700750","2000","Illinois","17","170","Iroquois County","075","0750","Iroquois County",38071
"G1700770","2000","Illinois","17","170","Jackson County","077","0770","Jackson County",24946
"G1700790","2000","Illinois","17","170","Jasper County","079","0790","Jasper County",34721
"G1700810","2000","Illinois","17","170","Jefferson County","081","0810","Jefferson County",33555
"G1700830","2000","Illinois","17","170","Jersey County","083","0830","Jersey County",42065
"G1700850","2000","Illinois","17","170","Jo Daviess County","085","0850","Jo Daviess County",40411
"G1700870","2000","Illinois","17","170","Johnson County","087","0870","Johnson County",33326
"G1700890","2000","Illinois","17","170","Kane County","089","0890","Kane County",59351
"G1700910","2000","Illinois","17","170","Kankakee County","091","0910","Kankakee County",41532
"G1700930","2000","Illinois","17","170","Kendall County","093","0930","Kendall County",64625
"G1700950","2000","Illinois","17","170","Knox County","095","0950","Knox County",35407
"G1700970","2000","Illinois","17","170","Lake County","097","0970","Lake County",66973
"G1700990","2000","Illinois","17","170","LaSalle County","099","0990","La Salle County",40308
"G1701010","2000","Illinois","17","170","Lawrence County","101","1010","Lawrence County",30361
"G1701030","2000","Illinois","17","170","Lee County","103","1030","Lee County",40967
"G1701050","2000","Illinois","17","170","Livingston County","105","1050","Livingston County",41342
"G1701070","2000","Illinois","17","170","Logan County","107","1070","Logan County",39389
"G1701090","2000","Illinois","17","170","McDonough County","109","1090","McDonough County",32141
"G1701110","2000","Illinois","17","170","McHenry County","111","1110","McHenry County",64826
"G1701130","2000","Illinois","17","170","McLean County","113","1130","McLean County",47021
"G1701150","2000","Illinois","17","170","Macon County","115","1150","Macon County",37859
"G1701170","2000","Illinois","17","170","Macoupin County","117","1170","Macoupin County",36190
"G1701190","2000","Illinois","17","170","Madison County","119","1190","Madison County",41541
"G1701210","2000","Illinois","17","170","Marion County","121","1210","Marion County",35227
"G1701230","2000","Illinois","17","170","Marshall County","123","1230","Marshall County",41576
"G1701250","2000","Illinois","17","170","Mason County","125","1250","Mason County",35985
"G1701270","2000","Illinois","17","170","Massac County","127","1270","Massac County",31498
"G1701290","2000","Illinois","17","170","Menard County","129","1290","Menard County",46596
"G1701310","2000","Illinois","17","170","Mercer County","131","1310","Mercer County",40893
"G1701330","2000","Illinois","17","170","Monroe County","133","1330","Monroe County",55320
"G1701350","2000","Illinois","17","170","Montgomery County","135","1350","Montgomery County",33123
"G1701370","2000","Illinois","17","170","Morgan County","137","1370","Morgan County",36933
"G1701390","2000","Illinois","17","170","Moultrie County","139","1390","Moultrie County",40084
"G1701410","2000","Illinois","17","170","Ogle County","141","1410","Ogle County",45448
"G1701430","2000","Illinois","17","170","Peoria County","143","1430","Peoria County",39978
"G1701450","2000","Illinois","17","170","Perry County","145","1450","Perry County",33281
"G1701470","2000","Illinois","17","170","Piatt County","147","1470","Piatt County",45752
"G1701490","2000","Illinois","17","170","Pike County","149","1490","Pike County",31127
"G1701510","2000","Illinois","17","170","Pope County","151","1510","Pope County",30048
"G1701530","2000","Illinois","17","170","Pulaski County","153","1530","Pulaski County",25361
"G1701550","2000","Illinois","17","170","Putnam County","155","1550","Putnam County",45492
"G1701570","2000","Illinois","17","170","Randolph County","157","1570","Randolph County",37013
"G1701590","2000","Illinois","17","170","Richland County","159","1590","Richland County",31185
"G1701610","2000","Illinois","17","170","Rock Island County","161","1610","Rock Island County",38608
"G1701630","2000","Illinois","17","170","St. Clair County","163","1630","St. Clair County",39148
"G1701650","2000","Illinois","17","170","Saline County","165","1650","Saline County",28768
"G1701670","2000","Illinois","17","170","Sangamon County","167","1670","Sangamon County",42957
"G1701690","2000","Illinois","17","170","Schuyler County","169","1690","Schuyler County",35233
"G1701710","2000","Illinois","17","170","Scott County","171","1710","Scott County",36566
"G1701730","2000","Illinois","17","170","Shelby County","173","1730","Shelby County",37313
"G1701750","2000","Illinois","17","170","Stark County","175","1750","Stark County",35826
"G1701770","2000","Illinois","17","170","Stephenson County","177","1770","Stephenson County",40366
"G1701790","2000","Illinois","17","170","Tazewell County","179","1790","Tazewell County",45250
"G1701810","2000","Illinois","17","170","Union County","181","1810","Union County",30994
"G1701830","2000","Illinois","17","170","Vermilion County","183","1830","Vermilion County",34071
"G1701850","2000","Illinois","17","170","Wabash County","185","1850","Wabash County",34473
"G1701870","2000","Illinois","17","170","Warren County","187","1870","Warren County",36224
"G1701890","2000","Illinois","17","170","Washington County","189","1890","Washington County",40932
"G1701910","2000","Illinois","17","170","Wayne County","191","1910","Wayne County",30481
"G1701930","2000","Illinois","17","170","White County","193","1930","White County",29601
"G1701950","2000","Illinois","17","170","Whiteside County","195","1950","Whiteside County",40354
"G1701970","2000","Illinois","17","170","Will County","197","1970","Will County",62238
"G1701990","2000","Illinois","17","170","Williamson County","199","1990","Williamson County",31991
"G1702010","2000","Illinois","17","170","Winnebago County","201","2010","Winnebago County",43886
"G1702030","2000","Illinois","17","170","Woodford County","203","2030","Woodford County",51394
"G1800010","2000","Indiana","18","180","Adams County","001","0010","Adams County",40625
"G1800030","2000","Indiana","18","180","Allen County","003","0030","Allen County",42671
"G1800050","2000","Indiana","18","180","Bartholomew County","005","0050","Bartholomew County",44184
"G1800070","2000","Indiana","18","180","Benton County","007","0070","Benton County",39813
"G1800090","2000","Indiana","18","180","Blackford County","009","0090","Blackford County",34760
"G1800110","2000","Indiana","18","180","Boone County","011","0110","Boone County",49632
"G1800130","2000","Indiana","18","180","Brown County","013","0130","Brown County",43708
"G1800150","2000","Indiana","18","180","Carroll County","015","0150","Carroll County",42677
"G1800170","2000","Indiana","18","180","Cass County","017","0170","Cass County",39193
"G1800190","2000","Indiana","18","180","Clark County","019","0190","Clark County",40111
"G1800210","2000","Indiana","18","180","Clay County","021","0210","Clay County",36865
"G1800230","2000","Indiana","18","180","Clinton County","023","0230","Clinton County",40759
"G1800250","2000","Indiana","18","180","Crawford County","025","0250","Crawford County",32646
"G1800270","2000","Indiana","18","180","Daviess County","027","0270","Daviess County",34064
"G1800290","2000","Indiana","18","180","Dearborn County","029","0290","Dearborn County",48899
"G1800310","2000","Indiana","18","180","Decatur County","031","0310","Decatur County",40401
"G1800330","2000","Indiana","18","180","DeKalb County","033","0330","DeKalb County",44909
"G1800350","2000","Indiana","18","180","Delaware County","035","0350","Delaware County",34659
"G1800370","2000","Indiana","18","180","Dubois County","037","0370","Dubois County",44169
"G1800390","2000","Indiana","18","180","Elkhart County","039","0390","Elkhart County",44478
"G1800410","2000","Indiana","18","180","Fayette County","041","0410","Fayette County",38840
"G1800430","2000","Indiana","18","180","Floyd County","043","0430","Floyd County",44022
"G1800450","2000","Indiana","18","180","Fountain County","045","0450","Fountain County",38119
"G1800470","2000","Indiana","18","180","Franklin County","047","0470","Franklin County",43530
"G1800490","2000","Indiana","18","180","Fulton County","049","0490","Fulton County",38290
"G1800510","2000","Indiana","18","180","Gibson County","051","0510","Gibson County",37515
"G1800530","2000","Indiana","18","180","Grant County","053","0530","Grant County",36162
"G1800550","2000","Indiana","18","180","Greene County","055","0550","Greene County",33998
"G1800570","2000","Indiana","18","180","Hamilton County","057","0570","Hamilton County",71026
"G1800590","2000","Indiana","18","180","Hancock County","059","0590","Hancock County",56416
"G1800610","2000","Indiana","18","180","Harrison County","061","0610","Harrison County",43423
"G1800630","2000","Indiana","18","180","Hendricks County","063","0630","Hendricks County",55208
"G1800650","2000","Indiana","18","180","Henry County","065","0650","Henry County",38150
"G1800670","2000","Indiana","18","180","Howard County","067","0670","Howard County",43487
"G1800690","2000","Indiana","18","180","Huntington County","069","0690","Huntington County",41620
"G1800710","2000","Indiana","18","180","Jackson County","071","0710","Jackson County",39401
"G1800730","2000","Indiana","18","180","Jasper County","073","0730","Jasper County",43369
"G1800750","2000","Indiana","18","180","Jay County","075","0750","Jay County",35700
"G1800770","2000","Indiana","18","180","Jefferson County","077","0770","Jefferson County",38189
"G1800790","2000","Indiana","18","180","Jennings County","079","0790","Jennings County",39402
"G1800810","2000","Indiana","18","180","Johnson County","081","0810","Johnson County",52693
"G1800830","2000","Indiana","18","180","Knox County","083","0830","Knox County",31362
"G1800850","2000","Indiana","18","180","Kosciusko County","085","0850","Kosciusko County",43939
"G1800870","2000","Indiana","18","180","LaGrange County","087","0870","LaGrange County",42848
"G1800890","2000","Indiana","18","180","Lake County","089","0890","Lake County",41829
"G1800910","2000","Indiana","18","180","LaPorte County","091","0910","LaPorte County",41430
"G1800930","2000","Indiana","18","180","Lawrence County","093","0930","Lawrence County",36280
"G1800950","2000","Indiana","18","180","Madison County","095","0950","Madison County",38925
"G1800970","2000","Indiana","18","180","Marion County","097","0970","Marion County",40421
"G1800990","2000","Indiana","18","180","Marshall County","099","0990","Marshall County",42581
"G1801010","2000","Indiana","18","180","Martin County","101","1010","Martin County",36411
"G1801030","2000","Indiana","18","180","Miami County","103","1030","Miami County",39184
"G1801050","2000","Indiana","18","180","Monroe County","105","1050","Monroe County",33311
"G1801070","2000","Indiana","18","180","Montgomery County","107","1070","Montgomery County",41297
"G1801090","2000","Indiana","18","180","Morgan County","109","1090","Morgan County",47739
"G1801110","2000","Indiana","18","180","Newton County","111","1110","Newton County",40944
"G1801130","2000","Indiana","18","180","Noble County","113","1130","Noble County",42700
"G1801150","2000","Indiana","18","180","Ohio County","115","1150","Ohio County",41348
"G1801170","2000","Indiana","18","180","Orange County","117","1170","Orange County",31564
"G1801190","2000","Indiana","18","180","Owen County","119","1190","Owen County",36529
"G1801210","2000","Indiana","18","180","Parke County","121","1210","Parke County",35724
"G1801230","2000","Indiana","18","180","Perry County","123","1230","Perry County",36246
"G1801250","2000","Indiana","18","180","Pike County","125","1250","Pike County",34759
"G1801270","2000","Indiana","18","180","Porter County","127","1270","Porter County",53100
"G1801290","2000","Indiana","18","180","Posey County","129","1290","Posey County",44209
"G1801310","2000","Indiana","18","180","Pulaski County","131","1310","Pulaski County",35422
"G1801330","2000","Indiana","18","180","Putnam County","133","1330","Putnam County",38882
"G1801350","2000","Indiana","18","180","Randolph County","135","1350","Randolph County",34544
"G1801370","2000","Indiana","18","180","Ripley County","137","1370","Ripley County",41426
"G1801390","2000","Indiana","18","180","Rush County","139","1390","Rush County",38152
"G1801410","2000","Indiana","18","180","St. Joseph County","141","1410","St. Joseph County",40420
"G1801430","2000","Indiana","18","180","Scott County","143","1430","Scott County",34656
"G1801450","2000","Indiana","18","180","Shelby County","145","1450","Shelby County",43649
"G1801470","2000","Indiana","18","180","Spencer County","147","1470","Spencer County",42451
"G1801490","2000","Indiana","18","180","Starke County","149","1490","Starke County",37243
"G1801510","2000","Indiana","18","180","Steuben County","151","1510","Steuben County",44089
"G1801530","2000","Indiana","18","180","Sullivan County","153","1530","Sullivan County",32976
"G1801550","2000","Indiana","18","180","Switzerland County","155","1550","Switzerland County",37092
"G1801570","2000","Indiana","18","180","Tippecanoe County","157","1570","Tippecanoe County",38652
"G1801590","2000","Indiana","18","180","Tipton County","159","1590","Tipton County",48546
"G1801610","2000","Indiana","18","180","Union County","161","1610","Union County",36672
"G1801630","2000","Indiana","18","180","Vanderburgh County","163","1630","Vanderburgh County",36823
"G1801650","2000","Indiana","18","180","Vermillion County","165","1650","Vermillion County",34837
"G1801670","2000","Indiana","18","180","Vigo County","167","1670","Vigo County",33184
"G1801690","2000","Indiana","18","180","Wabash County","169","1690","Wabash County",40413
"G1801710","2000","Indiana","18","180","Warren County","171","1710","Warren County",41825
"G1801730","2000","Indiana","18","180","Warrick County","173","1730","Warrick County",48814
"G1801750","2000","Indiana","18","180","Washington County","175","1750","Washington County",36630
"G1801770","2000","Indiana","18","180","Wayne County","177","1770","Wayne County",34885
"G1801790","2000","Indiana","18","180","Wells County","179","1790","Wells County",43934
"G1801810","2000","Indiana","18","180","White County","181","1810","White County",40707
"G1801830","2000","Indiana","18","180","Whitley County","183","1830","Whitley County",45503
"G1900010","2000","Iowa","19","190","Adair County","001","0010","Adair County",35179
"G1900030","2000","Iowa","19","190","Adams County","003","0030","Adams County",30453
"G1900050","2000","Iowa","19","190","Allamakee County","005","0050","Allamakee County",33967
"G1900070","2000","Iowa","19","190","Appanoose County","007","0070","Appanoose County",28612
"G1900090","2000","Iowa","19","190","Audubon County","009","0090","Audubon County",32215
"G1900110","2000","Iowa","19","190","Benton County","011","0110","Benton County",42427
"G1900130","2000","Iowa","19","190","Black Hawk County","013","0130","Black Hawk County",37266
"G1900150","2000","Iowa","19","190","Boone County","015","0150","Boone County",40763
"G1900170","2000","Iowa","19","190","Bremer County","017","0170","Bremer County",40826
"G1900190","2000","Iowa","19","190","Buchanan County","019","0190","Buchanan County",38036
"G1900210","2000","Iowa","19","190","Buena Vista County","021","0210","Buena Vista County",35300
"G1900230","2000","Iowa","19","190","Butler County","023","0230","Butler County",35883
"G1900250","2000","Iowa","19","190","Calhoun County","025","0250","Calhoun County",33286
"G1900270","2000","Iowa","19","190","Carroll County","027","0270","Carroll County",37275
"G1900290","2000","Iowa","19","190","Cass County","029","0290","Cass County",32922
"G1900310","2000","Iowa","19","190","Cedar County","031","0310","Cedar County",42198
"G1900330","2000","Iowa","19","190","Cerro Gordo County","033","0330","Cerro Gordo County",35867
"G1900350","2000","Iowa","19","190","Cherokee County","035","0350","Cherokee County",35142
"G1900370","2000","Iowa","19","190","Chickasaw County","037","0370","Chickasaw County",37649
"G1900390","2000","Iowa","19","190","Clarke County","039","0390","Clarke County",34474
"G1900410","2000","Iowa","19","190","Clay County","041","0410","Clay County",35799
"G1900430","2000","Iowa","19","190","Clayton County","043","0430","Clayton County",34068
"G1900450","2000","Iowa","19","190","Clinton County","045","0450","Clinton County",37423
"G1900470","2000","Iowa","19","190","Crawford County","047","0470","Crawford County",33922
"G1900490","2000","Iowa","19","190","Dallas County","049","0490","Dallas County",48528
"G1900510","2000","Iowa","19","190","Davis County","051","0510","Davis County",32864
"G1900530","2000","Iowa","19","190","Decatur County","053","0530","Decatur County",27343
"G1900550","2000","Iowa","19","190","Delaware County","055","0550","Delaware County",37168
"G1900570","2000","Iowa","19","190","Des Moines County","057","0570","Des Moines County",36790
"G1900590","2000","Iowa","19","190","Dickinson County","059","0590","Dickinson County",39020
"G1900610","2000","Iowa","19","190","Dubuque County","061","0610","Dubuque County",39582
"G1900630","2000","Iowa","19","190","Emmet County","063","0630","Emmet County",33305
"G1900650","2000","Iowa","19","190","Fayette County","065","0650","Fayette County",32453
"G1900670","2000","Iowa","19","190","Floyd County","067","0670","Floyd County",35237
"G1900690","2000","Iowa","19","190","Franklin County","069","0690","Franklin County",36042
"G1900710","2000","Iowa","19","190","Fremont County","071","0710","Fremont County",38345
"G1900730","2000","Iowa","19","190","Greene County","073","0730","Greene County",33883
"G1900750","2000","Iowa","19","190","Grundy County","075","0750","Grundy County",39396
"G1900770","2000","Iowa","19","190","Guthrie County","077","0770","Guthrie County",36495
"G1900790","2000","Iowa","19","190","Hamilton County","079","0790","Hamilton County",38658
"G1900810","2000","Iowa","19","190","Hancock County","081","0810","Hancock County",37703
"G1900830","2000","Iowa","19","190","Hardin County","083","0830","Hardin County",35429
"G1900850","2000","Iowa","19","190","Harrison County","085","0850","Harrison County",38141
"G1900870","2000","Iowa","19","190","Henry County","087","0870","Henry County",39087
"G1900890","2000","Iowa","19","190","Howard County","089","0890","Howard County",34641
"G1900910","2000","Iowa","19","190","Humboldt County","091","0910","Humboldt County",38201
"G1900930","2000","Iowa","19","190","Ida County","093","0930","Ida County",34805
"G1900950","2000","Iowa","19","190","Iowa County","095","0950","Iowa County",41222
"G1900970","2000","Iowa","19","190","Jackson County","097","0970","Jackson County",34529
"G1900990","2000","Iowa","19","190","Jasper County","099","0990","Jasper County",41683
"G1901010","2000","Iowa","19","190","Jefferson County","101","1010","Jefferson County",33851
"G1901030","2000","Iowa","19","190","Johnson County","103","1030","Johnson County",40060
"G1901050","2000","Iowa","19","190","Jones County","105","1050","Jones County",37449
"G1901070","2000","Iowa","19","190","Keokuk County","107","1070","Keokuk County",34025
"G1901090","2000","Iowa","19","190","Kossuth County","109","1090","Kossuth County",34562
"G1901110","2000","Iowa","19","190","Lee County","111","1110","Lee County",36193
"G1901130","2000","Iowa","19","190","Linn County","113","1130","Linn County",46206
"G1901150","2000","Iowa","19","190","Louisa County","115","1150","Louisa County",39086
"G1901170","2000","Iowa","19","190","Lucas County","117","1170","Lucas County",30876
"G1901190","2000","Iowa","19","190","Lyon County","119","1190","Lyon County",36878
"G1901210","2000","Iowa","19","190","Madison County","121","1210","Madison County",41845
"G1901230","2000","Iowa","19","190","Mahaska County","123","1230","Mahaska County",37314
"G1901250","2000","Iowa","19","190","Marion County","125","1250","Marion County",42401
"G1901270","2000","Iowa","19","190","Marshall County","127","1270","Marshall County",38268
"G1901290","2000","Iowa","19","190","Mills County","129","1290","Mills County",42428
"G1901310","2000","Iowa","19","190","Mitchell County","131","1310","Mitchell County",34843
"G1901330","2000","Iowa","19","190","Monona County","133","1330","Monona County",33235
"G1901350","2000","Iowa","19","190","Monroe County","135","1350","Monroe County",34877
"G1901370","2000","Iowa","19","190","Montgomery County","137","1370","Montgomery County",33214
"G1901390","2000","Iowa","19","190","Muscatine County","139","1390","Muscatine County",41803
"G1901410","2000","Iowa","19","190","O'Brien County","141","1410","O'Brien County",35758
"G1901430","2000","Iowa","19","190","Osceola County","143","1430","Osceola County",34274
"G1901450","2000","Iowa","19","190","Page County","145","1450","Page County",35466
"G1901470","2000","Iowa","19","190","Palo Alto County","147","1470","Palo Alto County",32409
"G1901490","2000","Iowa","19","190","Plymouth County","149","1490","Plymouth County",41638
"G1901510","2000","Iowa","19","190","Pocahontas County","151","1510","Pocahontas County",33362
"G1901530","2000","Iowa","19","190","Polk County","153","1530","Polk County",46116
"G1901550","2000","Iowa","19","190","Pottawattamie County","155","1550","Pottawattamie County",40089
"G1901570","2000","Iowa","19","190","Poweshiek County","157","1570","Poweshiek County",37836
"G1901590","2000","Iowa","19","190","Ringgold County","159","1590","Ringgold County",29110
"G1901610","2000","Iowa","19","190","Sac County","161","1610","Sac County",32874
"G1901630","2000","Iowa","19","190","Scott County","163","1630","Scott County",42701
"G1901650","2000","Iowa","19","190","Shelby County","165","1650","Shelby County",37442
"G1901670","2000","Iowa","19","190","Sioux County","167","1670","Sioux County",40536
"G1901690","2000","Iowa","19","190","Story County","169","1690","Story County",40442
"G1901710","2000","Iowa","19","190","Tama County","171","1710","Tama County",37419
"G1901730","2000","Iowa","19","190","Taylor County","173","1730","Taylor County",31297
"G1901750","2000","Iowa","19","190","Union County","175","1750","Union County",31905
"G1901770","2000","Iowa","19","190","Van Buren County","177","1770","Van Buren County",31094
"G1901790","2000","Iowa","19","190","Wapello County","179","1790","Wapello County",32188
"G1901810","2000","Iowa","19","190","Warren County","181","1810","Warren County",50349
"G1901830","2000","Iowa","19","190","Washington County","183","1830","Washington County",39103
"G1901850","2000","Iowa","19","190","Wayne County","185","1850","Wayne County",29380
"G1901870","2000","Iowa","19","190","Webster County","187","1870","Webster County",35334
"G1901890","2000","Iowa","19","190","Winnebago County","189","1890","Winnebago County",38381
"G1901910","2000","Iowa","19","190","Winneshiek County","191","1910","Winneshiek County",38908
"G1901930","2000","Iowa","19","190","Woodbury County","193","1930","Woodbury County",38509
"G1901950","2000","Iowa","19","190","Worth County","195","1950","Worth County",36444
"G1901970","2000","Iowa","19","190","Wright County","197","1970","Wright County",36197
"G2000010","2000","Kansas","20","200","Allen County","001","0010","Allen County",31481
"G2000030","2000","Kansas","20","200","Anderson County","003","0030","Anderson County",33244
"G2000050","2000","Kansas","20","200","Atchison County","005","0050","Atchison County",34355
"G2000070","2000","Kansas","20","200","Barber County","007","0070","Barber County",33407
"G2000090","2000","Kansas","20","200","Barton County","009","0090","Barton County",32176
"G2000110","2000","Kansas","20","200","Bourbon County","011","0110","Bourbon County",31199
"G2000130","2000","Kansas","20","200","Brown County","013","0130","Brown County",31971
"G2000150","2000","Kansas","20","200","Butler County","015","0150","Butler County",45474
"G2000170","2000","Kansas","20","200","Chase County","017","0170","Chase County",32656
"G2000190","2000","Kansas","20","200","Chautauqua County","019","0190","Chautauqua County",28717
"G2000210","2000","Kansas","20","200","Cherokee County","021","0210","Cherokee County",30505
"G2000230","2000","Kansas","20","200","Cheyenne County","023","0230","Cheyenne County",30599
"G2000250","2000","Kansas","20","200","Clark County","025","0250","Clark County",33857
"G2000270","2000","Kansas","20","200","Clay County","027","0270","Clay County",33965
"G2000290","2000","Kansas","20","200","Cloud County","029","0290","Cloud County",31758
"G2000310","2000","Kansas","20","200","Coffey County","031","0310","Coffey County",37839
"G2000330","2000","Kansas","20","200","Comanche County","033","0330","Comanche County",29415
"G2000350","2000","Kansas","20","200","Cowley County","035","0350","Cowley County",34406
"G2000370","2000","Kansas","20","200","Crawford County","037","0370","Crawford County",29409
"G2000390","2000","Kansas","20","200","Decatur County","039","0390","Decatur County",30257
"G2000410","2000","Kansas","20","200","Dickinson County","041","0410","Dickinson County",35975
"G2000430","2000","Kansas","20","200","Doniphan County","043","0430","Doniphan County",32537
"G2000450","2000","Kansas","20","200","Douglas County","045","0450","Douglas County",37547
"G2000470","2000","Kansas","20","200","Edwards County","047","0470","Edwards County",30530
"G2000490","2000","Kansas","20","200","Elk County","049","0490","Elk County",27267
"G2000510","2000","Kansas","20","200","Ellis County","051","0510","Ellis County",32339
"G2000530","2000","Kansas","20","200","Ellsworth County","053","0530","Ellsworth County",35772
"G2000550","2000","Kansas","20","200","Finney County","055","0550","Finney County",38474
"G2000570","2000","Kansas","20","200","Ford County","057","0570","Ford County",37860
"G2000590","2000","Kansas","20","200","Franklin County","059","0590","Franklin County",39052
"G2000610","2000","Kansas","20","200","Geary County","061","0610","Geary County",31917
"G2000630","2000","Kansas","20","200","Gove County","063","0630","Gove County",33510
"G2000650","2000","Kansas","20","200","Graham County","065","0650","Graham County",31286
"G2000670","2000","Kansas","20","200","Grant County","067","0670","Grant County",39854
"G2000690","2000","Kansas","20","200","Gray County","069","0690","Gray County",40000
"G2000710","2000","Kansas","20","200","Greeley County","071","0710","Greeley County",34605
"G2000730","2000","Kansas","20","200","Greenwood County","073","0730","Greenwood County",30169
"G2000750","2000","Kansas","20","200","Hamilton County","075","0750","Hamilton County",32033
"G2000770","2000","Kansas","20","200","Harper County","077","0770","Harper County",29776
"G2000790","2000","Kansas","20","200","Harvey County","079","0790","Harvey County",40907
"G2000810","2000","Kansas","20","200","Haskell County","081","0810","Haskell County",38634
"G2000830","2000","Kansas","20","200","Hodgeman County","083","0830","Hodgeman County",35994
"G2000850","2000","Kansas","20","200","Jackson County","085","0850","Jackson County",40451
"G2000870","2000","Kansas","20","200","Jefferson County","087","0870","Jefferson County",45535
"G2000890","2000","Kansas","20","200","Jewell County","089","0890","Jewell County",30538
"G2000910","2000","Kansas","20","200","Johnson County","091","0910","Johnson County",61455
"G2000930","2000","Kansas","20","200","Kearny County","093","0930","Kearny County",40149
"G2000950","2000","Kansas","20","200","Kingman County","095","0950","Kingman County",37790
"G2000970","2000","Kansas","20","200","Kiowa County","097","0970","Kiowa County",31576
"G2000990","2000","Kansas","20","200","Labette County","099","0990","Labette County",30875
"G2001010","2000","Kansas","20","200","Lane County","101","1010","Lane County",36047
"G2001030","2000","Kansas","20","200","Leavenworth County","103","1030","Leavenworth County",48114
"G2001050","2000","Kansas","20","200","Lincoln County","105","1050","Lincoln County",30893
"G2001070","2000","Kansas","20","200","Linn County","107","1070","Linn County",35906
"G2001090","2000","Kansas","20","200","Logan County","109","1090","Logan County",32131
"G2001110","2000","Kansas","20","200","Lyon County","111","1110","Lyon County",32819
"G2001130","2000","Kansas","20","200","McPherson County","113","1130","McPherson County",41138
"G2001150","2000","Kansas","20","200","Marion County","115","1150","Marion County",34500
"G2001170","2000","Kansas","20","200","Marshall County","117","1170","Marshall County",32089
"G2001190","2000","Kansas","20","200","Meade County","119","1190","Meade County",36761
"G2001210","2000","Kansas","20","200","Miami County","121","1210","Miami County",46665
"G2001230","2000","Kansas","20","200","Mitchell County","123","1230","Mitchell County",33385
"G2001250","2000","Kansas","20","200","Montgomery County","125","1250","Montgomery County",30997
"G2001270","2000","Kansas","20","200","Morris County","127","1270","Morris County",32163
"G2001290","2000","Kansas","20","200","Morton County","129","1290","Morton County",37232
"G2001310","2000","Kansas","20","200","Nemaha County","131","1310","Nemaha County",34296
"G2001330","2000","Kansas","20","200","Neosho County","133","1330","Neosho County",32167
"G2001350","2000","Kansas","20","200","Ness County","135","1350","Ness County",32340
"G2001370","2000","Kansas","20","200","Norton County","137","1370","Norton County",31050
"G2001390","2000","Kansas","20","200","Osage County","139","1390","Osage County",37928
"G2001410","2000","Kansas","20","200","Osborne County","141","1410","Osborne County",29145
"G2001430","2000","Kansas","20","200","Ottawa County","143","1430","Ottawa County",38009
"G2001450","2000","Kansas","20","200","Pawnee County","145","1450","Pawnee County",35175
"G2001470","2000","Kansas","20","200","Phillips County","147","1470","Phillips County",35013
"G2001490","2000","Kansas","20","200","Pottawatomie County","149","1490","Pottawatomie County",40176
"G2001510","2000","Kansas","20","200","Pratt County","151","1510","Pratt County",35529
"G2001530","2000","Kansas","20","200","Rawlins County","153","1530","Rawlins County",32105
"G2001550","2000","Kansas","20","200","Reno County","155","1550","Reno County",35510
"G2001570","2000","Kansas","20","200","Republic County","157","1570","Republic County",30494
"G2001590","2000","Kansas","20","200","Rice County","159","1590","Rice County",35671
"G2001610","2000","Kansas","20","200","Riley County","161","1610","Riley County",32042
"G2001630","2000","Kansas","20","200","Rooks County","163","1630","Rooks County",30457
"G2001650","2000","Kansas","20","200","Rush County","165","1650","Rush County",31268
"G2001670","2000","Kansas","20","200","Russell County","167","1670","Russell County",29284
"G2001690","2000","Kansas","20","200","Saline County","169","1690","Saline County",37308
"G2001710","2000","Kansas","20","200","Scott County","171","1710","Scott County",40534
"G2001730","2000","Kansas","20","200","Sedgwick County","173","1730","Sedgwick County",42485
"G2001750","2000","Kansas","20","200","Seward County","175","1750","Seward County",36752
"G2001770","2000","Kansas","20","200","Shawnee County","177","1770","Shawnee County",40988
"G2001790","2000","Kansas","20","200","Sheridan County","179","1790","Sheridan County",33547
