GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,B79AA1990
"G0100870","1990","Alabama","01","010","Macon County","087","0870","Macon County",15642
"G0100890","1990","Alabama","01","010","Madison County","089","0890","Madison County",33048
"G0100910","1990","Alabama","01","010","Marengo County","091","0910","Marengo County",18663
"G0100930","1990","Alabama","01","010","Marion County","093","0930","Marion County",18455
"G0100950","1990","Alabama","01","010","Marshall County","095","0950","Marshall County",21458
"G0100970","1990","Alabama","01","010","Mobile County","097","0970","Mobile County",22994
"G0100990","1990","Alabama","01","010","Monroe County","099","0990","Monroe County",21140
"G0101010","1990","Alabama","01","010","Montgomery County","101","1010","Montgomery County",26551
"G0101030","1990","Alabama","01","010","Morgan County","103","1030","Morgan County",28364
"G0101050","1990","Alabama","01","010","Perry County","105","1050","Perry County",13769
"G0101070","1990","Alabama","01","010","Pickens County","107","1070","Pickens County",17879
"G0101090","1990","Alabama","01","010","Pike County","109","1090","Pike County",17312
"G0101110","1990","Alabama","01","010","Randolph County","111","1110","Randolph County",19440
"G0101130","1990","Alabama","01","010","Russell County","113","1130","Russell County",20995
"G0101150","1990","Alabama","01","010","St. Clair County","115","1150","St. Clair County",24106
"G0101170","1990","Alabama","01","010","Shelby County","117","1170","Shelby County",36852
"G0101190","1990","Alabama","01","010","Sumter County","119","1190","Sumter County",12811
"G0101210","1990","Alabama","01","010","Talladega County","121","1210","Talladega County",21378
"G0101230","1990","Alabama","01","010","Tallapoosa County","123","1230","Tallapoosa County",22020
"G0101250","1990","Alabama","01","010","Tuscaloosa County","125","1250","Tuscaloosa County",23056
"G0101270","1990","Alabama","01","010","Walker County","127","1270","Walker County",20464
"G0101290","1990","Alabama","01","010","Washington County","129","1290","Washington County",20082
"G0101310","1990","Alabama","01","010","Wilcox County","131","1310","Wilcox County",12437
"G0101330","1990","Alabama","01","010","Winston County","133","1330","Winston County",17936
"G0200130","1990","Alaska","02","020","Aleutians East Borough","013","0130","Aleutians East Borough",42384
"G0200160","1990","Alaska","02","020","Aleutians West Census Area","016","0160","Aleutians West Census Area",35187
"G0200200","1990","Alaska","02","020","Anchorage Municipality","020","0200","Anchorage Borough",43946
"G0200500","1990","Alaska","02","020","Bethel Census Area","050","0500","Bethel Census Area",25402
"G0200600","1990","Alaska","02","020","Bristol Bay Borough","060","0600","Bristol Bay Borough",51112
"G0200700","1990","Alaska","02","020","Dillingham Census Area","070","0700","Dillingham Census Area",28779
"G0200900","1990","Alaska","02","020","Fairbanks North Star Borough","090","0900","Fairbanks North Star Borough",37468
"G0201000","1990","Alaska","02","020","Haines Borough","100","1000","Haines Borough",36048
"G0201100","1990","Alaska","02","020","Juneau City and Borough","110","1100","Juneau Borough",47924
"G0201220","1990","Alaska","02","020","Kenai Peninsula Borough","122","1220","Kenai Peninsula Borough",42403
"G0201300","1990","Alaska","02","020","Ketchikan Gateway Borough","130","1300","Ketchikan Gateway Borough",45172
"G0201500","1990","Alaska","02","020","Kodiak Island Borough","150","1500","Kodiak Island Borough",44815
"G0201640","1990","Alaska","02","020","Lake and Peninsula Borough","164","1640","Lake and Peninsula Borough",25231
"G0201700","1990","Alaska","02","020","Matanuska-Susitna Borough","170","1700","Matanuska-Susitna Borough",40745
"G0201800","1990","Alaska","02","020","Nome Census Area","180","1800","Nome Census Area",30144
"G0201850","1990","Alaska","02","020","North Slope Borough","185","1850","North Slope Borough",50473
"G0201880","1990","Alaska","02","020","Northwest Arctic Borough","188","1880","Northwest Arctic Borough",33313
"G0202010","1990","Alaska","02","020","Prince Of Wales-Outer Ketchikan","201","2010","Prince of Wales-Outer Ketchikan Census Area",39495
"G0202200","1990","Alaska","02","020","Sitka City and Borough","220","2200","Sitka Borough",43337
"G0202310","1990","Alaska","02","020","Skagway-Yakutat-Angoon","231","2310","Skagway-Yakutat-Angoon Census Area",38583
"G0202400","1990","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","Southeast Fairbanks Census Area",30222
"G0202610","1990","Alaska","02","020","Valdez-Cordova Census Area","261","2610","Valdez-Cordova Census Area",47500
"G0202700","1990","Alaska","02","020","Wade Hampton Census Area","270","2700","Wade Hampton Census Area",20586
"G0202800","1990","Alaska","02","020","Wrangell-Petersburg","280","2800","Wrangell-Petersburg Census Area",42020
"G0202900","1990","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","Yukon-Koyukuk Census Area",23945
"G0400010","1990","Arizona","04","040","Apache County","001","0010","Apache County",14100
"G0400030","1990","Arizona","04","040","Cochise County","003","0030","Cochise County",22425
"G0400050","1990","Arizona","04","040","Coconino County","005","0050","Coconino County",26112
"G0400070","1990","Arizona","04","040","Gila County","007","0070","Gila County",20964
"G0400090","1990","Arizona","04","040","Graham County","009","0090","Graham County",18455
"G0400110","1990","Arizona","04","040","Greenlee County","011","0110","Greenlee County",27491
"G0400120","1990","Arizona","04","040","La Paz County","012","0120","La Paz County",16555
"G0400130","1990","Arizona","04","040","Maricopa County","013","0130","Maricopa County",30797
"G0400150","1990","Arizona","04","040","Mohave County","015","0150","Mohave County",24002
"G0400170","1990","Arizona","04","040","Navajo County","017","0170","Navajo County",19452
"G0400190","1990","Arizona","04","040","Pima County","019","0190","Pima County",25401
"G0400210","1990","Arizona","04","040","Pinal County","021","0210","Pinal County",21301
"G0400230","1990","Arizona","04","040","Santa Cruz County","023","0230","Santa Cruz County",22066
"G0400250","1990","Arizona","04","040","Yavapai County","025","0250","Yavapai County",22060
"G0400270","1990","Arizona","04","040","Yuma County","027","0270","Yuma County",23635
"G0500010","1990","Arkansas","05","050","Arkansas County","001","0010","Arkansas County",19516
"G0500030","1990","Arkansas","05","050","Ashley County","003","0030","Ashley County",20609
"G0500050","1990","Arkansas","05","050","Baxter County","005","0050","Baxter County",18826
"G0500070","1990","Arkansas","05","050","Benton County","007","0070","Benton County",26021
"G0500090","1990","Arkansas","05","050","Boone County","009","0090","Boone County",20656
"G0500110","1990","Arkansas","05","050","Bradley County","011","0110","Bradley County",17259
"G0500130","1990","Arkansas","05","050","Calhoun County","013","0130","Calhoun County",21198
"G0500150","1990","Arkansas","05","050","Carroll County","015","0150","Carroll County",20623
"G0500170","1990","Arkansas","05","050","Chicot County","017","0170","Chicot County",12680
"G0500190","1990","Arkansas","05","050","Clark County","019","0190","Clark County",18068
"G0500210","1990","Arkansas","05","050","Clay County","021","0210","Clay County",16219
"G0500230","1990","Arkansas","05","050","Cleburne County","023","0230","Cleburne County",19438
"G0500250","1990","Arkansas","05","050","Cleveland County","025","0250","Cleveland County",19703
"G0500270","1990","Arkansas","05","050","Columbia County","027","0270","Columbia County",18470
"G0500290","1990","Arkansas","05","050","Conway County","029","0290","Conway County",20538
"G0500310","1990","Arkansas","05","050","Craighead County","031","0310","Craighead County",22150
"G0500330","1990","Arkansas","05","050","Crawford County","033","0330","Crawford County",21574
"G0500350","1990","Arkansas","05","050","Crittenden County","035","0350","Crittenden County",20948
"G0500370","1990","Arkansas","05","050","Cross County","037","0370","Cross County",19049
"G0500390","1990","Arkansas","05","050","Dallas County","039","0390","Dallas County",17651
"G0500410","1990","Arkansas","05","050","Desha County","041","0410","Desha County",15719
"G0500430","1990","Arkansas","05","050","Drew County","043","0430","Drew County",18906
"G0500450","1990","Arkansas","05","050","Faulkner County","045","0450","Faulkner County",23663
"G0500470","1990","Arkansas","05","050","Franklin County","047","0470","Franklin County",18408
"G0500490","1990","Arkansas","05","050","Fulton County","049","0490","Fulton County",14950
"G0500510","1990","Arkansas","05","050","Garland County","051","0510","Garland County",20260
"G0500530","1990","Arkansas","05","050","Grant County","053","0530","Grant County",24278
"G0500550","1990","Arkansas","05","050","Greene County","055","0550","Greene County",19940
"G0500570","1990","Arkansas","05","050","Hempstead County","057","0570","Hempstead County",16986
"G0500590","1990","Arkansas","05","050","Hot Spring County","059","0590","Hot Spring County",19355
"G0500610","1990","Arkansas","05","050","Howard County","061","0610","Howard County",21277
"G0500630","1990","Arkansas","05","050","Independence County","063","0630","Independence County",20208
"G0500650","1990","Arkansas","05","050","Izard County","065","0650","Izard County",16910
"G0500670","1990","Arkansas","05","050","Jackson County","067","0670","Jackson County",16641
"G0500690","1990","Arkansas","05","050","Jefferson County","069","0690","Jefferson County",21322
"G0500710","1990","Arkansas","05","050","Johnson County","071","0710","Johnson County",18225
"G0500730","1990","Arkansas","05","050","Lafayette County","073","0730","Lafayette County",13849
"G0500750","1990","Arkansas","05","050","Lawrence County","075","0750","Lawrence County",15337
"G0500770","1990","Arkansas","05","050","Lee County","077","0770","Lee County",11949
"G0500790","1990","Arkansas","05","050","Lincoln County","079","0790","Lincoln County",18457
"G0500810","1990","Arkansas","05","050","Little River County","081","0810","Little River County",21791
"G0500830","1990","Arkansas","05","050","Logan County","083","0830","Logan County",18992
"G0500850","1990","Arkansas","05","050","Lonoke County","085","0850","Lonoke County",23831
"G0500870","1990","Arkansas","05","050","Madison County","087","0870","Madison County",18392
"G0500890","1990","Arkansas","05","050","Marion County","089","0890","Marion County",17220
"G0500910","1990","Arkansas","05","050","Miller County","091","0910","Miller County",20232
"G0500930","1990","Arkansas","05","050","Mississippi County","093","0930","Mississippi County",18522
"G0500950","1990","Arkansas","05","050","Monroe County","095","0950","Monroe County",13633
"G0500970","1990","Arkansas","05","050","Montgomery County","097","0970","Montgomery County",16503
"G0500990","1990","Arkansas","05","050","Nevada County","099","0990","Nevada County",18919
"G0501010","1990","Arkansas","05","050","Newton County","101","1010","Newton County",15139
"G0501030","1990","Arkansas","05","050","Ouachita County","103","1030","Ouachita County",21056
"G0501050","1990","Arkansas","05","050","Perry County","105","1050","Perry County",17626
"G0501070","1990","Arkansas","05","050","Phillips County","107","1070","Phillips County",13071
"G0501090","1990","Arkansas","05","050","Pike County","109","1090","Pike County",19240
"G0501110","1990","Arkansas","05","050","Poinsett County","111","1110","Poinsett County",16858
"G0501130","1990","Arkansas","05","050","Polk County","113","1130","Polk County",17789
"G0501150","1990","Arkansas","05","050","Pope County","115","1150","Pope County",22326
"G0501170","1990","Arkansas","05","050","Prairie County","117","1170","Prairie County",17044
"G0501190","1990","Arkansas","05","050","Pulaski County","119","1190","Pulaski County",26883
"G0501210","1990","Arkansas","05","050","Randolph County","121","1210","Randolph County",16719
"G0501230","1990","Arkansas","05","050","St. Francis County","123","1230","St. Francis County",15029
"G0501250","1990","Arkansas","05","050","Saline County","125","1250","Saline County",28262
"G0501270","1990","Arkansas","05","050","Scott County","127","1270","Scott County",16470
"G0501290","1990","Arkansas","05","050","Searcy County","129","1290","Searcy County",13221
"G0501310","1990","Arkansas","05","050","Sebastian County","131","1310","Sebastian County",24037
"G0501330","1990","Arkansas","05","050","Sevier County","133","1330","Sevier County",19208
"G0501350","1990","Arkansas","05","050","Sharp County","135","1350","Sharp County",17362
"G0501370","1990","Arkansas","05","050","Stone County","137","1370","Stone County",15655
"G0501390","1990","Arkansas","05","050","Union County","139","1390","Union County",21041
"G0501410","1990","Arkansas","05","050","Van Buren County","141","1410","Van Buren County",17103
"G0501430","1990","Arkansas","05","050","Washington County","143","1430","Washington County",23124
"G0501450","1990","Arkansas","05","050","White County","145","1450","White County",19722
"G0501470","1990","Arkansas","05","050","Woodruff County","147","1470","Woodruff County",14024
"G0501490","1990","Arkansas","05","050","Yell County","149","1490","Yell County",19647
"G0600010","1990","California","06","060","Alameda County","001","0010","Alameda County",37544
"G0600030","1990","California","06","060","Alpine County","003","0030","Alpine County",24929
"G0600050","1990","California","06","060","Amador County","005","0050","Amador County",30265
"G0600070","1990","California","06","060","Butte County","007","0070","Butte County",22776
"G0600090","1990","California","06","060","Calaveras County","009","0090","Calaveras County",27645
"G0600110","1990","California","06","060","Colusa County","011","0110","Colusa County",24912
"G0600130","1990","California","06","060","Contra Costa County","013","0130","Contra Costa County",45087
"G0600150","1990","California","06","060","Del Norte County","015","0150","Del Norte County",22917
"G0600170","1990","California","06","060","El Dorado County","017","0170","El Dorado County",35058
"G0600190","1990","California","06","060","Fresno County","019","0190","Fresno County",26377
"G0600210","1990","California","06","060","Glenn County","021","0210","Glenn County",22831
"G0600230","1990","California","06","060","Humboldt County","023","0230","Humboldt County",23586
"G0600250","1990","California","06","060","Imperial County","025","0250","Imperial County",22442
"G0600270","1990","California","06","060","Inyo County","027","0270","Inyo County",24386
"G0600290","1990","California","06","060","Kern County","029","0290","Kern County",28634
"G0600310","1990","California","06","060","Kings County","031","0310","Kings County",25507
"G0600330","1990","California","06","060","Lake County","033","0330","Lake County",21794
"G0600350","1990","California","06","060","Lassen County","035","0350","Lassen County",26764
"G0600370","1990","California","06","060","Los Angeles County","037","0370","Los Angeles County",34965
"G0600390","1990","California","06","060","Madera County","039","0390","Madera County",27370
"G0600410","1990","California","06","060","Marin County","041","0410","Marin County",48544
"G0600430","1990","California","06","060","Mariposa County","043","0430","Mariposa County",25272
"G0600450","1990","California","06","060","Mendocino County","045","0450","Mendocino County",26443
"G0600470","1990","California","06","060","Merced County","047","0470","Merced County",25548
"G0600490","1990","California","06","060","Modoc County","049","0490","Modoc County",22029
"G0600510","1990","California","06","060","Mono County","051","0510","Mono County",31924
"G0600530","1990","California","06","060","Monterey County","053","0530","Monterey County",33520
"G0600550","1990","California","06","060","Napa County","055","0550","Napa County",36773
"G0600570","1990","California","06","060","Nevada County","057","0570","Nevada County",32200
"G0600590","1990","California","06","060","Orange County","059","0590","Orange County",45922
"G0600610","1990","California","06","060","Placer County","061","0610","Placer County",37601
"G0600630","1990","California","06","060","Plumas County","063","0630","Plumas County",24299
"G0600650","1990","California","06","060","Riverside County","065","0650","Riverside County",33081
"G0600670","1990","California","06","060","Sacramento County","067","0670","Sacramento County",32297
"G0600690","1990","California","06","060","San Benito County","069","0690","San Benito County",36473
"G0600710","1990","California","06","060","San Bernardino County","071","0710","San Bernardino County",33443
"G0600730","1990","California","06","060","San Diego County","073","0730","San Diego County",35022
"G0600750","1990","California","06","060","San Francisco County","075","0750","San Francisco County",33414
"G0600770","1990","California","06","060","San Joaquin County","077","0770","San Joaquin County",30635
"G0600790","1990","California","06","060","San Luis Obispo County","079","0790","San Luis Obispo County",31164
"G0600810","1990","California","06","060","San Mateo County","081","0810","San Mateo County",46437
"G0600830","1990","California","06","060","Santa Barbara County","083","0830","Santa Barbara County",35677
"G0600850","1990","California","06","060","Santa Clara County","085","0850","Santa Clara County",48115
"G0600870","1990","California","06","060","Santa Cruz County","087","0870","Santa Cruz County",37112
"G0600890","1990","California","06","060","Shasta County","089","0890","Shasta County",25581
"G0600910","1990","California","06","060","Sierra County","091","0910","Sierra County",23657
"G0600930","1990","California","06","060","Siskiyou County","093","0930","Siskiyou County",21921
"G0600950","1990","California","06","060","Solano County","095","0950","Solano County",39113
"G0600970","1990","California","06","060","Sonoma County","097","0970","Sonoma County",36299
"G0600990","1990","California","06","060","Stanislaus County","099","0990","Stanislaus County",29793
"G0601010","1990","California","06","060","Sutter County","101","1010","Sutter County",27096
"G0601030","1990","California","06","060","Tehama County","103","1030","Tehama County",22436
"G0601050","1990","California","06","060","Trinity County","105","1050","Trinity County",20494
"G0601070","1990","California","06","060","Tulare County","107","1070","Tulare County",24450
"G0601090","1990","California","06","060","Tuolumne County","109","1090","Tuolumne County",27030
"G0601110","1990","California","06","060","Ventura County","111","1110","Ventura County",45612
"G0601130","1990","California","06","060","Yolo County","113","1130","Yolo County",28866
"G0601150","1990","California","06","060","Yuba County","115","1150","Yuba County",21523
"G0800010","1990","Colorado","08","080","Adams County","001","0010","Adams County",30522
"G0800030","1990","Colorado","08","080","Alamosa County","003","0030","Alamosa County",20265
"G0800050","1990","Colorado","08","080","Arapahoe County","005","0050","Arapahoe County",37234
"G0800070","1990","Colorado","08","080","Archuleta County","007","0070","Archuleta County",22894
"G0800090","1990","Colorado","08","080","Baca County","009","0090","Baca County",18602
"G0800110","1990","Colorado","08","080","Bent County","011","0110","Bent County",18977
"G0800130","1990","Colorado","08","080","Boulder County","013","0130","Boulder County",35322
"G0800150","1990","Colorado","08","080","Chaffee County","015","0150","Chaffee County",21174
"G0800170","1990","Colorado","08","080","Cheyenne County","017","0170","Cheyenne County",24341
"G0800190","1990","Colorado","08","080","Clear Creek County","019","0190","Clear Creek County",33149
"G0800210","1990","Colorado","08","080","Conejos County","021","0210","Conejos County",14188
"G0800230","1990","Colorado","08","080","Costilla County","023","0230","Costilla County",13057
"G0800250","1990","Colorado","08","080","Crowley County","025","0250","Crowley County",16088
"G0800270","1990","Colorado","08","080","Custer County","027","0270","Custer County",20000
"G0800290","1990","Colorado","08","080","Delta County","029","0290","Delta County",18532
"G0800310","1990","Colorado","08","080","Denver County","031","0310","Denver County",25106
"G0800330","1990","Colorado","08","080","Dolores County","033","0330","Dolores County",19952
"G0800350","1990","Colorado","08","080","Douglas County","035","0350","Douglas County",51718
"G0800370","1990","Colorado","08","080","Eagle County","037","0370","Eagle County",36931
"G0800390","1990","Colorado","08","080","Elbert County","039","0390","Elbert County",36273
"G0800410","1990","Colorado","08","080","El Paso County","041","0410","El Paso County",29604
"G0800430","1990","Colorado","08","080","Fremont County","043","0430","Fremont County",19988
"G0800450","1990","Colorado","08","080","Garfield County","045","0450","Garfield County",29176
"G0800470","1990","Colorado","08","080","Gilpin County","047","0470","Gilpin County",31898
"G0800490","1990","Colorado","08","080","Grand County","049","0490","Grand County",29991
"G0800510","1990","Colorado","08","080","Gunnison County","051","0510","Gunnison County",23013
"G0800530","1990","Colorado","08","080","Hinsdale County","053","0530","Hinsdale County",26250
"G0800550","1990","Colorado","08","080","Huerfano County","055","0550","Huerfano County",14730
"G0800570","1990","Colorado","08","080","Jackson County","057","0570","Jackson County",20938
"G0800590","1990","Colorado","08","080","Jefferson County","059","0590","Jefferson County",39084
"G0800610","1990","Colorado","08","080","Kiowa County","061","0610","Kiowa County",21417
"G0800630","1990","Colorado","08","080","Kit Carson County","063","0630","Kit Carson County",23125
"G0800650","1990","Colorado","08","080","Lake County","065","0650","Lake County",24708
"G0800670","1990","Colorado","08","080","La Plata County","067","0670","La Plata County",25759
"G0800690","1990","Colorado","08","080","Larimer County","069","0690","Larimer County",29686
"G0800710","1990","Colorado","08","080","Las Animas County","071","0710","Las Animas County",16286
"G0800730","1990","Colorado","08","080","Lincoln County","073","0730","Lincoln County",20595
"G0800750","1990","Colorado","08","080","Logan County","075","0750","Logan County",22065
"G0800770","1990","Colorado","08","080","Mesa County","077","0770","Mesa County",23698
"G0800790","1990","Colorado","08","080","Mineral County","079","0790","Mineral County",19830
"G0800810","1990","Colorado","08","080","Moffat County","081","0810","Moffat County",31615
"G0800830","1990","Colorado","08","080","Montezuma County","083","0830","Montezuma County",22491
"G0800850","1990","Colorado","08","080","Montrose County","085","0850","Montrose County",22610
"G0800870","1990","Colorado","08","080","Morgan County","087","0870","Morgan County",22849
"G0800890","1990","Colorado","08","080","Otero County","089","0890","Otero County",18178
"G0800910","1990","Colorado","08","080","Ouray County","091","0910","Ouray County",27500
"G0800930","1990","Colorado","08","080","Park County","093","0930","Park County",32102
"G0800950","1990","Colorado","08","080","Phillips County","095","0950","Phillips County",21484
"G0800970","1990","Colorado","08","080","Pitkin County","097","0970","Pitkin County",39991
"G0800990","1990","Colorado","08","080","Prowers County","099","0990","Prowers County",20625
"G0801010","1990","Colorado","08","080","Pueblo County","101","1010","Pueblo County",21553
"G0801030","1990","Colorado","08","080","Rio Blanco County","103","1030","Rio Blanco County",29243
"G0801050","1990","Colorado","08","080","Rio Grande County","105","1050","Rio Grande County",19193
"G0801070","1990","Colorado","08","080","Routt County","107","1070","Routt County",31409
"G0801090","1990","Colorado","08","080","Saguache County","109","1090","Saguache County",15853
"G0801110","1990","Colorado","08","080","San Juan County","111","1110","San Juan County",26167
"G0801130","1990","Colorado","08","080","San Miguel County","113","1130","San Miguel County",30578
"G0801150","1990","Colorado","08","080","Sedgwick County","115","1150","Sedgwick County",19335
"G0801170","1990","Colorado","08","080","Summit County","117","1170","Summit County",35229
"G0801190","1990","Colorado","08","080","Teller County","119","1190","Teller County",32209
"G0801210","1990","Colorado","08","080","Washington County","121","1210","Washington County",20637
"G0801230","1990","Colorado","08","080","Weld County","123","1230","Weld County",25642
"G0801250","1990","Colorado","08","080","Yuma County","125","1250","Yuma County",22249
"G0900010","1990","Connecticut","09","090","Fairfield County","001","0010","Fairfield County",49891
"G0900030","1990","Connecticut","09","090","Hartford County","003","0030","Hartford County",40609
"G0900050","1990","Connecticut","09","090","Litchfield County","005","0050","Litchfield County",42565
"G0900070","1990","Connecticut","09","090","Middlesex County","007","0070","Middlesex County",43212
"G0900090","1990","Connecticut","09","090","New Haven County","009","0090","New Haven County",38471
"G0900110","1990","Connecticut","09","090","New London County","011","0110","New London County",37488
"G0900130","1990","Connecticut","09","090","Tolland County","013","0130","Tolland County",45019
"G0900150","1990","Connecticut","09","090","Windham County","015","0150","Windham County",33851
"G1000010","1990","Delaware","10","100","Kent County","001","0010","Kent County",29497
"G1000030","1990","Delaware","10","100","New Castle County","003","0030","New Castle County",38617
"G1000050","1990","Delaware","10","100","Sussex County","005","0050","Sussex County",26904
"G1100010","1990","District Of Columbia","11","110","District of Columbia","001","0010","District of Columbia",30727
"G1200010","1990","Florida","12","120","Alachua County","001","0010","Alachua County",22084
"G1200030","1990","Florida","12","120","Baker County","003","0030","Baker County",25816
"G1200050","1990","Florida","12","120","Bay County","005","0050","Bay County",24684
"G1200070","1990","Florida","12","120","Bradford County","007","0070","Bradford County",24625
"G1200090","1990","Florida","12","120","Brevard County","009","0090","Brevard County",30534
"G1200110","1990","Florida","12","120","Broward County","011","0110","Broward County",30571
"G1200130","1990","Florida","12","120","Calhoun County","013","0130","Calhoun County",18615
"G1200150","1990","Florida","12","120","Charlotte County","015","0150","Charlotte County",25746
"G1200170","1990","Florida","12","120","Citrus County","017","0170","Citrus County",21285
"G1200190","1990","Florida","12","120","Clay County","019","0190","Clay County",34860
"G1200210","1990","Florida","12","120","Collier County","021","0210","Collier County",34001
"G1200230","1990","Florida","12","120","Columbia County","023","0230","Columbia County",21961
"G1200250","1990","Florida","12","120","Dade County","025","0250","Dade County",26909
"G1200270","1990","Florida","12","120","DeSoto County","027","0270","DeSoto County",20962
"G1200290","1990","Florida","12","120","Dixie County","029","0290","Dixie County",15380
"G1200310","1990","Florida","12","120","Duval County","031","0310","Duval County",28513
"G1200330","1990","Florida","12","120","Escambia County","033","0330","Escambia County",25158
"G1200350","1990","Florida","12","120","Flagler County","035","0350","Flagler County",28628
"G1200370","1990","Florida","12","120","Franklin County","037","0370","Franklin County",17247
"G1200390","1990","Florida","12","120","Gadsden County","039","0390","Gadsden County",19985
"G1200410","1990","Florida","12","120","Gilchrist County","041","0410","Gilchrist County",20632
"G1200430","1990","Florida","12","120","Glades County","043","0430","Glades County",20687
"G1200450","1990","Florida","12","120","Gulf County","045","0450","Gulf County",21866
"G1200470","1990","Florida","12","120","Hamilton County","047","0470","Hamilton County",18709
"G1200490","1990","Florida","12","120","Hardee County","049","0490","Hardee County",22065
"G1200510","1990","Florida","12","120","Hendry County","051","0510","Hendry County",24904
"G1200530","1990","Florida","12","120","Hernando County","053","0530","Hernando County",22741
"G1200550","1990","Florida","12","120","Highlands County","055","0550","Highlands County",21146
"G1200570","1990","Florida","12","120","Hillsborough County","057","0570","Hillsborough County",28477
"G1200590","1990","Florida","12","120","Holmes County","059","0590","Holmes County",17241
"G1200610","1990","Florida","12","120","Indian River County","061","0610","Indian River County",28961
"G1200630","1990","Florida","12","120","Jackson County","063","0630","Jackson County",19471
"G1200650","1990","Florida","12","120","Jefferson County","065","0650","Jefferson County",21782
"G1200670","1990","Florida","12","120","Lafayette County","067","0670","Lafayette County",20744
"G1200690","1990","Florida","12","120","Lake County","069","0690","Lake County",23395
"G1200710","1990","Florida","12","120","Lee County","071","0710","Lee County",28448
"G1200730","1990","Florida","12","120","Leon County","073","0730","Leon County",27323
"G1200750","1990","Florida","12","120","Levy County","075","0750","Levy County",18807
"G1200770","1990","Florida","12","120","Liberty County","077","0770","Liberty County",22253
"G1200790","1990","Florida","12","120","Madison County","079","0790","Madison County",18153
"G1200810","1990","Florida","12","120","Manatee County","081","0810","Manatee County",25951
"G1200830","1990","Florida","12","120","Marion County","083","0830","Marion County",22452
"G1200850","1990","Florida","12","120","Martin County","085","0850","Martin County",31760
"G1200870","1990","Florida","12","120","Monroe County","087","0870","Monroe County",29351
